agegrp,indig_status,legal_status,sex,state,quarter,quart,year,Average_nightly_pop
18+,Total,Unsentenced,Male,ACT,Sep qtr 2012,Sep,2012,5
18+,Total,Unsentenced,Male,ACT,Dec qtr 2012,Dec,2012,3
18+,Total,Unsentenced,Male,ACT,Mar qtr 2013,Mar,2013,2
18+,Total,Unsentenced,Male,ACT,Jun qtr 2013,Jun,2013,1
18+,Total,Unsentenced,Male,NT,Jun qtr 2009,Jun,2009,1
18+,Total,Unsentenced,Male,NT,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Male,NT,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Male,NT,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Male,NT,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Male,NT,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Male,NT,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Male,NT,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Male,NT,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Male,NT,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Male,NT,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Male,NT,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Male,NT,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Male,NT,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Male,NT,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Male,NT,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Male,NT,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Male,Aust,Jun qtr 2009,Jun,2009,27
18+,Total,Unsentenced,Male,Aust,Sep qtr 2009,Sep,2009,29
18+,Total,Unsentenced,Male,Aust,Dec qtr 2009,Dec,2009,30
18+,Total,Unsentenced,Male,Aust,Mar qtr 2010,Mar,2010,33
18+,Total,Unsentenced,Male,Aust,Jun qtr 2010,Jun,2010,31
18+,Total,Unsentenced,Male,Aust,Sep qtr 2010,Sep,2010,27
18+,Total,Unsentenced,Male,Aust,Dec qtr 2010,Dec,2010,20
18+,Total,Unsentenced,Male,Aust,Mar qtr 2011,Mar,2011,28
18+,Total,Unsentenced,Male,Aust,Jun qtr 2011,Jun,2011,26
18+,Total,Unsentenced,Male,Aust,Sep qtr 2011,Sep,2011,31
18+,Total,Unsentenced,Male,Aust,Dec qtr 2011,Dec,2011,28
18+,Total,Unsentenced,Male,Aust,Mar qtr 2012,Mar,2012,33
18+,Total,Unsentenced,Male,Aust,Jun qtr 2012,Jun,2012,35
18+,Total,Unsentenced,Male,Aust,Sep qtr 2012,Sep,2012,32
18+,Total,Unsentenced,Male,Aust,Dec qtr 2012,Dec,2012,22
18+,Total,Unsentenced,Male,Aust,Mar qtr 2013,Mar,2013,35
18+,Total,Unsentenced,Male,Aust,Jun qtr 2013,Jun,2013,30
18+,Total,Unsentenced,Female,NSW,Jun qtr 2009,Jun,2009,1
18+,Total,Unsentenced,Female,NSW,Sep qtr 2009,Sep,2009,1
18+,Total,Unsentenced,Female,NSW,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Female,NSW,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Female,NSW,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Female,NSW,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Female,NSW,Dec qtr 2010,Dec,2010,1
18+,Total,Unsentenced,Female,NSW,Mar qtr 2011,Mar,2011,2
18+,Total,Unsentenced,Female,NSW,Jun qtr 2011,Jun,2011,2
18+,Total,Unsentenced,Female,NSW,Sep qtr 2011,Sep,2011,2
18+,Total,Unsentenced,Female,NSW,Dec qtr 2011,Dec,2011,1
18+,Total,Unsentenced,Female,NSW,Mar qtr 2012,Mar,2012,5
18+,Total,Unsentenced,Female,NSW,Jun qtr 2012,Jun,2012,4
18+,Total,Unsentenced,Female,NSW,Sep qtr 2012,Sep,2012,2
18+,Total,Unsentenced,Female,NSW,Dec qtr 2012,Dec,2012,1
18+,Total,Unsentenced,Female,NSW,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Female,NSW,Jun qtr 2013,Jun,2013,1
18+,Total,Unsentenced,Female,Vic,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Female,Vic,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Female,Vic,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Female,Vic,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Female,Vic,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Female,Vic,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Female,Vic,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Female,Vic,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Female,Vic,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Female,Vic,Sep qtr 2011,Sep,2011,1
18+,Total,Unsentenced,Female,Vic,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Female,Vic,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Female,Vic,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Female,Vic,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Female,Vic,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Female,Vic,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Female,Vic,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Female,Qld,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Female,Qld,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Female,Qld,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Female,Qld,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Female,Qld,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Female,Qld,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Female,Qld,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Female,Qld,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Female,Qld,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Female,Qld,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Female,Qld,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Female,Qld,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Female,Qld,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Female,Qld,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Female,Qld,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Female,Qld,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Female,Qld,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Female,WA,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Female,WA,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Female,WA,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Female,WA,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Female,WA,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Female,WA,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Female,WA,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Female,WA,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Female,WA,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Female,WA,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Female,WA,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Female,WA,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Female,WA,Jun qtr 2012,Jun,2012,1
18+,Total,Unsentenced,Female,WA,Sep qtr 2012,Sep,2012,1
18+,Total,Unsentenced,Female,WA,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Female,WA,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Female,WA,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Female,SA,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Female,SA,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Female,SA,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Female,SA,Mar qtr 2010,Mar,2010,1
18+,Total,Unsentenced,Female,SA,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Female,SA,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Female,SA,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Female,SA,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Female,SA,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Female,SA,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Female,SA,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Female,SA,Mar qtr 2012,Mar,2012,2
18+,Total,Unsentenced,Female,SA,Jun qtr 2012,Jun,2012,1
18+,Total,Unsentenced,Female,SA,Sep qtr 2012,Sep,2012,1
18+,Total,Unsentenced,Female,SA,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Female,SA,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Female,SA,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Female,Tas,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Female,Tas,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Female,Tas,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Female,Tas,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Female,Tas,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Female,Tas,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Female,Tas,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Female,Tas,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Female,Tas,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Female,Tas,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Female,Tas,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Female,Tas,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Female,Tas,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Female,Tas,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Female,Tas,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Female,Tas,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Female,Tas,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Female,ACT,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Female,ACT,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Female,ACT,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Female,ACT,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Female,ACT,Jun qtr 2010,Jun,2010,1
18+,Total,Unsentenced,Female,ACT,Sep qtr 2010,Sep,2010,1
18+,Total,Unsentenced,Female,ACT,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Female,ACT,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Female,ACT,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Female,ACT,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Female,ACT,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Female,ACT,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Female,ACT,Jun qtr 2012,Jun,2012,1
18+,Total,Unsentenced,Female,ACT,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Female,ACT,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Female,ACT,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Female,ACT,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Female,NT,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Female,NT,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Female,NT,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Female,NT,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Female,NT,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Female,NT,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Female,NT,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Female,NT,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Female,NT,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Female,NT,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Female,NT,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Female,NT,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Female,NT,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Female,NT,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Female,NT,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Female,NT,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Female,NT,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Female,Aust,Jun qtr 2009,Jun,2009,1
18+,Total,Unsentenced,Female,Aust,Sep qtr 2009,Sep,2009,1
18+,Total,Unsentenced,Female,Aust,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Female,Aust,Mar qtr 2010,Mar,2010,1
18+,Total,Unsentenced,Female,Aust,Jun qtr 2010,Jun,2010,2
18+,Total,Unsentenced,Female,Aust,Sep qtr 2010,Sep,2010,1
18+,Total,Unsentenced,Female,Aust,Dec qtr 2010,Dec,2010,1
18+,Total,Unsentenced,Female,Aust,Mar qtr 2011,Mar,2011,2
18+,Total,Unsentenced,Female,Aust,Jun qtr 2011,Jun,2011,2
18+,Total,Unsentenced,Female,Aust,Sep qtr 2011,Sep,2011,3
18+,Total,Unsentenced,Female,Aust,Dec qtr 2011,Dec,2011,1
18+,Total,Unsentenced,Female,Aust,Mar qtr 2012,Mar,2012,7
18+,Total,Unsentenced,Female,Aust,Jun qtr 2012,Jun,2012,7
18+,Total,Unsentenced,Female,Aust,Sep qtr 2012,Sep,2012,4
18+,Total,Unsentenced,Female,Aust,Dec qtr 2012,Dec,2012,1
18+,Total,Unsentenced,Female,Aust,Mar qtr 2013,Mar,2013,1
18+,Total,Unsentenced,Female,Aust,Jun qtr 2013,Jun,2013,2
18+,Total,Unsentenced,Total,NSW,Jun qtr 2009,Jun,2009,22
18+,Total,Unsentenced,Total,NSW,Sep qtr 2009,Sep,2009,24
18+,Total,Unsentenced,Total,NSW,Dec qtr 2009,Dec,2009,22
18+,Total,Unsentenced,Total,NSW,Mar qtr 2010,Mar,2010,24
18+,Total,Unsentenced,Total,NSW,Jun qtr 2010,Jun,2010,23
18+,Total,Unsentenced,Total,NSW,Sep qtr 2010,Sep,2010,20
18+,Total,Unsentenced,Total,NSW,Dec qtr 2010,Dec,2010,13
18+,Total,Unsentenced,Total,NSW,Mar qtr 2011,Mar,2011,21
18+,Total,Unsentenced,Total,NSW,Jun qtr 2011,Jun,2011,19
18+,Total,Unsentenced,Total,NSW,Sep qtr 2011,Sep,2011,25
18+,Total,Unsentenced,Total,NSW,Dec qtr 2011,Dec,2011,19
18+,Total,Unsentenced,Total,NSW,Mar qtr 2012,Mar,2012,26
18+,Total,Unsentenced,Total,NSW,Jun qtr 2012,Jun,2012,19
18+,Total,Unsentenced,Total,NSW,Sep qtr 2012,Sep,2012,14
18+,Total,Unsentenced,Total,NSW,Dec qtr 2012,Dec,2012,10
18+,Total,Unsentenced,Total,NSW,Mar qtr 2013,Mar,2013,17
18+,Total,Unsentenced,Total,NSW,Jun qtr 2013,Jun,2013,20
18+,Total,Unsentenced,Total,Vic,Jun qtr 2009,Jun,2009,2
18+,Total,Unsentenced,Total,Vic,Sep qtr 2009,Sep,2009,1
18+,Total,Unsentenced,Total,Vic,Dec qtr 2009,Dec,2009,3
18+,Total,Unsentenced,Total,Vic,Mar qtr 2010,Mar,2010,5
18+,Total,Unsentenced,Total,Vic,Jun qtr 2010,Jun,2010,2
18+,Total,Unsentenced,Total,Vic,Sep qtr 2010,Sep,2010,1
18+,Total,Unsentenced,Total,Vic,Dec qtr 2010,Dec,2010,1
18+,Total,Unsentenced,Total,Vic,Mar qtr 2011,Mar,2011,2
18+,Total,Unsentenced,Total,Vic,Jun qtr 2011,Jun,2011,1
18+,Total,Unsentenced,Total,Vic,Sep qtr 2011,Sep,2011,2
18+,Total,Unsentenced,Total,Vic,Dec qtr 2011,Dec,2011,2
18+,Total,Unsentenced,Total,Vic,Mar qtr 2012,Mar,2012,4
18+,Total,Unsentenced,Total,Vic,Jun qtr 2012,Jun,2012,3
18+,Total,Unsentenced,Total,Vic,Sep qtr 2012,Sep,2012,6
18+,Total,Unsentenced,Total,Vic,Dec qtr 2012,Dec,2012,3
18+,Total,Unsentenced,Total,Vic,Mar qtr 2013,Mar,2013,6
18+,Total,Unsentenced,Total,Vic,Jun qtr 2013,Jun,2013,3
18+,Total,Unsentenced,Total,Qld,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Total,Qld,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Total,Qld,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Total,Qld,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Total,Qld,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Total,Qld,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Total,Qld,Dec qtr 2010,Dec,2010,2
18+,Total,Unsentenced,Total,Qld,Mar qtr 2011,Mar,2011,2
18+,Total,Unsentenced,Total,Qld,Jun qtr 2011,Jun,2011,3
18+,Total,Unsentenced,Total,Qld,Sep qtr 2011,Sep,2011,1
18+,Total,Unsentenced,Total,Qld,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Total,Qld,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Total,Qld,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Total,Qld,Sep qtr 2012,Sep,2012,1
18+,Total,Unsentenced,Total,Qld,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Total,Qld,Mar qtr 2013,Mar,2013,1
18+,Total,Unsentenced,Total,Qld,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Total,WA,Jun qtr 2009,Jun,2009,1
18+,Total,Unsentenced,Total,WA,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Total,WA,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Total,WA,Mar qtr 2010,Mar,2010,2
18+,Total,Unsentenced,Total,WA,Jun qtr 2010,Jun,2010,4
18+,Total,Unsentenced,Total,WA,Sep qtr 2010,Sep,2010,3
18+,Total,Unsentenced,Total,WA,Dec qtr 2010,Dec,2010,3
18+,Total,Unsentenced,Total,WA,Mar qtr 2011,Mar,2011,2
18+,Total,Unsentenced,Total,WA,Jun qtr 2011,Jun,2011,3
18+,Total,Unsentenced,Total,WA,Sep qtr 2011,Sep,2011,3
18+,Total,Unsentenced,Total,WA,Dec qtr 2011,Dec,2011,2
18+,Total,Unsentenced,Total,WA,Mar qtr 2012,Mar,2012,2
18+,Total,Unsentenced,Total,WA,Jun qtr 2012,Jun,2012,6
18+,Total,Unsentenced,Total,WA,Sep qtr 2012,Sep,2012,6
18+,Total,Unsentenced,Total,WA,Dec qtr 2012,Dec,2012,4
18+,Total,Unsentenced,Total,WA,Mar qtr 2013,Mar,2013,5
18+,Total,Unsentenced,Total,WA,Jun qtr 2013,Jun,2013,4
18+,Total,Unsentenced,Total,SA,Jun qtr 2009,Jun,2009,1
18+,Total,Unsentenced,Total,SA,Sep qtr 2009,Sep,2009,4
18+,Total,Unsentenced,Total,SA,Dec qtr 2009,Dec,2009,3
18+,Total,Unsentenced,Total,SA,Mar qtr 2010,Mar,2010,3
18+,Total,Unsentenced,Total,SA,Jun qtr 2010,Jun,2010,2
18+,Total,Unsentenced,Total,SA,Sep qtr 2010,Sep,2010,2
18+,Total,Unsentenced,Total,SA,Dec qtr 2010,Dec,2010,1
18+,Total,Unsentenced,Total,SA,Mar qtr 2011,Mar,2011,1
18+,Total,Unsentenced,Total,SA,Jun qtr 2011,Jun,2011,2
18+,Total,Unsentenced,Total,SA,Sep qtr 2011,Sep,2011,1
18+,Total,Unsentenced,Total,SA,Dec qtr 2011,Dec,2011,3
18+,Total,Unsentenced,Total,SA,Mar qtr 2012,Mar,2012,6
18+,Total,Unsentenced,Total,SA,Jun qtr 2012,Jun,2012,9
18+,Total,Unsentenced,Total,SA,Sep qtr 2012,Sep,2012,3
18+,Total,Unsentenced,Total,SA,Dec qtr 2012,Dec,2012,3
18+,Total,Unsentenced,Total,SA,Mar qtr 2013,Mar,2013,5
18+,Total,Unsentenced,Total,SA,Jun qtr 2013,Jun,2013,4
18+,Total,Unsentenced,Total,Tas,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Total,Tas,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Total,Tas,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Total,Tas,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Total,Tas,Jun qtr 2010,Jun,2010,1
18+,Total,Unsentenced,Total,Tas,Sep qtr 2010,Sep,2010,1
18+,Total,Unsentenced,Total,Tas,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Total,Tas,Mar qtr 2011,Mar,2011,1
18+,Total,Unsentenced,Total,Tas,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Total,Tas,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Total,Tas,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Total,Tas,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Total,Tas,Jun qtr 2012,Jun,2012,2
18+,Total,Unsentenced,Total,Tas,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Total,Tas,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Total,Tas,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Total,Tas,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Total,ACT,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Total,ACT,Sep qtr 2009,Sep,2009,1
18+,Total,Unsentenced,Total,ACT,Dec qtr 2009,Dec,2009,2
18+,Total,Unsentenced,Total,ACT,Mar qtr 2010,Mar,2010,1
18+,Total,Unsentenced,Total,ACT,Jun qtr 2010,Jun,2010,1
18+,Total,Unsentenced,Total,ACT,Sep qtr 2010,Sep,2010,1
18+,Total,Unsentenced,Total,ACT,Dec qtr 2010,Dec,2010,1
18+,Total,Unsentenced,Total,ACT,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Total,ACT,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Total,ACT,Sep qtr 2011,Sep,2011,1
18+,Total,Unsentenced,Total,ACT,Dec qtr 2011,Dec,2011,1
18+,Total,Unsentenced,Total,ACT,Mar qtr 2012,Mar,2012,2
18+,Total,Unsentenced,Total,ACT,Jun qtr 2012,Jun,2012,4
18+,Total,Unsentenced,Total,ACT,Sep qtr 2012,Sep,2012,5
18+,Total,Unsentenced,Total,ACT,Dec qtr 2012,Dec,2012,3
18+,Total,Unsentenced,Total,ACT,Mar qtr 2013,Mar,2013,2
18+,Total,Unsentenced,Total,ACT,Jun qtr 2013,Jun,2013,1
18+,Total,Unsentenced,Total,NT,Jun qtr 2009,Jun,2009,1
18+,Total,Unsentenced,Total,NT,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Total,NT,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Total,NT,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Total,NT,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Total,NT,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Total,NT,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Total,NT,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Total,NT,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Total,NT,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Total,NT,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Total,NT,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Total,NT,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Total,NT,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Total,NT,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Total,NT,Mar qtr 2013,Mar,2013,0
18+,Total,Unsentenced,Total,NT,Jun qtr 2013,Jun,2013,0
18+,Total,Unsentenced,Total,Aust,Jun qtr 2009,Jun,2009,28
18+,Total,Unsentenced,Total,Aust,Sep qtr 2009,Sep,2009,30
18+,Total,Unsentenced,Total,Aust,Dec qtr 2009,Dec,2009,31
18+,Total,Unsentenced,Total,Aust,Mar qtr 2010,Mar,2010,34
18+,Total,Unsentenced,Total,Aust,Jun qtr 2010,Jun,2010,33
18+,Total,Unsentenced,Total,Aust,Sep qtr 2010,Sep,2010,28
18+,Total,Unsentenced,Total,Aust,Dec qtr 2010,Dec,2010,21
18+,Total,Unsentenced,Total,Aust,Mar qtr 2011,Mar,2011,30
18+,Total,Unsentenced,Total,Aust,Jun qtr 2011,Jun,2011,28
18+,Total,Unsentenced,Total,Aust,Sep qtr 2011,Sep,2011,35
18+,Total,Unsentenced,Total,Aust,Dec qtr 2011,Dec,2011,30
18+,Total,Unsentenced,Total,Aust,Mar qtr 2012,Mar,2012,40
18+,Total,Unsentenced,Total,Aust,Jun qtr 2012,Jun,2012,43
18+,Total,Unsentenced,Total,Aust,Sep qtr 2012,Sep,2012,36
18+,Total,Unsentenced,Total,Aust,Dec qtr 2012,Dec,2012,23
18+,Total,Unsentenced,Total,Aust,Mar qtr 2013,Mar,2013,36
18+,Total,Unsentenced,Total,Aust,Jun qtr 2013,Jun,2013,32
18+,Total,Unsentenced,Unknow,NSW,Jun qtr 2009,Jun,2009,0
18+,Total,Unsentenced,Unknow,NSW,Sep qtr 2009,Sep,2009,0
18+,Total,Unsentenced,Unknow,NSW,Dec qtr 2009,Dec,2009,0
18+,Total,Unsentenced,Unknow,NSW,Mar qtr 2010,Mar,2010,0
18+,Total,Unsentenced,Unknow,NSW,Jun qtr 2010,Jun,2010,0
18+,Total,Unsentenced,Unknow,NSW,Sep qtr 2010,Sep,2010,0
18+,Total,Unsentenced,Unknow,NSW,Dec qtr 2010,Dec,2010,0
18+,Total,Unsentenced,Unknow,NSW,Mar qtr 2011,Mar,2011,0
18+,Total,Unsentenced,Unknow,NSW,Jun qtr 2011,Jun,2011,0
18+,Total,Unsentenced,Unknow,NSW,Sep qtr 2011,Sep,2011,0
18+,Total,Unsentenced,Unknow,NSW,Dec qtr 2011,Dec,2011,0
18+,Total,Unsentenced,Unknow,NSW,Mar qtr 2012,Mar,2012,0
18+,Total,Unsentenced,Unknow,NSW,Jun qtr 2012,Jun,2012,0
18+,Total,Unsentenced,Unknow,NSW,Sep qtr 2012,Sep,2012,0
18+,Total,Unsentenced,Unknow,NSW,Dec qtr 2012,Dec,2012,0
18+,Total,Unsentenced,Unknow,NSW,Mar qtr 2013,Mar,2013,0
