region_id,No_Int_con_HHs_with_Ind_p,No_Internet_connect_Other_hhd,No_Internet_connect_Tot_hhd,Ty_Int_con_Bba_HHs_with_Ind_p,Type_Int_conn_Bband_Other_hhd,Type_Int_conn_Bband_Tot_hhd,Typ_Int_con_Diup_HHs_w_Ind_p,Type_Int_conn_Di_up_Other_hhd,Type_Int_conn_Di_up_Tot_hhd,Type_Int_con_Oth_HHs_w_Ind_p,Type_Int_conn_Other_Other_hhd,Type_Int_conn_Other_Tot_hhd,Type_Int_con_Tot_HHs_w_Ind_p,Type_Int_conn_Tot_Oth_hhd,Type_Int_conn_Tot_Tot_hhd,Internet_con_ns_HHs_w_Ind_p,Internet_connect_ns_Oth_hhd,Internet_connect_ns_Tot_hhd,Tot_Hholds_w_Indig_per,Tot_Oth_households,Tot_Tot_households
LGA55810,46,41,87,7,78,85,0,7,7,0,12,12,7,97,104,0,3,3,53,141,194
LGA55880,0,39,39,0,131,131,0,12,12,0,5,5,0,148,148,0,3,3,0,190,190
LGA55950,7,52,59,0,130,130,0,6,6,0,6,6,0,142,142,0,7,7,7,201,208
LGA56020,24,53,77,8,124,132,0,5,5,0,4,4,8,133,141,4,8,12,36,194,230
LGA56090,62,1812,1874,152,9235,9387,5,427,432,11,251,262,168,9913,10081,12,424,436,242,12149,12391
LGA56160,9,6,15,0,18,18,0,0,0,0,3,3,0,21,21,0,0,0,9,27,36
LGA56230,32,1074,1106,63,3396,3459,6,192,198,0,204,204,69,3792,3861,4,205,209,105,5071,5176
LGA56300,4,127,131,4,337,341,3,14,17,0,15,15,7,366,373,0,16,16,11,509,520
LGA56370,0,91,91,3,198,201,0,10,10,0,11,11,3,219,222,0,10,10,3,320,323
LGA56450,0,40,40,4,206,210,0,12,12,0,13,13,4,231,235,0,8,8,4,279,283
LGA56520,74,434,508,28,820,848,0,58,58,5,66,71,33,944,977,15,40,55,122,1418,1540
LGA56580,3,711,714,16,5800,5816,4,164,168,0,157,157,20,6121,6141,0,169,169,23,7001,7024
LGA56620,188,15,203,17,86,103,9,3,12,4,11,15,30,100,130,7,5,12,225,120,345
LGA56730,85,945,1030,72,2233,2305,5,141,146,15,147,162,92,2521,2613,15,118,133,192,3584,3776
LGA56790,34,336,370,17,717,734,0,71,71,3,40,43,20,828,848,8,44,52,62,1208,1270
LGA56860,0,21,21,4,49,53,0,3,3,0,9,9,4,61,65,3,0,3,7,82,89
LGA56930,0,39,39,0,407,407,0,14,14,0,17,17,0,438,438,0,12,12,0,489,489
LGA57000,3,43,46,8,122,130,0,11,11,0,0,0,8,133,141,3,3,6,14,179,193
LGA57080,13,803,816,21,5289,5310,0,196,196,3,660,663,24,6145,6169,0,173,173,37,7121,7158
LGA57140,30,124,154,10,247,257,0,14,14,4,8,12,14,269,283,3,9,12,47,402,449
LGA57210,28,436,464,17,1107,1124,3,74,77,5,74,79,25,1255,1280,0,57,57,53,1748,1801
LGA57280,247,294,541,290,2340,2630,11,90,101,34,180,214,335,2610,2945,85,145,230,667,3049,3716
LGA57350,23,102,125,8,236,244,0,27,27,0,12,12,8,275,283,4,7,11,35,384,419
LGA57420,4,139,143,9,477,486,3,20,23,0,34,34,12,531,543,0,30,30,16,700,716
LGA57490,146,5816,5962,457,25580,26037,16,1111,1127,61,1656,1717,534,28347,28881,44,1273,1317,724,35436,36160
LGA57560,182,347,529,259,3840,4099,8,114,122,52,257,309,319,4211,4530,43,182,225,544,4740,5284
LGA57630,0,9,9,3,22,25,0,3,3,0,3,3,3,28,31,0,4,4,3,41,44
LGA57700,15,709,724,70,4188,4258,5,233,238,7,240,247,82,4661,4743,0,174,174,97,5544,5641
LGA57770,14,75,89,18,196,214,3,12,15,4,12,16,25,220,245,0,15,15,39,310,349
LGA57840,56,2201,2257,86,12260,12346,3,459,462,10,731,741,99,13450,13549,18,432,450,173,16083,16256
LGA57910,321,14846,15167,488,53225,53713,27,2283,2310,80,3364,3444,595,58872,59467,76,2609,2685,992,76327,77319
LGA57980,12,1046,1058,25,5600,5625,0,198,198,0,393,393,25,6191,6216,8,179,187,45,7416,7461
LGA58050,339,5605,5944,619,26146,26765,26,1039,1065,76,1400,1476,721,28585,29306,71,1221,1292,1131,35411,36542
LGA58190,7,38,45,3,87,90,0,6,6,3,0,3,6,93,99,3,3,6,16,134,150
LGA58260,7,67,74,4,137,141,0,7,7,0,12,12,4,156,160,3,11,14,14,234,248
LGA58330,5,324,329,29,1066,1095,3,91,94,3,51,54,35,1208,1243,6,63,69,46,1595,1641
LGA58400,0,52,52,3,70,73,0,4,4,0,5,5,3,79,82,3,3,6,6,134,140
LGA58470,29,14,43,4,18,22,0,0,0,0,4,4,4,22,26,3,0,3,36,36,72
LGA58510,91,2326,2417,83,9029,9112,4,402,406,22,627,649,109,10058,10167,21,484,505,221,12868,13089
LGA58540,6,72,78,4,225,229,3,17,20,0,12,12,7,254,261,0,8,8,13,334,347
LGA58570,23,2058,2081,72,9249,9321,4,309,313,5,707,712,81,10265,10346,3,381,384,107,12704,12811
LGA58610,13,210,223,5,433,438,0,27,27,0,18,18,5,478,483,5,16,21,23,704,727
LGA58680,0,33,33,3,117,120,0,6,6,0,5,5,3,128,131,0,3,3,3,164,167
LGA58760,206,6616,6822,524,37323,37847,20,1444,1464,76,2021,2097,620,40788,41408,34,1612,1646,860,49016,49876
LGA58820,13,349,362,25,805,830,0,50,50,3,49,52,28,904,932,3,45,48,44,1298,1342
LGA58890,4,80,84,3,224,227,0,16,16,0,12,12,3,252,255,0,13,13,7,345,352
LGA59030,3,28,31,0,63,63,0,0,0,0,0,0,0,63,63,0,3,3,3,94,97
LGA59100,0,67,67,4,181,185,0,17,17,0,9,9,4,207,211,0,13,13,4,287,291
LGA59170,0,87,87,0,233,233,0,13,13,3,20,23,3,266,269,3,10,13,6,363,369
LGA59250,29,14,43,4,38,42,3,0,3,12,7,19,19,45,64,0,3,3,48,62,110
LGA59310,16,98,114,13,361,374,0,23,23,7,17,24,20,401,421,3,24,27,39,523,562
LGA59320,0,27,27,3,103,106,0,9,9,3,6,9,6,118,124,0,6,6,6,151,157
LGA59330,3,64,67,0,128,128,0,6,6,0,10,10,0,144,144,0,9,9,3,217,220
LGA59340,404,248,652,142,1131,1273,6,60,66,23,118,141,171,1309,1480,60,73,133,635,1630,2265
LGA59350,14,4,18,7,22,29,0,4,4,0,0,0,7,26,33,3,0,3,24,30,54
LGA59360,8,112,120,5,295,300,0,18,18,0,18,18,5,331,336,0,21,21,13,464,477
LGA59370,21,310,331,24,805,829,3,68,71,5,48,53,32,921,953,0,46,46,53,1277,1330
LGA59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,30,872,902,59,1312,1371,3,131,134,4,89,93,66,1532,1598,5,79,84,101,2483,2584
LGA60410,158,1249,1407,279,2955,3234,18,179,197,42,288,330,339,3422,3761,17,159,176,514,4830,5344
LGA60610,144,2050,2194,317,4240,4557,9,246,255,47,313,360,373,4799,5172,27,225,252,544,7074,7618
LGA60810,167,2193,2360,383,4667,5050,24,276,300,32,218,250,439,5161,5600,14,310,324,620,7664,8284
LGA61010,21,329,350,23,412,435,0,41,41,4,38,42,27,491,518,0,39,39,48,859,907
LGA61210,110,724,834,255,1528,1783,7,116,123,28,114,142,290,1758,2048,16,73,89,416,2555,2971
LGA61410,170,4367,4537,430,12652,13082,29,730,759,51,755,806,510,14137,14647,23,638,661,703,19142,19845
LGA61510,71,1132,1203,76,1910,1986,4,151,155,14,161,175,94,2222,2316,11,140,151,176,3494,3670
LGA61610,159,2751,2910,385,5315,5700,22,322,344,41,371,412,448,6008,6456,34,364,398,641,9123,9764
LGA61810,31,824,855,50,1476,1526,0,101,101,8,120,128,58,1697,1755,8,78,86,97,2599,2696
LGA62010,27,86,113,40,152,192,3,8,11,0,20,20,43,180,223,4,5,9,74,271,345
LGA62210,52,791,843,61,1381,1442,4,102,106,8,102,110,73,1585,1658,6,98,104,131,2474,2605
LGA62410,29,589,618,43,876,919,3,63,66,9,56,65,55,995,1050,4,46,50,88,1630,1718
LGA62610,279,5621,5900,533,9703,10236,26,629,655,72,755,827,631,11087,11718,40,638,678,950,17346,18296
LGA62810,63,3420,3483,240,13677,13917,8,642,650,24,995,1019,272,15314,15586,18,525,543,353,19259,19612
LGA63010,159,1330,1489,331,3247,3578,25,232,257,45,242,287,401,3721,4122,17,184,201,577,5235,5812
LGA63210,32,591,623,76,1306,1382,4,100,104,4,68,72,84,1474,1558,0,65,65,116,2130,2246
LGA63410,3,211,214,12,370,382,0,21,21,0,35,35,12,426,438,3,22,25,18,659,677
LGA63610,83,2120,2203,330,8713,9043,20,508,528,41,476,517,391,9697,10088,16,331,347,490,12148,12638
LGA63810,53,1008,1061,133,2182,2315,7,133,140,13,139,152,153,2454,2607,4,109,113,210,3571,3781
LGA64010,295,6670,6965,567,14936,15503,25,838,863,82,1128,1210,674,16902,17576,46,846,892,1015,24418,25433
LGA64210,56,1922,1978,138,4467,4605,5,266,271,21,229,250,164,4962,5126,4,216,220,224,7100,7324
LGA64610,51,1311,1362,80,2781,2861,3,192,195,12,172,184,95,3145,3240,5,142,147,151,4598,4749
LGA64810,49,1221,1270,149,3052,3201,7,219,226,19,238,257,175,3509,3684,12,167,179,236,4897,5133
LGA65010,33,714,747,68,1175,1243,6,100,106,7,84,91,81,1359,1440,8,63,71,122,2136,2258
LGA65210,24,260,284,30,509,539,3,41,44,0,42,42,33,592,625,5,38,43,62,890,952
LGA65410,109,1440,1549,229,3005,3234,17,179,196,24,200,224,270,3384,3654,15,158,173,394,4982,5376
LGA65610,34,560,594,87,1014,1101,4,71,75,8,76,84,99,1161,1260,4,72,76,137,1793,1930
LGA65810,33,1659,1692,152,5587,5739,11,306,317,9,270,279,172,6163,6335,5,226,231,210,8048,8258
LGA69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,562,932,1494,550,5139,5689,23,222,245,92,382,474,665,5743,6408,223,274,497,1450,6949,8399
LGA70420,601,117,718,116,445,561,12,29,41,28,51,79,156,525,681,75,56,131,832,698,1530
LGA70540,23,0,23,4,5,9,0,0,0,0,0,0,4,5,9,4,0,4,31,5,36
LGA70620,385,31,416,13,126,139,6,9,15,53,9,62,72,144,216,17,17,34,474,192,666
LGA70700,48,92,140,25,186,211,3,9,12,3,16,19,31,211,242,7,11,18,86,314,400
LGA71000,723,3154,3877,1170,15777,16947,62,718,780,156,1363,1519,1388,17858,19246,246,879,1125,2357,21891,24248
LGA71300,770,38,808,110,185,295,7,12,19,20,33,53,137,230,367,19,9,28,926,277,1203
LGA72200,283,324,607,178,1439,1617,17,74,91,60,151,211,255,1664,1919,127,135,262,665,2123,2788
LGA72300,119,842,961,299,3554,3853,27,223,250,25,257,282,351,4034,4385,32,200,232,502,5076,5578
LGA72330,562,56,618,59,166,225,8,9,17,51,11,62,118,186,304,60,25,85,740,267,1007
LGA72800,349,974,1323,657,5741,6398,17,199,216,100,463,563,774,6403,7177,70,245,315,1193,7622,8815
LGA73600,503,89,592,50,216,266,0,14,14,75,27,102,125,257,382,52,48,100,680,394,1074
LGA74050,402,12,414,33,65,98,3,3,6,18,4,22,54,72,126,15,6,21,471,90,561
LGA74500,656,107,763,59,236,295,0,10,10,8,36,44,67,282,349,11,47,58,734,436,1170
LGA74560,3,33,36,3,96,99,3,11,14,0,8,8,6,115,121,3,6,9,12,154,166
LGA74660,410,53,463,74,317,391,3,17,20,74,39,113,151,373,524,16,24,40,577,450,1027
LGA79399,39,247,286,104,1557,1661,5,60,65,10,128,138,119,1745,1864,3,72,75,161,2064,2225
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,403,14902,15305,1716,99791,101507,65,3773,3838,164,5523,5687,1945,109087,111032,97,2991,3088,2445,126980,129425
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,36,179,215,28,369,397,3,22,25,4,16,20,35,407,442,3,34,37,74,620,694
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
