region_id,Med_age_persns_C2001,Med_age_persns_C2006,Med_age_persns_C2011,Med_mortg_rep_mon_C2001,Med_mortg_rep_mon_C2006,Med_mortg_rep_mon_C2011,Med_person_inc_we_C2001,Med_person_inc_we_C2006,Med_person_inc_we_C2011,Med_rent_weekly_C2001,Med_rent_weekly_C2006,Med_rent_weekly_C2011,Med_Famly_inc_we_C2001,Med_Famly_inc_we_C2006,Med_Famly_inc_we_C2011,Avg_num_p_per_brm_C2001,Avg_num_p_per_brm_C2006,Avg_num_p_per_brm_C2011,Med_tot_hh_inc_wee_C2001,Med_tot_hh_inc_wee_C2006,Med_tot_hh_inc_wee_C2011,Average_hh_size_C2001,Average_hh_size_C2006,Average_hh_size_C2011
LGA47980,38,38,39,976,1333,1950,461,574,712,145,190,280,1259,1648,2065,1.1,1.1,1.1,870,1138,1422,2.2,2.3,2.3
LGA48050,49,53,55,650,975,1213,279,346,409,125,155,210,595,767,905,1.1,1.0,1.0,519,645,753,2.2,2.1,2.1
LGA48130,39,41,41,477,637,997,292,376,457,80,120,150,679,928,1041,1.1,1.1,1.1,559,706,841,2.5,2.4,2.4
LGA48260,43,44,44,1110,1500,1950,461,570,680,130,170,270,1336,1796,2118,1.1,1.1,1.1,913,1215,1452,2.3,2.3,2.3
LGA48340,37,38,42,553,758,975,357,418,471,81,101,130,866,1057,1131,1.1,1.1,1.1,711,824,884,2.5,2.5,2.4
LGA48410,38,38,38,778,1134,1690,334,426,543,117,160,247,845,1114,1359,1.1,1.1,1.1,627,806,1015,2.1,2.2,2.3
LGA48540,35,37,38,566,737,1300,283,374,483,81,105,150,760,1041,1276,1.1,1.1,1.1,575,767,941,2.3,2.3,2.3
LGA48640,37,39,39,334,480,758,320,389,573,60,69,81,709,972,1262,1.1,1.1,1.1,609,752,965,2.6,2.4,2.4
LGA48750,43,47,51,607,867,1120,291,353,444,100,140,190,656,795,946,1.1,1.1,1.1,555,664,785,2.4,2.3,2.2
LGA48830,45,49,52,433,650,975,263,329,400,70,100,137,593,746,889,1.1,1.1,1.1,498,610,730,2.3,2.2,2.2
LGA49399,37,43,44,433,390,867,470,635,937,34,37,48,811,1094,1340,1.2,1.1,1.2,720,942,1122,2.5,2.3,2.3
LGA50080,36,39,40,758,1075,1560,318,425,520,125,150,230,741,1061,1269,1.1,1.1,1.1,631,847,1000,2.5,2.5,2.4
LGA50210,33,35,34,671,1040,1850,342,445,610,120,155,290,846,1140,1534,1.1,1.1,1.1,734,989,1307,2.8,2.7,2.7
LGA50250,33,35,37,250,252,954,594,1014,1844,58,38,30,1667,2404,2831,1.1,1.1,1.1,1368,1837,2546,2.9,2.8,2.8
LGA50280,35,37,38,900,1205,1733,372,483,592,150,184,255,766,1082,1327,1.1,1.1,1.1,682,926,1103,2.6,2.5,2.5
LGA50350,37,38,38,800,1097,1842,353,478,631,125,160,300,855,1180,1620,1.1,1.1,1.1,692,953,1274,2.4,2.3,2.4
LGA50420,36,37,37,867,1213,1954,360,487,651,125,165,300,904,1210,1622,1.1,1.1,1.1,699,966,1286,2.3,2.3,2.4
LGA50490,36,37,35,813,1200,2000,335,467,658,125,165,300,777,1116,1556,1.1,1.1,1.1,627,877,1263,2.3,2.2,2.4
LGA50560,43,47,51,433,650,1200,283,339,403,65,83,95,642,778,909,1.1,1.1,1.1,553,645,756,2.4,2.3,2.2
LGA50630,35,39,38,758,1075,2080,453,496,1410,104,120,220,1040,1278,2225,1.1,1.1,1.1,918,1085,1763,2.7,2.6,2.6
LGA50770,39,43,43,500,867,1122,343,398,495,74,70,110,718,1018,1178,1.1,1.1,1.1,584,765,884,2.5,2.4,2.4
LGA50840,38,43,45,650,900,1500,322,401,464,105,125,180,768,1031,1117,1.1,1.1,1.1,629,798,872,2.5,2.3,2.4
LGA50910,37,40,44,394,520,1200,328,433,454,70,80,85,695,933,1055,1.2,1.1,1.1,619,747,877,2.6,2.4,2.4
LGA50980,35,40,40,1200,1714,2600,411,536,711,105,150,200,941,1259,1809,1.3,1.2,1.2,797,1086,1365,2.9,2.7,2.8
LGA51080,33,35,37,489,455,965,308,436,472,55,50,75,689,953,1023,1.1,1.1,1.1,633,891,876,2.8,2.7,2.7
LGA51120,40,43,40,390,476,451,314,452,512,50,68,75,696,1045,1088,1.1,1.0,1.1,580,733,829,2.4,2.3,2.3
LGA51190,34,37,38,800,1083,1647,355,467,588,130,173,250,845,1154,1445,1.1,1.0,1.1,705,961,1146,2.5,2.4,2.3
LGA51260,35,38,39,867,1257,1881,347,466,554,140,180,270,783,1121,1334,1.1,1.1,1.0,673,960,1083,2.6,2.5,2.5
LGA51310,38,39,39,1235,1827,2600,507,665,895,175,230,390,1526,2117,2750,1.1,1.1,1.1,1110,1496,2277,2.5,2.6,2.6
LGA51330,34,34,34,867,1200,1900,364,469,587,140,185,330,981,1274,1719,1.0,1.0,1.1,818,1070,1418,2.7,2.6,2.7
LGA51400,34,34,33,852,1300,1993,376,519,653,120,180,310,961,1344,1783,1.1,1.1,1.1,891,1232,1618,2.9,2.9,2.9
LGA51470,33,37,42,467,433,650,476,637,649,60,55,110,824,1060,1231,1.1,1.1,1.0,728,856,942,2.6,2.4,2.3
LGA51540,40,43,47,650,867,1517,341,417,519,90,120,165,840,1093,1372,1.2,1.2,1.2,652,789,942,2.7,2.5,2.5
LGA51610,38,41,43,650,1372,1500,321,453,559,15,50,160,768,1003,1413,1.1,1.1,1.1,680,921,1069,2.7,2.6,2.6
LGA51680,37,40,41,867,1200,2000,327,435,559,100,120,200,834,1165,1577,1.1,1.1,1.1,735,1068,1359,2.7,2.7,2.7
LGA51750,40,41,41,1408,1733,2700,461,567,801,170,220,390,1457,2038,2612,1.1,1.1,1.1,943,1222,1782,2.2,2.2,2.3
LGA51820,32,34,34,867,1300,2015,367,494,680,130,180,330,935,1279,1820,1.1,1.0,1.0,809,1112,1549,2.8,2.7,2.7
LGA51890,35,37,39,585,900,1586,284,392,663,90,125,200,836,1179,1695,1.1,1.1,1.1,665,964,1354,2.6,2.6,2.5
LGA51960,29,31,32,693,700,1300,541,780,991,100,130,180,1269,1661,2177,1.2,1.1,1.1,1158,1419,1795,2.9,2.7,2.6
LGA52030,36,41,46,650,867,1400,356,454,487,46,100,140,793,1117,1125,1.1,1.1,1.1,719,910,914,2.6,2.4,2.2
LGA52100,38,40,46,477,650,693,322,484,545,60,61,100,679,1085,1113,1.1,1.1,1.1,588,876,897,2.4,2.3,2.2
LGA52170,38,39,40,1640,2167,3000,579,775,1006,225,313,450,1650,2396,2799,1.1,1.1,1.1,1138,1746,2401,2.3,2.4,2.5
LGA52240,37,39,40,600,625,860,332,460,490,46,66,80,710,990,1031,1.1,1.1,1.1,582,821,843,2.5,2.4,2.4
LGA52310,39,41,43,531,775,1000,302,425,467,50,50,116,682,982,991,1.1,1.1,1.1,568,815,900,2.5,2.5,2.4
LGA52380,40,46,55,317,350,217,623,403,446,47,60,100,745,781,840,1.3,1.3,1.2,542,616,692,2.5,3.0,2.0
LGA52450,34,37,37,450,650,997,317,406,497,65,75,114,712,952,1239,1.1,1.1,1.1,626,761,954,2.7,2.3,2.4
LGA52520,31,36,39,500,558,953,399,514,682,56,81,100,840,1123,1488,1.1,1.1,1.1,734,964,1167,2.8,2.7,2.5
LGA52590,39,42,44,800,1000,1500,359,496,594,100,120,200,721,1057,1283,1.1,1.1,1.1,643,875,993,2.5,2.5,2.3
LGA52660,31,34,35,858,1127,1900,385,490,638,145,200,290,985,1247,1697,1.1,1.1,1.0,904,1142,1506,2.9,2.8,2.7
LGA52730,39,44,46,676,1000,1359,278,360,461,120,145,210,595,834,1042,1.1,1.1,1.1,521,665,858,2.5,2.3,2.3
LGA52800,29,32,34,780,907,1733,293,384,601,63,66,67,656,790,1048,1.5,1.4,1.3,766,900,1215,3.5,3.3,3.2
LGA52870,37,41,44,700,1050,1404,319,419,490,100,130,185,745,1099,1278,1.1,1.1,1.1,643,879,996,2.7,2.5,2.5
LGA52940,35,37,42,433,800,650,331,435,516,65,60,90,707,1050,1023,1.1,1.1,1.1,607,760,843,2.5,2.5,2.3
LGA53010,38,41,40,407,382,813,318,466,503,50,40,80,650,945,958,1.1,1.1,1.1,558,751,810,2.5,2.3,2.3
LGA53080,37,40,42,347,402,655,443,729,838,50,68,100,990,1096,1555,1.1,1.1,1.1,817,903,1104,2.3,2.2,2.3
LGA53150,38,39,42,1200,1517,2200,453,611,832,155,200,350,1255,1771,2530,1.1,1.1,1.1,922,1276,1838,2.4,2.5,2.5
LGA53220,33,35,35,332,373,358,735,1248,1830,55,53,70,1337,1996,2756,1.2,1.2,1.2,1179,1758,2593,2.9,3.1,3.1
LGA53290,34,36,38,737,1000,1517,342,450,576,100,126,180,800,1094,1401,1.1,1.1,1.1,685,920,1129,2.6,2.6,2.5
LGA53360,46,50,53,800,1235,2167,356,458,584,125,158,294,902,1195,1719,1.1,1.1,1.1,685,948,1104,2.4,2.3,2.4
LGA53430,39,41,41,975,1400,2167,342,482,666,135,180,300,908,1277,1863,1.1,1.1,1.1,671,961,1286,2.2,2.2,2.2
LGA53520,33,35,36,740,1010,1647,334,455,589,108,140,230,816,1137,1492,1.1,1.1,1.1,687,956,1213,2.6,2.6,2.6
LGA53570,39,43,44,750,1021,1603,303,390,463,110,130,200,696,992,1123,1.1,1.1,1.1,590,838,942,2.5,2.5,2.5
LGA53640,32,34,37,520,544,650,323,445,613,45,74,70,732,1039,1307,1.1,1.1,1.1,642,877,986,2.7,2.6,2.5
LGA53710,37,41,41,600,672,1000,290,420,486,60,72,100,671,996,1042,1.1,1.1,1.1,542,802,856,2.5,2.4,2.5
LGA53780,32,33,33,758,1100,1800,364,479,614,130,175,310,897,1184,1561,1.1,1.1,1.1,792,1055,1369,2.8,2.7,2.8
LGA53920,26,30,30,300,174,175,194,248,367,20,30,50,449,604,755,2.1,1.7,1.6,691,716,989,4.5,3.6,3.7
LGA53990,33,36,36,867,1138,1842,363,473,598,122,160,260,962,1259,1683,1.1,1.1,1.1,853,1147,1464,2.9,2.8,2.7
LGA54060,38,42,44,802,1092,1700,306,424,502,100,125,200,729,1073,1283,1.1,1.1,1.1,607,865,1001,2.5,2.4,2.4
LGA54130,35,38,40,542,800,1000,272,509,620,60,70,100,552,1033,1191,1.1,1.1,1.1,516,885,973,2.6,2.4,2.4
LGA54170,34,36,38,900,1300,2000,428,556,706,165,220,370,1132,1479,2036,1.0,1.0,1.0,1026,1313,1775,2.9,2.8,2.8
LGA54200,36,37,38,845,1200,1989,382,516,670,140,180,320,996,1310,1779,1.1,1.0,1.0,877,1162,1515,2.8,2.7,2.7
LGA54280,30,31,31,1000,1200,1950,521,699,888,131,165,260,1265,1683,2280,1.1,1.1,1.1,1106,1435,1933,2.7,2.7,2.7
LGA54340,32,34,36,563,650,1213,372,462,534,80,100,140,785,1057,1149,1.1,1.1,1.1,694,871,959,2.6,2.6,2.6
LGA54410,39,42,44,498,571,737,277,336,386,60,65,100,639,841,1027,1.1,1.1,1.1,524,649,808,2.4,2.5,2.5
LGA54480,35,35,40,651,867,758,286,479,611,50,58,75,581,1129,1083,1.1,1.1,1.0,527,947,1027,2.7,2.5,2.6
LGA54550,35,38,41,632,650,932,357,485,520,65,80,105,733,1074,1158,1.1,1.0,1.1,648,917,960,2.6,2.5,2.4
LGA54620,35,35,38,500,694,823,322,542,758,58,80,100,640,1058,992,1.1,1.1,1.1,594,896,902,2.6,2.6,2.4
LGA54690,38,41,42,563,575,379,343,404,495,60,50,85,705,759,859,1.1,1.0,1.0,596,806,895,2.4,2.3,2.5
LGA54760,37,38,40,314,433,520,303,505,530,49,64,84,682,1130,1130,1.1,1.1,1.1,587,974,921,2.5,2.5,2.4
LGA54830,32,33,31,640,1083,1800,300,436,592,110,150,260,734,1058,1451,1.1,1.1,1.1,644,891,1248,2.7,2.6,2.7
LGA54900,36,38,40,510,672,950,333,554,644,55,68,91,702,1114,1302,1.1,1.1,1.0,605,910,1027,2.5,2.4,2.3
LGA54970,34,38,38,486,589,953,1010,1377,1622,40,54,70,641,837,793,1.4,1.2,1.3,624,769,910,2.9,2.6,2.5
LGA55040,33,34,35,758,650,800,1061,1292,1726,36,0,0,1379,1706,2200,1.2,1.1,1.1,1128,1336,1762,2.7,2.7,2.7
LGA55110,39,42,41,781,1200,1950,287,382,483,125,170,270,702,1042,1254,1.1,1.0,1.0,586,812,982,2.5,2.4,2.4
LGA55180,35,38,41,650,867,1300,361,414,490,86,100,150,779,1004,1122,1.1,1.1,1.1,671,800,907,2.7,2.6,2.4
LGA55250,32,34,38,433,325,442,644,834,1252,50,62,80,927,1100,1097,1.2,1.2,1.2,860,910,1046,2.9,3.0,2.5
LGA55320,38,39,40,1000,1408,2167,403,522,681,160,200,350,1143,1525,2130,1.0,1.0,1.0,908,1188,1612,2.6,2.6,2.6
LGA55390,35,40,40,0,0,2813,594,312,394,30,35,79,419,574,700,1.7,1.3,1.5,475,591,885,2.8,2.5,3.1
LGA55460,33,37,37,520,700,1144,362,497,601,79,90,130,843,1132,1458,1.1,1.1,1.1,692,931,1126,2.6,2.4,2.4
LGA55530,34,36,38,488,672,309,365,488,687,60,50,100,804,746,1399,1.1,1.1,1.1,675,716,991,2.7,2.5,2.4
LGA55600,33,36,37,525,650,919,370,505,582,73,94,125,819,1153,1361,1.1,1.1,1.1,724,1034,1200,2.7,2.5,2.5
LGA55670,32,36,37,370,368,850,291,364,593,70,60,120,731,1013,1256,1.1,1.1,1.1,642,797,1014,2.6,2.5,2.6
LGA55740,37,38,38,1300,1896,2582,380,523,732,110,160,280,1298,1847,2555,1.1,1.1,1.1,713,1091,1489,2.2,2.3,2.3
LGA55810,33,37,40,390,455,650,634,691,794,55,64,130,935,1171,885,1.2,1.1,1.3,936,942,980,2.8,2.6,2.5
LGA55880,34,36,38,443,823,860,326,468,621,40,45,60,704,1066,1275,1.1,1.1,1.0,637,736,992,2.6,2.6,2.5
LGA55950,34,39,44,430,432,530,366,474,542,54,60,53,727,915,1312,1.1,1.1,1.1,659,823,1008,2.5,2.4,2.3
LGA56020,29,33,40,381,500,600,346,568,795,47,60,83,822,1072,1220,1.2,1.1,1.1,688,967,942,2.9,2.7,2.5
LGA56090,36,38,40,867,1200,1842,377,492,629,130,170,300,989,1313,1779,1.1,1.1,1.1,871,1151,1523,2.8,2.7,2.7
LGA56160,25,41,42,0,0,6100,290,562,633,21,0,45,574,1083,1187,1.3,1.1,1.2,509,1145,875,3.9,1.8,2.6
LGA56230,40,42,42,759,1166,1950,284,379,484,100,140,250,725,1072,1325,1.1,1.1,1.1,613,871,1062,2.5,2.5,2.5
LGA56300,40,44,48,650,867,1620,297,408,461,80,92,130,614,979,984,1.1,1.1,1.1,533,747,832,2.4,2.3,2.3
LGA56370,38,39,44,433,503,650,368,472,537,54,56,100,719,1012,1181,1.1,1.1,1.1,637,884,962,2.5,2.4,2.3
LGA56450,33,35,37,867,1192,1001,319,441,544,50,0,100,850,1281,1423,1.1,1.1,1.1,770,1125,1286,2.8,2.7,2.7
LGA56520,31,34,37,579,745,1300,327,424,509,87,110,161,805,1093,1181,1.1,1.1,1.1,678,886,960,2.5,2.4,2.4
LGA56580,40,41,41,1600,2050,3000,471,609,773,200,249,430,1624,2443,2779,1.1,1.1,1.1,1199,1658,2477,2.7,2.7,2.8
LGA56620,27,28,29,0,0,0,167,200,284,30,10,21,406,510,595,1.9,1.6,1.4,728,869,981,4.7,3.9,3.4
LGA56730,35,38,39,607,849,1300,311,374,504,93,120,180,752,1013,1242,1.1,1.1,1.1,624,775,994,2.6,2.5,2.5
LGA56790,44,48,52,650,1000,1500,283,368,419,110,140,190,609,835,936,1.1,1.1,1.1,555,719,788,2.5,2.4,2.3
LGA56860,38,38,46,307,600,1350,280,375,403,50,75,50,636,933,866,1.1,1.2,1.1,566,724,827,2.6,2.6,2.3
LGA56930,35,36,40,2084,3467,2167,562,751,1011,231,330,300,1918,2880,2912,1.0,1.0,1.0,1582,2549,2673,2.8,2.8,2.8
LGA57000,34,39,39,366,385,867,373,426,1677,40,0,100,760,900,1471,1.1,1.1,1.1,650,779,1086,2.7,2.6,2.5
LGA57080,37,37,35,1486,1755,2496,476,730,1109,165,260,450,1231,1838,2448,1.1,1.1,1.2,728,1150,1860,1.7,1.7,1.8
LGA57140,38,43,45,450,611,1083,254,351,407,69,75,125,575,797,910,1.1,1.1,1.1,497,635,763,2.6,2.4,2.4
LGA57210,37,40,42,607,826,1300,317,394,460,80,110,160,692,934,1093,1.1,1.1,1.1,589,761,879,2.6,2.5,2.4
LGA57280,30,33,34,700,1083,2600,566,824,1497,90,120,120,1458,2060,2944,1.2,1.2,1.2,1211,1726,2747,2.8,2.7,2.8
LGA57350,38,43,48,433,600,738,340,407,492,65,59,75,700,914,1010,1.1,1.1,1.1,608,765,856,2.5,2.4,2.3
LGA57420,37,39,38,542,838,1175,328,1197,877,75,124,231,683,1228,1593,1.2,1.2,1.1,593,1132,1342,2.5,2.5,2.4
LGA57490,33,35,34,800,1213,2000,323,451,605,130,170,300,832,1185,1656,1.1,1.0,1.0,719,1040,1406,2.7,2.7,2.7
LGA57560,31,33,36,800,1600,3000,558,862,1642,85,100,120,1492,2235,2952,1.2,1.2,1.2,1239,1890,2745,2.9,2.9,2.9
LGA57630,42,41,56,0,1175,2000,855,729,514,30,0,0,549,1208,2449,1.1,1.1,1.1,559,1031,919,2.7,2.1,2.0
LGA57700,35,37,35,914,1343,2167,385,500,648,120,155,309,990,1332,1763,1.1,1.1,1.1,921,1240,1634,3.0,3.0,3.0
LGA57770,51,54,57,867,784,737,334,430,512,100,114,150,758,1062,1312,1.2,1.1,1.1,591,844,941,2.3,2.1,2.1
LGA57840,35,36,36,1100,1517,2200,439,572,771,155,200,340,1143,1623,2259,1.1,1.1,1.1,824,1141,1605,2.1,2.2,2.3
LGA57910,36,37,36,867,1300,2000,374,509,678,135,170,310,924,1275,1783,1.1,1.1,1.1,717,999,1350,2.3,2.3,2.4
LGA57980,33,35,35,1300,1733,2214,463,619,808,150,200,360,1436,1982,2565,1.1,1.1,1.1,872,1184,1602,2.0,2.0,2.1
LGA58050,31,33,34,839,1200,1950,372,484,641,125,175,315,912,1206,1648,1.1,1.1,1.1,812,1090,1438,2.9,2.8,2.8
LGA58190,36,36,39,442,483,272,303,390,496,41,30,85,681,969,972,1.1,1.0,1.1,610,715,977,2.6,2.7,2.5
LGA58260,37,37,39,407,500,532,395,510,573,55,60,82,848,1110,1125,1.1,1.1,1.1,688,903,1005,2.4,2.5,2.3
LGA58330,39,43,47,800,1040,1517,294,394,481,100,140,229,700,1047,1275,1.1,1.1,1.1,594,833,1008,2.6,2.5,2.4
LGA58400,39,44,45,278,390,498,312,475,521,40,60,75,629,1055,1166,1.0,1.1,1.1,512,825,764,2.3,2.5,2.3
LGA58470,33,38,36,1000,5800,0,282,402,505,25,25,50,614,742,650,1.4,1.4,1.4,768,926,939,3.5,3.4,3.2
LGA58510,34,35,34,900,1343,2167,362,506,692,134,170,310,917,1240,1844,1.1,1.1,1.1,649,925,1357,2.0,2.0,2.2
LGA58540,35,40,40,544,433,477,352,469,520,0,58,58,721,1092,1238,1.1,1.1,1.1,643,876,895,2.6,2.4,2.4
LGA58570,34,35,34,1100,1555,2300,420,606,848,160,205,355,1100,1593,2309,1.1,1.1,1.1,806,1153,1685,2.1,2.1,2.2
LGA58610,37,41,43,542,618,927,306,423,467,69,80,108,708,1015,1127,1.1,1.1,1.1,559,809,819,2.4,2.4,2.3
LGA58680,37,42,44,0,867,1647,346,515,707,0,50,220,724,1008,1559,1.1,1.1,1.2,650,866,1258,2.6,2.4,2.6
LGA58760,31,32,32,823,1300,2104,357,484,642,135,190,350,878,1205,1691,1.1,1.1,1.1,795,1105,1509,2.9,2.9,2.9
LGA58820,36,39,40,729,1109,1517,302,386,492,100,130,200,812,1153,1422,1.1,1.1,1.1,706,945,1127,2.6,2.6,2.5
LGA58890,38,40,44,496,612,712,336,456,479,30,42,70,661,993,962,1.1,1.1,1.1,593,788,904,2.4,2.4,2.4
LGA59030,38,32,43,260,1300,1439,369,521,900,0,20,46,650,1187,1292,1.1,1.0,1.1,500,1174,1271,2.5,2.6,2.3
LGA59100,39,39,42,377,742,606,268,366,508,50,50,120,539,934,911,1.1,1.0,1.1,477,668,773,2.4,2.5,2.4
LGA59170,38,43,42,462,720,1083,406,554,633,47,60,115,825,1184,1289,1.1,1.1,1.1,697,1036,1052,2.6,2.4,2.3
LGA59250,34,36,36,418,700,190,1036,1382,1787,0,30,25,680,844,885,1.6,1.5,1.5,522,1042,1242,2.7,3.8,3.6
LGA59310,34,37,37,477,600,975,413,545,656,63,80,100,835,1137,1423,1.1,1.1,1.1,722,997,1134,2.5,2.4,2.4
LGA59320,34,35,40,593,641,534,305,468,531,0,0,92,617,1081,963,1.1,1.1,1.1,559,949,936,2.7,2.7,2.5
LGA59330,37,40,45,433,433,585,359,412,421,50,70,124,676,838,893,1.1,1.1,1.1,623,668,760,2.5,2.3,2.1
LGA59340,35,38,39,914,1300,2167,455,573,781,75,80,125,896,1213,1718,1.4,1.3,1.3,815,1112,1393,3.0,3.0,2.7
LGA59350,36,39,37,0,215,0,943,1199,1636,48,0,0,549,1018,1375,1.1,1.2,1.2,505,685,1042,2.4,2.4,3.2
LGA59360,33,38,38,623,650,867,552,706,1229,41,57,100,1071,1202,1434,1.1,1.1,1.1,936,1021,1144,2.7,2.6,2.4
LGA59370,40,45,47,650,921,1404,290,392,470,100,120,200,694,1035,1156,1.1,1.1,1.1,583,785,913,2.5,2.3,2.4
LGA59399,43,41,40,0,0,0,1203,1679,2000,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
LGA60210,43,46,49,515,650,953,239,298,371,85,120,165,540,678,831,1.1,1.1,1.1,444,556,657,2.3,2.2,2.1
LGA60410,29,31,32,635,904,1300,287,375,484,76,117,185,682,929,1083,1.1,1.1,1.1,591,805,957,2.8,2.8,2.7
LGA60610,35,37,38,520,780,1148,284,368,451,90,120,175,718,947,1080,1.1,1.1,1.1,578,736,855,2.4,2.4,2.4
LGA60810,38,41,42,563,800,1235,280,363,450,100,120,180,698,975,1108,1.1,1.1,1.1,569,744,867,2.5,2.4,2.4
LGA61010,39,43,45,450,600,832,274,333,382,50,50,80,624,713,866,1.1,1.1,1.1,524,608,718,2.5,2.3,2.3
LGA61210,34,36,38,520,754,1092,329,432,515,75,95,125,747,1018,1156,1.1,1.1,1.1,628,820,943,2.6,2.5,2.5
LGA61410,38,39,40,650,975,1500,351,459,576,110,150,236,860,1139,1400,1.1,1.1,1.1,708,946,1118,2.5,2.5,2.4
LGA61510,36,38,40,542,780,1200,285,359,429,90,124,185,723,924,1080,1.1,1.1,1.1,604,734,868,2.6,2.6,2.5
LGA61610,37,39,40,542,867,1257,292,371,457,100,130,189,685,914,1048,1.1,1.1,1.1,559,707,834,2.4,2.4,2.4
LGA61810,37,41,44,600,700,997,303,359,396,80,100,140,711,845,922,1.1,1.1,1.1,586,670,733,2.5,2.4,2.3
LGA62010,42,48,53,528,693,1000,327,442,476,51,70,75,784,1052,963,1.1,1.1,1.0,638,779,832,2.4,2.1,1.9
LGA62210,36,39,41,505,715,1200,273,332,394,82,111,170,677,853,972,1.1,1.1,1.1,548,686,797,2.5,2.5,2.4
LGA62410,43,47,50,542,704,1096,282,363,436,90,120,160,635,834,908,1.1,1.1,1.1,531,658,754,2.2,2.2,2.1
LGA62610,37,38,38,585,867,1322,296,385,487,105,140,215,719,986,1126,1.1,1.1,1.1,563,729,868,2.4,2.3,2.3
LGA62810,36,37,38,791,1127,1700,399,525,640,125,180,265,1053,1386,1782,1.1,1.1,1.1,750,1041,1256,2.2,2.3,2.3
LGA63010,36,39,41,559,780,1192,285,348,439,100,130,195,675,874,1058,1.1,1.1,1.1,578,719,864,2.7,2.6,2.5
LGA63210,36,39,42,520,719,1116,268,345,402,85,110,160,624,843,962,1.1,1.1,1.1,539,727,811,2.7,2.6,2.5
LGA63410,39,40,44,500,700,867,417,506,623,80,100,110,840,1097,1357,1.1,1.1,1.1,688,933,964,2.4,2.3,2.1
LGA63610,37,38,39,693,1040,1517,380,474,594,125,180,273,939,1196,1473,1.1,1.1,1.1,791,1038,1204,2.7,2.6,2.5
LGA63810,38,41,43,600,867,1300,294,383,475,100,135,195,727,1017,1136,1.1,1.1,1.1,608,801,921,2.5,2.5,2.4
LGA64010,35,36,37,563,867,1300,307,393,481,105,140,200,745,1014,1175,1.1,1.1,1.1,586,758,905,2.3,2.4,2.3
LGA64210,36,39,42,650,910,1300,324,400,478,100,130,200,768,1037,1175,1.1,1.1,1.1,647,810,921,2.6,2.5,2.4
LGA64610,37,39,42,553,867,1246,310,391,472,80,104,150,749,1009,1137,1.1,1.1,1.1,631,789,908,2.6,2.5,2.4
LGA64810,36,39,40,600,867,1257,314,395,513,105,150,230,729,986,1184,1.1,1.1,1.1,611,777,946,2.5,2.5,2.4
LGA65010,36,39,42,600,693,1188,279,367,425,75,80,115,668,942,1036,1.1,1.1,1.1,569,762,864,2.7,2.6,2.5
LGA65210,41,47,49,536,650,921,261,307,375,80,100,160,560,647,784,1.1,1.1,1.1,478,568,691,2.3,2.2,2.1
LGA65410,37,40,43,542,780,1157,278,357,432,90,110,170,683,954,1070,1.1,1.1,1.1,552,726,845,2.5,2.5,2.4
LGA65610,34,37,39,433,526,769,319,379,567,60,90,120,847,1006,1284,1.1,1.1,1.1,741,778,1045,2.4,2.3,2.2
LGA65810,37,40,42,650,932,1311,325,412,517,115,150,220,820,1089,1286,1.1,1.1,1.1,698,909,1027,2.6,2.6,2.5
LGA69399,45,39,47,0,0,0,519,1207,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,32,34,35,953,1289,1950,523,640,832,150,175,300,1198,1504,1974,1.2,1.2,1.2,1011,1235,1636,2.7,2.6,2.6
LGA70420,28,29,30,650,650,967,224,247,353,50,50,50,538,634,763,1.7,1.6,1.6,705,889,1122,3.8,3.8,3.5
LGA70540,27,24,28,0,0,0,191,214,288,60,55,80,628,643,766,1.9,1.8,1.9,711,749,1028,5.1,4.3,4.3
LGA70620,26,27,29,564,1000,0,187,237,296,20,20,20,409,595,625,2.1,2.1,1.7,754,903,1056,5.1,4.9,4.3
LGA70700,37,43,46,817,758,1333,385,390,536,100,120,104,780,923,1066,1.4,1.3,1.2,688,859,877,2.5,2.5,2.2
LGA71000,33,35,35,1040,1330,2167,529,667,875,160,200,360,1199,1528,2063,1.1,1.1,1.2,1019,1266,1776,2.6,2.5,2.6
LGA71300,22,24,25,217,672,108,181,202,266,30,30,40,461,577,728,2.5,2.4,2.0,971,997,1420,6.5,6.3,5.3
LGA72200,31,34,36,867,1083,1733,455,571,706,104,130,200,1098,1344,1759,1.2,1.2,1.2,923,1096,1424,2.9,2.8,2.8
LGA72300,34,38,39,1000,1300,2167,508,618,792,140,160,300,1108,1470,2010,1.3,1.3,1.2,913,1235,1641,2.8,2.8,2.8
LGA72330,26,27,30,1125,1478,1625,189,224,281,24,30,25,469,575,571,2.0,1.9,1.7,712,854,1019,4.7,4.6,4.0
LGA72800,27,28,28,983,1300,2167,520,656,886,140,188,365,1100,1415,2009,1.1,1.1,1.1,1001,1265,1804,2.9,2.8,2.9
LGA73600,28,29,30,2000,2461,823,190,238,325,30,30,50,433,585,727,2.1,2.0,1.9,686,863,1017,4.8,4.7,4.3
LGA74050,24,26,28,0,0,542,177,212,254,40,40,40,452,551,589,1.7,1.6,1.6,569,665,773,4.5,4.0,4.0
LGA74500,25,24,26,1408,370,867,195,234,296,30,30,40,474,591,650,2.1,2.0,1.8,714,872,997,4.6,4.8,4.1
