region_id,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T
LGA33610,0,0,0,909,1293,524,505,277,113,3621,800,1244,483,480,309,122,3438,9,7,4,0,0,0,20,3,3,0,0,0,0,6,12,10,4,0,0,0,26,185,66,22,9,4,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,189,66,22,9,4,0,290,37,14,3,0,3,0,57,0,3,0,0,0,0,3,8,5,3,3,0,0,19,45,22,6,3,3,0,79,0,0,3,0,0,0,3,1046,1342,518,492,316,122,3836
LGA33620,0,0,23,3692,6212,2243,2082,960,518,15707,3495,6605,2198,2087,957,564,15906,130,51,13,9,0,3,206,55,45,18,8,0,4,130,185,96,31,17,0,7,336,485,184,33,14,6,0,722,12,4,4,0,0,4,24,0,0,0,0,0,0,0,18,7,0,0,0,0,25,515,195,37,14,6,4,771,193,104,9,4,5,3,318,31,26,7,4,0,0,68,14,17,9,0,0,0,40,238,147,25,8,5,3,426,4,8,0,3,0,0,15,4437,7051,2291,2129,968,578,17454
LGA33800,0,0,17,1202,1700,588,574,283,114,4461,964,1643,584,552,259,91,4093,30,18,6,0,0,0,54,3,0,0,0,0,0,3,33,18,6,0,0,0,57,183,57,10,4,3,0,257,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,60,10,4,3,0,263,19,27,0,0,0,0,46,3,0,0,0,0,0,3,11,3,5,4,0,0,23,33,30,5,4,0,0,72,0,3,0,0,0,0,3,1216,1754,605,560,262,91,4488
LGA33830,0,0,0,35,35,29,20,32,36,187,25,37,25,38,40,48,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,30,37,31,41,40,48,227
LGA33960,0,0,57,9611,15510,8136,8006,3758,2190,47211,8716,16500,9548,9248,4287,2868,51167,882,567,161,83,31,11,1735,473,424,176,92,34,11,1210,1355,991,337,175,65,22,2945,1051,410,90,43,7,8,1609,38,23,9,0,0,0,70,23,26,3,4,0,0,56,12,12,3,4,0,0,31,1124,471,105,51,7,8,1766,248,72,13,5,3,3,344,3,0,0,5,3,3,14,15,9,9,0,3,0,36,266,81,22,10,9,6,394,14,21,7,9,4,0,55,11475,18064,10019,9493,4372,2904,56327
LGA33980,0,0,6,1138,1906,931,1175,586,246,5982,902,1758,1005,1283,629,295,5872,90,81,21,4,7,0,203,35,54,12,6,0,3,110,125,135,33,10,7,3,313,96,62,11,6,0,0,175,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,102,62,11,6,0,0,181,109,84,15,13,3,3,227,13,9,0,3,0,3,28,3,3,3,3,3,3,18,125,96,18,19,6,9,273,4,7,0,0,0,0,11,1258,2058,1067,1318,642,307,6650
LGA34420,0,0,0,26,34,14,25,20,78,197,15,25,22,18,20,57,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,3,15,5,13,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,3,15,5,13,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,46,25,33,25,70,232
LGA34570,0,0,0,15,28,11,20,11,28,113,6,18,4,12,8,34,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,0,0,0,22,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,18,23,15,12,8,34,110
LGA34580,0,0,3,2021,3870,1658,1487,840,491,10367,2021,4272,1759,1615,909,623,11199,80,30,13,14,0,3,140,6,3,6,0,0,0,15,86,33,19,14,0,3,155,199,92,33,18,7,3,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,199,95,33,18,7,6,358,87,48,14,5,5,4,163,3,8,0,0,3,0,14,3,0,0,0,0,0,3,93,56,14,5,8,4,180,0,3,0,3,3,0,9,2399,4459,1825,1655,927,636,11901
LGA34590,3,0,9,14510,26234,15274,15078,7112,4477,82685,11179,25596,15182,15428,7555,5277,80217,1361,851,304,169,58,60,2803,1734,1783,844,405,133,73,4972,3095,2634,1148,574,191,133,7775,1213,647,267,158,60,17,2362,52,44,10,4,0,0,110,66,45,25,14,4,4,158,65,49,9,11,4,3,141,1396,785,311,187,68,24,2771,346,100,7,4,0,0,457,3,0,0,3,0,3,9,22,10,8,0,0,0,40,371,110,15,7,0,3,506,8,16,3,3,0,0,30,16049,29141,16659,16199,7814,5437,91299
LGA34710,0,0,0,391,487,214,192,113,43,1440,352,471,197,184,95,66,1365,23,10,0,3,3,0,39,0,0,0,0,0,0,0,23,10,0,3,3,0,39,43,28,5,3,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,46,28,5,3,3,0,85,11,9,0,3,3,0,26,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,9,0,3,3,3,29,5,5,0,0,0,0,10,437,523,202,193,104,69,1528
LGA34770,0,0,23,6768,11831,5555,5852,2689,1280,33975,5104,11533,5722,6215,2892,1375,32841,621,550,166,81,27,17,1462,153,172,66,43,12,6,452,774,722,232,124,39,23,1914,1249,804,274,114,40,5,2486,42,42,11,12,0,0,107,135,147,53,16,6,0,357,11,4,3,0,0,0,18,1437,997,341,142,46,5,2968,363,228,28,13,0,6,638,29,26,10,14,4,3,86,33,19,5,5,6,0,68,425,273,43,32,10,9,792,16,16,8,3,3,0,46,7756,13541,6346,6516,2990,1412,38561
LGA34800,0,0,3,91,95,54,19,16,16,291,92,89,38,33,12,15,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,4,0,0,0,0,4,7,4,0,0,0,0,11,3,3,0,0,3,0,9,102,96,38,33,15,15,299
LGA34830,0,0,0,20,12,8,10,10,7,67,11,16,12,5,5,11,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,19,16,15,5,5,14,74
LGA34860,0,0,3,1099,1572,662,646,325,150,4454,887,1504,615,586,315,156,4063,34,54,12,12,6,6,124,3,5,0,0,0,0,8,37,59,12,12,6,6,132,83,43,17,8,4,4,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,43,17,8,4,4,159,33,16,3,0,0,0,52,3,3,0,3,0,0,9,6,4,3,0,0,0,13,42,23,6,3,0,0,74,10,5,3,3,3,0,24,1059,1634,653,612,328,166,4452
LGA35010,0,0,24,21962,39701,18797,19993,8831,4162,113446,16935,39838,20399,22058,9685,4938,113853,3291,2163,532,282,103,38,6409,1220,1220,553,259,121,38,3411,4511,3383,1085,541,224,76,9820,2985,1522,408,154,53,21,5143,560,395,75,31,5,0,1066,604,514,80,35,6,0,1239,64,35,14,8,4,4,129,4213,2466,577,228,68,25,7577,769,319,21,16,3,0,1128,12,3,3,3,5,0,26,59,50,11,10,4,0,134,840,372,35,29,12,0,1288,17,21,13,10,3,4,68,26516,46080,22109,22866,9992,5043,132606
LGA35250,0,0,3,34,44,28,30,32,60,228,35,36,24,27,26,71,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,17,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,53,45,24,27,26,71,246
LGA35300,0,0,3,1431,1922,968,951,492,306,6070,760,1472,883,906,457,324,4802,113,95,33,25,11,9,286,25,11,3,4,0,0,43,138,106,36,29,11,9,329,392,298,102,53,12,7,864,19,24,6,0,0,0,49,18,13,0,3,0,3,37,0,0,0,0,0,0,0,429,335,108,56,12,10,950,164,80,15,9,3,0,271,15,7,0,0,0,0,22,0,3,0,0,0,0,3,179,90,15,9,3,0,296,9,6,5,0,3,0,23,1515,2009,1047,1000,486,343,6400
LGA35600,0,3,3,482,567,235,217,109,56,1666,433,532,217,227,93,65,1567,13,4,0,0,0,0,17,0,0,0,4,0,0,4,13,4,0,4,0,0,21,23,8,0,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,3,0,0,34,4,12,0,0,0,0,16,0,3,0,0,0,0,3,0,3,0,3,0,0,6,4,18,0,3,0,0,25,0,6,0,0,0,0,6,473,568,217,237,93,65,1653
LGA35670,0,0,0,27,39,35,37,11,51,200,14,19,22,18,22,42,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,8,0,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,8,0,6,40,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,21,36,28,26,22,48,181
LGA35760,0,0,0,1099,1587,512,457,207,116,3978,937,1535,484,393,217,101,3667,14,11,3,3,0,0,31,3,5,0,0,4,0,12,17,16,3,3,4,0,43,70,12,11,7,0,3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,12,11,7,0,3,103,88,43,0,3,0,4,138,5,3,0,0,0,0,8,8,14,3,3,0,0,28,101,60,3,6,0,4,174,0,0,0,0,0,0,0,1125,1623,501,409,221,108,3987
LGA35780,0,0,0,92,84,70,77,49,102,474,44,57,59,57,47,112,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,16,14,9,9,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,16,14,9,9,122,29,13,5,5,0,4,56,0,3,0,0,0,0,3,0,0,0,0,0,0,0,29,16,5,5,0,4,59,4,0,0,0,0,0,4,111,113,80,76,56,125,561
LGA35790,0,0,0,24,47,46,52,46,142,357,12,25,23,34,43,152,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,11,12,3,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,11,12,3,5,74,9,12,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,3,0,24,0,0,0,0,0,0,0,44,57,34,46,49,157,387
LGA35800,0,0,0,238,247,82,75,44,31,717,221,221,82,58,43,30,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,18,6,7,0,0,0,0,13,3,0,0,0,0,0,3,3,8,0,0,3,0,14,12,15,0,0,3,0,30,0,0,0,0,3,0,3,248,236,85,58,49,30,706
LGA36070,0,0,0,20,29,25,21,15,32,142,15,32,24,18,9,27,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,6,0,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,6,0,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,45,30,18,9,33,159
LGA36150,0,0,0,106,127,44,46,23,8,354,92,117,51,46,25,5,336,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,20,7,0,0,0,0,0,7,0,3,0,0,0,0,3,3,4,0,0,0,0,7,10,7,0,0,0,0,17,0,3,0,0,0,0,3,121,131,51,46,25,5,379
LGA36250,0,3,9,8607,15497,7313,8356,3512,1406,44691,6254,14861,7601,8621,3663,1570,42570,1620,804,121,53,15,11,2624,830,823,284,129,42,12,2120,2450,1627,405,182,57,23,4744,714,365,102,30,3,5,1219,63,93,24,3,0,0,183,45,61,10,3,0,3,122,14,21,3,3,0,3,44,836,540,139,39,3,11,1568,148,66,12,3,3,0,232,0,3,0,3,0,0,6,12,17,7,3,3,0,42,160,86,19,9,6,0,280,4,3,0,3,0,0,10,9704,17117,8164,8854,3729,1604,49172
LGA36300,0,0,0,98,88,46,43,20,15,310,63,110,45,37,27,4,286,12,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,5,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,7,5,0,0,0,0,12,3,0,0,0,0,0,3,88,115,45,37,27,4,316
LGA36360,5,3,48,8519,12650,5392,5190,2425,1229,35405,6717,12446,5544,5296,2456,1366,33825,599,295,66,38,8,5,1011,107,52,16,9,6,0,190,706,347,82,47,14,5,1201,1443,695,242,104,37,11,2532,97,50,16,7,3,0,173,46,58,7,6,3,0,120,18,0,0,0,0,0,18,1604,803,265,117,43,11,2843,284,182,19,8,6,7,506,27,28,6,5,3,0,69,22,29,13,4,0,0,68,333,239,38,17,9,7,643,13,9,0,3,0,0,25,9373,13844,5929,5480,2522,1389,38537
LGA36510,0,0,0,2570,4650,1754,1649,850,434,11907,2386,4941,1887,1797,909,517,12437,142,68,8,3,0,0,221,34,28,12,0,0,0,74,176,96,20,3,0,0,295,179,71,17,3,0,0,270,25,10,5,3,0,0,43,7,0,0,0,0,0,7,7,5,0,3,0,0,15,218,86,22,9,0,0,335,92,38,3,3,0,0,136,13,12,3,0,0,0,28,11,13,8,3,3,0,38,116,63,14,6,3,0,202,0,4,0,0,5,0,9,2896,5190,1943,1815,917,517,13278
LGA36580,0,0,6,1424,2643,1023,910,480,268,6748,1507,2958,1121,1057,535,303,7481,16,11,7,0,3,0,37,0,0,0,0,0,3,3,16,11,7,0,3,3,40,58,30,9,4,0,0,101,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,61,33,9,4,0,0,107,113,42,3,0,3,0,161,3,6,4,4,0,0,17,6,0,0,0,0,0,6,122,48,7,4,3,0,184,0,0,0,3,0,0,3,1706,3050,1144,1068,541,306,7815
LGA36630,0,3,6,2574,4182,1516,1314,710,391,10687,2539,4483,1425,1356,707,419,10929,29,29,4,0,0,0,62,0,6,0,0,0,0,6,29,35,4,0,0,0,68,413,184,37,18,5,5,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,416,187,37,18,5,5,668,59,50,4,0,0,3,116,9,11,0,4,0,3,27,3,11,4,3,0,0,21,71,72,8,7,0,6,164,21,9,0,0,0,0,30,3076,4786,1474,1381,712,430,11859
LGA36660,0,0,13,3000,4497,1575,1513,811,390,11786,2732,4686,1646,1506,753,467,11790,143,82,17,7,8,0,257,9,0,4,0,0,0,13,152,82,21,7,8,0,270,448,148,28,14,5,0,643,4,0,0,0,0,0,4,5,0,0,0,0,0,5,0,0,0,0,0,0,0,457,148,28,14,5,0,652,36,12,3,3,0,0,54,14,13,0,4,3,0,34,17,13,8,3,0,0,41,67,38,11,10,3,0,129,0,14,4,3,0,0,21,3408,4968,1710,1540,769,467,12862
LGA36710,3,0,40,23719,41612,15196,14633,6111,2396,103667,14867,35157,14779,15598,6291,2632,89324,3672,2861,410,168,39,20,7170,1574,1947,664,303,68,13,4569,5246,4808,1074,471,107,33,11739,3523,2422,607,190,47,13,6802,1043,1173,261,99,23,7,2606,1329,1885,400,161,27,3,3805,100,46,15,8,3,3,175,5995,5526,1283,458,100,26,13388,1142,688,59,29,13,5,1936,60,32,11,12,10,3,128,46,47,17,17,4,6,137,1248,767,87,58,27,14,2201,18,23,3,5,3,3,55,27374,46281,17226,16590,6528,2708,116707
LGA36810,0,0,8,3682,5742,2026,1906,923,537,14816,3348,5824,1989,1852,907,598,14518,141,89,23,18,8,7,286,14,8,4,3,0,0,29,155,97,27,21,8,7,315,535,212,55,26,12,9,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,14,542,216,58,26,12,9,863,221,131,13,12,0,0,377,35,19,4,4,4,0,66,34,23,12,7,0,0,76,290,173,29,23,4,0,519,6,12,3,0,0,0,21,4341,6322,2106,1922,931,614,16236
LGA36910,0,0,4,12174,18425,7628,7456,3605,1719,51007,9523,17569,7414,7192,3627,1892,47217,953,559,145,66,33,16,1772,201,174,58,33,9,5,480,1154,733,203,99,42,21,2252,3043,1420,370,162,46,17,5058,63,23,5,0,0,0,91,119,66,11,6,3,0,205,11,3,0,3,3,0,20,3236,1512,386,171,52,17,5374,129,53,9,0,0,0,191,10,13,0,3,0,0,26,22,32,5,8,3,4,74,161,98,14,11,3,4,291,25,11,3,6,3,3,51,14099,19923,8020,7479,3727,1937,55185
LGA36950,21,17,298,199,168,136,105,80,132,820,84,80,73,83,63,109,492,19,20,11,4,3,4,61,21,24,16,11,3,14,89,40,44,27,15,6,18,150,35,40,19,19,5,7,125,3,3,0,0,0,3,9,6,0,0,0,0,0,6,0,6,3,0,0,3,12,44,49,22,19,5,13,152,3,0,0,0,3,0,6,0,0,0,0,0,0,0,3,4,4,0,0,0,11,6,4,4,0,3,0,17,0,3,0,0,0,0,3,174,180,126,117,77,140,814
LGA36960,0,0,5,180,163,166,166,111,233,1019,164,165,124,103,114,216,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,5,9,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,5,9,0,3,44,7,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,13,0,0,0,0,0,0,0,184,182,132,112,114,219,943
LGA37010,3,0,9,11396,18872,8938,8567,3837,1855,53465,7751,17144,9351,8845,3984,2115,49190,895,680,234,107,32,11,1959,531,566,195,105,34,22,1453,1426,1246,429,212,66,33,3412,3062,1686,486,178,42,15,5469,458,509,133,50,6,4,1160,349,480,137,48,3,0,1017,29,19,3,3,3,3,60,3898,2694,759,279,54,22,7706,273,230,14,14,5,0,536,16,6,3,0,0,3,28,19,17,5,4,3,0,48,308,253,22,18,8,3,612,14,22,6,3,3,0,48,13397,21359,10567,9357,4115,2173,60968
LGA37300,0,0,0,183,271,145,161,69,46,875,63,195,114,151,75,45,643,16,8,0,8,3,3,38,47,72,20,6,3,0,148,63,80,20,14,6,3,186,44,67,30,11,3,3,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,67,30,11,3,3,158,9,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,3,0,0,0,3,12,0,3,0,0,0,15,0,0,0,0,0,0,0,182,342,167,176,84,51,1002
LGA37310,0,0,3,2440,3793,1400,1437,763,378,10211,2263,3793,1463,1472,802,447,10240,58,40,12,6,0,5,121,4,8,0,0,0,0,12,62,48,12,6,0,5,133,262,84,19,10,4,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,265,84,19,10,4,0,382,87,43,7,5,3,0,145,14,0,0,0,3,0,17,6,7,3,3,3,0,22,107,50,10,8,9,0,184,0,6,0,5,0,0,11,2697,3981,1504,1501,815,452,10950
LGA37340,0,0,4,2464,3952,1483,1356,558,256,10069,1506,3286,1338,1271,541,231,8173,73,116,35,16,11,0,251,101,146,44,44,11,5,351,174,262,79,60,22,5,602,619,395,135,55,15,9,1228,88,99,17,12,5,0,221,41,38,10,6,0,0,95,10,3,0,0,0,0,13,758,535,162,73,20,9,1557,229,169,17,8,4,0,427,18,15,3,3,3,0,42,5,8,6,3,3,0,25,252,192,26,14,10,0,494,13,4,3,3,0,0,23,2703,4279,1608,1421,593,245,10849
LGA37400,0,0,0,171,164,55,74,24,16,504,135,171,65,54,28,13,466,11,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,11,12,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,19,8,8,0,0,3,0,19,12,6,0,0,0,0,18,0,0,0,0,0,0,0,20,14,0,0,3,0,37,5,7,0,0,0,0,12,183,199,65,54,31,13,545
LGA37550,0,0,0,42,36,13,19,20,59,189,41,18,21,23,18,56,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,11,8,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,11,8,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,31,32,31,23,56,222
LGA37570,0,0,0,19,16,10,11,10,20,86,8,8,8,10,11,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,11,14,11,10,71
LGA37600,0,0,0,31,54,42,36,41,197,401,16,33,41,44,42,171,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,5,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,5,0,0,4,33,7,3,3,0,0,0,13,8,10,0,4,3,3,28,0,0,0,0,0,0,0,15,13,3,4,3,3,41,0,0,0,0,0,0,0,42,59,49,48,45,178,421
LGA39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
