region_id,C06_Tot_resp_Bplace_ns,C06_Tot_resp_Tot_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Polish_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Russian_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_Sinha_BP_B_OS,C11_Sinh_Fa_O_B_OS,C11_Sinh_Mo_O_B_OS,C11_Sinh_BP_B_Aus,C11_Sinha_Bplace_NS,C11_Sinha_Tot_resp,C11_S_Afr_BP_B_OS,C11_S_Af_Fa_O_B_OS,C11_S_Af_Mo_O_B_OS,C11_S_Af_BP_B_Aus,C11_S_Af_Bplace_NS,C11_S_Af_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Welsh_BP_B_OS,C11_Wels_Fa_O_B_OS,C11_Wels_Mo_O_B_OS,C11_Wels_BP_B_Aus,C11_Welsh_Bplace_NS,C11_Welsh_Tot_resp,C11_Other_BP_B_OS,C11_Othr_Fa_O_B_OS,C11_Othr_Mo_O_B_OS,C11_Othr_BP_B_Aus,C11_Other_Bplace_NS,C11_Other_Tot_resp,C11_Anc_ns_Bo_pa_born_os,C11_Anc_ns_Fa_on_born_os,C11_Anc_ns_Mo_on_born_os,C11_Anc_ns_Bo_pa_bor_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp
LGA35250,14,1095,38,16,5,979,10,1047,0,7,3,37,0,47,0,3,0,965,7,975,0,0,0,16,0,16,0,0,0,0,0,0,3,0,0,0,4,7,7,9,3,69,0,88,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,10,0,13,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,3,0,7,14,8,3,33,4,62,3,0,0,25,14,42
LGA35300,3398,26991,3016,1058,821,12907,3274,21073,92,624,512,7771,212,9211,0,10,3,354,16,383,96,11,16,175,13,311,28,3,3,3,0,37,104,44,26,59,4,237,1076,473,387,4588,164,6688,408,3,72,3,7,493,32,4,6,37,4,83,191,75,47,811,8,1132,33,16,0,39,0,88,17,7,7,6,0,37,140,6,9,3,7,165,268,145,98,1669,39,2219,137,66,31,299,0,533,14,0,0,3,0,17,3,0,0,15,0,18,3,0,0,0,0,3,18,12,5,47,0,82,254,20,14,8,13,309,154,61,42,10,4,271,37,6,12,14,0,69,10,4,3,8,0,25,313,147,96,1181,37,1774,20,0,0,3,0,23,4,0,0,0,0,4,101,3,6,0,4,114,53,4,4,23,3,87,3,0,0,3,0,6,10,0,0,3,0,13,35,12,8,39,4,98,943,113,98,287,37,1478,96,19,10,467,3266,3858
LGA35600,316,5902,300,177,119,3787,311,4696,10,86,77,2100,65,2338,0,0,0,47,0,47,11,0,3,14,0,28,3,0,0,0,0,3,19,3,10,18,0,50,147,71,44,1323,46,1631,11,0,3,0,0,14,0,0,0,9,0,9,14,12,3,284,4,317,3,4,0,0,0,7,3,0,0,0,0,3,11,0,0,0,0,11,26,7,14,438,10,495,4,3,4,23,0,34,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,15,5,3,0,3,26,11,14,10,3,0,38,4,0,0,11,0,15,7,4,3,3,0,17,23,27,12,345,12,419,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,102,0,0,0,3,105,3,0,0,6,0,9,49,14,3,53,8,127,6,9,11,149,316,491
LGA35670,19,1060,12,6,3,782,11,822,0,0,0,11,0,11,6,0,0,693,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,343,0,354,0,0,0,8,0,8
LGA35760,756,13636,918,504,360,7970,693,10444,31,200,175,3904,103,4413,0,0,4,58,4,66,27,0,0,37,0,64,3,0,0,0,0,3,66,16,15,34,0,131,430,236,154,3171,109,4100,62,0,17,0,6,85,18,0,4,11,0,33,94,59,23,1000,16,1192,3,3,0,3,0,9,5,0,0,5,4,14,9,0,0,6,0,15,72,44,24,832,19,991,15,9,11,63,7,105,25,0,0,0,0,25,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,3,0,24,30,9,7,7,0,53,12,6,0,14,0,32,0,0,0,3,0,3,111,54,42,795,23,1025,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,9,7,0,0,8,0,15,0,0,0,0,0,0,3,0,0,0,0,3,10,3,3,27,0,43,185,32,21,108,12,358,26,6,12,297,586,927
LGA35780,56,2679,61,24,12,1776,50,1923,0,20,13,218,0,251,0,4,0,851,0,855,8,0,0,3,0,11,0,0,0,0,0,0,10,0,4,0,0,14,54,18,15,188,7,282,3,0,4,0,0,7,0,0,0,3,0,3,12,0,3,24,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,4,0,63,3,78,3,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,15,10,0,3,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,63,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,11,43,23,22,1572,4,1664,3,3,4,62,111,183
LGA35790,131,2143,14,15,4,1809,128,1967,0,0,0,18,0,18,3,16,3,2148,0,2170,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,33,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,23,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,7,403,0,444,0,3,0,8,8,19
LGA35800,206,2705,107,67,45,1691,181,2098,0,37,20,950,43,1050,0,0,0,44,0,44,0,0,0,3,0,3,0,0,0,0,0,0,7,5,0,0,0,12,68,31,18,626,25,768,3,0,3,0,0,6,3,0,0,4,0,7,14,9,0,112,3,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11,162,4,197,9,0,0,9,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,0,0,0,8,3,0,0,0,0,3,3,0,0,3,0,6,3,0,0,0,0,3,18,12,9,158,0,197,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,26,12,3,21,0,62,3,0,3,67,97,170
LGA36070,15,637,9,7,3,544,11,580,3,4,0,32,0,39,5,8,0,562,0,575,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,16,0,23,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,56,0,72,0,3,0,5,0,8
LGA36150,73,1584,115,44,37,959,72,1219,3,23,17,493,8,544,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,5,0,17,47,27,20,343,11,448,0,0,3,0,0,3,3,0,0,0,0,3,7,4,6,89,0,106,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,11,7,5,151,3,177,3,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,3,3,0,0,0,6,0,0,0,0,0,0,12,6,3,76,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,22,3,7,14,0,46,0,0,0,18,32,50
LGA36250,7737,168117,31765,9471,6784,71143,6962,126129,854,5638,4165,39352,1086,51095,0,37,18,342,12,409,943,76,87,257,23,1386,285,66,31,92,17,491,1486,390,270,633,51,2830,17675,5032,3761,31676,1242,59386,630,25,107,14,19,795,359,62,48,287,5,761,1592,549,360,5362,153,8016,342,119,46,341,19,867,235,44,23,63,5,370,654,35,33,30,14,766,2929,1038,670,10246,273,15156,951,441,165,1442,59,3058,63,0,11,10,3,87,118,24,14,73,3,232,36,12,0,13,0,61,237,77,47,146,13,520,1367,191,149,36,48,1791,1713,380,281,102,64,2540,552,70,76,215,15,928,275,58,37,146,7,523,4093,1291,858,8537,256,15035,119,6,7,20,3,155,43,0,0,0,5,48,1133,58,60,21,22,1294,266,46,38,116,6,472,105,24,3,12,4,148,166,0,17,3,8,194,506,102,66,374,3,1051,4770,913,660,1413,185,7941,602,181,139,1665,3675,6262
LGA36300,107,1169,50,32,22,723,99,924,4,18,15,397,14,448,0,0,0,0,0,0,3,0,0,10,0,13,0,0,0,0,0,0,3,0,4,0,0,7,33,19,13,276,9,350,0,0,0,0,0,0,3,0,3,0,0,6,3,0,3,33,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,7,102,3,120,0,7,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,12,3,3,71,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,0,3,3,18,4,3,0,28,56,91
LGA36360,9237,132734,9504,5001,3512,75429,8683,102140,287,2819,2274,42773,1042,49195,0,7,3,622,33,665,394,51,34,368,12,859,49,18,5,23,0,95,502,210,141,452,27,1332,4452,2565,1907,31798,980,41702,573,18,143,19,32,785,98,28,24,233,4,387,666,336,247,5666,141,7056,73,27,10,155,12,277,56,25,3,24,0,108,509,19,3,55,4,590,789,531,403,10183,235,12141,235,146,63,979,31,1454,98,0,6,3,3,110,12,5,4,49,3,73,4,0,0,3,0,7,55,26,15,109,3,208,362,78,68,46,6,560,408,207,126,49,20,810,92,45,15,152,3,307,70,26,9,65,7,177,1094,615,469,7741,169,10088,19,3,3,7,0,32,42,8,0,0,0,50,306,21,27,17,3,374,87,21,9,102,9,228,8,4,0,0,0,12,344,3,4,3,8,362,143,68,33,312,12,568,2342,438,310,1899,144,5133,234,100,87,2350,7199,9970
LGA36510,2263,44089,5489,2085,1573,21898,2065,33111,171,1232,949,11799,316,14467,0,5,4,97,3,109,94,9,17,53,8,181,32,3,3,8,0,46,400,105,59,161,5,730,3362,1248,895,9443,360,15308,79,5,25,3,4,116,72,16,13,59,0,160,462,152,137,2951,47,3749,35,17,18,54,4,128,53,12,0,12,3,80,58,5,3,13,3,82,535,254,190,3439,65,4483,120,67,23,311,11,532,65,0,3,3,3,74,8,3,3,15,0,29,3,0,0,10,0,13,30,14,3,26,3,76,137,16,33,8,4,198,226,78,46,24,7,381,99,21,11,69,3,203,36,9,10,18,10,83,760,292,231,2522,75,3880,21,0,0,0,0,21,0,0,0,0,4,4,97,3,8,0,0,108,49,14,9,33,3,108,3,4,0,0,0,7,8,5,3,0,0,16,98,32,19,91,3,243,831,211,171,340,45,1598,90,40,48,674,1318,2170
LGA36580,1364,24270,2535,1035,798,12758,1235,18354,98,634,509,7529,237,9007,0,0,0,47,3,50,103,8,3,21,7,142,12,6,0,8,0,26,190,56,33,113,3,395,1453,664,497,5838,211,8663,174,0,19,0,13,206,43,5,4,35,3,90,205,94,76,2105,41,2521,9,7,3,33,0,52,17,5,0,0,0,22,10,3,6,4,0,23,212,125,94,1700,42,2173,52,28,10,138,4,232,3,0,0,0,0,3,3,5,4,8,0,20,4,0,0,3,0,7,30,4,9,31,3,77,70,15,11,11,3,110,115,43,39,11,3,211,34,9,6,42,0,91,5,3,3,14,4,29,328,168,99,1460,41,2096,4,4,0,4,0,12,0,0,0,0,0,0,31,0,3,0,0,34,20,0,3,17,3,43,0,0,0,0,0,0,53,0,0,0,3,56,56,10,3,68,4,141,325,73,56,237,11,702,60,36,21,431,706,1254
LGA36630,2243,38386,3070,1495,1109,21305,2076,29057,97,827,636,11748,332,13640,0,5,3,131,3,142,63,3,10,64,3,143,12,0,0,8,3,23,203,47,41,132,3,426,1713,863,582,9029,270,12457,184,0,33,3,3,223,40,4,9,70,3,126,289,119,101,2995,50,3554,12,6,0,24,0,42,31,10,6,6,0,53,37,11,3,8,3,62,255,162,106,2657,62,3242,88,43,8,193,4,336,5,0,0,0,0,5,3,3,9,9,0,24,0,0,0,3,0,3,20,6,4,21,0,51,66,13,3,12,0,94,124,65,44,25,7,265,39,14,0,56,4,113,20,9,6,28,0,63,387,216,108,2214,49,2974,10,4,0,0,0,14,0,0,0,0,0,0,59,3,7,7,3,79,28,3,8,23,0,62,0,0,0,0,0,0,36,0,3,0,3,42,44,13,11,48,5,121,356,100,83,385,23,947,78,39,35,710,1152,2014
LGA36660,2086,41149,3665,1650,1141,22914,1875,31250,84,863,667,12323,310,14247,0,4,0,118,0,122,86,8,14,76,5,189,57,8,3,11,0,79,224,65,35,103,11,438,1528,864,659,10191,323,13565,132,5,28,3,4,172,53,10,3,72,0,138,263,92,84,2033,42,2514,22,11,7,40,3,83,42,12,3,10,3,70,54,0,9,11,3,77,280,163,114,3827,80,4464,643,150,40,606,37,1476,34,0,0,4,4,42,18,3,11,13,0,45,6,3,3,0,0,12,13,16,3,20,0,52,55,23,16,23,9,126,126,52,29,15,3,225,51,5,9,49,0,114,19,4,4,21,0,48,360,232,166,2651,41,3450,9,3,0,0,0,12,4,0,0,0,3,7,43,8,3,0,3,57,39,7,3,18,0,67,10,3,0,0,0,13,4,0,3,0,0,7,49,21,9,71,0,150,540,124,91,373,33,1161,82,19,21,688,1166,1976
LGA36710,22290,380939,60339,20315,14472,171659,20424,287204,1638,11954,9229,92207,2542,117570,0,23,22,445,11,501,1039,155,163,658,53,2068,366,77,26,114,9,592,3372,827,540,1282,110,6131,36619,11606,8564,79498,2697,138984,924,45,263,31,33,1296,1037,169,132,782,29,2149,4188,1339,842,13088,330,19787,483,215,80,524,24,1326,471,106,37,121,3,738,743,91,55,84,22,995,5913,2207,1552,27514,643,37829,2056,915,327,3108,112,6518,99,3,21,20,3,146,114,51,29,139,3,336,60,21,3,15,0,99,397,168,77,302,14,958,1361,275,183,100,35,1954,3379,853,601,198,97,5128,853,155,99,429,26,1562,353,74,46,197,9,679,8071,2800,2033,22204,533,35641,131,28,7,23,0,189,18,0,0,0,0,18,1420,138,108,58,31,1755,429,91,47,317,25,909,45,15,3,9,3,75,151,3,10,3,0,167,1112,274,150,918,26,2480,8955,2031,1477,3302,319,16084,1118,346,336,4170,12212,18182
LGA36810,4404,54698,7968,2615,1839,25137,4124,41682,220,1333,1010,14299,494,17356,0,17,4,600,17,638,93,19,28,250,11,401,155,26,4,63,3,251,432,101,76,136,17,762,2858,1232,924,10294,390,15698,185,0,46,5,3,239,117,29,25,89,3,263,643,171,125,1534,49,2522,74,24,6,67,11,182,45,4,4,14,0,67,91,5,7,14,3,120,519,275,190,3786,130,4900,1631,399,137,1526,80,3773,32,0,3,0,0,35,6,0,0,24,0,30,0,3,0,0,0,3,52,18,9,46,0,125,114,22,15,30,13,194,194,67,53,27,6,347,91,14,16,45,0,166,48,10,7,33,0,98,657,317,244,2799,87,4104,4,0,0,0,0,4,8,0,0,0,0,8,77,11,7,4,6,105,99,21,10,85,4,219,13,3,0,0,0,16,20,3,3,0,0,26,82,22,16,97,9,226,1309,268,190,699,64,2530,158,65,47,930,2729,3929
LGA36910,8944,187691,15227,7148,5179,105333,8132,141022,434,3882,2844,54477,1270,62907,0,11,3,407,15,436,1039,36,50,320,24,1469,67,19,3,44,3,136,871,272,189,587,37,1956,6376,3729,2756,42959,1214,57034,719,21,140,23,12,915,139,35,23,307,13,517,935,643,443,14795,245,17061,75,67,18,171,6,337,96,28,5,32,3,164,680,32,15,39,14,780,1161,865,633,16004,306,18969,428,231,97,1177,30,1963,101,0,4,6,0,111,55,39,29,144,13,280,11,4,4,8,0,27,55,33,9,57,0,154,340,95,71,56,10,572,500,205,156,86,28,975,210,59,42,275,11,597,77,16,11,74,8,186,1661,980,695,11672,244,15252,28,3,0,10,0,41,34,0,0,0,0,34,514,39,37,24,9,623,138,28,12,119,4,301,20,3,0,5,0,28,84,8,7,12,7,118,205,86,51,406,10,758,4322,654,501,1564,217,7258,370,115,113,3121,6046,9765
LGA36950,297,4391,235,192,83,2662,271,3437,17,106,53,1341,77,1594,3,3,0,65,0,71,14,11,4,42,3,74,5,4,0,3,0,12,8,4,3,3,0,18,91,60,29,356,37,573,9,0,4,6,0,19,5,0,0,4,0,9,14,6,4,43,3,70,0,0,0,4,0,4,0,3,0,3,0,6,5,0,0,3,0,8,20,5,8,137,0,170,7,4,0,21,0,32,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,12,0,0,0,0,12,8,0,3,4,0,15,0,0,0,4,0,4,3,0,0,0,0,3,35,17,10,108,8,178,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,114,61,26,807,47,1055,3,8,5,149,381,546
LGA36960,46,4840,325,156,106,3587,46,4219,0,8,3,59,0,70,0,4,3,461,0,468,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,11,14,4,3,46,0,67,0,0,0,7,0,7,6,0,0,17,0,23,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,6,0,0,14,0,20,0,0,0,4,0,4,4,0,0,3,0,7,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,11,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,76,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,238,120,91,3224,14,3687,19,10,7,23,96,155
LGA37010,13884,210426,23124,10242,7172,104797,12947,158290,734,5817,4542,60787,1590,73470,3,30,14,1022,51,1120,1012,88,115,844,34,2093,123,30,16,73,4,246,1084,381,234,740,27,2466,10274,5109,3831,45206,1460,65880,1280,39,294,39,41,1693,373,63,58,386,16,896,1545,698,471,6881,139,9734,392,161,78,563,18,1212,137,51,15,66,9,278,1149,42,43,64,13,1311,1987,1193,883,16407,352,20822,1476,892,337,4597,127,7429,213,3,3,4,7,230,44,16,3,40,0,103,28,10,3,5,3,49,146,108,54,277,6,591,668,125,110,96,23,1022,1073,381,300,121,27,1902,303,84,71,288,8,754,155,29,29,115,4,332,2677,1334,976,11692,243,16922,53,18,3,17,0,91,27,0,0,0,0,27,533,56,38,20,7,654,313,71,47,321,15,767,8,4,7,3,3,25,217,9,12,4,8,250,314,109,51,504,13,991,5964,1057,887,2991,293,11192,563,178,144,2812,10665,14362
LGA37300,327,4040,410,151,129,2126,298,3123,13,80,85,1304,47,1529,0,0,0,50,3,53,12,8,3,24,0,47,0,4,3,0,0,7,15,10,4,6,0,35,191,110,69,812,31,1213,26,0,8,4,3,41,8,0,3,9,0,20,26,7,12,145,8,198,3,0,0,11,0,14,5,0,0,0,0,5,10,0,0,5,0,15,41,22,20,268,3,354,3,11,3,55,0,72,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,3,3,11,0,21,20,5,0,4,0,29,23,8,7,0,0,38,6,0,3,17,0,26,5,4,0,0,0,9,38,29,16,204,7,294,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,14,134,27,3,124,3,291,26,8,3,100,450,587
LGA37310,2304,37162,1817,1093,843,22943,2173,28868,78,609,513,13107,312,14619,0,0,0,99,9,108,62,5,8,68,0,143,13,3,0,3,0,19,143,48,50,116,6,363,1043,608,524,9792,262,12229,223,3,21,3,13,263,27,5,3,70,3,108,152,81,88,2856,46,3223,9,6,0,31,0,46,17,0,0,3,0,20,65,3,0,6,3,77,247,120,103,3185,60,3715,40,32,7,180,4,263,5,0,0,0,0,5,7,3,3,15,0,28,0,0,3,0,0,3,21,13,0,13,3,50,96,19,7,20,3,145,101,36,39,15,0,191,24,8,5,41,3,81,10,0,0,16,0,26,278,164,159,2510,61,3172,3,3,0,3,0,9,3,0,0,0,0,3,110,7,10,0,3,130,22,4,3,26,0,55,0,3,0,0,0,3,3,0,0,0,0,3,42,12,4,54,0,112,406,84,50,323,15,878,54,26,27,873,2426,3406
