region_id,C01_CF_1F1NW_800_999,C01_CF_1F1NW_1000_1499,C01_CF_1F1NW_1500_1999,C01_CF_1F1NW_2000_2499,C01_CF_1F1NW_2500_2999,C01_CF_1F1NW_3000mo,C01_CF_1F1NW_Ns,C01_CF_1F1NW_Tot,C01_CF_1P1NW_N,C01_CF_1P1NW_1_199,C01_CF_1P1NW_200_399,C01_CF_1P1NW_400_599,C01_CF_1P1NW_600_799,C01_CF_1P1NW_800_999,C01_CF_1P1NW_1000_1499,C01_CF_1P1NW_1500_1999,C01_CF_1P1NW_2000_2499,C01_CF_1P1NW_2500_2999,C01_CF_1P1NW_3000_mr,C01_CF_1P1NW_Ns,C01_CF_1P1NW_T,C01_CF_1A1NW_N,C01_CF_1A1NW__1_199,C01_CF_1A1NW_200_399,C01_CF_1A1NW_400_599,C01_CF_1A1NW_600_799,C01_CF_1A1NW_800_999,C01_CF_1A1NW_1000_1499,C01_CF_1A1NW_1500_1999,C01_CF_1A1NW_2000_2499,C01_CF_1A1NW_2500_2999,C01_CF_1A1NW_3000m,C01_CF_1A1NW_Ns,C01_CF_1A1NW_T,C01_CF_BA_N,C01_CF_BA_1_199,C01_CF_BA_200_399,C01_CF_BA_400_599,C01_CF_BA_600_799,C01_CF_BA_800_999,C01_CF_BA_1000_1499,C01_CF_BA_1500_1999,C01_CF_BA_2000_2499,C01_CF_BA_2500_2999,C01_CF_BA_3000_more,C01_CF_BA_Ns,C01_fc_BA_Tot,C01_CF_BNW_N,C01_CF_BNW_1_199,C01_CF_BNW_200_399,C01_CF_BNW_400_599,C01_CF_BNW_600_799,C01_CF_BNW_800_999,C01_CF_BNW_1000_1499,C01_CF_BNW_1500_1999,C01_CF_BNW_2000_2499,C01_CF_BNW_2500_2999,C01_CF_BNW_3000_more,C01_CF_BNW_Ns,C01_CF_BNW_Tot,C01_CF_LFns_N,C01_CF_LFns_1_199,C01_CF_LFns_200_399,C01_CF_LFns_400_599,C01_CF_LFns_600_799,C01_CF_LFns_800_999,C01_CF_LFns_1000_1499,C01_CF_LFns_1500_1999,C01_CF_LFns_2000_2499,C01_CF_LFns_2500_2999,C01_CF_LFns_3000_more,C01_CF_LFns_Ns,C01_CF_LFns_Tot,C01_CF_Tot_N,C01_CF_Tot_1_199,C01_CF_Tot_200_399,C01_CF_Tot_400_599,C01_CF_Tot_600_799,C01_CF_Tot_800_999,C01_CF_Tot_1000_1499,C01_CF_Tot_1500_1999,C01_CF_Tot_2000_2499,C01_CF_Tot_2500_2999,C01_CF_Tot_3000_more,C01_CF_TFI_Ns,C01_CF_T_T,C01_1PF_F_N,C01_1PF_F_1_199,C01_1PF_F_200_399,C01_1PF_F_400_599,C01_1PF_F_600_799,C01_1PF_F_800_999,C01_1PF_F_1000_1499,C01_1PF_F_1500_1999,C01_1PF_F_2000_2499,C01_1PF_F_2500_2999,C01_1PF_F_3000_more,C01_1PF_F_Ns,C01_1PF_F_T,C01_1PF_P_N,C01_1PF_P_1_199,C01_1PF_P_200_399,C01_1PF_P_400_599,C01_1PF_P_600_799,C01_1PF_P_800_999,C01_1PF_P_1000_1499,C01_1PF_P_1500_1999,C01_1PF_P_2000_2499,C01_1PF_P_2500_2999,C01_1PF_P_3000_more,C01_1PF_P_Ns,C01_1PF_P_T,C01_1PF_A_N,C01_1PF_A_1_199,C01_1PF_A_200_399,C01_1PF_A_400_599,C01_1PF_A_600_799,C01_1PF_A_800_999,C01_1PF_A_1000_1499,C01_1PF_A_1500_1999,C01_1PF_A_2000_2499,C01_1PF_A_2500_2999,C01_1PF_A_3000_more,C01_1PF_A_Ns,C01_1PF_A_T,C01_1PF_U_N,C01_1PF_U_1_199,C01_1PF_U_200_399,C01_1PF_U_400_599,C01_1PF_U_600_799,C01_1PF_U_800_999,C01_1PF_U_1000_1499,C01_1PF_U_1500_1999,C01_1PF_U_2000_2499,C01_1PF_U_2500_2999,C01_1PF_U_3000_more,C01_1PF_U_Ns,C01_1PF_U_T,C01_1PF_N_lf_Fi_N,C01_1PF_N_lf_Fi_1_199,C01_1PF_N_lf_Fi_200_399,C01_1PF_N_lf_Fi_400_599,C01_1PF_N_lf_Fi_600_799,C01_1PF_N_lf_Fi_800_999,C01_1PF_N_lf_Fi_1000_1499,C01_1PF_N_lf_Fi_1500_1999,C01_1PF_N_lf_Fi_2000_2499,C01_1PF_N_lf_Fi_2500_2999,C01_1PF_N_lf_Fi_3000_more,C01_1PF_N_lf_Fi_Ns,C01_1PF_N_the_lf_Tot,C01_1PF_LFns_N,C01_1PF_LFns_1_199,C01_1PF_LFns_200_399,C01_1PF_LFns_400_599,C01_1PF_LFns_600_799,C01_1PF_LFns_800_999,C01_1PF_LFns_1000_1499,C01_1PF_LFns_1500_1999,C01_1PF_LFns_2000_2499,C01_1PF_LFns_2500_2999,C01_1PF_LFns_3000mo,C01_1PF_LFns_Ns,C01_1PF_LF_NS_T,C01_1PF_TFI_N,C01_1PF_TFI_1_199,C01_1PF_TFI_200_399,C01_1PF_TFI_400_599,C01_1PF_TFI_600_799,C01_1PF_TFI_800_999,C01_1PF_T_Fi_1000_1499,C01_1PF_T_Fi_1500_1999,C01_1PF_T_Fi_2000_2499,C01_1PF_T_Fi_2500_2999,C01_1PF_TFI_3000_mr,C01_One_par_f_TFI_Ns,C01_One_parent_f_T_T,C01_TFI_N,C01_TFI_1_199,C01_TFI_200_399,C01_TFI_400_599,C01_TFI_600_799,C01_TFI_800_999,C01_TFI_1000_1499,C01_TFI_1500_1999,C01_TFI_2000_2499,C01_TFI_2500_2999,C01_TFI_3000_more,C01_TFI_Ns,C01_T_T,C06_CFNC_BF_N,C06_CFNC_BF_1_199,C06_CFNC_BF_200_399,C06_CFNC_BF_400_599,C06_CFNC_BF_600_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999
LGA30450,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,12,10,11,6,0,0,3,14,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,6,0,12,10,27,9,3,0,3,26,96,0,0,0,3,3,3,9,6,3,0
LGA30760,10,9,0,0,3,0,4,51,0,0,3,3,3,0,3,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,6,5,5,0,0,0,0,3,4,27,0,0,0,3,0,0,0,0,0,0,0,37,40,0,0,10,30,48,38,68,19,10,3,6,75,307,0,0,0,3,6,0,4,0,3,0,0,4,20,0,0,4,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,6,3,3,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,12,3,4,0,3,0,0,7,58,6,0,67,67,89,68,103,42,34,6,13,121,616,3,0,3,4,6,0,20,10,3,0
LGA30900,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,3,0,7,10,5,3,0,6,16,50,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,3,0,0,0,0,0,18,0,3,9,9,9,10,22,15,9,0,12,21,119,0,0,0,0,0,0,13,0,3,0
LGA31000,4004,5986,3977,1151,411,261,2012,22348,7,53,334,922,756,561,812,341,143,44,38,444,4455,5,8,57,185,250,295,415,245,81,28,13,321,1903,4,7,6,32,76,94,255,211,131,76,44,242,1178,227,200,1314,2036,1438,1120,1599,648,237,88,86,1198,10191,3,0,17,38,59,38,53,23,12,4,4,5130,5381,311,364,2200,5442,8016,10374,23174,17897,10398,4457,2777,14454,99864,7,36,217,1259,2025,1705,2491,971,226,59,16,1078,10090,9,124,1242,2220,1168,559,596,175,36,7,6,564,6706,0,25,120,200,173,141,164,73,18,6,3,183,1106,42,174,923,446,155,62,60,15,3,0,3,172,2055,286,734,4125,3604,1727,1126,1253,326,137,26,21,1471,14836,3,9,28,53,32,22,18,4,0,0,0,301,470,347,1102,6655,7782,5280,3615,4582,1564,420,98,49,3769,35263,1142,1906,19241,23425,22246,21195,44154,31839,17262,7203,3872,25167,218652,60,24,18,101,228,258,6207,6895,6966,3921
LGA31750,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,7,3,4,3,0,0,0,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,7,8,10,3,3,0,0,26,69,0,0,0,0,5,0,4,8,0,0
LGA31820,455,346,91,23,7,3,156,1904,0,0,47,241,141,77,59,8,3,0,3,42,621,3,0,13,36,52,34,22,6,4,0,0,39,209,0,0,3,4,8,12,22,10,3,0,3,18,83,5,16,290,514,263,138,107,16,3,3,0,174,1529,0,0,3,9,9,8,3,0,0,0,0,456,488,29,31,481,1305,1415,1282,1750,745,261,62,58,1191,8610,0,4,32,111,113,95,73,8,6,0,0,47,489,3,14,169,224,84,33,23,6,3,0,0,49,608,0,3,20,19,13,3,3,3,0,0,0,16,80,0,18,170,75,19,5,0,3,0,0,0,29,319,9,75,686,510,148,57,46,10,3,3,0,182,1729,0,0,9,13,5,0,0,3,0,0,0,41,71,12,114,1086,952,382,193,145,33,12,3,0,364,3296,135,219,4149,3944,3029,2250,2925,1181,429,105,103,2360,20829,12,6,9,44,56,41,649,377,193,71
LGA31900,128,132,45,12,7,9,61,636,0,0,3,20,10,6,9,3,0,0,0,9,60,0,3,0,4,12,11,6,5,3,0,0,10,54,3,0,3,3,4,4,3,6,3,0,4,14,47,0,0,15,26,30,23,27,3,3,0,0,24,151,0,0,0,4,3,0,3,0,3,0,0,96,109,18,9,57,212,332,352,578,280,102,36,37,382,2395,3,3,0,23,27,16,27,8,0,0,0,15,122,0,3,25,32,15,3,4,0,0,0,0,11,93,0,0,4,4,3,3,3,3,0,0,0,5,25,0,4,28,8,0,0,0,0,0,0,0,5,45,0,8,77,86,29,19,12,4,0,0,3,31,269,0,0,0,3,3,0,3,0,0,0,0,7,16,3,18,134,156,77,41,49,15,0,0,3,74,570,48,40,520,648,697,587,935,411,161,43,65,676,4831,5,0,3,14,12,4,198,103,77,21
LGA31950,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,0,9,18,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,10,0,3,0,7,9,7,6,3,3,0,0,12,50,0,0,0,0,3,0,3,0,0,0
LGA32070,553,626,217,55,11,16,193,2468,0,7,62,173,139,78,102,24,4,0,0,69,658,0,0,10,38,66,52,69,22,3,0,4,54,318,0,3,3,7,6,24,56,37,21,3,4,38,202,21,14,168,299,175,120,138,29,9,0,3,167,1143,0,0,3,7,9,6,10,3,0,0,0,1037,1075,46,42,333,990,1475,1760,3468,1835,824,228,152,2297,13450,3,6,61,318,361,259,254,55,10,3,3,177,1510,4,30,287,417,187,77,67,16,3,0,3,115,1206,0,4,27,39,17,20,27,10,3,0,0,33,180,0,29,249,110,25,7,4,3,3,0,0,52,482,35,144,858,567,227,123,108,24,7,0,4,275,2372,0,3,5,8,5,4,0,0,0,0,0,91,116,42,216,1487,1459,822,490,460,108,26,3,10,743,5866,173,314,3093,3800,3693,3515,6607,3310,1385,377,250,4362,30879,17,7,5,26,92,70,1604,1111,709,274
LGA32250,3,11,0,3,0,0,4,28,0,0,3,3,4,0,0,0,0,0,0,4,14,0,0,0,0,4,3,0,0,0,0,0,3,10,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,3,5,0,3,0,0,0,0,12,26,0,0,3,0,0,0,0,0,0,0,0,46,49,3,0,9,9,29,16,48,21,13,0,0,87,235,0,0,4,5,3,3,0,0,0,0,0,3,18,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,8,6,3,0,3,3,0,0,0,10,36,0,0,0,0,0,0,0,0,0,0,0,4,4,0,13,12,11,6,3,3,3,0,0,0,20,71,3,13,41,38,65,28,74,42,13,0,0,151,468,0,5,0,0,3,0,17,6,12,0
LGA32260,110,111,38,9,3,3,76,663,3,0,16,43,43,12,17,4,0,0,0,20,158,3,0,3,7,12,13,7,4,0,0,0,12,61,0,0,3,7,3,4,13,3,3,0,3,15,54,0,3,68,75,52,34,41,8,3,0,0,42,326,0,0,3,7,3,3,3,0,0,0,0,207,226,31,15,167,341,527,478,733,292,125,27,38,564,3338,0,0,9,41,58,29,36,7,3,0,0,23,206,3,7,67,83,29,12,9,5,0,0,0,24,239,0,0,3,4,5,0,0,0,0,0,0,7,19,0,9,40,21,5,5,0,0,0,0,0,5,85,6,22,179,129,60,19,24,7,0,0,0,49,495,0,0,0,0,0,0,0,0,0,0,0,15,15,9,38,298,278,157,65,69,19,3,0,0,123,1059,83,80,1070,1072,1102,867,1243,499,204,43,59,1002,7324,10,9,8,20,39,19,252,149,73,29
LGA32270,142,258,346,44,9,9,105,1103,0,0,6,15,9,16,15,14,0,0,0,9,84,0,0,3,3,9,9,16,16,5,0,0,21,82,0,0,0,3,4,6,8,8,0,0,3,13,45,0,4,32,28,18,10,9,3,3,0,0,15,122,0,0,0,0,0,0,3,0,0,0,0,258,261,12,12,64,159,257,308,732,705,338,92,92,620,3391,0,4,13,26,39,25,35,15,4,6,3,23,193,0,3,41,36,10,3,6,0,3,0,0,6,108,0,3,0,3,0,0,0,0,0,0,0,6,12,0,5,16,7,0,3,0,0,0,0,0,4,35,4,14,98,52,7,4,13,0,0,0,3,29,224,0,0,0,0,0,0,0,0,0,0,0,5,5,4,29,168,124,56,35,54,15,7,6,6,73,577,44,58,442,458,500,541,1199,1033,535,157,154,977,6098,13,3,3,3,26,19,184,177,176,93
LGA32310,55,89,38,9,0,0,38,326,0,0,4,13,11,7,7,4,0,0,0,9,55,0,0,0,8,4,6,7,0,0,0,0,5,30,3,0,0,0,3,3,3,0,3,0,0,8,23,0,3,26,30,26,9,15,3,0,0,3,22,137,0,0,0,0,0,0,0,3,0,0,0,139,142,6,9,45,118,146,150,336,146,76,20,15,302,1369,3,0,5,24,16,13,17,4,0,0,0,12,94,0,3,20,27,11,7,3,3,0,0,0,5,79,0,0,3,0,0,4,3,0,0,0,0,3,13,0,3,12,9,0,0,0,0,0,0,0,3,27,3,11,67,50,19,11,12,3,3,0,0,22,201,0,0,0,3,0,0,0,0,0,0,0,9,12,6,17,107,113,46,35,35,10,3,0,0,54,426,22,36,358,385,321,287,537,248,111,29,24,520,2878,4,4,3,8,16,7,89,60,49,11
LGA32330,4,3,0,0,0,0,0,14,0,0,0,9,7,4,0,0,0,0,0,3,23,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,22,18,14,13,0,0,0,0,9,84,0,3,5,3,4,0,3,0,0,0,0,0,18,0,9,8,3,0,0,0,0,0,0,0,3,23,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,12,33,18,6,0,3,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49,27,10,0,6,0,0,0,0,6,122,0,24,60,49,31,20,22,0,0,0,0,15,221,0,0,0,0,0,0,3,3,0,0
LGA32450,15,27,6,4,0,0,8,75,0,0,0,3,0,3,3,3,0,0,0,3,15,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,6,0,3,5,5,8,4,0,0,3,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,40,40,3,3,8,14,29,41,86,51,25,4,4,84,352,0,0,3,6,10,3,3,3,0,0,0,4,32,0,3,4,5,4,0,3,3,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,8,4,3,0,0,0,0,16,57,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,21,23,22,7,9,6,0,0,0,23,117,3,12,46,58,74,70,144,93,49,8,4,138,699,3,0,3,0,4,0,28,25,22,8
LGA32500,8,9,0,0,0,0,0,36,0,0,8,15,8,3,3,0,0,0,0,3,40,0,0,3,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,3,9,0,0,8,25,7,3,5,0,0,0,0,7,55,0,0,0,0,0,0,0,0,0,0,0,38,38,3,3,25,61,46,27,53,16,8,3,0,70,315,0,3,3,8,5,4,4,0,0,0,0,4,31,0,6,12,7,6,3,3,3,0,0,0,0,40,3,0,3,3,0,0,0,0,0,0,0,3,12,0,0,8,5,0,0,3,0,0,0,0,0,16,0,4,25,16,5,4,3,0,0,0,0,7,64,0,0,0,0,0,0,0,0,0,0,0,5,5,3,13,51,39,16,11,13,3,0,0,0,19,168,13,21,150,150,101,57,102,41,21,6,0,138,800,0,3,0,6,3,3,35,18,10,8
LGA32600,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,0,3,0,0,0,4,13,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,12,0,0,9,3,16,3,3,6,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,6,3,3,0,0,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,6,3,0,0,24,54,0,3,0,0,3,0,6,0,0,0
LGA32770,3,7,0,0,0,0,0,23,0,0,10,14,6,6,6,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,34,15,22,3,0,0,0,3,122,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,3,12,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,6,0,5,19,3,6,3,4,0,0,0,0,0,40,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,22,9,9,6,7,0,0,0,0,6,67,0,8,59,41,49,21,29,6,3,0,0,12,228,0,0,0,0,0,0,0,3,0,0
LGA33100,8,9,3,3,0,3,0,38,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,3,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,11,6,0,8,11,15,17,21,12,3,0,12,20,125,0,0,0,0,3,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,12,6,3,35,22,26,28,37,12,12,3,12,40,236,3,3,3,3,3,0,4,3,3,0
LGA33200,11,14,3,0,0,3,4,61,0,3,0,3,0,0,0,0,0,0,0,3,9,0,0,0,3,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,25,25,3,6,9,30,22,21,61,29,7,3,11,55,257,0,0,0,3,3,3,5,0,0,0,0,0,14,0,0,5,3,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,3,0,0,3,0,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,13,14,6,6,8,3,0,0,0,12,65,10,9,57,64,59,48,99,49,14,3,22,104,538,0,3,0,3,10,0,31,12,4,4
LGA33220,346,280,58,13,3,0,120,1420,0,0,56,206,150,77,49,7,7,0,0,48,600,0,3,11,37,49,26,19,5,0,0,0,33,183,0,0,3,11,10,10,12,9,4,3,0,20,82,3,11,289,516,274,146,99,17,4,0,3,153,1515,0,0,3,4,4,3,4,0,3,0,0,427,448,12,28,442,1169,1237,1105,1431,560,212,48,29,1062,7335,0,3,28,108,137,69,64,11,5,0,0,42,467,3,9,157,219,73,24,16,3,0,0,0,47,551,0,3,15,18,9,4,4,3,0,0,0,12,68,0,25,154,71,17,5,4,0,0,0,0,37,313,7,78,676,594,141,62,39,6,3,0,3,162,1771,0,3,4,4,0,3,0,0,0,0,0,33,47,10,121,1034,1014,377,167,127,23,8,0,3,333,3217,95,210,4399,4093,2957,1951,2478,941,368,77,59,2307,19935,3,5,3,32,41,35,566,321,185,58
LGA33360,385,659,167,36,8,3,165,1728,0,4,26,68,69,29,44,9,3,0,0,25,277,0,0,3,13,24,28,42,17,0,0,0,33,160,0,0,0,3,5,11,19,9,4,3,0,12,66,7,8,110,157,70,46,45,14,5,0,0,61,523,3,0,0,3,3,0,0,0,3,0,0,385,397,17,23,185,424,536,776,1730,925,381,90,44,928,6059,0,3,25,65,78,74,71,22,6,0,0,17,361,0,11,105,92,28,22,13,0,0,3,0,29,303,0,0,11,15,3,4,4,0,0,0,0,10,47,3,13,106,38,6,3,0,0,0,0,0,17,186,7,39,338,192,55,24,26,6,3,0,0,76,766,0,0,3,3,3,0,3,0,0,0,0,17,29,10,66,588,405,173,127,117,28,9,3,0,166,1692,59,120,1575,1434,1167,1319,2722,1448,570,137,72,1568,12191,16,0,4,17,41,18,264,319,331,111
LGA33430,1758,1954,809,206,68,47,794,8192,6,16,229,682,577,306,337,84,34,11,13,230,2525,0,3,34,111,139,148,163,69,15,6,7,150,845,3,3,7,23,42,44,107,72,33,17,13,132,496,116,78,670,1134,762,483,614,183,54,23,32,623,4772,3,3,6,24,27,25,17,12,5,0,0,1936,2058,173,156,1222,3439,4790,5187,9691,5271,2370,841,617,6011,39768,5,19,137,680,826,607,722,205,52,9,3,412,3677,5,69,863,1444,610,244,223,55,9,0,0,343,3865,3,12,75,140,76,42,50,10,4,0,3,90,505,27,116,865,441,119,38,26,11,0,3,3,134,1783,135,298,2473,1947,663,325,301,83,28,10,4,721,6988,3,7,16,24,13,6,4,3,3,0,0,217,296,178,521,4429,4676,2307,1262,1326,367,96,22,13,1917,17114,731,944,12562,14731,12550,10600,18396,9437,4025,1389,990,11924,98279,52,15,13,73,169,171,3784,2935,2067,807
LGA33610,64,46,18,5,3,0,24,285,0,0,3,10,8,5,5,0,3,0,0,5,39,0,0,3,6,3,5,4,3,0,0,0,15,39,0,0,3,0,7,4,5,0,3,0,0,3,25,0,0,19,26,21,7,12,0,0,0,0,14,99,0,0,0,0,0,0,0,0,0,0,0,79,79,14,14,50,115,189,178,274,118,55,13,19,238,1277,0,0,5,12,12,13,10,4,0,0,0,11,67,0,3,18,22,4,0,3,0,0,0,0,0,50,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,5,4,0,0,0,0,0,0,0,3,12,0,5,47,25,15,6,0,0,3,0,0,15,116,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,75,63,34,19,13,7,3,0,0,35,257,53,29,305,306,355,322,476,198,89,22,34,388,2577,6,8,3,11,12,5,120,69,40,11
LGA33620,207,198,40,9,0,0,82,866,0,0,33,114,74,36,25,5,3,0,0,21,311,3,0,5,19,22,23,15,6,0,0,0,11,104,0,0,0,3,7,3,9,9,3,0,3,15,52,5,8,147,267,123,50,60,9,0,3,3,74,749,0,0,0,5,3,4,3,0,0,0,0,249,264,21,22,265,643,701,573,902,325,132,34,27,651,4296,0,4,15,50,44,41,32,10,3,0,0,29,228,0,11,80,108,41,26,11,3,0,0,0,24,304,3,0,8,9,3,0,3,3,3,0,0,10,42,0,13,90,27,3,3,0,0,0,0,0,13,149,3,58,338,258,76,23,13,5,3,0,0,75,852,0,0,4,0,3,0,0,0,0,0,0,19,26,6,86,535,452,170,93,59,21,9,0,0,170,1601,82,167,2126,1915,1491,1020,1464,552,205,39,60,1208,10329,17,19,9,35,51,42,348,138,97,28
