region_id,C01_Aus_BP_B_OS,C01_Aus_Fa_O_B_OS,C01_Aus_Mo_O_B_OS,C01_Aus_BP_B_Aus,C01_Aus_Bplace_NS,C01_Aus_Tot_resp,C01_Aus_Ab_BP_B_OS,C01_Aus_Ab_Fa_O_B_OS,C01_Aus_Ab_Mo_O_B_OS,C01_Aus_Ab_BP_B_Aus,C01_Aus_Abor_Bplace_NS,C01_Aus_Abor_Tot_respons,C01_Chi_BP_B_OS,C01_Chi_Fa_O_B_OS,C01_Chi_Mo_O_B_OS,C01_Chi_BP_B_Aus,C01_Chi_Bplace_NS,C01_Chi_Tot_resp,C01_Cro_BP_B_OS,C01_Cro_Fa_O_B_OS,C01_Cro_Mo_O_B_OS,C01_Cro_BP_B_Aus,C01_Cro_Bplace_NS,C01_Cro_Tot_resp,C01_Dut_BP_B_OS,C01_Dut_Fa_O_B_OS,C01_Dut_Mo_O_B_OS,C01_Dut_BP_B_Aus,C01_Dut_Bplace_NS,C01_Dut_Tot_resp,C01_Eng_BP_B_OS,C01_Eng_Fa_O_B_OS,C01_Eng_Mo_O_B_OS,C01_Eng_BP_B_Aus,C01_Eng_Bplace_NS,C01_Eng_Tot_resp,C01_Fil_BP_B_OS,C01_Fil_Fa_O_B_OS,C01_Fil_Mo_O_B_OS,C01_Fil_BP_B_Aus,C01_Fil_Bplace_NS,C01_Fil_Tot_resp,C01_Fre_BP_B_OS,C01_Fre_Fa_O_B_OS,C01_Fre_Mo_O_B_OS,C01_Fre_BP_B_Aus,C01_Fre_Bplace_NS,C01_Fre_Tot_resp,C01_Ger_BP_B_OS,C01_Ger_Fa_O_B_OS,C01_Ger_Mo_O_B_OS,C01_Ger_BP_B_Aus,C01_Ger_Bplace_NS,C01_Ger_Tot_resp,C01_Gre_BP_B_OS,C01_Gre_Fa_O_B_OS,C01_Gre_Mo_O_B_OS,C01_Gre_BP_B_Aus,C01_Gre_Bplace_NS,C01_Gre_Tot_resp,C01_Hun_BP_B_OS,C01_Hun_Fa_O_B_OS,C01_Hun_Mo_O_B_OS,C01_Hun_BP_B_Aus,C01_Hun_Bplace_NS,C01_Hun_Tot_resp,C01_Ind_BP_B_OS,C01_Ind_Fa_O_B_OS,C01_Ind_Mo_O_B_OS,C01_Ind_BP_B_Aus,C01_Ind_Bplace_NS,C01_Ind_Tot_resp,C01_Iri_BP_B_OS,C01_Iri_Fa_O_B_OS,C01_Iri_Mo_O_B_OS,C01_Iri_BP_B_Aus,C01_Iri_Bplace_NS,C01_Iri_Tot_resp,C01_Ita_BP_B_OS,C01_Ita_Fa_O_B_OS,C01_Ita_Mo_O_B_OS,C01_Ita_BP_B_Aus,C01_Ita_Bplace_NS,C01_Ita_Tot_resp,C01_Kor_BP_B_OS,C01_Kor_Fa_O_B_OS,C01_Kor_Mo_O_B_OS,C01_Kor_BP_B_Aus,C01_Kor_Bplace_NS,C01_Kor_Tot_resp,C01_Leb_BP_B_OS,C01_Leb_Fa_O_B_OS,C01_Leb_Mo_O_B_OS,C01_Leb_BP_B_Aus,C01_Leb_Bplace_NS,C01_Leb_Tot_resp,C01_Mac_BP_B_OS,C01_Mac_Fa_O_B_OS,C01_Mac_Mo_O_B_OS,C01_Mac_BP_B_Aus,C01_Mac_Bplace_NS,C01_Mac_Tot_resp,C01_Mal_BP_B_OS,C01_Mal_Fa_O_B_OS,C01_Mal_Mo_O_B_OS,C01_Mal_BP_B_Aus,C01_Mal_Bplace_NS,C01_Mal_Tot_resp,C01_Mao_BP_B_OS,C01_Mao_Fa_O_B_OS,C01_Mao_Mo_O_B_OS,C01_Mao_BP_B_Aus,C01_Mao_Bplace_NS,C01_Mao_Tot_resp,C01_NZ_BP_B_OS,C01_NZ_Fa_O_B_OS,C01_NZ_Mo_O_B_OS,C01_NZ_BP_B_Aus,C01_NZ_Bplace_NS,C01_NZ_Tot_resp,C01_Pol_BP_B_OS,C01_Pol_Fa_O_B_OS,C01_Pol_Mo_O_B_OS,C01_Pol_BP_B_Aus,C01_Pol_Bplace_NS,C01_Pol_Tot_resp,C01_Rus_BP_B_OS,C01_Rus_Fa_O_B_OS,C01_Rus_Mo_O_B_OS,C01_Rus_BP_B_Aus,C01_Rus_Birthplac_ns,C01_Rus_Tot_resp,C01_Sco_BP_B_OS,C01_Sco_Fa_O_B_OS,C01_Sco_Mo_O_B_OS,C01_Sco_BP_B_Aus,C01_Sco_Birthplac_ns,C01_Sco_Tot_resp,C01_Ser_BP_B_OS,C01_Ser_Fa_O_B_OS,C01_Ser_Mo_O_B_OS,C01_Ser_BP_B_Aus,C01_Ser_Bplace_NS,C01_Ser_Tot_resp,C01_Sinh_BP_B_OS,C01_Sinh_Fa_O_B_OS,C01_Sinh_Mo_O_B_OS,C01_Sinh_BP_B_Aus,C01_Sinh_Bplace_NS,C01_Sinh_Tot_resp,C01_SAf_BP_B_OS,C01_SAf_Fa_O_B_OS,C01_SAf_Mo_O_B_OS,C01_SAf_BP_B_Aus,C01_SAf_Bplace_NS,C01_SAf_Tot_resp,C01_Span_BP_B_OS,C01_Span_Fa_O_B_OS,C01_Span_Mo_O_B_OS,C01_Span_BP_B_Aus,C01_Span_Bplace_NS,C01_Span_Tot_resp,C01_Turk_BP_B_OS,C01_Turk_Fa_O_B_OS,C01_Turk_Mo_O_B_OS,C01_Turk_BP_B_Aus,C01_Turk_Bplace_NS,C01_Turk_Tot_resp,C01_Viet_BP_B_OS,C01_Viet_Fa_O_B_OS,C01_Viet_Mo_O_B_OS,C01_Viet_BP_B_Aus,C01_Viet_Bplace_NS,C01_Viet_Tot_resp,C01_Wel_BP_B_OS,C01_Wel_Fa_O_B_OS,C01_Wel_Mo_O_B_OS,C01_Wel_BP_B_Aus,C01_Wel_Bplace_NS,C01_Wel_Tot_resp,C01_Oth_BP_B_OS,C01_Oth_Fa_O_B_OS,C01_Oth_Mo_O_B_OS,C01_Oth_BP_B_Aus,C01_Oth_Bplace_NS,C01_Oth_Tot_resp,C01_Anc_ns_BP_B_OS,C01_Anc_ns_Fa_O_B_OS,C01_Anc_ns_Mo_O_B_OS,C01_Anc_ns_BP_B_Aus,C01_Anc_ns_Bplace_NS,C01_Anc_NS_T_resp,C01_Tot_res_Bo_par_bo_os,C01_Tot_res_Fa_onl_bo_os,C01_Tot_res_Mo_onl_bo_os,C01_Tot_res_Bo_pa_bo_Aus,C01_Tot_resp_Bplace_ns,C01_Tot_resp_Tot_resp,C01_T_P_BP_B_OS,C01_T_P_Fa_only_bor_os
LGA53010,0,14,28,296,7,345,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,7,3,3,9,0,22,39,20,15,214,5,293,5,0,0,3,0,8,3,0,0,0,0,3,3,5,4,6,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,43,0,51,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,3,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,4,3,3,6,0,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,5,3,3,4,3,18,5,0,0,20,12,37,92,54,59,623,33,861,76,35
LGA53080,13,53,35,592,15,708,0,0,0,40,0,40,4,0,0,5,0,9,3,0,0,3,0,6,10,5,0,3,0,18,158,58,37,347,14,614,6,0,0,0,0,6,4,3,0,3,0,10,17,3,9,28,0,57,3,0,3,0,0,6,3,3,0,0,0,6,4,0,0,0,0,4,31,10,8,98,0,147,8,7,3,16,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,18,4,0,3,0,25,10,0,0,3,0,13,3,0,0,0,0,3,29,7,0,23,0,59,3,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,47,3,3,11,0,64,17,4,3,46,54,124,419,160,104,1227,86,1996,343,107
LGA53150,45,321,222,1490,35,2113,0,0,3,8,0,11,57,6,10,15,3,91,23,16,0,9,5,53,66,17,11,14,3,111,874,309,255,1181,86,2705,5,0,0,0,0,5,23,7,0,3,0,33,52,22,15,93,4,186,21,8,0,7,0,36,9,0,0,0,0,9,14,0,0,3,0,17,177,95,69,529,14,884,320,74,26,146,15,581,5,0,0,0,0,5,6,0,0,0,0,6,0,0,3,3,0,6,11,0,3,0,0,14,12,0,0,0,0,12,43,14,5,3,3,68,26,0,4,7,0,37,5,3,0,11,0,19,135,34,15,72,5,261,14,6,3,12,3,38,6,0,0,3,0,9,27,0,0,0,0,27,9,0,3,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,22,6,7,12,0,47,245,31,16,34,11,337,49,20,5,83,205,362,2304,989,675,3738,392,8098,1979,663
LGA53220,46,203,156,1704,53,2162,3,0,0,881,7,891,38,3,5,0,3,49,44,0,0,4,0,48,51,22,6,11,3,93,692,181,146,905,35,1959,21,0,3,0,0,24,14,0,0,5,3,22,53,23,11,107,0,194,3,0,0,3,0,6,11,0,3,3,0,17,20,0,0,0,0,20,171,43,31,321,10,576,35,29,4,51,5,124,0,0,0,0,0,0,19,0,0,0,0,19,29,3,0,0,0,32,3,0,0,4,0,7,143,3,7,0,6,159,105,8,7,4,0,124,22,3,3,4,0,32,3,3,0,0,0,6,110,33,16,88,0,247,17,3,0,3,0,23,3,0,0,0,0,3,12,0,0,3,0,15,11,0,3,3,0,17,0,0,0,0,0,0,3,0,0,0,0,3,25,4,3,4,0,36,163,18,15,44,5,245,44,11,9,98,403,565,1914,593,428,4250,533,7718,1626,404
LGA53290,63,467,403,4992,161,6086,0,3,0,30,3,36,20,3,4,5,0,32,5,3,0,5,0,13,107,28,23,41,3,202,1036,518,341,2927,137,4959,21,0,4,0,0,25,7,0,0,12,3,22,95,43,40,329,14,521,3,6,3,14,3,29,8,0,0,0,0,8,13,0,0,3,0,16,147,101,70,793,29,1140,67,48,18,155,0,288,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,68,8,6,0,9,91,86,15,22,5,8,136,32,5,5,4,4,50,8,5,0,0,0,13,147,41,29,148,10,375,14,0,0,17,0,31,3,0,0,0,0,3,19,3,0,0,0,22,3,4,0,3,0,10,0,0,0,0,0,0,16,0,0,0,0,16,23,4,3,17,0,47,188,46,35,57,5,331,53,26,18,344,549,990,2255,1380,1024,9904,938,15501,1967,953
LGA53360,20,200,143,1262,33,1658,0,0,0,4,0,4,9,0,3,8,0,20,4,3,0,3,0,10,60,14,5,9,0,88,556,226,138,905,42,1867,10,0,0,0,0,10,4,0,0,3,0,7,48,9,8,57,0,122,8,4,0,3,0,15,4,0,0,0,0,4,4,0,0,0,0,4,64,48,17,235,5,369,31,15,10,30,3,89,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,5,3,0,0,0,3,6,4,3,0,0,0,7,22,3,3,0,0,28,17,4,4,3,0,28,4,0,0,0,0,4,51,16,11,43,5,126,4,5,0,6,0,15,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,3,12,3,0,8,0,23,86,22,6,18,3,135,25,6,17,84,125,257,1069,581,365,2687,219,4921,953,415
LGA53430,239,953,739,4682,192,6805,4,3,3,33,0,43,219,22,20,19,4,284,401,33,12,62,13,521,244,68,42,48,7,409,3419,999,689,3772,203,9082,39,0,3,0,4,46,125,13,7,33,3,181,342,82,64,290,16,794,79,21,4,34,0,138,44,12,0,7,0,63,93,7,9,6,0,115,787,344,218,1705,58,3112,1968,290,91,432,78,2859,14,3,3,3,0,23,6,0,0,3,4,13,32,6,3,3,0,44,29,5,3,6,6,49,60,7,10,3,4,84,159,23,17,9,3,211,198,21,10,19,4,252,40,5,3,7,0,55,486,91,55,294,23,949,186,16,3,12,7,224,8,0,0,0,0,8,90,8,3,6,0,107,95,11,4,22,0,132,9,3,0,0,6,18,22,0,0,0,3,25,107,21,12,26,0,166,1611,158,100,143,69,2081,259,63,40,289,1226,1877,11414,3288,2167,11968,1933,30770,10048,2195
LGA53520,195,1186,827,11782,493,14483,3,5,0,149,6,163,54,6,4,48,3,115,24,3,3,8,0,38,250,89,47,95,11,492,2499,1300,860,6971,301,11931,99,12,15,6,6,138,34,7,10,31,0,82,192,86,57,536,17,888,39,15,20,46,0,120,25,5,3,0,0,33,50,10,10,8,4,82,331,298,160,2196,58,3043,459,146,79,496,22,1202,3,0,0,4,0,7,0,3,0,3,0,6,42,6,5,6,0,59,22,11,3,3,0,39,97,25,11,9,19,161,140,39,19,10,3,211,74,17,11,26,3,131,19,7,3,8,0,37,317,108,63,359,10,857,30,9,9,23,0,71,16,3,0,0,0,19,60,10,4,4,0,78,32,12,0,41,0,85,3,0,0,0,0,3,100,0,0,0,8,108,61,20,6,49,3,139,554,117,62,278,34,1045,126,79,42,964,848,2059,5950,3634,2333,24159,1849,37925,5233,2466
LGA53570,26,163,148,1163,45,1545,0,0,0,0,0,0,3,0,0,3,0,6,10,3,0,5,3,21,54,5,3,6,0,68,564,186,146,813,36,1745,0,0,0,0,0,0,9,0,0,6,0,15,33,5,11,59,3,111,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,76,44,19,173,8,320,39,11,7,29,3,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,26,7,4,5,0,42,13,4,0,5,3,25,0,0,0,0,0,0,48,15,6,48,4,121,7,3,0,4,0,14,0,3,0,0,0,3,7,3,0,0,0,10,5,0,0,3,0,8,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,5,0,11,81,16,7,27,3,134,18,6,9,65,205,303,1052,474,360,2419,313,4618,917,323
LGA53640,5,59,51,619,23,757,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,8,3,3,0,0,14,112,59,47,430,24,672,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,28,0,34,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,10,5,63,0,98,4,6,0,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,3,19,9,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,29,0,51,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,20,3,4,3,0,30,4,0,6,50,9,69,220,150,130,1264,59,1823,193,99
LGA53710,6,20,27,405,22,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,5,0,24,61,21,20,219,14,335,3,0,3,0,0,6,0,0,0,3,0,3,5,0,3,19,0,27,0,0,0,0,0,0,4,0,0,0,4,8,0,0,0,0,0,0,8,3,0,65,3,79,0,0,3,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,8,3,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,3,0,10,4,6,0,42,41,93,123,56,59,789,84,1111,118,37
LGA53780,914,3471,2706,17567,816,25474,13,14,8,155,71,261,2685,44,92,69,92,2982,172,23,15,32,0,242,1260,268,175,259,49,2011,15222,3514,2726,10990,963,33415,378,0,18,3,15,414,250,23,20,68,10,371,791,239,139,781,45,1995,136,46,25,86,12,305,118,14,5,10,6,153,1044,57,36,29,35,1201,2239,692,447,2844,162,6384,1665,445,181,939,120,3350,48,0,0,0,3,51,212,25,10,3,12,262,35,0,3,6,0,44,92,20,11,11,0,134,527,17,23,4,19,590,559,97,43,11,31,741,458,47,34,67,11,617,50,12,8,24,4,98,1626,278,249,609,55,2817,271,35,27,46,3,382,173,14,0,7,3,197,453,18,15,5,25,516,234,22,12,33,11,312,128,9,5,4,18,164,179,4,3,3,22,211,385,45,28,101,18,577,5378,380,239,339,249,6585,1000,248,173,1148,1986,4555,38695,10121,7476,36253,4866,97411,34081,6791
LGA53920,4,41,27,703,25,800,0,14,0,2293,22,2329,0,0,0,6,4,10,0,0,0,0,0,0,19,0,0,0,3,22,69,36,29,257,13,404,0,0,0,0,0,0,0,0,0,0,0,0,22,6,3,35,3,69,3,0,0,5,0,8,0,0,0,0,0,0,3,0,0,0,0,3,13,10,6,126,3,158,9,5,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,11,3,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,14,5,4,8,0,31,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,32,7,0,27,0,66,0,0,0,47,288,335,219,130,69,3516,361,4295,194,98
LGA53990,137,715,541,5733,203,7329,4,0,0,11,3,18,49,7,7,21,3,87,13,0,3,12,0,28,179,33,43,41,6,302,2077,803,548,3871,193,7492,28,4,10,0,3,45,14,4,3,25,3,49,130,41,20,261,5,457,9,13,3,41,0,66,10,0,0,10,0,20,17,4,3,7,0,31,330,155,93,920,48,1546,625,205,61,661,46,1598,3,0,0,0,0,3,5,0,0,3,0,8,8,0,0,0,0,8,5,6,0,7,0,18,67,7,7,3,4,88,96,16,15,7,3,137,50,9,13,30,3,105,14,4,6,3,0,27,154,43,38,187,5,427,17,6,0,12,0,35,4,0,0,0,0,4,40,3,0,0,0,43,21,4,3,7,0,35,0,0,0,0,0,0,3,0,3,0,0,6,57,10,7,21,3,98,210,45,31,75,12,373,109,56,37,390,287,879,4485,2193,1495,12359,830,21362,3940,1545
LGA54060,21,112,83,997,50,1263,0,0,0,0,0,0,0,3,0,5,0,8,0,3,0,3,0,6,25,6,8,12,0,51,319,117,95,719,29,1279,3,0,0,0,0,3,3,0,0,3,0,6,22,6,4,67,0,99,0,0,0,4,0,4,4,0,0,0,0,4,0,0,0,0,0,0,33,16,11,170,10,240,17,12,3,17,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,3,0,19,17,0,0,0,0,17,5,3,0,3,0,11,0,0,0,0,0,0,50,13,4,50,0,117,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,3,0,0,0,3,0,0,0,0,0,0,7,3,0,16,3,29,31,7,4,9,3,54,5,4,8,89,34,140,587,308,220,2175,129,3419,513,210
LGA54130,4,31,44,496,11,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,9,0,20,76,46,50,345,18,535,3,0,0,4,0,7,5,0,0,0,0,5,8,4,6,30,0,48,3,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,3,8,7,0,73,5,93,6,8,3,17,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,5,0,0,0,0,5,3,3,0,0,0,6,4,0,0,0,0,4,8,0,0,18,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,4,0,10,3,3,0,17,20,43,168,102,109,1016,57,1452,139,77
LGA54170,1365,6337,4804,33567,1090,47163,11,9,3,33,3,59,2562,104,114,122,64,2966,572,106,33,114,18,843,1688,412,201,336,57,2694,33356,6273,4662,21006,1519,66816,460,6,45,4,13,528,471,44,37,107,11,670,1787,422,270,1370,68,3917,620,237,71,380,22,1330,275,36,16,25,4,356,1174,71,43,44,24,1356,5888,1448,1000,6738,347,15421,2831,990,435,1852,128,6236,70,3,3,10,0,86,132,8,3,15,7,165,402,54,22,106,13,597,182,38,21,37,4,282,601,38,21,4,24,688,1346,178,110,42,55,1731,1352,111,58,117,22,1660,166,22,17,27,3,235,4116,492,376,1144,149,6277,421,70,31,119,9,650,188,16,19,11,3,237,1299,47,28,6,29,1409,406,42,21,74,23,566,73,0,0,0,3,76,239,5,3,5,18,270,1090,90,87,170,39,1476,6843,634,449,563,230,8719,1315,357,296,1611,2266,5845,73301,18700,13299,69759,6265,181324,64260,12377
LGA54200,411,2160,1603,11464,368,16006,3,3,0,39,0,45,297,26,20,47,10,400,97,23,14,27,5,166,773,144,83,166,21,1187,9214,2329,1581,7547,473,21144,113,0,14,3,8,138,152,20,9,51,4,236,553,169,124,598,24,1468,79,24,9,37,4,153,92,6,7,11,0,116,269,30,13,9,3,324,1439,497,346,2176,85,4543,1379,427,177,714,54,2751,12,0,0,0,0,12,24,6,0,5,4,39,3,3,0,0,0,6,48,19,11,8,3,89,109,9,7,6,12,143,346,78,44,16,18,502,293,38,16,40,0,387,48,10,5,8,0,71,1002,174,112,444,30,1762,75,27,12,36,7,157,18,4,3,4,0,29,221,13,13,4,3,254,74,4,5,9,3,95,20,7,0,0,0,27,25,0,0,3,0,28,222,25,17,66,8,338,1753,178,147,195,57,2330,369,142,101,787,1103,2502,19533,6595,4493,24520,2307,57448,16916,4443
LGA54280,169,1034,788,10134,394,12519,6,0,6,336,16,364,76,7,10,25,8,126,84,27,6,22,0,139,187,55,40,53,3,338,2384,931,735,5445,250,9745,137,0,39,0,3,179,33,3,7,25,0,68,255,78,66,591,35,1025,37,17,8,43,6,111,17,6,5,3,0,31,82,8,7,8,3,108,492,251,166,1908,53,2870,276,153,58,471,20,978,0,0,0,0,0,0,12,0,4,3,0,19,3,3,0,0,0,6,7,10,4,8,0,29,474,27,19,4,24,548,306,47,29,12,16,410,124,21,8,29,6,188,13,3,3,8,0,27,352,112,52,304,8,828,87,23,0,45,4,159,20,0,0,0,0,20,94,3,3,3,3,106,34,5,8,13,0,60,11,3,0,0,0,14,16,3,0,0,0,19,77,18,9,38,7,149,577,84,59,201,41,962,169,92,51,784,1795,2891,6611,3024,2190,20516,2695,35036,5626,2024
LGA54340,73,135,105,1425,58,1796,3,0,0,17,0,20,14,0,3,6,3,26,0,0,0,0,0,0,30,12,8,5,0,55,279,140,121,905,40,1485,4,0,0,0,0,4,0,3,3,5,0,11,21,9,11,125,4,170,0,0,0,5,0,5,0,0,0,0,0,0,6,3,0,0,0,9,28,21,12,164,5,230,59,27,7,69,6,168,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,5,4,0,3,40,28,8,0,0,3,39,17,0,0,4,0,21,0,0,0,0,0,0,24,4,8,44,0,80,9,0,0,0,0,9,6,0,0,0,0,6,16,5,0,0,0,21,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,0,0,10,8,0,0,6,0,14,207,15,13,65,20,320,32,11,14,71,268,396,902,401,309,2919,410,4941,808,285
LGA54410,3,49,51,516,8,627,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,10,0,0,0,0,10,92,50,38,280,11,471,0,0,3,0,0,3,0,0,0,0,0,0,5,3,4,11,0,23,0,0,0,3,0,3,0,0,3,0,0,3,3,0,0,0,0,3,16,9,10,49,0,84,8,3,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,17,0,0,0,3,0,3,0,0,0,0,0,0,13,6,0,17,0,36,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,16,4,0,6,0,26,3,0,0,19,19,41,182,134,115,915,38,1384,163,92
LGA54480,4,14,29,273,14,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,32,12,23,203,4,274,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,43,3,50,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,0,18,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,6,0,0,3,15,3,21,49,33,59,570,28,739,49,28
LGA54550,7,75,72,784,26,964,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,6,0,29,173,97,81,606,31,988,4,0,0,0,0,4,0,3,0,3,0,6,7,4,6,41,3,61,0,0,0,6,0,6,0,0,0,0,0,0,3,3,0,0,0,6,21,18,13,114,3,169,38,19,7,47,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,15,3,3,0,0,21,6,0,3,3,0,12,3,0,0,0,0,3,13,3,5,26,3,50,3,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,10,8,5,10,7,0,30,4,3,4,51,32,94,357,246,207,1709,104,2623,328,167
LGA54620,3,19,23,398,10,453,0,0,0,9,3,12,0,0,0,3,0,3,3,3,0,0,0,6,3,3,4,3,0,13,64,54,31,265,3,417,3,0,0,0,3,6,0,0,0,0,0,0,8,0,4,28,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,6,5,51,0,76,9,3,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,5,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,7,5,3,16,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,11,10,0,0,3,0,13,0,3,0,36,7,46,138,102,78,828,26,1172,120,75
LGA54690,4,14,18,165,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,39,15,16,140,13,223,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,29,0,38,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,4,10,14,60,35,51,369,23,538,54,27
