region_id,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85ov,C11_C_Sev_day_Adv_Tot,C11_Chr_Unit_Ch_0_14,C11_Chr_Unit_Ch_15_24,C11_Chr_Unit_Ch_25_34,C11_Chr_Unit_Ch_35_44,C11_Chr_Unit_Ch_45_54,C11_Chr_Unit_Ch_55_64,C11_Chr_Unit_Ch_65_74,C11_Chr_Unit_Ch_75_84,C11_Chr_Unit_Ch_85ov,C11_Chr_Unit_Ch_Tot,C11_Chr_Chi_nfd_0_14,C11_Chr_Chi_nfd_15_24,C11_Chr_Chi_nfd_25_34,C11_Chr_Chi_nfd_35_44,C11_Chr_Chi_nfd_45_54,C11_Chr_Chi_nfd_55_64,C11_Chr_Chi_nfd_65_74,C11_Chr_Chi_nfd_75_84,C11_Chr_Chi_nfd_85ov,C11_Chr_Chi_nfd_Tot,C11_Chr_Oth_Chi_0_14,C11_Chr_Oth_Chi_15_24,C11_Chr_Oth_Chi_25_34,C11_Chr_Oth_Chi_35_44,C11_Chr_Oth_Chi_45_54,C11_Chr_Oth_Chi_55_64,C11_Chr_Oth_Chi_65_74,C11_Chr_Oth_Chi_75_84,C11_Chr_Oth_Chi_85ov,C11_Chr_Oth_Chi_Tot,C11_Christ_Tot_0_14,C11_Christ_Tot_15_24,C11_Christ_Tot_25_34,C11_Christ_Tot_35_44,C11_Christ_Tot_45_54,C11_Christ_Tot_55_64,C11_Christ_Tot_65_74,C11_Christ_Tot_75_84,C11_Christ_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_O_R_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_Oth_Rel_Tot_0_14,C11_Oth_Rel_Tot_15_24,C11_Oth_Rel_Tot_25_34,C11_Oth_Rel_Tot_35_44,C11_Oth_Rel_Tot_45_54,C11_Oth_Rel_Tot_55_64,C11_Oth_Rel_Tot_65_74,C11_Oth_Rel_Tot_75_84,C11_Oth_Rel_Tot_85ov,C11_Other_Rel_T_T,C11_No_religion_0_14,C11_No_religion_15_24,C11_No_religion_25_34,C11_No_religion_35_44,C11_No_religion_45_54,C11_No_religion_55_64,C11_No_religion_65_74,C11_No_religion_75_84,C11_No_religion_85ov,C11_No_religion_Tot,C11_Oth_rel_affi_0_14,C11_Oth_rel_aff_15_24,C11_Oth_rel_aff_25_34,C11_Oth_rel_aff_35_44,C11_Oth_rel_aff_45_54,C11_Oth_rel_aff_55_64,C11_Oth_rel_aff_65_74,C11_Oth_rel_aff_75_84,C11_Oth_rel_affil_85ov,C11_Oth_rel_affil_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_T,C11_OS_vis_0_14,C11_OS_vis_15_24,C11_OS_vis_25_34,C11_OS_vis_35_44,C11_OS_vis_45_54,C11_OS_vis_55_64,C11_OS_vis_65_74,C11_OS_vis_75_84,C11_OS_vis_85ov,C11_OS_vis_Tot,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T
LGA21610,258,154,165,182,146,123,60,35,15,1138,1363,960,782,1049,1300,1073,629,419,199,7774,2069,1189,1050,1139,888,510,200,103,30,7178,79,60,44,64,59,36,23,9,4,378,30491,19696,17823,22872,22448,16627,9680,5501,1887,147025,1872,661,1889,1454,652,344,120,37,0,7029,4403,2705,2364,1993,1378,629,275,70,23,13840,42,23,22,42,20,23,20,4,4,200,7,0,0,4,3,0,0,0,0,14,806,487,1031,559,315,200,66,23,8,3495,813,487,1031,563,318,200,66,23,8,3509,13524,8283,8385,8040,5778,3282,1232,567,263,49354,341,317,439,339,221,101,42,28,8,1836,4504,2609,2295,2494,2159,1636,875,589,259,17420,93,160,135,101,161,368,182,50,7,1257,58527,36149,36165,39817,34599,23928,12693,6958,2489,251325
LGA21670,3,0,0,4,0,4,5,0,0,16,140,114,51,121,191,233,188,146,87,1271,54,24,20,23,21,20,23,8,3,196,0,0,0,0,0,4,4,0,0,8,1047,681,445,794,1181,1366,1219,793,299,7825,0,0,0,4,0,0,0,0,0,4,4,0,4,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,7,14,9,5,3,0,57,9,6,4,7,14,9,5,3,0,57,753,435,347,412,373,377,232,81,32,3042,21,12,16,23,14,12,3,3,0,104,221,124,84,121,140,152,142,99,50,1133,0,0,5,5,6,0,0,0,0,16,2060,1269,910,1380,1737,1928,1606,982,381,12253
LGA21750,0,4,0,4,0,7,4,5,5,29,226,157,123,222,312,362,306,219,118,2045,45,38,37,24,37,44,26,9,9,269,0,3,0,0,0,5,0,0,0,8,2011,1256,992,1488,1829,1924,1426,993,419,12338,5,3,9,5,4,0,0,0,0,26,8,8,17,5,0,0,0,0,0,38,0,0,3,0,0,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,11,13,6,11,0,0,0,46,0,5,11,13,6,11,0,0,0,46,1339,771,719,724,665,560,229,92,50,5149,24,32,38,31,30,13,0,0,0,168,414,235,200,231,266,239,163,121,51,1920,8,33,32,19,15,6,4,0,0,117,3833,2368,2034,2535,2849,2783,1829,1206,520,19957
LGA21830,0,0,0,0,3,0,6,3,3,15,279,178,115,218,311,324,298,208,97,2028,55,18,16,17,32,29,13,7,0,187,0,0,0,0,4,3,3,0,0,10,1952,1078,805,1305,1710,1565,1315,879,348,10957,3,0,3,4,3,3,3,3,0,22,3,4,7,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,3,4,5,4,0,0,0,24,4,4,3,4,5,4,0,0,0,24,1128,518,481,471,456,327,137,57,17,3592,7,28,10,13,9,6,3,0,0,76,290,131,116,153,177,171,101,75,35,1249,6,30,23,24,18,4,4,0,0,109,3404,1804,1460,1983,2390,2091,1568,1014,400,16114
LGA21890,28,16,31,25,17,12,11,3,0,143,250,254,284,364,338,298,176,208,137,2309,266,238,301,265,214,126,64,39,7,1520,11,14,25,26,23,15,5,4,3,126,10527,7312,8683,11565,9710,7660,7438,6432,2435,71762,358,621,1718,298,115,99,28,12,4,3253,1753,974,1493,810,469,309,133,59,12,6012,31,17,38,46,27,24,3,3,6,195,5,6,3,12,6,3,0,0,0,35,182,401,912,224,97,65,22,8,3,1914,187,407,915,236,103,68,22,8,3,1949,6451,5444,8462,6585,4154,2351,748,384,204,34783,188,325,517,326,129,75,18,20,3,1601,1938,1607,2273,1781,1395,966,578,525,302,11365,83,418,316,123,89,160,58,7,0,1254,22067,17886,25427,22626,16942,12178,9167,7520,2997,136810
LGA22110,24,12,8,21,17,17,28,8,3,138,265,172,139,240,426,553,503,364,149,2811,161,73,68,87,120,123,75,36,11,754,7,3,3,5,6,8,5,4,0,41,3310,2026,1589,2529,3612,4208,3813,2250,854,24191,7,9,30,4,8,4,4,0,0,66,5,8,6,0,8,9,0,4,0,40,7,3,0,0,5,5,7,3,0,30,6,0,0,0,3,0,0,0,0,9,8,24,26,35,28,27,14,3,3,168,14,24,26,35,31,27,14,3,3,177,3169,1646,1429,1615,1531,1618,924,391,129,12452,85,65,59,74,61,49,16,3,3,415,843,445,387,423,440,579,449,279,107,3952,19,31,24,23,19,17,13,3,0,149,7492,4281,3588,4743,5770,6574,5261,2941,1096,41746
LGA22170,45,41,28,36,29,31,13,5,0,228,682,505,388,597,718,726,549,353,158,4676,711,438,418,434,382,268,140,58,23,2872,40,26,20,31,21,15,10,9,3,175,11549,8278,7954,9982,10971,9609,6703,4269,1637,70952,243,128,221,199,124,55,18,7,3,998,232,176,200,157,126,65,35,14,4,1009,54,11,47,34,21,43,25,9,4,248,0,0,3,3,0,0,3,0,0,9,97,100,191,153,100,69,24,14,3,751,97,100,194,156,100,69,27,14,3,760,8956,6134,6284,5697,4267,2840,1266,579,235,36258,193,290,335,280,150,75,38,10,11,1382,2675,1593,1504,1616,1529,1235,878,595,404,12029,30,102,63,37,30,74,46,15,3,400,24251,17000,17096,18484,17553,14227,9084,5525,2304,125524
LGA22250,0,0,0,0,0,4,0,3,0,7,163,97,78,115,211,233,237,165,67,1366,20,10,18,15,17,19,16,3,0,118,0,0,0,0,0,0,0,0,0,0,1023,557,436,697,980,1108,994,679,295,6769,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,6,671,320,316,313,288,223,109,54,16,2310,9,8,8,6,8,0,0,3,0,42,171,109,69,97,123,138,104,68,23,902,4,6,5,0,0,0,0,0,0,15,1884,1003,841,1119,1411,1483,1213,804,337,10095
LGA22310,12,9,8,10,13,4,9,9,3,77,465,314,310,518,581,517,335,397,297,3734,189,179,226,206,152,172,78,38,18,1258,17,8,12,15,21,30,16,13,7,139,9464,5594,6061,8903,8263,6204,4713,4189,2276,55667,585,506,2194,454,170,86,38,12,4,4049,159,160,314,152,82,39,21,7,4,938,5396,2747,2673,3089,2949,3511,1670,1392,1046,24473,0,0,0,3,0,0,0,0,0,3,113,174,400,110,92,61,29,12,3,994,113,174,400,113,92,61,29,12,3,997,5504,4979,5488,5185,4009,2683,1068,555,290,29761,146,255,282,209,139,81,24,11,7,1154,1751,1306,1528,1365,1220,1027,600,500,387,9684,118,361,202,104,120,169,76,25,0,1175,23506,16559,19886,20044,17419,14126,8336,6752,4026,130654
LGA22410,6,0,0,0,5,5,0,3,3,22,248,151,118,232,401,365,311,221,93,2140,83,56,46,54,73,42,28,11,9,402,0,3,0,0,0,0,0,7,0,10,1748,1054,853,1383,1996,1951,1386,892,375,11638,4,3,5,6,4,0,0,0,0,22,3,5,3,8,5,3,0,0,0,27,0,0,0,0,0,3,3,0,0,6,0,0,0,4,0,0,0,0,0,4,10,7,19,11,8,3,3,0,0,61,10,7,19,15,8,3,3,0,0,65,1368,719,691,782,687,525,195,84,28,5079,27,20,17,30,26,4,10,0,0,134,441,209,193,269,239,279,140,93,27,1890,3,22,7,5,5,7,3,0,3,55,3627,2055,1808,2520,2981,2790,1747,1069,433,19030
LGA22490,15,3,0,6,6,4,7,4,0,45,201,133,93,170,250,239,146,54,17,1303,130,56,41,69,76,51,24,13,3,463,0,3,3,3,3,3,3,0,0,18,2247,1159,896,1671,1891,1676,939,413,127,11019,0,0,3,0,0,0,0,0,0,3,13,3,3,6,3,0,0,0,0,28,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,14,8,8,23,6,3,0,0,77,15,14,8,8,23,6,3,0,0,77,1590,669,685,850,683,551,212,59,19,5318,49,31,26,26,19,14,6,0,0,171,361,161,110,229,247,198,111,38,9,1464,4,11,3,5,3,11,0,0,0,37,4290,2055,1741,2822,2891,2476,1274,510,155,18214
LGA22620,32,24,12,13,22,10,19,15,8,155,1127,867,688,979,1458,1493,1141,898,442,9093,573,379,330,317,284,239,115,55,14,2306,6,12,3,11,7,9,3,5,0,56,10519,7743,5899,7646,9122,8545,6072,4255,1920,61721,42,45,82,39,26,10,5,0,0,249,48,46,56,28,10,10,8,3,3,212,3,6,3,8,5,11,3,0,0,39,5,0,3,0,3,0,0,0,0,11,32,68,87,59,51,29,9,3,3,341,37,68,90,59,54,29,9,3,3,352,7026,4853,4390,3574,3003,2390,1034,405,137,26812,143,223,198,142,105,57,20,10,3,901,1727,1304,918,951,974,887,613,484,206,8064,35,67,44,32,26,21,4,4,0,233,19690,14479,11799,12650,13447,12076,7802,5171,2272,99386
LGA22670,101,100,88,58,75,51,39,38,14,564,332,255,269,254,313,469,343,315,145,2695,599,392,467,394,285,243,138,65,21,2604,32,19,26,16,30,18,13,3,3,160,9346,7287,7609,7760,8242,9010,7012,4862,1878,63006,1157,665,1986,879,356,189,95,43,15,5385,3884,2429,2760,2016,1295,705,356,125,30,13600,15,15,20,22,19,28,14,8,4,145,0,0,0,3,0,3,0,0,0,6,503,980,2118,298,147,94,37,19,10,4206,503,980,2118,301,147,97,37,19,10,4212,3196,2794,2950,2273,2046,1624,756,469,145,16253,124,148,261,127,95,42,20,17,3,837,2095,1495,1532,1222,1136,985,681,459,185,9790,88,173,181,91,140,197,94,23,3,990,24785,19170,23366,18422,16786,14961,9868,6499,2437,136294
