region_id,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85ov,C11_C_Sev_day_Adv_Tot,C11_Chr_Unit_Ch_0_14,C11_Chr_Unit_Ch_15_24,C11_Chr_Unit_Ch_25_34,C11_Chr_Unit_Ch_35_44,C11_Chr_Unit_Ch_45_54,C11_Chr_Unit_Ch_55_64,C11_Chr_Unit_Ch_65_74,C11_Chr_Unit_Ch_75_84,C11_Chr_Unit_Ch_85ov,C11_Chr_Unit_Ch_Tot,C11_Chr_Chi_nfd_0_14,C11_Chr_Chi_nfd_15_24,C11_Chr_Chi_nfd_25_34,C11_Chr_Chi_nfd_35_44,C11_Chr_Chi_nfd_45_54,C11_Chr_Chi_nfd_55_64,C11_Chr_Chi_nfd_65_74,C11_Chr_Chi_nfd_75_84,C11_Chr_Chi_nfd_85ov,C11_Chr_Chi_nfd_Tot,C11_Chr_Oth_Chi_0_14,C11_Chr_Oth_Chi_15_24,C11_Chr_Oth_Chi_25_34,C11_Chr_Oth_Chi_35_44,C11_Chr_Oth_Chi_45_54,C11_Chr_Oth_Chi_55_64,C11_Chr_Oth_Chi_65_74,C11_Chr_Oth_Chi_75_84,C11_Chr_Oth_Chi_85ov,C11_Chr_Oth_Chi_Tot,C11_Christ_Tot_0_14,C11_Christ_Tot_15_24,C11_Christ_Tot_25_34,C11_Christ_Tot_35_44,C11_Christ_Tot_45_54,C11_Christ_Tot_55_64,C11_Christ_Tot_65_74,C11_Christ_Tot_75_84,C11_Christ_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_O_R_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_Oth_Rel_Tot_0_14,C11_Oth_Rel_Tot_15_24,C11_Oth_Rel_Tot_25_34,C11_Oth_Rel_Tot_35_44,C11_Oth_Rel_Tot_45_54,C11_Oth_Rel_Tot_55_64,C11_Oth_Rel_Tot_65_74,C11_Oth_Rel_Tot_75_84,C11_Oth_Rel_Tot_85ov,C11_Other_Rel_T_T,C11_No_religion_0_14,C11_No_religion_15_24,C11_No_religion_25_34,C11_No_religion_35_44,C11_No_religion_45_54,C11_No_religion_55_64,C11_No_religion_65_74,C11_No_religion_75_84,C11_No_religion_85ov,C11_No_religion_Tot,C11_Oth_rel_affi_0_14,C11_Oth_rel_aff_15_24,C11_Oth_rel_aff_25_34,C11_Oth_rel_aff_35_44,C11_Oth_rel_aff_45_54,C11_Oth_rel_aff_55_64,C11_Oth_rel_aff_65_74,C11_Oth_rel_aff_75_84,C11_Oth_rel_affil_85ov,C11_Oth_rel_affil_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_T,C11_OS_vis_0_14,C11_OS_vis_15_24,C11_OS_vis_25_34,C11_OS_vis_35_44,C11_OS_vis_45_54,C11_OS_vis_55_64,C11_OS_vis_65_74,C11_OS_vis_75_84,C11_OS_vis_85ov,C11_OS_vis_Tot,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T
LGA36710,135,71,78,95,106,119,109,101,35,849,2465,1619,1252,2202,2814,3482,3441,2238,893,20406,2473,1456,1207,1386,1435,1235,826,343,99,10460,49,26,31,39,60,72,60,46,11,394,31819,18308,15362,24729,28581,29353,26023,15643,5674,195492,109,42,150,96,62,43,15,4,0,521,101,73,127,79,59,23,16,11,3,492,59,36,16,49,64,63,62,28,15,392,7,5,3,10,7,4,0,0,0,36,170,147,202,250,232,203,92,35,3,1334,177,152,205,260,239,207,92,35,3,1370,20181,11579,10907,12032,10636,8676,4903,2219,770,81903,492,516,614,580,447,274,97,40,17,3077,5153,2833,2546,3254,3301,3153,2562,1691,886,25379,553,1322,595,450,641,905,1202,580,59,6307,59234,35294,31121,42312,44812,43386,35189,20299,7444,319091
LGA36810,283,153,118,103,110,78,42,31,7,925,380,190,145,313,473,526,451,211,64,2753,326,136,104,147,178,191,109,39,13,1243,14,5,7,4,7,9,8,0,0,54,4868,2480,2111,3316,4016,4457,3649,1864,540,27301,13,8,17,15,6,10,0,0,0,69,39,22,25,33,15,26,24,7,4,195,3,3,0,0,6,6,4,0,0,22,3,0,3,3,0,3,0,0,0,12,48,24,37,38,52,38,11,3,3,254,51,24,40,41,52,41,11,3,3,266,2813,1309,1080,1371,1480,1291,791,257,62,10454,82,63,76,78,67,42,25,7,0,440,954,605,573,669,676,677,468,273,151,5046,33,178,151,35,63,55,47,14,4,580,8909,4727,4125,5621,6464,6697,5047,2436,764,44790
LGA36910,137,97,83,75,107,83,58,34,13,687,1504,1133,988,1189,1602,1471,1178,738,304,10107,1680,952,884,797,756,655,427,175,63,6389,62,36,24,43,42,44,34,19,12,316,22895,13985,11624,14181,15427,13895,10409,6446,2431,111293,97,75,197,83,38,23,11,3,3,530,287,159,266,148,37,18,11,0,0,926,3,5,8,9,9,5,3,5,4,51,0,3,3,3,3,3,3,0,0,18,90,105,133,114,76,60,29,11,3,621,90,108,136,117,79,63,32,11,3,639,6366,4033,3632,2890,2417,1730,971,418,132,22589,169,231,158,145,111,62,27,16,5,924,2535,1517,1306,1357,1328,1190,875,642,441,11191,49,276,137,74,70,53,50,7,0,716,32627,20540,17685,19222,19675,17160,12439,7560,3019,149927
LGA36950,7,3,3,3,3,3,3,0,0,25,36,24,21,23,28,20,9,0,3,164,15,4,10,9,11,8,0,0,0,57,0,0,4,0,3,0,0,0,0,7,737,370,359,318,336,228,102,52,15,2517,0,0,3,0,0,3,0,0,0,6,0,0,0,3,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,4,8,6,0,0,0,40,14,5,3,4,8,6,0,0,0,40,83,32,78,65,56,36,4,0,3,357,6,9,3,5,3,4,4,0,0,34,150,74,76,77,67,45,20,15,3,527,3,17,16,4,3,3,3,0,0,49,993,507,541,479,480,332,133,67,24,3556
LGA36960,18,10,4,3,5,0,0,0,0,40,32,6,7,9,4,4,4,3,0,69,13,11,16,3,11,10,3,3,0,70,17,15,15,7,5,0,0,0,0,59,1183,519,469,341,335,240,112,48,7,3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,3,4,0,3,0,0,0,17,7,0,3,4,3,3,0,0,0,20,96,66,68,49,37,15,4,3,0,338,69,18,32,14,19,8,8,0,0,168,95,29,40,27,21,15,3,3,0,233,12,12,9,7,10,0,4,0,0,54,1462,644,621,442,425,284,131,54,7,4070
LGA37010,112,99,88,80,81,63,46,19,8,596,1807,1336,1246,1641,1862,1738,1141,601,212,11584,1011,768,657,510,525,375,196,80,19,4141,53,36,30,36,31,34,17,7,3,247,22671,16708,14515,16334,16562,13944,8875,4657,1558,115824,130,129,188,122,68,35,12,9,0,693,162,133,130,79,44,21,4,7,0,580,0,8,15,6,3,18,6,5,4,65,6,8,0,4,6,0,0,0,0,24,74,158,145,131,109,54,27,12,0,710,80,166,145,135,115,54,27,12,0,734,9925,7670,7067,5464,4044,2644,1224,481,109,38628,229,407,358,218,187,72,21,6,5,1503,3611,2955,2602,2344,2128,1654,1009,587,302,17192,105,611,268,130,151,175,101,64,12,1617,37090,29039,25605,25103,23583,18779,11337,5839,1998,178373
LGA37300,0,3,3,3,3,3,0,0,0,15,70,30,41,42,46,41,15,0,0,285,22,9,17,9,8,3,0,0,0,68,0,3,0,0,3,0,0,0,0,6,468,234,349,384,355,266,81,8,6,2151,0,0,5,7,0,0,0,0,0,12,0,0,7,3,6,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,12,3,0,3,3,3,0,0,0,0,12,244,105,187,150,100,72,21,0,0,879,3,8,5,9,3,4,0,0,0,32,142,99,135,107,81,74,21,9,0,668,0,3,3,3,8,0,0,0,0,17,863,458,697,675,561,423,123,17,6,3823
LGA37310,10,3,14,11,7,14,9,5,0,73,371,203,261,309,313,362,217,76,50,2162,254,129,119,122,100,81,47,33,8,893,4,0,5,8,6,6,0,0,0,29,5061,2584,2786,3494,3431,3088,2189,1156,426,24215,17,4,26,10,7,0,0,0,0,64,10,0,13,8,6,5,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,10,14,19,6,10,3,0,0,67,5,10,14,19,9,10,3,0,0,70,1407,757,770,667,533,367,147,74,15,4737,21,27,28,29,11,12,4,3,0,135,796,457,522,575,477,396,238,152,69,3682,0,39,46,25,23,23,10,4,0,170,7326,3891,4225,4844,4507,3907,2591,1389,510,33190
LGA37340,24,24,20,13,12,9,14,8,0,124,402,218,254,382,461,574,426,170,55,2942,173,90,116,92,106,75,49,16,3,720,10,3,3,11,5,4,16,0,3,55,3332,2051,2549,2966,3506,3672,2535,1104,336,22051,8,7,16,7,9,3,0,0,0,50,10,8,22,21,11,5,3,0,0,80,0,3,4,3,6,8,6,0,3,33,0,0,0,0,3,0,0,0,0,3,12,5,19,19,12,6,11,0,0,84,12,5,19,19,15,6,11,0,0,87,1901,1291,1533,1196,999,823,433,121,24,8321,65,53,72,63,31,30,6,0,0,320,925,727,889,697,684,592,359,142,36,5051,127,548,522,161,168,135,73,14,0,1748,6402,4726,5700,5182,5481,5309,3437,1387,399,38023
LGA37400,0,0,0,0,3,0,0,0,0,3,13,5,11,10,29,38,28,11,3,148,3,3,3,4,0,8,3,3,0,27,0,0,0,0,0,0,0,0,0,0,188,92,124,146,221,292,240,85,19,1407,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,52,33,41,22,32,44,26,4,4,258,0,0,3,0,0,0,0,0,0,3,36,12,10,20,21,33,27,7,0,166,0,10,6,0,0,0,3,0,0,19,276,147,190,191,278,375,296,96,23,1872
LGA37550,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,209,102,81,64,69,34,16,3,3,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,25,14,8,7,8,0,0,0,120,0,0,0,5,0,0,0,0,0,5,69,65,28,29,18,18,3,5,0,235,0,0,0,0,0,0,0,0,0,0,336,192,123,106,97,60,19,8,3,944
LGA37570,0,0,0,6,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,62,35,48,30,22,9,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,66,35,54,34,25,9,0,0,282
LGA37600,10,5,3,3,3,0,0,0,0,24,0,0,3,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,753,431,286,256,230,119,46,16,7,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,48,19,32,22,6,3,0,3,202,0,0,0,0,4,4,0,0,0,8,15,4,5,4,4,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,837,483,310,292,260,132,49,16,10,2389
LGA39399,0,0,3,0,0,3,3,3,3,15,14,11,13,20,28,50,40,16,4,196,8,11,7,11,3,8,6,3,0,57,0,0,3,3,0,3,0,0,0,9,128,116,175,237,336,401,346,178,22,1939,0,3,3,3,0,0,0,0,0,9,0,0,4,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,16,0,3,3,4,3,3,0,0,0,16,99,106,127,95,127,73,44,22,3,696,5,9,6,12,5,4,0,3,0,44,118,99,144,156,164,192,238,114,11,1236,27,217,219,57,98,92,52,30,4,796,377,560,684,568,739,771,680,347,40,4766
LGA40070,0,7,3,0,3,4,4,0,0,21,37,186,128,99,131,171,163,109,79,1103,21,97,73,57,36,38,20,3,10,355,0,3,3,0,9,14,3,0,3,35,541,1738,1578,1222,1407,1416,1015,597,387,9901,37,107,178,48,17,11,3,3,0,404,75,199,249,76,28,15,8,3,0,653,0,12,6,7,6,11,8,3,0,53,0,0,0,3,0,0,0,0,0,3,10,46,86,29,25,14,0,0,0,210,10,46,86,32,25,14,0,0,0,213,428,2373,1922,973,805,755,315,134,49,7754,14,90,77,52,24,18,10,5,6,296,241,750,928,705,742,536,281,165,85,4433,75,588,454,262,237,198,96,35,7,1952,1448,6458,5792,3483,3362,3021,1754,948,534,26800
LGA40120,11,0,4,4,6,14,9,4,8,60,506,373,170,419,673,667,441,278,134,3661,275,147,116,138,154,169,56,19,8,1082,42,31,23,35,29,22,20,4,0,206,3576,2349,1294,2595,3438,3270,2017,1010,428,19977,4,3,3,9,8,7,0,0,0,34,4,7,11,7,8,3,0,0,0,40,15,0,3,9,6,7,4,0,0,44,0,0,0,0,0,3,0,0,0,3,26,16,21,41,42,37,3,0,0,186,26,16,21,41,42,40,3,0,0,189,3131,1835,1253,2147,2170,1750,695,228,78,13287,78,90,71,98,73,39,23,3,0,475,682,403,275,423,476,444,212,136,54,3105,20,55,20,13,12,21,7,6,0,154,7600,4805,3001,5442,6308,5666,2990,1387,560,37759
LGA40220,0,4,4,4,7,0,5,9,8,41,387,237,127,302,424,557,604,311,136,3085,154,83,63,79,105,115,72,27,4,702,18,25,5,19,13,10,11,4,0,105,1761,1034,768,1340,1824,2273,2223,1221,426,12870,4,0,10,5,4,0,0,0,0,23,0,4,6,5,3,6,0,0,0,24,0,0,0,0,0,0,4,0,0,4,8,5,0,0,0,0,0,0,0,13,16,12,9,35,25,25,3,5,0,130,24,17,9,35,25,25,3,5,0,143,1765,951,853,1009,1002,950,572,255,101,7458,43,33,46,47,33,23,4,0,0,229,427,243,157,273,307,328,245,157,39,2176,9,18,6,8,10,5,3,4,0,63,4048,2320,1876,2755,3243,3643,3071,1647,566,23169
LGA40250,3,0,3,0,3,0,0,0,0,9,133,97,74,62,62,32,10,10,0,480,9,12,8,9,9,4,6,4,0,61,0,0,0,0,0,0,0,0,0,0,202,143,134,111,97,81,40,24,4,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,211,169,108,66,30,16,12,8,873,0,0,0,0,0,0,0,0,0,0,253,211,169,108,66,30,16,12,8,873,80,74,104,60,57,52,14,3,3,447,0,0,0,0,0,0,0,0,0,0,77,54,43,30,21,18,7,0,0,250,0,0,0,0,0,0,0,0,0,0,615,482,454,312,244,181,77,39,15,2419
LGA40310,3,0,0,0,3,3,3,5,0,17,244,136,118,234,306,386,258,172,86,1940,70,60,43,53,64,50,34,12,3,389,16,8,5,16,7,6,9,0,3,70,2603,1318,1242,1874,2164,2189,1488,1021,477,14376,3,0,6,0,0,0,0,0,0,9,6,0,0,6,0,3,0,0,0,15,5,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,13,6,15,14,10,4,0,0,70,8,13,6,15,14,10,4,0,0,70,1314,822,796,884,802,573,231,89,26,5537,30,23,17,36,29,13,3,3,0,154,383,158,154,189,216,214,131,78,39,1562,17,21,17,14,6,9,15,5,0,104,4381,2367,2250,3038,3246,3025,1880,1196,542,21925
LGA40430,3,0,0,0,4,8,0,0,3,18,132,37,48,102,116,124,131,103,49,842,6,4,0,0,6,5,0,4,0,25,0,0,0,0,0,0,0,0,0,0,226,82,95,182,220,310,258,171,77,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,3,0,0,0,0,3,0,0,6,121,59,56,71,92,85,46,16,11,557,0,3,3,0,3,4,0,0,0,13,41,17,13,27,36,26,18,24,4,206,3,0,3,3,3,0,0,0,0,12,391,164,173,286,357,425,325,211,92,2424
LGA40520,7,4,3,4,3,10,3,4,7,45,132,88,67,114,164,239,180,122,57,1163,34,22,11,20,26,16,19,10,0,158,0,0,0,0,0,0,0,0,0,0,969,548,488,726,969,990,726,546,215,6177,3,0,10,0,0,0,0,0,0,13,4,0,7,4,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,30,20,37,25,23,24,12,5,4,180,30,23,37,25,23,24,12,5,4,183,831,442,441,421,364,265,120,56,13,2953,12,11,19,17,10,5,0,0,0,74,242,144,92,108,141,189,79,54,21,1070,3,14,9,3,0,5,4,0,0,38,2102,1187,1112,1315,1518,1484,941,661,253,10573
LGA40700,3,5,0,0,3,6,3,0,0,20,400,378,170,360,494,563,523,406,257,3551,111,126,90,85,95,133,66,28,13,747,11,12,8,22,14,17,32,14,9,139,3837,2910,1597,2802,3710,3609,2912,2171,1103,24651,106,67,127,97,76,42,32,7,3,557,79,84,82,69,34,20,10,3,3,384,21,19,11,19,24,36,20,13,3,166,0,0,3,0,0,0,0,0,0,3,44,38,46,50,38,37,28,27,9,317,44,38,49,50,38,37,28,27,9,320,1953,2090,1444,1473,1562,1403,669,348,161,11103,30,70,42,43,51,24,12,3,0,275,489,458,308,287,428,439,317,229,228,3183,89,128,42,48,55,55,36,10,0,463,6769,6023,3829,5057,6128,5795,4094,2827,1514,42036
LGA40910,6,10,4,5,3,12,8,7,0,55,318,268,207,314,344,460,510,380,226,3027,155,145,123,128,123,98,77,26,16,891,17,3,13,18,13,15,12,4,3,98,5108,3788,2907,4348,4571,3730,3788,2790,1034,32064,176,93,223,154,73,35,22,7,3,786,180,87,153,95,59,31,4,7,0,616,14,7,10,7,9,5,3,0,0,55,0,3,0,0,0,0,0,0,0,3,119,139,233,94,76,57,23,15,11,767,119,142,233,94,76,57,23,15,11,770,1737,1593,1584,1404,1080,813,471,254,134,9070,32,62,69,54,49,21,14,4,4,309,507,380,333,398,382,313,256,225,108,2902,43,101,42,29,30,63,34,5,0,347,8065,6418,5747,6756,6496,5194,4652,3325,1302,47955
LGA41010,0,0,0,0,0,0,0,0,0,0,50,16,22,38,69,70,69,39,14,387,0,3,3,3,4,8,10,3,0,34,0,0,0,0,0,0,0,0,0,0,522,272,275,334,369,402,266,109,38,2587,0,0,3,4,0,0,0,0,0,7,0,4,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,4,3,0,5,0,0,0,0,0,12,4,3,0,5,3,0,3,0,0,18,194,132,137,132,100,83,45,4,0,827,3,3,6,4,4,0,0,0,0,20,60,38,30,39,36,48,30,13,4,298,0,4,0,3,3,0,3,0,0,13,783,459,458,525,518,537,347,126,42,3795
LGA41060,19,20,11,14,14,10,9,8,7,112,670,527,471,702,1033,1174,1017,894,519,7007,282,231,241,219,240,155,127,53,20,1568,18,13,14,22,10,13,30,4,3,127,9696,7208,6472,8782,9861,8767,7018,5823,2590,66217,205,106,438,163,41,32,10,6,0,1001,643,380,418,313,172,65,36,8,0,2035,5,6,9,4,13,5,0,7,6,55,3,0,0,3,6,3,0,0,0,15,162,218,451,131,74,64,33,13,4,1150,165,218,451,134,80,67,33,13,4,1165,4099,3609,4038,3437,2904,2178,918,503,259,21945,88,162,191,158,96,46,20,7,0,768,1257,998,1017,991,1012,879,636,514,386,7690,67,135,86,44,38,82,31,5,5,493,16689,13275,13594,14546,14749,12492,8824,6967,3278,104414
LGA41140,0,0,0,0,3,3,3,3,0,12,223,112,95,189,219,232,214,142,80,1506,30,12,26,15,26,21,14,6,0,150,3,3,4,0,3,3,4,0,0,20,975,467,468,687,805,881,696,416,188,5583,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,10,4,0,0,36,0,5,5,6,6,10,4,0,0,36,562,340,261,335,318,287,94,41,10,2248,6,10,8,9,11,4,9,0,0,57,173,73,63,93,98,117,69,41,14,741,3,18,3,3,3,3,3,0,0,36,1728,916,818,1139,1252,1311,875,498,212,8749
LGA41190,0,0,0,0,0,0,0,0,0,0,75,39,24,62,80,70,47,37,18,452,21,7,0,9,3,10,5,6,0,61,0,0,0,0,0,0,0,0,0,0,217,90,83,149,176,177,128,83,34,1137,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,122,53,49,59,72,46,19,4,3,427,0,7,3,0,3,0,0,0,0,13,23,17,9,15,22,9,5,16,3,119,0,0,0,0,0,0,0,0,0,0,366,167,147,226,273,235,152,103,40,1709
LGA41330,3,3,3,0,3,0,3,0,0,15,11,0,11,3,18,32,17,6,3,101,15,12,5,5,5,10,4,0,0,56,0,0,0,0,3,3,0,0,0,6,147,74,94,120,200,261,247,64,12,1219,0,3,0,0,0,0,0,0,0,3,3,3,3,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,3,0,0,0,3,0,0,6,76,49,48,58,71,79,39,9,0,429,0,3,3,0,6,3,0,3,0,18,68,24,25,38,35,36,47,13,0,286,0,9,3,0,5,0,3,0,0,20,308,169,189,229,321,382,346,89,12,2045
LGA41560,3,4,3,0,3,6,6,6,3,34,281,202,132,238,368,566,551,384,166,2888,74,31,25,45,31,27,40,12,3,288,0,0,0,0,3,8,0,0,3,14,976,584,486,738,1074,1421,1369,798,286,7732,0,0,0,4,0,0,0,0,0,4,4,3,4,4,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,5,0,0,4,3,0,0,0,0,12,5,0,0,4,6,0,0,0,0,15,997,562,493,486,526,377,219,102,25,3787,7,9,19,12,16,4,0,0,0,67,217,116,91,134,133,154,114,73,26,1058,3,3,0,3,3,4,0,0,0,16,2213,1288,1102,1388,1763,1960,1706,973,337,12730
LGA41750,0,0,0,0,0,0,0,0,0,0,43,12,16,38,36,34,25,11,4,219,3,7,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,126,51,67,92,140,128,100,46,14,764,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,35,38,39,34,33,12,3,0,251,0,0,3,0,3,3,0,0,0,9,22,7,7,4,21,9,3,4,0,77,0,0,3,0,0,0,0,0,0,3,205,93,121,135,203,173,115,53,14,1112
LGA41830,0,0,0,0,0,3,0,0,0,3,47,24,27,27,50,90,68,31,14,378,8,3,3,0,5,8,3,3,0,33,0,0,0,0,0,0,0,0,0,0,149,90,70,106,146,258,161,79,42,1101,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,124,52,63,71,67,60,33,11,6,487,0,0,3,3,0,0,0,0,0,6,41,25,14,22,33,29,16,12,4,196,3,11,3,0,9,3,0,3,0,32,320,178,159,209,263,350,210,105,52,1846
LGA41960,0,0,0,0,0,0,0,0,0,0,30,12,11,31,40,53,50,21,8,256,5,4,0,4,4,4,3,4,0,28,0,0,0,3,0,0,0,0,0,3,122,51,52,106,117,142,104,49,24,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,55,40,45,29,49,19,6,3,331,0,0,3,0,3,0,3,0,0,9,43,13,13,20,16,32,12,7,3,159,0,3,0,0,0,0,0,0,0,3,250,122,111,174,165,223,138,62,30,1275
LGA42030,0,3,3,3,3,3,10,0,0,25,224,182,126,198,300,327,336,244,107,2044,169,83,86,65,87,74,39,25,7,635,3,3,3,3,0,3,0,3,0,18,1837,1304,1081,1368,1918,1638,1413,1070,387,12016,8,3,7,3,3,4,0,0,0,28,10,3,7,11,3,3,4,0,0,41,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,16,19,18,19,9,7,3,3,99,5,16,19,18,19,9,7,3,3,99,1374,1057,919,827,723,480,203,126,47,5756,38,48,27,36,29,10,5,3,0,196,413,308,191,239,245,174,154,150,86,1960,9,13,4,12,6,7,0,0,0,51,3708,2774,2266,2536,2979,2345,1791,1352,523,20274
