region_id,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_Lat_Da_Saint_0_14,C06_C_Lat_Da_Saint_15_24,C06_C_Lat_Da_Saint_25_34,C06_C_Lat_Da_Saint_35_44,C06_C_Lat_Da_Saint_45_54,C06_C_Lat_Da_Saint_55_64,C06_C_Lat_Da_Saint_65_74,C06_C_Lat_Da_Saint_75_84,C06_C_Lat_Da_Saint_85ov,C06_C_Lat_Da_Saint_Tot,C06_C_Luthe_0_14,C06_C_Luthe_15_24,C06_C_Luthe_25_34,C06_C_Luthe_35_44,C06_C_Luthe_45_54,C06_C_Luthe_55_64,C06_C_Luthe_65_74,C06_C_Luthe_75_84,C06_C_Luthe_85ov,C06_C_Luthe_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_To,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Sev_day_Adv_0_14,C06_C_Sev_day_Adv_15_24,C06_C_Sev_day_Adv_25_34,C06_C_Sev_day_Adv_35_44,C06_C_Sev_day_Adv_45_54,C06_C_Sev_day_Adv_55_64,C06_C_Sev_day_Adv_65_74,C06_C_Sev_day_Adv_75_84,C06_C_Sev_day_Adv_85oe,C06_C_Sev_day_Adv_Tot,C06_C_Unit_Chur_0_14,C06_C_Unit_Chur_15_24,C06_C_Unit_Chur_25_34,C06_C_Unit_Chur_35_44,C06_C_Unit_Chur_45_54,C06_C_Unit_Chur_55_64,C06_C_Unit_Chur_65_74,C06_C_Unit_Chur_75_84,C06_C_Unit_Chur_85ov,C06_C_Unit_Chur_Tot,C06_C_Christi_nfd_0_14,C06_C_Christi_nfd_15_24,C06_C_Christi_nfd_25_34,C06_C_Christi_nfd_35_44,C06_C_Christi_nfd_45_54,C06_C_Christi_nfd_55_64,C06_C_Christi_nfd_65_74,C06_C_Christi_nfd_75_84,C06_C_Christi_nfd_85ov,C06_C_Christi_nfd_Tot,C06_C_Oth_Chris_0_14,C06_C_Oth_Chris_15_24,C06_C_Oth_Chris_25_34,C06_C_Oth_Chris_35_44,C06_C_Oth_Chris_45_54,C06_C_Oth_Chris_55_64,C06_C_Oth_Chris_65_74,C06_C_Oth_Chris_75_84,C06_C_Oth_Chris_85ov,C06_C_Oth_Chris_Tot,C06_Christia_Tot_0_14,C06_Christia_Tot_15_24,C06_Christia_Tot_25_34,C06_Christia_Tot_35_44,C06_Christia_Tot_45_54,C06_Christia_Tot_55_64,C06_Christia_Tot_65_74,C06_Christia_Tot_75_84,C06_Christia_Tot_85ov,C06_Christ_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_AusAborTrad_0_14,C06_OR_AusAborTrad15_24,C06_OR_AusAborTrad25_34,C06_OR_AusAborTrad35_44,C06_OR_AusAborTrad45_54,C06_OR_AusAborTrad55_64,C06_OR_AusAborTrad65_74,C06_OR_AusAborTrad75_84,C06_OR_AusAborTrad85oe,C06_OR_AusAborTrade_Tot,C06_OR_Ot_Re_Gr_0_14,C06_OR_Ot_Re_Gr_15_24,C06_OR_Ot_Re_Gr_25_34,C06_OR_Ot_Re_Gr_35_44,C06_OR_Ot_Re_Gr_45_54,C06_OR_Ot_Re_Gr_55_64,C06_OR_Ot_Re_Gr_65_74,C06_OR_Ot_Re_Gr_75_84,C06_OR_Ot_Re_Gr_85ov,C06_OR_Ot_Re_Gr_Tot,C06_OthRel_T_0_14,C06_OthRel_T_15_24,C06_OthRel_T_25_34,C06_OthRel_T_35_44,C06_OthRel_T_45_54,C06_OthRel_T_55_64,C06_OthRel_T_65_74,C06_OthRel_T_75_84,C06_OthRel_T_85ov,C06_OthRel_T_T,C06_NoRel_0_14,C06_NoRel_15_24,C06_NoRel_25_34,C06_NoRel_35_44,C06_NoRel_45_54,C06_NoRel_55_64,C06_NoRel_65_74,C06_NoRel_75_84,C06_NoRel_85ov,C06_NoRel_Tot
LGA37010,113,93,78,59,77,70,32,19,9,550,44,39,49,29,34,28,14,8,4,249,279,237,214,266,236,215,151,68,15,1681,4,3,4,4,4,0,0,0,0,19,62,39,66,53,35,34,23,17,6,335,661,411,322,359,317,232,90,48,16,2456,565,510,566,840,1233,1036,662,492,168,6072,144,123,115,131,139,117,64,34,12,879,115,75,61,74,61,43,32,13,0,474,1869,1503,1505,1807,1802,1584,911,545,190,11716,570,491,349,322,306,173,63,46,13,2333,47,46,27,43,29,34,12,3,0,241,20210,15719,13975,15345,14823,11809,7189,4299,1372,104741,56,61,62,61,38,12,12,4,0,306,72,61,64,60,30,19,7,5,3,321,0,17,10,8,7,15,5,10,4,76,4,7,10,5,3,6,0,3,0,38,87,143,131,131,84,42,17,3,0,638,91,150,141,136,87,48,17,6,0,676,8635,5947,5527,4258,3347,2057,843,418,93,31125
LGA37300,10,7,9,8,0,0,0,0,0,34,4,4,0,0,0,0,0,0,0,8,4,3,3,4,7,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,8,5,7,0,0,0,0,44,26,5,15,32,24,27,3,3,0,135,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,6,73,31,31,45,43,20,8,0,0,251,13,7,12,9,3,0,0,0,0,44,4,0,3,3,0,0,0,0,0,10,418,183,306,360,340,182,37,13,0,1839,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,3,3,0,3,0,0,15,3,0,3,6,3,0,3,0,0,18,211,89,160,110,100,41,8,3,0,722
LGA37310,43,27,20,21,29,27,13,8,6,194,3,8,3,6,11,3,7,0,0,41,348,171,155,236,173,162,129,62,25,1461,0,0,0,0,0,0,0,0,0,0,9,5,7,7,5,3,0,0,0,36,128,61,63,64,78,58,34,14,0,500,324,196,220,333,386,384,242,192,88,2365,48,12,23,33,7,15,15,5,0,158,12,7,13,12,12,17,11,3,0,87,449,210,243,336,330,327,181,100,63,2239,110,65,56,61,67,61,30,19,6,475,6,0,6,5,0,0,4,5,0,26,4899,2419,2420,3254,3163,2863,1881,1085,440,22424,10,0,7,4,4,3,0,0,0,28,6,0,8,4,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,3,7,7,4,3,0,0,0,24,0,6,7,10,4,3,0,0,0,30,985,491,517,457,370,266,108,42,14,3250
LGA37340,46,23,36,40,45,30,20,10,0,250,12,11,6,10,3,5,3,0,0,50,35,46,37,57,61,54,58,24,3,375,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,4,4,0,0,28,85,48,46,68,56,55,24,9,0,391,58,48,90,156,306,330,192,75,20,1275,23,12,15,16,18,22,13,7,3,129,20,15,10,14,15,14,9,6,0,103,438,259,320,416,514,574,312,170,38,3041,109,58,45,61,63,60,30,10,3,439,0,5,5,8,4,8,8,3,0,41,3207,2251,2609,3206,3483,3478,2155,1025,285,21699,11,8,3,11,4,0,3,0,0,40,22,16,30,36,9,8,0,3,0,124,4,4,8,9,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,8,16,24,14,7,9,5,3,0,86,8,16,24,14,7,9,5,3,0,86,1497,1109,1237,992,913,721,273,117,16,6875
LGA37400,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,4,8,0,0,5,9,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,19,16,27,12,6,0,83,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,18,22,4,18,27,21,31,11,5,157,5,3,4,3,4,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,184,106,129,144,187,219,171,73,11,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,44,19,27,17,21,27,10,10,4,179
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,72,39,17,25,5,8,0,0,0,166,4,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,266,123,79,86,42,32,3,7,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,15,7,9,6,3,0,0,82
LGA37570,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,38,28,37,25,15,6,3,3,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,44,39,52,31,27,6,6,3,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,8,0,4,4,3,4,0,0,0,23
LGA37600,9,7,6,7,3,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,6,0,4,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,4,11,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,817,412,283,292,208,73,40,11,3,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,51,27,25,27,7,5,0,0,0,142
LGA39399,3,9,3,4,9,3,0,0,0,31,0,0,0,0,0,6,0,3,0,9,0,0,0,0,0,9,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,6,3,3,5,10,5,10,3,0,45,0,3,0,0,3,0,3,0,0,9,0,0,0,0,5,0,0,3,0,8,0,6,4,0,10,21,14,5,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,23,70,64,72,119,138,99,46,3,634,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,14,37,36,44,31,24,11,5,0,202
LGA40070,0,0,10,3,0,0,3,0,3,19,3,0,3,0,3,3,3,0,0,15,38,148,80,72,55,52,33,39,7,524,0,6,3,3,0,3,0,0,0,15,4,21,10,4,7,0,3,0,0,49,4,58,22,9,15,17,5,3,0,133,13,43,50,44,38,55,31,26,9,309,0,0,7,6,6,7,0,0,4,30,0,0,5,4,6,7,0,5,0,27,34,175,135,125,149,206,103,121,84,1132,9,77,66,29,28,30,5,8,4,256,4,6,8,0,8,3,0,0,5,34,502,1605,1541,1310,1368,1326,720,638,322,9332,17,171,114,27,9,3,5,7,0,353,18,169,76,31,6,9,3,0,0,312,0,5,16,4,10,4,3,4,0,46,0,0,0,8,0,0,0,0,0,8,6,62,49,13,13,13,3,3,3,165,6,62,49,21,13,13,3,3,3,173,316,1297,1329,771,639,486,165,104,31,5138
LGA40120,25,36,27,28,29,15,6,0,3,169,14,22,4,0,16,6,7,3,0,72,515,296,218,345,328,285,194,141,44,2366,3,3,0,0,3,0,0,0,0,9,9,10,4,7,3,11,13,3,3,63,90,72,27,58,60,37,19,9,3,375,23,25,7,39,84,90,37,34,13,352,0,3,6,8,15,4,5,5,0,46,6,6,3,8,12,4,9,3,3,54,650,394,263,505,741,698,378,248,125,4002,165,124,84,93,151,84,43,14,6,764,35,24,23,31,31,29,10,5,0,188,3638,2357,1595,2883,3484,3165,1653,960,393,20128,4,0,5,6,8,3,3,0,0,29,9,8,3,6,3,6,0,0,0,35,10,7,4,7,5,4,3,0,0,40,0,3,0,0,0,0,0,0,0,3,21,27,35,57,49,27,5,0,0,221,21,30,35,57,49,27,5,0,0,224,2676,1576,1268,1819,1839,1252,389,180,49,11048
LGA40220,28,18,15,17,24,27,15,12,3,159,19,4,3,5,5,5,0,0,0,41,196,99,68,121,138,145,103,64,15,949,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,8,5,0,3,31,64,45,11,47,48,47,34,10,3,309,12,10,4,23,47,62,37,38,9,242,0,0,4,3,4,12,11,12,0,46,5,0,0,4,4,4,6,5,3,31,376,212,171,311,395,508,427,305,97,2802,104,54,38,48,64,53,21,10,3,395,15,8,3,17,4,15,6,4,4,76,1600,867,669,1270,1584,1971,1582,1011,289,10843,0,0,0,0,5,0,0,0,0,5,7,0,7,4,3,0,0,0,0,21,0,0,0,0,3,4,3,0,0,10,3,3,0,0,0,0,0,0,0,6,6,5,13,26,21,12,13,3,0,99,9,8,13,26,21,12,13,3,0,105,1411,697,735,872,814,650,333,177,38,5727
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,27,27,17,6,4,3,0,3,125,0,0,0,0,0,0,0,0,0,0,11,0,7,0,3,0,0,0,0,21,3,0,4,3,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,310,242,173,139,81,58,33,10,5,1051,6,0,0,3,5,0,5,4,0,23,0,0,0,0,0,0,0,0,0,0,377,288,222,187,135,104,55,14,8,1390,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,3,0,3,3,0,0,0,0,0,9,143,112,96,89,63,25,23,7,0,558
LGA40310,16,12,8,11,13,16,8,4,7,95,0,3,0,3,3,3,0,0,0,12,1156,638,629,708,830,647,526,469,188,5791,3,0,3,0,0,0,0,0,0,6,6,0,3,4,3,5,3,3,4,31,41,32,13,15,44,23,14,13,5,200,14,10,9,28,40,33,25,12,8,179,4,0,3,3,3,8,5,3,0,29,4,0,7,4,3,3,4,4,0,29,278,180,155,274,345,314,221,158,82,2007,64,39,20,45,47,37,14,9,0,275,8,4,0,5,6,0,0,0,3,26,2414,1381,1278,1932,2183,1835,1272,931,378,13604,0,0,5,0,0,0,0,0,0,5,0,3,6,0,3,0,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,8,20,19,14,13,0,0,0,89,15,8,20,19,14,13,0,0,0,89,1196,655,667,733,612,329,121,72,20,4405
LGA40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,8,8,16,13,8,4,3,80,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,7,4,3,3,21,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,4,0,3,19,145,63,79,102,145,145,97,109,42,927,6,0,3,7,3,3,3,3,0,28,0,0,0,0,0,0,0,0,0,0,259,107,133,193,267,292,197,167,62,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,0,3,0,0,4,0,0,0,7,117,60,40,70,59,77,28,16,0,467
LGA40520,0,0,0,0,0,0,5,0,0,5,5,8,0,4,0,3,3,3,0,26,177,108,114,135,158,125,61,65,24,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,38,17,13,26,27,20,5,6,3,155,0,0,10,10,18,20,15,4,0,77,3,3,0,3,5,10,3,3,0,30,11,4,3,7,5,13,3,3,4,53,154,112,66,160,195,235,134,136,60,1252,25,13,13,20,18,14,6,7,0,116,0,0,0,7,0,0,3,0,0,10,1117,615,613,942,995,948,692,524,162,6608,0,0,0,0,3,0,0,0,0,3,7,4,0,7,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,29,13,12,25,27,18,0,3,0,127,32,16,12,25,27,18,0,3,0,133,779,471,449,346,388,200,95,67,20,2815
LGA40700,9,22,8,13,16,5,10,3,3,89,10,8,3,7,0,4,4,5,3,44,129,136,102,129,152,126,98,105,43,1020,8,0,3,4,0,4,0,0,0,19,16,17,5,10,14,19,6,6,10,103,37,63,25,39,43,50,8,3,0,268,59,47,38,60,87,97,80,80,42,590,10,9,5,6,7,3,13,6,13,72,0,5,0,0,0,3,0,7,0,15,475,416,253,412,583,679,421,502,284,4025,117,124,66,67,101,76,35,34,5,625,11,4,12,12,24,25,12,16,13,129,4117,3166,1976,3220,3915,3684,2536,2420,1116,26150,58,44,67,62,37,49,20,3,3,343,64,78,47,42,48,20,8,0,3,310,32,27,10,18,37,39,9,11,4,187,0,0,0,0,0,0,0,0,0,0,43,57,40,45,44,36,31,16,6,318,43,57,40,45,44,36,31,16,6,318,1513,1658,1128,1181,1376,1071,431,326,99,8783
LGA40910,43,25,26,41,41,36,32,13,4,261,30,32,29,16,10,11,7,5,0,140,149,138,143,135,153,143,144,136,43,1184,13,24,3,15,19,3,3,0,0,80,17,15,14,22,10,13,10,3,7,111,122,104,89,113,82,74,46,20,3,653,63,39,35,61,69,64,47,66,31,475,12,13,3,10,18,23,16,18,6,119,8,4,13,0,10,10,12,4,0,61,308,332,252,300,413,530,469,406,196,3206,122,111,93,109,105,82,41,13,7,683,11,6,11,3,8,7,5,7,5,63,5201,3926,3358,4677,4154,3927,3640,2487,836,32206,68,46,71,60,39,20,11,5,0,320,87,78,62,47,32,19,3,5,0,333,9,14,7,4,9,6,0,0,3,52,3,0,0,0,0,0,0,0,0,3,86,101,101,78,72,47,30,23,3,541,89,101,101,78,72,47,30,23,3,544,1409,1280,1157,1128,867,632,306,204,104,7087
LGA41010,3,0,3,5,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,297,154,122,131,117,72,30,11,9,943,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,0,0,15,15,3,3,6,4,3,0,0,0,34,3,0,3,4,9,14,3,0,0,36,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,36,18,29,49,74,71,53,32,8,370,14,5,4,7,0,4,0,0,0,34,0,0,0,0,0,0,0,3,0,3,525,271,271,333,396,338,191,96,36,2457,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,6,211,113,121,113,77,72,14,9,6,736
LGA41060,42,28,44,58,38,43,38,28,12,331,31,52,24,13,36,17,20,18,4,215,309,311,263,280,329,277,214,231,55,2269,21,13,10,11,0,3,3,0,0,61,18,13,20,22,31,18,16,14,8,160,232,170,136,173,195,150,64,37,11,1168,40,68,55,83,179,201,140,156,70,992,15,20,12,25,37,41,33,28,7,218,8,12,8,5,8,3,3,11,3,61,724,636,537,795,1131,1275,956,1175,447,7676,211,167,182,190,158,130,62,49,8,1157,11,17,8,20,19,27,15,11,0,128,9798,7116,6839,9449,9310,8597,7032,6337,1983,66461,70,49,112,55,19,7,8,4,0,324,398,220,236,190,107,56,31,11,0,1249,7,5,4,6,10,6,4,9,3,54,5,5,0,0,0,0,0,0,0,10,55,71,103,87,70,44,12,13,7,462,60,76,103,87,70,44,12,13,7,472,3551,2994,3137,2861,2463,1494,613,481,141,17735
LGA41140,5,9,8,7,13,7,6,4,0,59,0,0,0,0,3,0,0,0,0,3,168,77,75,92,90,89,51,52,10,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,29,12,6,8,20,17,7,4,0,103,5,3,4,9,31,25,13,13,0,103,0,0,3,0,3,3,3,0,0,12,3,3,3,0,3,3,0,0,0,15,211,141,124,180,247,241,174,171,72,1561,23,15,5,16,14,18,11,3,0,105,4,0,4,0,0,4,0,0,0,12,920,497,479,698,830,868,565,413,151,5421,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,14,5,3,0,4,0,29,0,3,0,14,5,3,0,4,0,29,444,248,205,277,261,167,63,29,3,1697
LGA41190,0,3,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,41,30,26,43,38,32,24,7,4,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,6,4,5,0,0,29,4,0,0,4,4,10,0,0,0,22,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,102,40,69,90,106,93,66,57,23,646,19,7,4,15,9,6,7,3,4,74,0,0,0,0,0,0,0,0,0,0,263,146,169,233,263,275,163,103,40,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,63,73,79,68,49,14,6,6,473
LGA41330,3,0,3,4,0,3,3,0,0,16,0,0,0,0,0,0,3,0,0,3,24,15,13,10,26,22,8,4,0,122,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,6,13,4,6,9,8,6,3,3,0,52,3,0,3,3,9,13,13,5,0,49,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,6,8,3,7,17,13,26,20,0,6,100,8,3,4,4,4,3,3,0,0,29,0,0,0,0,0,0,5,0,0,5,135,81,98,147,201,319,215,45,6,1247,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,8,0,3,0,0,0,5,0,0,0,8,84,34,61,58,69,81,30,11,3,431
LGA41560,15,8,8,12,8,12,0,7,7,77,5,0,0,0,0,6,0,0,0,11,54,50,28,54,75,57,44,25,5,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,35,11,11,19,8,18,6,3,0,111,0,0,0,7,10,34,33,14,5,103,12,6,3,18,16,20,21,16,8,120,0,0,0,0,5,8,7,6,3,29,342,194,159,309,421,493,461,357,123,2859,36,23,18,17,19,24,13,10,3,163,0,0,0,4,0,0,0,4,5,13,934,504,422,813,1012,1208,1093,721,241,6948,3,0,0,3,4,0,0,0,0,10,7,5,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,3,0,0,0,15,0,3,5,4,0,3,0,0,0,15,758,421,302,437,323,262,144,78,13,2738
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,8,17,13,10,8,9,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,7,4,0,6,6,0,0,44,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,71,16,29,40,47,37,24,10,3,277,0,3,3,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,172,59,81,124,148,116,87,36,9,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,61,24,38,35,39,22,8,0,3,230
LGA41830,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,3,0,0,0,6,4,4,6,9,14,5,9,10,0,61,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,0,0,0,14,0,4,0,7,3,3,11,3,3,34,0,3,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,3,3,42,17,21,25,60,67,43,30,13,318,3,4,3,0,3,11,0,3,0,27,0,0,0,0,0,0,0,0,0,0,152,64,69,109,159,204,129,82,36,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,124,54,40,65,73,42,21,7,3,429
