region_id,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5
LGA35250,21,23,45,119,4,3,3,3,10,23,0,0,0,0,0,0,37,23,31,32,60,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,40,23,31,32,60,186,0,0,0,0,0,0,3,0,0,0,0,3,3,11,3,7,11,35,23,9,20,9,45,106,3,5,3,9,15,35,0,0,0,0,0,0,32,25,26,25
LGA35300,511,220,136,2249,241,176,255,184,134,990,26,13,16,8,10,73,1281,779,811,426,283,3580,0,0,0,0,0,0,4,3,3,0,0,10,37,15,12,3,0,67,66,31,38,10,3,148,23,23,20,19,9,94,0,0,0,0,0,0,130,72,73,32,12,319,0,0,0,0,0,0,36,5,5,0,0,46,147,46,20,7,5,225,27,26,12,7,3,75,3,0,8,6,3,20,12,0,0,3,0,15,225,77,45,23,11,381,6,0,0,0,0,6,28,0,0,0,0,28,16,10,3,0,0,29,12,5,4,4,0,25,8,0,0,0,0,8,4,0,0,0,0,4,74,15,7,4,0,100,0,0,0,0,0,0,1710,943,936,485,306,4380,0,0,0,0,0,0,27,3,3,0,3,36,156,64,29,4,6,259,828,538,542,224,140,2272,283,221,306,217,165,1192,28,6,10,13,11,68,1322,832,890,458
LGA35600,119,36,9,550,110,69,80,56,38,353,5,3,4,5,0,17,503,216,217,107,50,1093,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,14,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,11,9,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,6,3,3,0,0,3,9,0,0,0,0,0,0,12,6,0,0,3,21,0,0,0,0,3,3,533,234,217,107,56,1147,0,0,0,0,0,0,12,4,0,3,0,19,95,23,8,5,3,134,273,118,113,28,14,546,119,63,101,54,45,382,7,3,3,3,3,19,506,211,225,93
LGA35670,20,6,27,76,4,9,11,6,18,48,3,0,0,0,3,6,32,28,37,12,51,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,6,0,0,0,14,0,0,0,0,0,0,40,34,37,12,51,174,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,9,12,15,16,16,68,5,6,3,7,27,48,3,0,0,0,0,3,17,23,18,23
LGA35760,231,74,38,1373,343,149,178,117,66,853,19,5,0,3,4,31,1393,494,439,204,111,2641,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,0,0,28,3,3,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,28,6,3,0,0,37,7,0,0,0,0,7,15,3,3,0,0,21,6,0,3,3,0,12,15,0,0,0,3,18,3,3,0,0,4,10,0,0,0,0,0,0,46,6,6,3,7,68,0,0,0,0,0,0,1475,506,448,207,118,2754,3,3,0,0,0,6,37,3,0,0,0,40,260,64,32,6,3,365,785,257,210,91,35,1378,337,142,143,113,64,799,31,10,3,0,0,44,1453,479,388,210
LGA35780,36,20,45,166,14,18,20,18,44,114,3,3,0,0,0,6,77,69,69,49,100,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,0,0,0,0,0,0,83,69,72,49,100,373,0,0,0,0,0,0,4,0,0,0,0,4,8,5,3,3,3,22,33,31,23,32,46,165,10,24,24,13,63,134,0,0,4,0,0,4,55,60,54,48
LGA35790,29,17,63,142,3,4,6,13,61,87,3,0,5,8,5,21,37,43,51,44,136,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,3,0,8,0,0,0,0,0,0,42,43,51,47,136,319,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,15,17,15,14,29,72,147,7,5,17,12,73,114,0,0,0,0,0,0,24,24,37,41
LGA35800,36,17,13,182,53,26,23,25,18,145,8,0,3,0,0,11,207,77,71,45,31,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,12,3,0,0,0,15,0,0,0,0,0,0,227,80,71,45,31,454,0,0,0,0,0,0,7,4,4,0,0,15,55,17,9,0,0,81,84,32,27,16,11,170,68,29,17,25,15,154,0,0,0,0,5,5,214,82,57,41
LGA36070,10,8,23,68,4,10,5,6,7,32,0,0,0,0,0,0,26,26,20,14,33,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,20,14,33,119,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,11,24,13,13,4,11,65,6,8,4,0,17,35,0,0,0,0,0,0,34,21,20,8
LGA36150,17,9,3,102,35,19,17,15,6,92,4,0,0,0,0,4,110,44,45,24,9,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,116,44,45,24,9,238,0,0,0,0,0,0,5,0,0,0,0,5,19,8,0,0,0,27,55,25,17,9,3,109,28,17,25,15,4,89,3,0,0,0,0,3,110,50,42,24
LGA36250,2609,643,203,12784,5111,3519,5322,2748,1154,17854,123,37,48,11,11,230,12546,6704,8066,3424,1380,32120,0,0,0,0,0,0,38,0,0,0,0,38,753,95,22,7,0,877,584,249,130,30,9,1002,40,18,36,10,8,112,21,3,3,0,0,27,1436,365,191,47,17,2056,0,0,0,0,0,0,60,3,0,0,0,63,270,27,7,4,3,311,132,58,26,9,0,225,9,8,0,4,0,21,17,0,0,0,0,17,488,96,33,17,3,637,3,3,0,0,0,6,44,0,0,0,0,44,43,10,3,0,0,56,14,4,4,3,0,25,6,0,0,0,3,9,0,0,0,3,0,3,110,17,7,6,3,143,4,0,3,0,3,10,14584,7182,8300,3494,1406,34966,17,8,4,0,0,29,108,20,7,3,3,141,1049,175,65,27,10,1326,6542,3005,2508,628,207,12890,6159,4164,5964,2972,1336,20595,148,42,29,24,13,256,14023,7414,8577,3654
LGA36300,17,13,3,94,18,13,19,5,13,68,3,0,3,0,0,6,75,46,44,18,16,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,80,46,44,18,16,204,3,0,0,0,0,3,3,0,0,0,0,3,20,5,0,3,0,28,43,19,14,8,3,87,24,15,23,16,3,81,7,0,0,0,0,7,100,39,37,27
LGA36360,2532,888,345,12475,2511,1561,2115,1359,793,8339,171,47,43,24,19,304,10593,4977,4977,2352,1190,24089,0,0,0,0,0,0,17,0,0,0,0,17,180,29,7,5,0,221,99,37,19,3,3,161,16,0,6,7,3,32,0,4,0,0,0,4,312,70,32,15,6,435,4,0,0,0,0,4,32,0,0,3,0,35,371,84,33,8,0,496,120,53,21,3,4,201,13,6,0,5,0,24,13,0,0,0,4,17,553,143,54,19,8,777,24,4,3,0,0,31,80,5,4,0,0,89,44,20,12,3,0,79,47,10,17,4,0,78,21,8,5,11,8,53,16,3,5,0,0,24,232,50,46,18,8,354,9,3,10,4,4,30,11699,5243,5119,2408,1216,25685,23,3,0,6,3,35,215,38,11,6,3,273,1712,506,235,63,37,2553,6119,2740,2291,806,334,12290,3389,2031,2665,1543,954,10582,153,48,54,23,33,311,11611,5366,5256,2447
LGA36510,758,278,97,4447,1125,561,776,539,325,3326,33,3,17,9,3,65,4256,1679,1627,845,434,8841,0,0,0,0,0,0,4,0,0,0,0,4,31,7,0,0,0,38,7,6,6,0,0,19,5,0,0,0,0,5,0,0,0,0,0,0,47,13,6,0,0,66,0,0,0,0,0,0,9,0,0,0,0,9,56,18,0,0,0,74,5,3,4,3,0,15,0,0,3,3,0,6,3,0,0,0,0,3,73,21,7,6,0,107,3,3,0,0,0,6,17,0,0,0,0,17,10,8,0,0,0,18,8,9,0,0,0,17,7,0,0,0,0,7,3,0,0,0,0,3,48,20,0,0,0,68,0,0,0,0,0,0,4424,1733,1640,851,434,9082,5,0,3,3,3,14,81,7,7,4,3,102,658,124,58,10,8,858,2456,948,772,252,109,4537,1430,763,940,634,385,4152,44,21,9,3,4,81,4674,1863,1789,906
LGA36580,437,156,54,2461,589,345,374,298,189,1795,31,16,13,3,7,70,2385,977,880,469,257,4968,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,10,9,3,0,0,22,9,0,4,0,0,13,0,0,0,0,0,0,31,9,7,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,9,3,0,0,0,12,6,0,0,0,0,6,22,3,3,0,0,28,17,6,5,3,0,31,7,3,7,3,5,25,0,4,0,3,0,7,3,3,0,0,0,6,55,19,15,9,5,103,0,0,3,0,0,3,2480,1008,905,478,262,5133,8,0,3,0,0,11,57,9,0,0,0,66,428,89,50,15,3,585,1402,507,416,155,57,2537,852,484,565,359,232,2492,28,16,14,9,9,76,2775,1105,1048,538
LGA36630,688,275,119,3939,875,471,512,384,250,2492,67,13,5,7,3,95,3762,1440,1275,695,375,7547,0,0,0,0,0,0,4,0,0,0,0,4,17,7,3,0,0,27,7,3,3,0,3,16,0,3,0,0,0,3,3,0,0,0,0,3,31,13,6,0,3,53,0,0,0,0,0,0,3,0,0,0,0,3,77,16,4,0,0,97,17,5,3,0,0,25,5,3,3,0,3,14,3,0,0,4,0,7,105,24,10,4,3,146,9,0,3,0,3,15,16,3,0,0,0,19,10,6,5,0,0,21,10,6,0,3,3,22,4,0,0,4,0,8,3,0,0,0,0,3,52,15,8,7,6,88,0,0,0,0,3,3,3950,1492,1299,706,390,7837,12,3,3,0,3,21,82,11,3,0,3,99,720,139,70,16,3,948,2217,742,624,232,102,3917,1107,495,631,442,302,2977,60,16,15,10,9,110,4198,1406,1346,700
LGA36660,717,275,96,4090,1121,536,665,496,274,3092,53,13,10,6,3,85,4048,1494,1469,792,382,8185,0,0,0,0,0,0,3,0,0,0,0,3,20,3,0,0,0,23,18,6,7,6,0,37,3,4,6,3,4,20,3,0,0,0,0,3,47,13,13,9,4,86,0,0,0,0,0,0,9,0,0,0,0,9,87,20,6,0,0,113,22,9,7,3,0,41,9,4,5,3,4,25,0,0,0,0,0,0,127,33,18,6,4,188,3,3,3,0,0,9,6,3,0,0,0,9,9,6,0,0,0,15,9,0,3,3,0,15,3,3,3,0,0,9,0,0,0,0,0,0,30,15,9,3,0,57,10,3,0,0,0,13,4262,1558,1509,810,390,8529,7,0,3,0,0,10,69,11,4,3,0,87,664,131,55,11,9,870,2282,821,665,249,104,4121,1363,642,756,483,341,3585,47,8,15,6,9,85,4432,1613,1498,752
LGA36710,5648,1555,440,30389,9501,5272,7376,4137,1799,28085,313,111,77,25,20,546,29245,12792,13473,5805,2293,63608,7,0,0,0,0,7,93,4,0,0,0,97,2093,248,63,7,5,2416,1936,539,254,59,14,2802,110,72,80,49,23,334,56,6,0,0,0,62,4295,869,397,115,42,5718,6,0,0,0,0,6,179,14,3,0,0,196,2349,417,103,14,5,2888,1481,439,268,68,19,2275,82,35,56,27,19,219,62,12,3,0,0,77,4159,917,433,109,43,5661,52,9,9,3,0,73,207,20,3,0,0,230,202,48,28,12,0,290,85,31,27,8,3,154,29,9,18,12,7,75,25,3,0,0,0,28,600,120,85,35,10,850,13,3,3,3,0,22,38312,14701,14391,6067,2388,75859,42,10,12,0,3,67,324,52,27,8,4,415,2853,665,297,86,23,3924,17130,6702,5564,1380,399,31175,12207,6760,9460,4740,2178,35345,295,85,72,39,16,507,32851,14274,15432,6253
LGA36810,992,383,166,5289,976,527,669,441,304,2917,99,26,20,11,17,173,5006,1887,1831,885,504,10113,0,0,0,0,0,0,16,3,3,0,0,22,53,10,3,0,0,66,38,16,4,6,3,67,11,0,8,3,6,28,0,3,0,3,3,9,118,32,18,12,12,192,0,0,0,0,0,0,16,0,0,0,0,16,95,38,14,4,5,156,19,7,5,5,4,40,0,0,0,0,0,0,6,0,0,0,0,6,136,45,19,9,9,218,18,3,3,3,0,27,44,6,3,0,0,53,30,7,4,0,0,41,25,13,6,3,3,50,12,6,7,8,4,37,10,3,3,0,0,16,139,38,26,14,7,224,3,3,0,0,0,6,5402,2005,1894,920,532,10753,30,11,3,3,3,50,219,38,18,6,3,284,995,254,115,31,21,1416,2949,999,945,339,189,5421,1207,623,744,511,365,3450,82,24,18,14,14,152,5482,1949,1843,904
LGA36910,3254,1098,431,17291,4719,2714,3617,2286,1180,14516,160,46,41,19,16,282,15128,6935,7063,3461,1650,34237,0,0,0,0,0,0,17,0,3,0,0,20,352,58,10,6,0,426,251,67,35,11,3,367,107,58,126,68,33,392,13,3,0,3,0,19,740,186,174,88,36,1224,0,0,0,0,0,0,42,3,0,3,0,48,731,112,35,5,5,888,259,97,34,6,0,396,26,5,10,3,5,49,22,6,0,0,0,28,1080,223,79,17,10,1409,10,5,0,0,0,15,31,0,3,0,0,34,24,6,0,0,0,30,22,11,6,3,3,45,7,6,7,3,0,23,4,0,0,0,0,4,98,28,16,6,3,151,0,0,0,0,0,0,17046,7372,7332,3572,1699,37021,14,0,8,3,0,25,122,15,8,3,5,153,1445,324,141,46,11,1967,8911,3615,2917,1046,375,16864,5824,3183,4025,2483,1482,16997,202,36,37,34,16,325,16518,7173,7136,3615
LGA36950,33,23,42,175,11,19,18,20,64,132,3,0,6,3,3,15,69,81,66,52,115,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,75,49,38,20,15,197,147,130,104,75,130,586,3,0,3,0,0,6,8,3,3,3,0,17,24,14,7,5,3,53,26,34,33,29,36,158,6,14,35,21,62,138,10,3,0,3,8,24,77,68,81,61
LGA36960,64,40,60,296,40,65,72,57,158,392,9,3,3,3,0,18,148,160,161,107,228,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,3,0,0,3,3,4,10,3,0,0,0,3,6,0,0,0,0,0,0,3,0,0,0,0,3,9,4,3,3,7,26,0,0,0,0,0,0,157,164,164,110,235,830,0,0,0,0,0,0,0,3,0,3,0,6,20,14,11,8,7,60,68,40,30,39,48,225,66,59,61,63,154,403,4,5,0,3,6,18,158,121,102,116
LGA37010,3699,1145,464,17961,3519,2958,4061,2425,1257,14220,184,77,59,36,28,384,13828,7773,8001,3660,1780,35042,3,0,0,0,0,3,24,3,0,0,0,27,432,80,23,0,0,535,149,69,63,17,4,302,23,20,20,16,22,101,14,0,0,0,0,14,645,172,106,33,26,982,4,0,0,0,0,4,103,9,0,0,0,112,1520,349,100,19,17,2005,394,163,99,24,8,688,14,14,24,11,6,69,40,12,3,0,0,55,2075,547,226,54,31,2933,36,3,3,3,0,45,87,6,0,0,3,96,41,6,4,0,0,51,36,13,3,0,0,52,15,0,7,3,0,25,14,3,0,3,0,20,229,31,17,9,3,289,0,3,0,0,0,3,16777,8526,8350,3756,1840,39249,19,8,4,3,5,39,177,30,18,8,8,241,1490,365,161,50,8,2074,8707,4426,3433,1076,485,18127,5130,3975,5005,2768,1553,18431,175,97,47,29,44,392,15698,8901,8668,3934
LGA37300,104,34,17,318,21,23,43,36,25,148,5,0,0,0,0,5,137,107,150,70,42,506,0,0,0,0,0,0,6,0,0,0,0,6,56,15,0,0,0,71,10,10,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,75,25,0,0,0,100,0,0,0,0,0,0,3,0,0,0,0,3,11,3,3,0,0,17,9,3,4,0,0,16,0,0,3,0,0,3,0,0,0,0,0,0,23,6,10,0,0,39,3,0,0,0,0,3,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,16,3,3,0,0,22,0,0,0,0,0,0,251,141,163,70,42,667,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,27,108,78,93,35,20,334,46,26,51,38,27,188,3,3,5,0,0,11,179,112,149,73
LGA37310,709,282,99,3584,906,472,567,430,242,2617,44,16,14,10,3,87,3302,1298,1365,743,359,7067,0,0,0,0,0,0,3,0,0,0,0,3,30,6,0,0,0,36,21,9,16,5,0,51,17,4,7,0,8,36,0,3,3,0,0,6,71,22,26,5,8,132,0,0,0,0,0,0,9,0,0,0,0,9,68,4,3,0,0,75,11,4,3,0,0,18,3,0,0,0,3,6,0,0,0,0,0,0,91,8,6,0,3,108,7,0,5,0,0,12,26,6,0,0,3,35,22,4,5,0,3,34,12,7,9,0,3,31,5,5,4,10,3,27,7,0,0,0,0,7,79,22,23,10,12,146,0,3,0,0,0,3,3543,1353,1420,758,382,7456,8,3,3,0,3,17,90,6,3,6,3,108,468,121,51,21,8,669,1777,687,665,242,115,3486,1115,585,717,526,308,3251,64,10,16,4,9,103,3522,1412,1455,799
