region_id,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T
LGA53010,5,168,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,99,29,21,22,5,176
LGA53080,6,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,5,0,0,0,0,5,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,0,19,0,0,0,0,0,0,119,45,40,12,6,222
LGA53150,29,1446,0,0,0,0,0,0,3,3,0,0,0,6,63,8,3,0,0,74,81,30,9,3,3,126,8,6,11,3,3,31,3,0,0,0,0,3,158,47,23,6,6,240,0,0,0,0,0,0,7,0,0,0,0,7,49,17,3,0,0,69,22,7,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,78,24,10,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,353,435,188,35,1798
LGA53220,167,1169,0,0,0,0,0,0,3,0,0,0,0,3,18,10,0,0,0,28,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,3,37,0,0,0,0,0,0,4,0,0,0,0,4,32,5,4,0,0,41,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,5,4,0,0,49,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,3,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,19,0,0,0,3,22,9,0,0,0,0,9,405,242,307,159,173,1286
LGA53290,137,3123,0,0,0,0,0,0,6,0,0,0,0,6,28,3,0,0,0,31,35,13,12,5,0,65,30,15,19,4,3,71,0,0,0,0,0,0,99,31,31,9,3,173,0,0,0,0,0,0,4,0,0,0,0,4,27,6,4,0,0,37,24,7,5,3,0,39,0,0,0,3,0,3,0,0,0,0,0,0,55,13,9,6,0,83,3,0,0,0,0,3,12,5,0,0,0,17,13,10,0,0,0,23,3,0,5,0,0,8,0,0,0,3,0,3,5,0,0,0,0,5,36,15,5,3,0,59,0,3,0,0,3,6,1603,667,698,333,143,3444
LGA53360,13,490,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,9,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,3,0,23,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,16,7,0,0,0,0,7,13,0,0,0,0,13,10,3,3,0,3,19,11,0,3,0,3,17,8,0,3,0,0,11,3,0,0,0,0,3,52,3,9,0,6,70,0,0,0,0,0,0,316,109,116,39,19,599
LGA53430,131,4937,5,0,0,0,0,5,36,0,3,0,0,39,348,78,22,3,3,454,305,153,81,11,7,557,28,26,19,8,3,84,5,0,4,0,0,9,727,257,129,22,13,1148,8,0,0,0,0,8,82,7,0,3,0,92,204,42,10,0,0,256,98,29,14,3,0,144,5,3,0,0,3,11,4,0,0,0,0,4,401,81,24,6,3,515,7,3,0,0,0,10,13,0,0,0,0,13,25,3,0,0,0,28,7,3,3,0,0,13,0,3,0,0,0,3,0,0,0,0,0,0,52,12,3,0,0,67,3,0,0,3,0,6,3475,1456,1178,417,147,6673
LGA53520,464,8711,0,0,0,0,0,0,9,0,0,0,0,9,106,15,10,3,3,137,69,37,23,7,4,140,3,9,0,0,3,15,6,0,5,3,0,14,193,61,38,13,10,315,0,0,3,0,0,3,8,0,0,0,0,8,92,21,9,0,0,122,80,23,11,3,0,117,3,3,0,3,0,9,4,3,0,0,0,7,187,50,23,6,0,266,9,0,0,0,0,9,49,3,0,0,0,52,20,6,0,4,0,30,6,3,0,0,0,9,3,0,0,0,0,3,4,0,0,3,0,7,91,12,0,7,0,110,0,0,0,0,0,0,4194,1950,1912,872,474,9402
LGA53570,57,1226,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,10,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,13,4,0,0,0,0,4,6,0,0,0,0,6,0,0,3,0,0,3,7,0,0,0,0,7,3,0,0,3,0,6,0,0,0,0,0,0,20,0,3,3,0,26,0,3,0,0,0,3,722,190,213,99,57,1281
LGA53640,22,315,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,151,46,66,39,22,324
LGA53710,12,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,42,47,26,12,270
LGA53780,1631,26097,3,0,0,0,3,6,14,5,0,0,0,19,154,18,9,3,3,187,335,151,60,19,12,577,22,12,15,10,3,62,9,4,3,3,0,19,537,190,87,35,21,870,0,6,0,0,0,6,14,0,0,0,3,17,112,21,5,4,0,142,220,92,60,13,3,388,15,5,9,7,3,39,0,3,4,0,0,7,361,127,78,24,9,599,6,0,0,0,0,6,11,0,0,3,0,14,3,0,0,0,0,3,7,5,6,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,33,5,6,3,0,47,5,3,0,0,0,8,10587,6258,6360,2755,1661,27621
LGA53920,179,467,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,12,8,0,0,0,5,13,4,0,0,0,0,4,3,3,0,4,0,10,0,0,0,3,3,6,0,0,0,0,0,0,19,8,0,10,8,45,6,3,0,0,3,12,136,84,66,62,190,538
LGA53990,240,6090,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,0,33,32,9,0,0,0,41,3,3,5,0,0,11,0,0,0,0,0,0,64,16,5,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,15,3,12,0,0,30,14,14,6,3,0,37,6,0,0,0,0,6,4,0,0,0,0,4,39,17,18,3,0,77,5,0,0,0,0,5,15,0,0,0,0,15,11,3,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,10,41,6,0,0,0,47,8,0,0,0,0,8,2742,1288,1413,624,240,6307
LGA54060,23,923,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,5,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,4,4,10,3,0,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,6,3,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,20,3,0,0,0,23,0,0,0,0,0,0,512,167,174,97,27,977
LGA54130,3,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,124,56,57,28,3,268
LGA54170,1306,40444,0,3,0,0,0,3,13,3,0,0,0,16,149,15,4,3,0,171,657,235,111,18,0,1021,100,48,55,18,11,232,12,5,0,0,0,17,931,309,170,39,11,1460,0,0,0,0,0,0,52,4,0,0,0,56,263,37,15,3,0,318,210,70,30,12,0,322,16,15,10,6,3,50,8,0,0,0,0,8,549,126,55,21,3,754,0,0,0,0,0,0,14,0,0,0,0,14,28,0,0,0,0,28,0,0,0,0,0,0,3,3,3,0,0,9,3,0,0,0,0,3,48,3,3,0,0,54,3,3,0,0,0,6,16819,9294,11142,4143,1320,42718
LGA54200,601,14309,0,0,0,0,0,0,11,0,0,0,0,11,76,8,3,0,0,87,118,43,15,5,3,184,32,16,23,14,4,89,5,0,0,0,0,5,242,67,41,19,7,376,0,0,0,0,0,0,6,0,0,0,0,6,22,4,3,0,0,29,34,6,0,0,0,40,0,0,0,0,0,0,4,0,0,0,0,4,66,10,3,0,0,79,4,0,0,0,0,4,4,0,0,0,0,4,17,0,0,0,0,17,3,0,0,4,0,7,0,0,0,0,0,0,4,0,0,0,0,4,32,0,0,4,0,36,3,0,0,0,0,3,6497,3098,3212,1388,608,14803
LGA54280,376,6246,0,0,0,0,0,0,20,3,0,3,0,26,65,36,14,4,4,123,144,93,52,17,12,318,8,7,7,7,12,41,9,0,4,0,0,13,246,139,77,31,28,521,0,0,0,0,0,0,27,3,0,0,0,30,60,27,12,5,0,104,73,37,30,12,3,155,7,9,3,4,0,23,8,0,0,0,3,11,175,76,45,21,6,323,15,0,0,0,3,18,40,3,0,0,0,43,6,3,3,3,0,15,4,3,3,0,3,13,3,3,0,0,0,6,3,3,0,0,0,6,71,15,6,3,6,101,9,3,3,0,0,15,2831,1560,1609,790,416,7206
LGA54340,82,994,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,14,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,3,0,20,0,0,0,0,0,0,3,0,0,0,0,3,5,3,9,0,0,17,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,469,187,184,124,85,1049
LGA54410,17,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,150,48,62,28,17,305
LGA54480,0,146,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,82,17,33,23,0,155
LGA54550,17,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,292,95,105,37,17,546
LGA54620,11,227,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,120,34,48,23,11,236
LGA54690,6,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,23,20,7,6,117
LGA54760,7,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,47,40,20,10,230
LGA54830,395,7004,0,0,0,0,0,0,5,0,0,0,0,5,30,7,0,0,0,37,41,21,17,3,3,85,39,27,42,23,14,145,0,3,3,0,0,6,115,58,62,26,17,278,0,0,0,0,0,0,0,0,0,0,0,0,85,26,7,6,0,124,17,3,4,0,0,24,0,0,0,0,0,0,0,3,0,0,3,6,102,32,11,6,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029,1732,1566,694,415,7436
LGA54900,12,352,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,3,3,0,6,0,0,0,0,0,0,6,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,201,57,63,34,12,367
LGA54970,18,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,62,26,12,11,18,129
LGA55040,25,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,4,0,0,4,0,0,0,0,0,0,6,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,104,40,71,33,25,273
LGA55110,596,16756,4,0,0,0,0,4,23,0,3,0,0,26,460,25,4,0,0,489,574,137,77,15,5,808,63,17,20,7,4,111,22,0,5,0,0,27,1146,179,109,22,9,1465,4,0,0,0,0,4,18,0,0,3,0,21,189,29,6,0,0,224,311,78,36,11,3,439,20,9,5,0,3,37,6,3,0,0,0,9,548,119,47,14,6,734,5,0,0,0,0,5,15,3,0,0,0,18,54,3,0,0,0,57,34,3,4,0,0,41,3,0,4,0,0,7,4,0,0,0,0,4,115,9,8,0,0,132,11,0,0,0,0,11,10030,3538,3522,1397,611,19098
LGA55180,93,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,25,4,3,0,0,32,6,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,34,7,3,3,0,47,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,9,3,0,0,0,12,3,0,0,0,0,3,1270,456,429,230,93,2478
LGA55250,26,157,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,3,3,3,0,0,9,87,37,22,18,26,190
LGA55320,730,22654,0,0,0,0,0,0,25,3,0,0,0,28,464,89,22,9,0,584,681,252,141,24,7,1105,121,69,103,37,12,342,11,4,0,0,0,15,1302,417,266,70,19,2074,0,4,0,0,0,4,54,3,0,0,0,57,376,64,18,4,0,462,233,102,57,14,3,409,19,4,14,0,0,37,6,3,0,0,0,9,688,180,89,18,3,978,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,3,4,0,16,11086,5423,6137,2327,752,25725
LGA55390,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,7,10,4,15,48
LGA55460,36,797,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,4,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,14,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,415,164,135,77,36,827
LGA55530,8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,24,24,11,8,129
LGA55600,41,634,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,313,125,112,56,41,647
LGA55670,12,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,37,41,19,15,198
