region_id,C11_1PF_Cu15DS_4000ov,C11_1PF_Cu15DS_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_0_299,C11_1PF_CU15_NDS_300_449,C11_1PF_CU15_NDS_450_599,C11_1PF_CU15_NDS_600_799,C11_1PF_CU15_NDS_800_999,C11_1PF_CU15_NDS_1000_1399,C11_1PF_CU15_NDS_1400_1799,C11_1PF_CU15_NDS_1800_2399,C11_1PF_CU15_NDS_2400_2999,C11_1PF_CU15_NDS_3000_3999,C11_1PF_CU15_NDS_4000ov,C11_1PF_CU15_NDS_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_0_299,C11_1PF_NCu15DS_300_449,C11_1PF_NCu15DS_450_599,C11_1PF_NCu15DS_600_799,C11_1PF_NCu15DS_800_999,C11_1PF_NCu15DS_1000_1399,C11_1PF_NCu15DS_1400_1799,C11_1PF_NCu15DS_1800_2399,C11_1PF_NCu15DS_2400_2999,C11_1PF_NCu15DS_3000_3999,C11_1PF_NCu15DS_4000ov,C11_1PF_NCu15DS_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_0_299,C11_1PF_NDCO_300_449,C11_1PF_NDCO_450_599,C11_1PF_NDCO_600_799,C11_1PF_NDCO_800_999,C11_1PF_NDCO_1000_1399,C11_1PF_NDCO_1400_1799,C11_1PF_NDCO_1800_2399,C11_1PF_NDCO_2400_2999,C11_1PF_NDCO_3000_3999,C11_1PF_NDCO_4000ov,C11_1PF_NDCO_NS,C11_1PF_NDCO_Tot,C11_1PF_T_0_299,C11_1PF_T_300_449,C11_1PF_T_450_599,C11_1PF_T_600_799,C11_1PF_T_800_999,C11_1PF_T_1000_1399,C11_1PF_T_1400_1799,C11_1PF_T_1800_2399,C11_1PF_T_2400_2999,C11_1PF_T_3000_3999,C11_1PF_T_4000ov,C11_1PF_T_NS,C11_1_PF_T_T,C11_T_0_299,C11_T_300_449,C11_T_450_599,C11_T_600_799,C11_T_800_999,C11_T_1000_1399,C11_T_1400_1799,C11_T_1800_2399,C11_T_2400_2999,C11_T_3000_3999,C11_T_4000ov,C11_T_NS,C11_T_T
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,9
LGA55040,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,6,6,3,3,0,0,0,0,0,18
LGA55110,0,0,83,7,13,16,32,31,63,62,70,30,15,12,21,372,11,0,3,11,12,29,19,22,10,3,6,6,132,12,10,5,17,11,49,36,42,21,14,7,25,249,35,23,28,64,61,158,128,156,70,36,25,52,836,269,143,146,266,314,884,966,1627,1088,773,416,371,7263
LGA55180,0,0,10,6,0,0,7,12,8,5,8,0,6,0,3,55,0,0,3,3,0,3,0,0,0,0,0,0,9,0,0,3,3,0,6,3,3,3,0,0,3,24,6,0,9,16,12,21,8,11,3,6,0,6,98,53,17,32,68,81,162,146,166,37,51,29,34,876
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,0,0,0,0,0,0,0,0,0,19
LGA55320,9,7,116,17,4,7,15,18,43,52,82,36,30,36,16,356,11,13,5,16,19,38,29,40,22,24,17,19,253,16,12,10,13,19,35,42,38,17,27,21,20,270,47,32,25,51,64,133,136,182,89,91,83,62,995,496,175,181,282,338,1005,1045,1663,1134,1621,1474,450,9864
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LGA55460,0,0,0,0,0,0,11,3,3,3,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,3,6,6,0,0,0,0,3,29,17,11,10,39,25,76,46,31,10,14,6,18,303
LGA55530,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,9,3,7,4,3,3,0,3,4,0,0,0,0,27
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,0,9,0,0,0,10,0,0,0,0,4,0,0,0,14,26,10,10,31,24,38,26,28,19,6,8,8,234
LGA55670,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,6,10,11,0,9,0,3,0,0,0,3,47
LGA55740,4,0,16,3,3,0,0,0,3,0,3,0,3,4,3,22,3,0,3,0,3,3,0,3,0,3,3,3,24,0,0,0,0,3,3,3,0,0,0,4,3,16,9,3,3,0,6,9,6,9,0,9,15,9,78,44,9,3,7,18,49,44,85,48,89,252,52,700
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,10
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,0,0,3,0,0,0,3,3,27
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,5,0,8,0,0,0,0,0,5,34
LGA56020,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,6,0,6,0,4,4,4,0,0,0,0,31
LGA56090,0,7,68,11,9,4,7,21,52,32,48,21,19,14,13,251,6,3,0,10,8,9,10,14,8,3,6,10,87,14,13,7,8,18,35,28,26,10,8,7,14,188,31,31,14,25,50,111,82,102,44,33,27,44,594,228,125,111,180,268,715,655,964,643,635,348,245,5117
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6
LGA56230,3,0,23,0,0,3,6,6,13,7,14,14,5,5,8,81,0,5,3,5,0,3,0,0,0,0,0,3,19,8,3,3,0,6,5,16,4,3,3,0,4,55,8,8,9,11,17,24,23,22,21,12,8,15,178,77,50,34,46,73,214,210,329,236,173,130,99,1671
LGA56300,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,7,8,3,13,6,26,14,20,4,3,4,6,114
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,3,0,0,3,4,9,3,0,0,3,10,47
LGA56450,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,10,4,0,3,8,15,9,10,3,8,0,7,77
LGA56520,0,0,0,0,4,0,8,4,4,5,3,0,0,0,0,28,0,0,0,0,0,3,0,3,0,0,0,0,6,3,3,0,0,0,3,0,0,3,0,0,0,12,3,7,0,8,4,10,5,6,3,0,0,0,46,19,20,15,38,38,82,58,61,17,6,4,22,380
LGA56580,12,0,16,0,0,0,0,3,4,4,6,4,8,9,9,47,10,0,0,6,0,5,6,10,3,3,18,6,67,7,0,0,0,3,6,5,4,0,4,7,3,39,17,0,0,6,6,15,15,20,7,19,46,18,169,132,17,15,47,44,123,99,188,126,225,671,128,1815
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,0,6,9,6,0,11,10,13,10,11,0,3,0,0,73,3,0,0,3,3,0,3,0,0,0,0,0,12,3,10,9,5,4,13,5,7,0,0,3,3,62,15,16,9,22,20,26,18,18,0,3,3,3,153,51,45,45,91,103,213,168,206,94,64,30,62,1172
LGA56790,0,0,6,0,0,0,0,3,0,0,0,0,3,0,3,9,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,6,3,6,0,0,0,3,0,9,27,24,4,8,21,17,40,40,36,17,24,10,30,271
LGA56860,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,3,3,0,6,3,0,0,0,3,18
LGA56930,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,8,11,0,4,0,0,5,3,12,10,12,47,8,112
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,5,5,0,0,0,0,0,5,29
LGA57080,0,0,6,3,3,3,0,3,3,3,3,0,0,0,0,21,0,0,0,3,0,0,0,3,3,3,3,0,15,0,0,0,3,0,3,3,0,5,3,0,5,22,3,3,3,6,3,9,6,6,11,6,3,5,64,26,6,8,12,20,53,66,136,126,152,179,30,814
LGA57140,0,0,3,0,0,3,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,9,0,3,3,3,3,6,3,0,0,0,0,0,21,7,14,3,9,8,21,8,13,3,0,3,4,93
LGA57210,0,0,9,3,0,3,4,5,8,0,3,0,0,0,3,29,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,6,0,0,0,3,0,0,3,0,15,6,0,6,10,8,14,0,6,0,0,3,3,56,42,18,19,38,50,97,62,80,20,16,19,24,485
LGA57280,0,0,3,3,0,0,3,3,0,3,0,3,0,3,3,21,0,0,0,0,0,0,0,3,3,0,0,3,9,3,0,0,0,3,0,3,0,0,3,4,0,16,6,0,0,3,6,0,9,3,6,3,7,6,49,21,14,3,9,24,49,30,81,52,82,145,30,540
LGA57350,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,12,10,9,0,15,7,8,3,6,3,3,6,0,70
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,4,3,0,10,13,14,20,0,8,9,13,114
LGA57490,7,5,167,21,20,16,42,35,119,142,160,88,39,21,34,737,7,9,3,13,19,48,38,40,13,10,8,17,225,17,13,16,28,35,72,56,63,37,22,11,31,401,49,45,38,92,100,276,269,293,154,80,47,87,1530,400,237,202,453,570,1704,2007,3354,2447,1525,599,574,14072
LGA57560,0,0,4,0,0,0,3,4,0,0,0,4,6,6,0,23,0,0,0,0,3,0,0,4,0,0,0,0,7,0,0,0,3,0,4,0,0,3,0,3,0,13,4,0,0,6,7,4,0,4,7,6,9,0,47,32,4,4,12,24,40,41,75,70,127,216,39,684
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6
LGA57700,0,0,23,0,6,3,5,11,22,26,22,13,7,5,10,130,4,0,0,0,3,3,0,7,4,0,3,0,24,3,0,0,0,3,6,6,18,4,12,3,5,60,7,6,3,5,17,37,39,53,25,19,11,15,237,82,37,27,72,99,280,364,653,494,381,236,138,2863
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,6,9,0,3,3,0,4,5,0,4,3,3,3,37
LGA57840,4,0,35,3,3,0,4,10,15,12,15,6,18,18,5,109,11,3,5,0,3,9,8,10,9,14,6,6,84,5,3,0,6,5,11,15,16,9,5,8,5,88,22,12,5,13,18,35,41,45,27,46,36,16,316,165,59,48,68,95,282,341,524,337,531,762,161,3373
LGA57910,19,5,172,31,21,19,43,49,124,121,150,80,74,62,34,808,15,20,15,35,37,78,68,75,32,39,22,22,458,62,24,22,48,59,100,86,91,52,43,27,40,654,115,68,59,140,159,328,300,350,179,163,130,101,2092,800,341,308,578,772,2012,2076,3301,2452,2835,2545,824,18844
LGA57980,0,0,9,3,3,4,0,0,0,0,4,8,9,6,0,37,3,0,0,3,3,5,4,0,3,0,10,0,31,5,3,0,3,3,3,3,7,0,7,3,0,37,14,6,4,6,6,8,10,14,11,16,19,0,114,67,21,13,34,29,90,84,148,96,173,321,54,1130
LGA58050,10,7,201,25,27,18,31,64,132,152,164,100,60,30,44,847,6,9,7,20,24,59,33,48,19,16,16,9,266,28,26,25,58,47,98,103,107,52,30,10,43,627,69,65,58,124,150,332,324,348,180,122,66,103,1941,404,295,249,571,737,2006,2314,3433,2554,1861,799,702,15925
LGA58190,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,10,6,3,0,0,3,0,0,0,0,0,4,26
LGA58260,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,6,6,3,3,9,6,0,3,0,0,0,6,42
LGA58330,0,0,10,0,3,0,3,0,5,6,8,3,0,0,3,31,0,3,0,3,0,0,0,3,0,0,0,0,9,0,0,0,3,0,7,3,3,0,0,3,3,22,0,6,0,12,0,12,13,14,6,0,3,6,72,20,20,16,38,37,83,80,115,56,62,22,32,581
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,0,4,22
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LGA58510,0,0,24,8,4,0,3,0,14,20,15,15,10,4,0,93,0,0,3,0,6,3,8,3,4,6,4,5,42,0,6,0,5,8,11,20,11,5,8,13,5,92,11,10,6,8,14,32,48,33,29,29,21,10,251,87,39,38,63,77,285,296,510,441,509,288,84,2717
LGA58540,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,17,3,3,3,3,6,0,0,0,0,3,6,44
LGA58570,0,0,16,0,0,0,5,11,14,9,15,10,11,13,5,93,0,0,3,4,0,5,12,6,3,5,4,5,47,5,3,0,3,3,10,7,11,3,7,8,4,64,5,3,3,12,14,29,34,36,19,26,25,14,220,100,47,37,65,95,232,281,447,355,506,593,104,2862
LGA58610,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,9,0,0,3,0,6,3,3,0,0,3,0,3,21,18,12,9,22,25,36,18,16,12,6,0,7,181
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,3,0,0,29
LGA58760,9,12,242,35,19,18,57,64,166,220,241,175,87,44,54,1180,12,13,11,31,26,83,75,49,28,28,8,23,387,36,27,28,57,48,136,94,126,65,37,24,50,728,86,69,60,163,161,431,432,463,285,163,85,139,2537,588,343,301,670,870,2454,3112,5074,4552,3360,1318,985,23627
LGA58820,0,0,3,0,0,3,0,4,3,8,0,0,0,0,0,18,0,0,0,0,0,3,0,3,0,0,0,3,9,0,0,0,3,3,3,3,3,0,0,0,3,18,0,0,3,3,7,12,11,6,0,0,0,6,48,22,8,14,21,28,70,59,78,40,34,17,21,412
LGA58890,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,15,0,3,5,8,9,3,4,3,6,0,0,56
LGA59030,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,11
LGA59100,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,9,9,3,6,10,3,7,4,3,0,0,0,3,48
LGA59170,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,6,3,0,3,3,0,3,0,0,0,0,3,0,15,20,9,3,9,4,15,16,4,3,0,3,0,86
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA59310,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,9,3,16,14,15,31,11,8,6,3,0,0,116
LGA59320,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,6,0,3,3,6,3,3,0,0,3,33
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,9,6,3,3,0,0,0,0,28
LGA59340,0,0,3,0,0,0,0,0,4,0,0,0,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,6,4,0,0,3,5,5,0,23,15,5,6,7,10,36,25,46,39,59,37,19,304
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
LGA59360,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,6,7,6,6,9,15,19,10,7,0,0,0,4,83
LGA59370,0,0,3,0,0,0,0,3,4,6,3,3,3,0,0,22,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,3,6,7,6,9,3,3,0,0,37,17,10,6,21,35,57,62,58,41,23,17,22,369
LGA59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,0,0,3,3,3,0,3,3,7,3,3,3,0,0,3,31,3,0,0,0,3,4,3,3,0,0,0,0,16,0,5,0,3,3,0,0,3,0,0,0,3,17,6,8,3,6,9,11,6,9,3,0,0,6,67,32,46,33,60,61,103,62,55,16,7,7,35,517
LGA60410,0,4,26,4,7,4,20,17,60,21,18,8,3,0,3,165,3,0,5,3,5,12,0,3,3,0,0,3,37,5,3,6,8,9,16,9,6,0,0,0,6,68,12,10,18,34,38,93,34,27,11,3,0,16,296,66,63,79,151,209,443,358,377,94,56,18,86,2000
LGA60610,0,3,29,0,6,14,20,19,38,15,4,3,0,0,4,123,0,3,3,3,10,12,10,3,0,0,0,3,47,7,7,4,9,6,19,3,3,3,0,0,5,66,7,16,21,35,38,81,33,13,6,0,0,15,265,87,92,102,183,227,544,359,221,74,47,18,70,2024
LGA60810,3,3,44,5,3,10,15,21,22,21,7,3,0,3,12,122,4,3,3,9,6,14,9,0,0,0,3,0,51,4,5,4,4,8,9,8,8,3,0,0,3,56,13,11,20,31,44,58,45,18,6,0,9,18,273,104,109,119,204,251,568,454,302,88,60,52,101,2412
LGA61010,0,0,6,0,0,0,5,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,17,19,19,18,21,19,46,17,9,6,0,3,14,191
LGA61210,0,0,12,0,0,3,9,8,13,4,3,0,0,0,4,44,3,0,0,0,0,3,0,0,0,0,0,0,6,3,3,8,0,4,3,0,0,0,0,0,0,21,9,6,11,12,12,22,4,3,0,0,0,4,83,46,23,48,91,99,221,151,114,24,23,17,43,900
LGA61410,0,3,110,12,15,17,34,41,99,82,37,12,6,4,11,370,8,10,11,11,28,35,22,27,4,0,0,3,159,20,18,20,28,34,54,39,13,14,3,8,8,259,43,47,51,84,120,220,158,90,33,15,12,25,898,273,204,204,391,525,1232,1130,1230,515,327,167,217,6415
LGA61510,0,0,15,0,4,0,9,17,20,7,7,3,0,0,0,67,0,0,4,3,0,0,5,0,0,0,0,3,15,3,3,3,3,4,5,3,3,0,0,0,9,36,3,7,7,15,24,31,18,10,6,0,0,12,133,45,57,59,100,122,328,217,142,42,24,14,67,1217
LGA61610,0,3,38,4,5,14,11,29,47,19,16,0,3,5,8,161,3,3,7,10,9,16,3,0,0,3,0,0,54,8,6,8,7,11,23,9,5,0,3,3,4,87,18,19,29,36,49,102,34,21,0,9,8,15,340,92,95,101,215,266,646,494,309,74,56,27,81,2456
LGA61810,0,4,13,4,7,0,4,3,3,5,3,0,0,0,0,29,3,3,4,0,3,3,0,0,0,0,0,3,19,4,0,0,0,3,7,0,0,0,3,0,0,17,14,10,7,4,9,16,5,3,0,3,0,7,78,52,46,38,88,87,124,84,53,23,15,9,41,660
LGA62010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,5,14,0,5,3,0,0,5,56
LGA62210,0,0,12,4,0,4,9,5,10,4,3,0,0,0,0,39,0,5,3,0,0,0,0,0,0,0,0,4,12,3,0,0,0,3,4,4,3,0,0,0,3,20,7,5,10,12,11,14,11,6,0,0,0,7,83,41,41,40,58,69,155,96,79,26,14,9,35,663
LGA62410,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,9,3,0,3,4,8,4,0,0,0,0,3,0,25,21,21,21,26,37,63,49,18,10,8,15,14,303
LGA62610,0,3,90,5,15,20,36,42,99,91,34,14,0,6,24,386,7,5,11,14,13,38,37,15,3,0,0,4,147,17,21,16,22,33,51,32,28,3,3,0,19,245,32,41,50,83,107,216,176,81,23,3,6,50,868,172,170,183,327,422,1073,1134,816,192,104,52,177,4822
LGA62810,0,3,55,10,3,8,18,16,42,33,36,14,16,7,0,203,5,4,9,20,11,31,13,29,6,11,6,8,153,12,6,5,10,6,24,28,10,4,5,3,11,124,27,17,22,52,42,109,85,80,27,36,16,22,535,206,106,116,234,255,628,659,945,457,414,296,151,4467
LGA63010,0,0,32,6,10,12,19,16,20,9,16,3,3,0,4,118,3,7,0,7,7,7,0,0,3,0,0,0,34,6,0,0,9,8,15,5,3,0,0,0,4,50,18,17,12,44,35,51,21,19,6,3,0,8,234,98,92,87,177,180,427,318,247,78,53,22,95,1874
LGA63210,0,0,3,0,3,3,9,11,4,4,3,0,3,0,5,45,3,0,3,0,0,3,0,0,0,0,0,0,9,5,3,3,3,0,3,3,3,0,0,0,3,26,11,6,9,12,11,10,7,6,0,3,0,8,83,55,36,39,72,55,165,112,96,26,16,6,34,712
LGA63410,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,3,0,0,0,0,3,16,8,6,10,10,10,26,13,10,6,3,6,9,117
LGA63610,0,3,47,4,7,9,9,22,55,43,42,3,3,3,10,210,3,3,7,14,18,20,17,13,3,3,3,3,107,6,5,3,14,11,20,16,14,3,3,0,4,99,16,15,19,44,59,103,84,76,9,12,6,20,463,175,148,128,243,272,724,792,910,356,232,117,143,4240
LGA63810,0,0,12,3,3,0,7,8,6,12,0,0,0,0,4,43,0,3,3,3,0,8,0,0,0,0,0,0,17,3,3,4,3,4,10,3,3,0,0,3,3,39,9,9,10,16,12,24,15,6,0,0,3,7,111,65,51,43,106,86,232,185,179,45,21,15,57,1085
