region_id,C11_1PF_Cu15DS_4000ov,C11_1PF_Cu15DS_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_0_299,C11_1PF_CU15_NDS_300_449,C11_1PF_CU15_NDS_450_599,C11_1PF_CU15_NDS_600_799,C11_1PF_CU15_NDS_800_999,C11_1PF_CU15_NDS_1000_1399,C11_1PF_CU15_NDS_1400_1799,C11_1PF_CU15_NDS_1800_2399,C11_1PF_CU15_NDS_2400_2999,C11_1PF_CU15_NDS_3000_3999,C11_1PF_CU15_NDS_4000ov,C11_1PF_CU15_NDS_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_0_299,C11_1PF_NCu15DS_300_449,C11_1PF_NCu15DS_450_599,C11_1PF_NCu15DS_600_799,C11_1PF_NCu15DS_800_999,C11_1PF_NCu15DS_1000_1399,C11_1PF_NCu15DS_1400_1799,C11_1PF_NCu15DS_1800_2399,C11_1PF_NCu15DS_2400_2999,C11_1PF_NCu15DS_3000_3999,C11_1PF_NCu15DS_4000ov,C11_1PF_NCu15DS_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_0_299,C11_1PF_NDCO_300_449,C11_1PF_NDCO_450_599,C11_1PF_NDCO_600_799,C11_1PF_NDCO_800_999,C11_1PF_NDCO_1000_1399,C11_1PF_NDCO_1400_1799,C11_1PF_NDCO_1800_2399,C11_1PF_NDCO_2400_2999,C11_1PF_NDCO_3000_3999,C11_1PF_NDCO_4000ov,C11_1PF_NDCO_NS,C11_1PF_NDCO_Tot,C11_1PF_T_0_299,C11_1PF_T_300_449,C11_1PF_T_450_599,C11_1PF_T_600_799,C11_1PF_T_800_999,C11_1PF_T_1000_1399,C11_1PF_T_1400_1799,C11_1PF_T_1800_2399,C11_1PF_T_2400_2999,C11_1PF_T_3000_3999,C11_1PF_T_4000ov,C11_1PF_T_NS,C11_1_PF_T_T,C11_T_0_299,C11_T_300_449,C11_T_450_599,C11_T_600_799,C11_T_800_999,C11_T_1000_1399,C11_T_1400_1799,C11_T_1800_2399,C11_T_2400_2999,C11_T_3000_3999,C11_T_4000ov,C11_T_NS,C11_T_T
LGA22670,3,7,177,29,24,24,36,52,149,137,150,47,40,27,40,755,22,12,14,33,34,82,70,52,17,12,7,19,374,59,40,35,51,63,108,136,111,39,33,8,54,737,117,79,81,136,160,376,379,341,115,94,45,120,2043,584,284,296,589,736,2020,2187,2591,955,685,348,728,12003
LGA22750,0,15,282,40,37,29,80,105,278,219,145,53,32,17,55,1090,35,27,26,62,75,138,99,82,20,10,10,33,617,65,47,55,89,89,171,117,72,15,20,7,58,805,149,120,117,271,298,664,486,333,95,66,34,161,2794,919,629,572,1223,1561,4217,4279,4832,1734,1209,617,1172,22964
LGA22830,3,3,84,7,10,11,28,45,107,69,40,10,3,0,17,347,0,4,7,15,14,37,23,10,3,0,0,8,121,15,14,7,24,27,48,21,16,4,3,5,9,193,25,35,30,73,103,216,118,77,17,6,8,37,745,252,181,176,367,599,1498,1262,1035,350,197,131,353,6401
LGA22910,0,0,23,4,3,6,15,11,40,15,6,0,0,4,5,109,0,6,5,0,0,12,3,7,3,0,0,3,39,6,6,5,5,7,13,3,3,0,3,0,3,54,10,18,16,27,23,70,24,16,3,3,4,11,225,54,83,63,141,156,371,281,204,64,54,23,79,1573
LGA22980,0,0,8,6,5,4,9,7,7,0,0,0,0,0,0,38,0,0,3,3,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,3,3,0,0,4,16,6,11,7,12,15,7,0,3,3,0,0,4,68,52,52,48,70,79,89,26,21,6,8,9,16,476
LGA23110,3,10,104,21,8,14,15,32,82,58,53,24,19,12,20,358,10,4,13,18,22,49,33,33,17,3,5,18,225,23,25,14,29,24,53,47,43,16,12,7,15,308,58,40,46,65,85,213,150,149,62,37,27,63,995,334,187,184,305,444,1172,1171,1662,981,922,605,440,8407
LGA23190,0,3,33,7,5,7,16,17,39,14,3,0,0,3,3,114,3,3,0,3,6,9,0,0,0,3,0,3,30,0,3,6,8,11,6,5,4,0,0,0,3,46,10,15,13,34,39,60,24,7,0,6,3,12,223,98,69,88,199,236,561,367,224,74,39,24,78,2057
LGA23270,7,22,325,41,21,26,47,76,264,290,257,79,47,27,66,1241,25,25,22,48,44,105,114,75,21,13,6,31,529,54,48,40,84,100,195,167,139,61,28,14,77,1007,134,98,95,194,242,653,631,532,172,101,54,196,3102,702,438,435,835,1113,3466,4359,5668,2188,1289,624,1251,22368
LGA23350,0,0,30,3,5,3,11,8,22,19,6,0,3,3,6,89,3,0,5,8,5,9,3,5,0,0,0,0,38,5,0,3,5,4,5,10,5,0,0,0,3,40,11,5,14,24,27,48,37,16,0,3,3,9,197,90,62,58,109,141,377,370,311,102,82,53,85,1840
LGA23430,8,17,193,22,19,16,34,39,114,122,136,57,47,16,35,657,27,25,11,44,43,83,88,60,29,31,13,24,478,47,38,19,32,51,96,86,90,38,29,11,49,586,102,85,56,113,144,334,334,316,139,118,48,125,1914,589,338,295,553,729,1951,2172,3628,2337,2206,1021,872,16691
LGA23670,0,13,213,35,23,28,50,65,165,166,153,74,23,20,59,861,24,24,20,47,50,111,81,83,23,16,8,32,519,38,38,33,66,69,149,123,128,46,29,8,75,802,102,91,85,175,198,479,411,402,155,82,36,179,2395,763,508,444,844,1107,3042,3322,4903,2486,1610,641,1107,20777
LGA23810,3,7,128,18,26,30,64,95,148,51,24,14,7,3,24,504,6,10,19,26,34,45,20,6,3,3,3,12,187,20,27,20,45,49,45,23,19,6,3,3,9,269,55,73,74,150,192,267,114,60,23,16,12,52,1088,291,334,311,681,960,1864,1233,1155,317,227,105,416,7894
LGA23940,0,0,6,3,4,4,8,5,4,3,0,0,0,0,3,34,3,0,3,0,0,0,3,0,0,0,0,0,9,0,3,0,3,0,4,0,0,0,0,0,3,13,6,7,10,14,5,8,6,0,0,0,0,6,62,67,52,60,76,77,88,49,25,3,13,9,44,563
LGA24130,5,4,86,12,5,9,13,22,61,48,35,15,12,4,11,247,7,7,6,7,9,23,19,14,4,10,0,13,119,8,6,4,13,15,19,19,18,10,3,3,9,127,27,21,26,42,53,114,98,84,34,31,12,37,579,197,134,160,221,340,900,992,1322,637,477,239,319,5938
LGA24210,10,7,127,21,7,12,6,15,39,41,61,32,51,36,24,345,22,3,3,16,10,39,37,42,30,32,23,12,269,29,16,22,20,30,44,50,54,45,26,10,45,391,77,26,44,45,59,140,150,184,113,127,79,88,1132,614,223,232,316,448,1220,1217,2077,1389,1766,1360,783,11645
LGA24250,0,3,12,3,3,3,3,3,15,5,3,6,0,0,0,44,0,0,3,3,0,5,0,0,0,0,0,4,15,4,0,0,5,4,3,0,5,0,0,0,0,21,7,3,6,14,10,23,5,11,6,0,0,7,92,40,28,30,61,80,153,125,124,45,26,14,54,780
LGA24330,0,3,51,11,5,11,10,23,42,44,71,38,31,10,25,321,10,11,6,14,17,28,23,25,13,13,3,6,169,12,5,11,17,14,49,31,34,16,13,5,15,222,36,24,28,44,57,133,101,140,72,61,18,49,763,219,106,103,200,248,759,845,1380,989,1063,507,307,6726
LGA24410,0,5,171,16,10,15,36,38,117,117,121,33,30,15,31,579,12,14,10,26,37,74,64,68,17,14,11,24,371,30,40,23,44,49,85,79,65,28,13,5,43,504,63,73,48,118,142,306,301,282,92,66,31,103,1625,486,303,257,538,690,1852,2123,3175,1714,1151,418,676,13383
LGA24600,3,3,26,5,3,0,5,9,12,16,18,9,19,15,6,117,8,4,3,3,4,18,17,29,22,17,10,8,143,5,0,4,3,3,10,24,29,15,20,15,9,137,21,7,7,14,19,45,57,79,46,59,43,26,423,192,32,50,72,95,320,447,818,622,732,733,200,4313
LGA24650,3,12,239,25,16,15,44,72,196,211,191,88,34,20,50,962,12,5,14,22,24,65,62,48,17,10,6,23,308,41,25,12,46,46,106,95,79,29,17,4,46,546,86,49,50,118,166,427,420,358,143,74,33,131,2055,413,243,294,552,819,2533,3258,4522,2106,1128,463,907,17238
LGA24780,0,3,66,13,8,12,33,60,100,51,32,3,0,0,19,331,5,0,6,11,26,36,13,12,0,0,0,4,113,6,9,11,18,22,25,12,6,0,0,0,15,124,27,20,35,67,119,182,81,56,3,3,0,41,634,210,162,195,375,586,1386,1053,699,196,118,64,296,5340
LGA24850,3,10,61,5,7,3,21,28,63,60,49,13,5,5,15,274,3,6,8,11,16,22,14,5,5,0,3,8,101,8,6,5,15,13,37,15,18,7,5,0,14,143,19,22,16,50,60,138,95,79,28,14,11,47,579,133,108,89,206,306,813,903,1018,391,240,106,286,4599
LGA24900,0,3,32,7,9,10,18,17,33,21,11,0,0,0,11,137,4,3,0,7,7,16,3,3,0,3,3,3,52,10,3,5,8,8,17,9,3,0,3,0,4,70,21,15,15,41,36,74,39,20,0,6,3,21,291,190,106,92,229,301,667,465,378,99,86,72,194,2879
LGA24970,15,6,158,27,10,6,18,28,81,79,97,42,66,38,30,522,41,13,13,32,21,66,63,74,30,42,33,22,450,41,20,19,32,33,93,57,83,38,28,27,52,523,120,51,42,86,89,271,219,283,124,145,113,110,1653,836,305,313,496,623,1738,1792,3063,1893,2233,1336,824,15452
LGA25060,7,7,95,10,9,9,12,23,50,53,72,20,19,21,22,320,14,14,3,18,23,53,28,41,15,14,6,16,245,18,17,6,21,30,38,44,49,21,12,20,30,306,45,40,23,54,83,159,137,178,62,56,54,75,966,394,193,168,298,422,1059,1141,1823,1183,1370,1165,634,9850
LGA25150,0,4,46,5,9,11,9,18,49,43,28,3,5,0,11,191,0,3,5,10,12,30,13,5,3,4,0,0,85,4,9,7,12,17,23,24,14,4,5,0,16,135,12,21,23,36,51,110,91,58,10,14,0,31,457,129,118,96,158,267,719,775,844,320,196,94,223,3939
LGA25250,0,5,122,21,14,12,12,34,103,76,100,46,37,13,29,497,10,15,14,19,23,55,38,49,10,15,11,12,271,23,17,21,23,38,82,74,70,24,21,6,28,427,62,54,50,59,103,270,212,241,86,76,30,74,1317,418,233,242,413,568,1577,1649,2810,1675,1664,756,675,12680
LGA25340,8,14,215,25,18,23,53,69,193,151,144,59,34,23,47,839,24,8,16,33,42,81,58,49,14,10,8,30,373,58,40,33,54,55,116,95,65,28,13,9,44,610,110,74,85,158,178,438,343,292,113,63,48,135,2037,677,385,392,704,900,2477,2745,3581,1768,1519,916,1045,17109
LGA25430,0,0,34,11,4,7,6,14,55,12,7,6,3,0,4,129,3,3,3,8,10,11,5,3,0,0,0,0,46,4,3,3,8,12,19,4,3,0,3,3,8,70,18,10,16,25,39,99,26,16,9,6,3,12,279,95,57,85,136,194,451,324,229,76,54,31,78,1810
LGA25490,0,4,20,4,3,3,6,13,12,15,5,3,0,3,3,70,0,0,3,6,6,5,0,0,0,0,0,3,23,3,4,0,0,0,11,3,5,0,3,3,5,37,10,7,6,15,19,32,24,10,3,3,6,15,150,118,62,56,99,159,322,231,244,83,71,79,105,1629
LGA25620,0,0,27,5,0,0,5,15,16,17,3,3,3,0,7,74,0,0,0,4,4,8,0,6,0,0,0,0,22,4,4,3,6,5,7,3,0,0,0,0,4,36,9,4,3,15,24,37,31,16,3,6,0,11,159,73,35,45,78,122,312,279,260,114,63,24,74,1479
LGA25710,5,4,105,8,8,12,11,19,53,56,64,31,16,15,22,315,11,13,4,7,12,41,29,33,20,15,7,12,204,13,12,12,14,17,32,40,38,16,11,5,18,228,32,36,28,36,54,157,143,154,72,52,32,56,852,347,212,155,291,412,1101,1205,1861,1190,1079,614,486,8953
LGA25810,0,0,19,3,8,13,9,9,10,7,0,3,3,0,3,68,4,0,0,4,0,4,0,3,0,0,0,0,15,0,0,13,13,8,0,0,0,0,0,0,0,34,7,8,26,29,20,20,11,3,6,3,0,3,136,80,63,91,157,167,258,120,72,38,23,15,57,1141
LGA25900,9,0,34,10,0,7,8,15,25,23,34,32,22,48,12,236,9,0,5,8,5,16,21,25,7,12,20,4,132,11,4,5,7,11,28,13,21,10,15,18,5,148,33,4,17,26,34,76,60,83,52,49,95,21,550,254,65,77,135,136,510,529,1028,702,1097,1509,290,6332
LGA25990,0,0,14,0,4,4,5,3,10,0,0,0,3,0,3,32,0,5,0,0,4,0,3,0,0,0,0,0,12,0,0,3,3,4,4,3,3,0,0,0,3,23,0,9,10,8,11,22,9,3,0,3,0,6,81,62,38,43,81,69,127,73,52,12,15,14,36,622
LGA26080,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,9,3,0,0,3,0,7,0,0,0,4,3,0,20,15,3,3,9,17,37,18,19,17,18,13,13,182
LGA26170,4,0,31,9,10,10,16,11,34,17,17,10,0,6,9,149,3,6,0,6,10,7,8,6,0,0,0,4,50,11,10,3,11,8,15,4,4,3,0,0,6,75,23,26,13,39,33,68,34,27,13,0,10,19,305,161,119,107,202,261,585,448,458,194,101,96,197,2929
LGA26260,0,3,25,3,4,6,8,12,15,6,0,0,0,3,3,60,0,0,0,3,3,8,6,4,0,0,0,0,24,9,5,0,3,4,8,0,0,0,0,0,0,29,12,9,12,21,24,35,12,4,0,0,3,6,138,122,69,68,142,191,345,205,136,57,28,39,77,1479
LGA26350,10,3,46,7,6,4,4,11,24,14,23,10,28,38,19,188,14,3,3,8,5,20,18,21,13,16,16,7,144,14,7,5,7,6,21,29,20,14,15,16,16,170,38,16,12,19,22,73,65,69,41,68,80,45,548,341,85,67,121,140,489,455,882,639,1024,1950,440,6633
LGA26430,0,0,5,0,4,5,4,10,10,5,7,0,3,0,4,52,0,3,0,3,0,7,0,3,0,0,0,0,16,4,4,4,3,3,10,3,3,0,0,0,3,37,4,11,9,10,13,32,8,13,0,3,0,7,110,48,38,49,69,102,194,140,100,27,33,25,51,876
LGA26490,3,0,30,4,0,3,10,8,18,25,27,11,4,0,7,117,3,0,3,6,3,20,8,11,9,3,0,0,66,6,5,0,10,3,14,9,5,7,3,3,5,70,13,8,9,29,17,55,45,46,30,13,6,12,283,111,78,71,132,152,417,402,570,417,307,164,154,2975
LGA26610,0,0,25,5,9,8,7,16,38,5,6,0,0,0,6,100,3,0,3,0,6,8,3,0,0,0,0,3,26,3,0,4,8,8,9,3,4,0,0,0,3,42,11,9,15,19,36,62,19,10,0,0,0,12,193,106,73,75,178,225,474,317,209,59,40,42,100,1898
LGA26670,0,3,6,0,0,3,3,5,3,4,3,3,0,0,0,24,0,3,0,4,6,0,0,0,0,0,0,0,13,0,0,0,0,0,4,3,0,0,0,0,0,7,0,6,3,7,11,7,7,3,3,0,0,3,50,40,23,35,63,68,105,92,69,31,14,9,24,573
LGA26700,0,5,48,0,4,6,16,20,44,25,14,0,3,0,10,142,3,0,8,4,6,16,13,0,0,3,0,6,59,4,8,4,13,20,16,15,3,4,3,0,10,100,10,16,18,41,50,93,57,17,7,9,0,31,349,101,96,110,230,290,676,570,434,138,90,58,172,2965
LGA26730,0,3,39,3,3,7,8,13,39,41,18,0,5,6,10,153,3,0,3,8,11,16,10,7,3,3,3,7,74,3,7,3,3,11,22,13,10,3,3,3,0,81,12,10,16,26,41,82,69,39,9,11,12,20,347,100,75,78,178,230,618,657,606,197,108,74,139,3060
LGA26810,0,3,85,9,14,3,29,35,65,40,21,13,4,5,14,252,5,6,4,16,10,17,14,8,0,0,0,6,86,19,14,9,16,17,21,10,8,3,0,3,11,131,36,38,22,71,76,124,76,42,19,8,8,34,554,267,180,162,348,436,958,759,639,188,153,108,252,4450
LGA26890,0,0,7,0,6,0,6,0,0,0,0,0,0,0,0,12,0,3,0,0,4,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,9,8,0,0,0,0,0,0,0,32,50,35,30,43,43,42,20,13,3,3,3,27,312
LGA26980,10,11,143,24,9,7,23,28,95,68,95,57,54,32,24,516,30,16,18,33,37,97,70,71,24,36,20,26,478,40,21,19,31,36,84,61,75,40,31,23,53,514,101,53,48,94,110,299,221,262,136,128,85,114,1651,725,318,274,527,681,1911,1881,3130,1995,2154,1228,722,15546
LGA27070,7,22,264,27,14,25,37,65,170,168,241,64,29,10,60,910,8,9,24,17,44,81,63,80,20,9,5,33,393,41,43,30,48,90,156,134,139,49,34,22,53,839,84,71,82,120,222,464,419,512,142,78,44,168,2406,536,366,356,615,928,2587,3174,5601,2653,1453,620,1113,20002
LGA27170,0,0,54,4,4,7,21,19,64,56,21,4,3,0,4,207,3,13,4,12,10,26,9,7,3,0,0,5,92,8,4,3,7,17,32,28,12,3,0,0,16,130,15,21,14,40,53,135,108,53,13,6,0,25,483,125,99,87,191,289,799,898,796,274,138,70,180,3946
LGA27260,8,18,250,30,24,16,64,66,249,252,241,76,47,16,57,1138,19,18,15,37,42,87,96,72,18,14,10,26,454,34,29,27,61,61,151,151,107,44,27,21,63,776,86,78,63,176,185,538,554,480,146,93,55,164,2618,547,346,325,712,898,3235,4565,6557,2863,1589,660,1050,23347
LGA27350,4,0,33,13,0,4,9,3,18,14,22,16,18,14,8,139,9,6,3,4,11,17,14,22,6,10,11,3,116,6,7,9,8,8,15,16,19,12,13,8,6,127,33,13,19,21,25,57,47,63,37,46,37,17,415,200,64,67,106,138,402,440,839,657,964,985,210,5072
LGA27450,5,18,292,33,22,22,73,92,264,205,201,65,38,16,50,1081,15,23,27,45,52,125,97,87,28,16,7,31,553,62,36,44,78,79,153,128,116,37,24,9,56,822,120,88,102,219,248,611,490,454,143,81,37,155,2748,749,509,514,956,1255,3452,3790,4942,2250,1344,625,1169,21555
LGA27630,0,0,7,3,4,11,8,6,3,3,0,3,0,0,0,41,0,0,3,3,3,0,0,0,0,0,0,0,9,0,5,4,0,0,0,0,3,0,0,0,0,12,3,9,21,15,9,3,3,3,3,0,0,0,69,54,69,82,103,60,80,27,19,9,3,3,31,540
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,3,0,6,4,3,0,0,22
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30300,0,0,0,0,0,0,0,5,5,3,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,5,5,3,0,0,0,0,10,23,39,6,9,21,30,72,52,38,13,17,9,33,339
LGA30370,0,3,9,3,0,0,3,0,9,13,3,3,0,3,4,41,3,3,0,0,0,3,0,0,0,0,0,3,12,4,0,0,3,0,3,3,3,0,0,4,0,20,10,3,0,6,0,15,19,9,3,0,7,10,82,88,24,34,61,61,198,232,233,123,71,44,99,1268
LGA30410,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,3,0,8,5,0,0,3,6,0,0,0,0,0,3,0,17,38,17,13,18,17,32,18,18,11,7,12,21,222
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,3,15
LGA30760,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,8,18,9,11,13,24,33,13,8,6,0,16,15,166
LGA30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,9
LGA31000,67,46,971,143,84,76,142,225,620,678,926,495,400,246,186,4221,83,70,71,110,153,388,334,394,225,132,121,120,2201,213,116,90,159,242,494,454,563,287,209,116,184,3127,483,293,249,457,690,1641,1629,2059,1107,826,550,536,10520,3918,1755,1612,2818,3999,11031,12566,22205,16254,16330,10564,4815,107867
LGA31750,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,3,3,3,0,0,0,3,0,0,0,18
LGA31820,0,3,101,24,19,15,33,61,107,90,68,14,3,10,37,481,10,9,6,15,13,47,18,12,3,8,0,6,147,13,21,20,31,35,57,39,19,6,3,0,18,262,50,53,46,93,119,234,164,112,28,18,10,64,991,423,328,319,599,698,1730,1624,1485,581,326,193,494,8800
LGA31900,0,0,10,0,6,6,10,6,16,12,4,0,3,3,6,72,3,0,0,0,0,6,0,0,0,0,0,0,9,3,4,3,4,5,7,3,5,0,0,0,3,37,6,10,12,14,11,32,19,9,0,3,3,9,128,103,57,64,99,151,348,244,214,74,58,35,104,1551
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,10
LGA32070,6,11,194,27,19,25,36,82,181,170,200,66,57,23,34,920,6,3,7,14,22,62,68,51,25,8,6,17,289,25,17,20,32,33,104,75,73,21,13,5,26,444,66,42,52,85,155,401,346,362,125,85,40,88,1847,460,255,257,501,856,2464,2822,3883,1912,1262,593,724,15989
LGA32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,6,3,9,3,7,9,16,6,6,0,3,3,5,70
LGA32260,0,0,23,4,3,4,8,11,29,18,12,3,0,5,6,103,0,0,0,8,9,8,6,4,0,0,0,0,35,10,7,7,9,6,10,15,3,3,0,0,5,75,14,10,14,25,26,53,39,24,9,6,5,11,236,119,75,77,158,184,472,385,394,140,109,65,160,2338
LGA32270,3,0,15,5,0,0,0,5,10,10,15,8,11,0,9,73,3,0,3,0,3,3,0,5,3,7,0,0,27,3,0,0,0,0,9,8,5,4,5,0,3,37,11,0,3,3,8,25,21,28,15,23,3,12,152,113,27,30,59,73,226,302,588,381,270,122,149,2340
LGA32310,0,3,13,3,3,3,4,3,21,7,8,0,3,3,3,61,3,0,0,0,0,5,5,0,0,0,0,0,13,0,3,0,0,6,9,3,3,3,0,0,3,30,6,6,6,8,9,35,18,11,3,3,3,9,117,60,37,30,61,86,212,187,179,63,54,31,83,1083
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,0,3,4,3,7,14,23,26,7,5,6,17,115
LGA32500,0,0,6,3,0,0,0,3,3,3,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,6,3,0,3,0,0,3,24,12,8,7,14,23,39,33,23,17,10,3,17,206
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
LGA32770,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,0,0,0,0,0,12,13,8,6,3,0,0,0,0,0,0,0,0,30
LGA33100,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,0,6,3,4,6,3,0,0,0,0,12,42
LGA33200,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,0,13,17,13,6,22,6,23,3,3,4,8,6,11,122
LGA33220,3,3,122,17,15,17,45,59,122,92,74,21,8,5,40,515,8,7,8,14,18,36,31,19,6,6,3,11,167,25,25,13,32,27,55,24,40,5,7,3,26,282,55,53,42,106,116,236,172,150,41,21,14,80,1086,406,335,296,601,687,1620,1601,1626,635,346,168,497,8818
LGA33360,0,0,59,10,5,6,4,13,34,46,59,26,22,19,20,264,0,3,5,4,8,10,9,6,7,5,4,0,61,8,0,3,8,4,29,20,34,14,9,7,15,151,21,13,17,23,30,78,86,110,53,39,30,35,535,170,101,114,212,282,795,921,1625,1029,876,318,403,6846
LGA33430,29,26,518,69,34,39,85,122,368,423,547,302,274,137,152,2552,39,28,20,34,60,172,150,209,91,72,63,60,998,128,54,53,92,144,289,300,273,157,169,63,142,1864,265,123,128,227,350,923,958,1137,598,551,292,380,5932,1699,857,714,1288,1939,5437,6623,11638,8521,7571,4454,3079,53820
LGA33610,0,0,9,0,0,0,3,8,5,9,7,0,5,0,3,40,5,0,0,0,0,3,0,0,0,0,0,3,11,0,0,0,0,0,5,0,0,0,0,0,3,8,5,3,0,3,8,19,9,7,0,5,0,9,68,70,22,19,50,74,186,133,121,58,41,36,66,876
LGA33620,0,4,59,17,4,7,26,20,65,53,32,17,9,6,15,271,3,8,3,3,12,21,6,5,3,0,4,5,73,9,9,4,10,11,19,19,9,3,3,3,12,111,29,24,17,45,55,117,86,51,26,15,13,36,514,231,187,160,317,379,867,803,833,338,175,87,305,4682
LGA33800,0,0,6,0,0,5,0,4,11,4,0,0,0,0,4,28,0,0,0,0,0,0,3,3,0,0,0,5,11,3,3,0,3,3,3,3,0,3,0,0,0,21,3,3,5,3,7,17,13,3,3,0,0,9,66,58,40,33,74,68,170,127,120,37,27,15,66,835
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,7,6,212,28,26,22,54,56,189,233,216,82,40,16,73,1035,5,22,11,17,32,71,61,47,15,6,3,11,301,43,31,25,37,53,130,113,101,28,11,5,45,622,81,89,61,126,159,433,443,407,139,66,31,135,2170,522,368,364,729,933,2699,3375,4619,2203,1288,448,859,18407
LGA33980,0,0,8,0,0,0,0,0,10,8,13,0,9,0,5,45,0,0,0,0,0,0,3,0,0,0,0,0,3,5,5,0,0,0,3,0,0,0,0,0,5,18,5,5,0,0,0,16,11,13,0,14,0,10,74,88,17,19,22,33,88,101,165,112,89,42,80,856
