region_id,C01_N_inc_R0_74,C01_N_inc_R75_99,C01_Ne_Ni_inc_R100_149,C01_Ne_Ni_inc_R150_199,C01_Ne_Ni_inc_R200_224,C01_Ne_Ni_inc_R225_274,C01_Ne_Ni_inc_R275_349,C01_Ne_Ni_inc_R350_449,C01_Ne_Ni_inc_R450_549,C01_Ne_Ni_inc_R550_649,C01_Ne_Ni_inc_R650m,C01_Ne_Nil_inc_R_NS,C01_N_inc_Re_Tot,C01_1_199_R0_74,C01_1_199_R75_99,C01_1_199_R100_149,C01_1_199_R150_199,C01_1_199_R200_224,C01_1_199_R225_274,C01_1_199_R275_349,C01_1_199_R350_449,C01_1_199_R450_549,C01_1_199_R550_649,C01_1_199_R650m,C01_1_199_R_NS,C01_1_199_R_Tot,C01_200_299_R0_74,C01_200_299_R75_99,C01_200_299_R100_149,C01_200_299_R150_199,C01_200_299_R200_224,C01_200_299_R225_274,C01_200_299_R275_349,C01_200_299_R350_449,C01_200_299_R450_549,C01_200_299_R550_649,C01_200_299_R650m,C01_200_299_R_NS,C01_200_299_R_Tot,C01_300_399_R0_74,C01_300_399_R75_99,C01_300_399_R100_149,C01_300_399_R150_199,C01_300_399_R200_224,C01_300_399_R225_274,C01_300_399_R275_349,C01_300_399_R350_449,C01_300_399_R450_549,C01_300_399_R550_649,C01_300_399_R650m,C01_300_399_R_NS,C01_300_399_R_Tot,C01_400_599_R0_74,C01_400_599_R75_99,C01_400_599_R100_149,C01_400_599_R150_199,C01_400_599_R200_224,C01_400_599_R225_274,C01_400_599_R275_349,C01_400_599_R350_449,C01_400_599_R450_549,C01_400_599_R550_649,C01_400_599_R650m,C01_400_599_R_NS,C01_400_599_R_Tot,C01_600_799_R0_74,C01_600_799_R75_99,C01_600_799_R100_149,C01_600_799_R150_199,C01_600_799_R200_224,C01_600_799_R225_274,C01_600_799_R275_349,C01_600_799_R350_449,C01_600_799_R450_549,C01_600_799_R550_649,C01_600_799_R650m,C01_600_799_R_NS,C01_600_799_R_Tot,C01_800_999_R0_74,C01_800_999_R75_99,C01_800_999_R100_149,C01_800_999_R150_199,C01_800_999_R200_224,C01_800_999_R225_274,C01_800_999_R275_349,C01_800_999_R350_449,C01_800_999_R450_549,C01_800_999_R550_649,C01_800_999_R650m,C01_800_999_R_NS,C01_800_999_R_Tot,C01_1000_1249_R0_74,C01_1000_1249_R75_99,C01_1000_1249_R_100_149,C01_1000_1249_R_150_199,C01_1000_1249_R_200_224,C01_1000_1249_R_225_274,C01_1000_1249_R_275_349,C01_1000_1249_R_350_449,C01_1000_1249_R_450_549,C01_1000_1249_R_550_649,C01_1000_1249_R650m,C01_1000_1249_R_NS,C01_1000_1249_R_Tot,C01_1250_1499_R0_74,C01_1250_1499_R75_99,C01_1250_1499_R_100_149,C01_1250_1499_R_150_199,C01_1250_1499_R_200_224,C01_1250_1499_R_225_274,C01_1250_1499_R_275_349,C01_1250_1499_R_350_449,C01_1250_1499_R_450_549,C01_1250_1499_R_550_649,C01_1250_1499_R650m,C01_1250_1499_R_NS,C01_1250_1499_R_Tot,C01_1500_1999_R0_74,C01_1500_1999_R75_99,C01_1500_1999_R_100_149,C01_1500_1999_R_150_199,C01_1500_1999_R_200_224,C01_1500_1999_R_225_274,C01_1500_1999_R_275_349,C01_1500_1999_R_350_449,C01_1500_1999_R_450_549,C01_1500_1999_R_550_649,C01_1500_1999_R650m,C01_1500_1999_R_NS,C01_1500_1999_R_Tot,C01_2000_2499_R0_74,C01_2000_2499_R75_99,C01_2000_2499_R100_149,C01_2000_2499_R150_199,C01_2000_2499_R200_224,C01_2000_2499_R225_274,C01_2000_2499_R275_349,C01_2000_2499_R350_449,C01_2000_2499_R450_549,C01_2000_2499_R550_649,C01_2000_2499_R650m,C01_2000_2499_R_NS,C01_2000_2499_R_Tot,C01_2500_2999_R0_74,C01_2500_2999_R75_99,C01_2500_2999_R_100_149,C01_2500_2999_R_150_199,C01_2500_2999_R_200_224,C01_2500_2999_R_225_274,C01_2500_2999_R_275_349,C01_2500_2999_R_350_449,C01_2500_2999_R_450_549,C01_2500_2999_R_550_649,C01_2500_2999_Re_650mo,C01_2500_2999_R_NS,C01_2500_2999_Re_Tot,C01_3000m_R0_74,C01_3000m_R75_99,C01_3000m_R100_149,C01_3000m_R150_199,C01_3000m_R200_224,C01_3000m_R225_274,C01_3000m_R275_349,C01_3000m_R350_449,C01_3000m_R450_549,C01_3000m_R550_649,C01_3000m_R650m,C01_3000m_R_NS,C01_3000m_R_Tot,C01_PI_S_R0_74,C01_PI_S_R75_99,C01_PI_S_R100_149,C01_PI_S_R150_199,C01_PI_S_R200_224,C01_PI_S_R225_274,C01_PI_S_R275_349,C01_PI_S_R350_449,C01_PI_S_R450_549,C01_PI_S_R550_649,C01_PI_S_Re_650mo,C01_PI_S_R_NS,C01_PI_S_Re_Tot,C01_AI_NS_R0_74,C01_AI_NS_R75_99,C01_AI_NS_R100_149,C01_AI_NS_R150_199,C01_AI_NS_R200_224,C01_AI_NS_R225_274,C01_AI_NS_R275_349,C01_AI_NS_R350_449,C01_AI_NS_R450_549,C01_AI_NS_R550_649,C01_AI_NS_R650m,C01_AI_NS_R_NS,C01_AI_NS_R_Tot,C01_Tot_R0_74,C01_Tot_R75_99,C01_Tot_R100_149,C01_Tot_R150_199,C01_Tot_R200_224
LGA36810,14,3,8,5,0,0,0,0,0,0,0,3,33,159,42,67,10,3,0,0,0,3,0,5,22,311,204,105,192,23,6,3,0,0,0,0,3,24,560,147,81,253,63,5,3,3,0,3,3,5,24,590,186,102,394,120,6,3,0,0,0,0,0,35,846,104,55,254,102,10,7,3,3,0,0,6,14,558,80,26,131,57,9,0,0,0,0,0,0,3,306,57,19,109,72,10,0,0,0,0,0,3,6,276,40,9,31,41,3,3,0,0,0,0,3,3,133,49,6,29,40,4,4,0,0,0,0,0,10,142,16,0,7,8,7,0,0,0,0,0,0,3,41,4,0,4,3,0,0,0,0,0,0,3,3,17,3,3,7,4,3,0,0,0,0,0,0,0,20,55,28,116,59,6,0,0,0,0,0,0,14,278,68,34,71,10,3,3,3,3,0,0,10,26,231,1186,513,1673,617,75
LGA36910,20,8,28,13,0,6,3,0,0,0,0,6,84,329,118,239,60,5,4,3,0,0,3,0,25,786,442,308,590,94,5,6,0,0,0,0,8,59,1512,313,225,804,222,18,9,4,0,0,3,12,25,1635,316,297,1249,619,45,18,9,3,0,0,10,48,2614,232,148,933,649,60,30,11,4,0,0,8,37,2112,143,69,626,498,46,30,11,6,0,0,8,26,1463,113,41,462,461,59,48,13,6,3,0,6,27,1239,62,11,159,215,34,35,6,4,0,3,0,15,544,89,24,161,234,45,66,18,7,0,0,3,20,667,24,3,38,63,23,28,8,4,0,0,5,6,202,8,0,7,14,3,5,3,0,0,0,0,3,43,7,0,5,8,0,3,0,3,3,0,0,3,32,99,38,315,273,38,42,11,0,3,3,7,36,865,101,56,142,34,4,5,5,0,0,0,9,89,445,2298,1346,5758,3457,385
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,13,8,3,3,3,0,0,0,0,0,0,0,3,20,6,7,8,3,0,0,0,0,0,0,0,0,24,14,8,15,7,0,4,0,0,0,0,0,4,52,19,9,15,18,3,4,0,0,0,0,0,3,71,26,5,8,10,0,0,0,3,0,0,0,3,55,40,7,15,15,5,3,0,3,0,0,0,3,91,20,5,12,5,0,0,0,0,0,0,0,4,46,47,4,10,6,0,0,0,0,0,0,0,7,74,24,3,4,0,0,0,0,3,0,0,0,3,37,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,22,9,14,18,6,4,0,0,0,0,0,8,81,9,5,5,4,0,3,0,0,0,0,3,8,37,253,65,109,89,14
LGA36960,3,0,3,0,0,0,0,0,0,0,0,3,9,35,0,0,0,0,0,0,0,0,0,0,4,39,28,3,3,0,0,0,0,0,0,0,0,6,40,62,0,4,0,0,0,0,0,0,0,0,3,69,142,5,8,0,0,0,0,0,0,0,0,6,161,105,4,16,0,0,0,0,0,3,3,0,7,138,69,4,3,0,0,0,0,0,0,0,3,0,79,51,3,7,4,0,0,0,0,0,0,0,6,71,42,0,3,0,0,0,0,0,0,0,0,5,50,27,0,0,0,0,0,0,0,0,0,0,0,27,6,0,3,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,0,0,0,0,0,0,0,0,4,35,8,0,0,0,0,0,0,0,0,0,0,0,8,607,22,53,4,0
LGA37010,11,7,26,30,9,3,3,3,0,0,3,7,102,385,104,280,122,21,15,7,3,4,3,11,48,1003,507,202,493,182,21,15,3,6,3,3,9,51,1495,362,202,598,419,43,16,6,7,3,3,8,52,1719,294,291,1134,906,118,52,17,14,5,6,17,84,2938,150,155,950,936,145,81,25,12,8,4,16,52,2534,106,95,772,784,134,113,27,8,5,7,15,53,2119,88,59,548,662,196,153,56,20,6,7,8,47,1850,35,30,270,349,120,96,28,8,3,0,5,21,965,75,30,256,386,146,155,75,29,13,10,6,25,1206,19,8,52,83,35,47,36,26,4,5,3,12,330,7,0,10,19,13,19,18,10,3,0,5,3,107,5,0,9,8,4,8,15,8,3,0,3,4,67,111,74,439,410,117,105,56,30,4,3,5,58,1412,120,62,152,93,25,20,8,14,5,13,18,127,657,2275,1319,5989,5389,1147
LGA37300,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,9,8,0,7,3,3,0,0,0,0,0,0,0,21,40,3,8,3,0,0,0,0,3,0,0,3,60,33,0,10,7,5,0,0,0,0,0,0,3,58,119,3,10,11,0,0,3,0,0,0,0,6,152,52,0,7,6,3,0,0,0,0,0,0,0,68,116,3,7,10,3,0,0,0,0,0,0,9,148,58,0,3,3,0,0,0,0,0,0,0,0,64,18,0,0,0,0,0,0,0,0,0,0,3,21,6,0,3,0,0,0,0,0,0,0,0,0,9,48,0,3,3,3,3,3,0,0,0,0,5,68,4,0,3,3,3,0,0,0,0,0,0,5,18,508,9,70,52,20
LGA37310,8,3,0,0,0,0,0,0,0,0,0,3,14,88,27,31,0,0,0,0,0,0,3,0,4,153,139,95,63,0,0,0,0,0,0,0,3,14,314,131,69,103,13,0,0,0,0,0,0,3,11,330,199,103,214,24,3,3,3,0,0,0,3,20,572,192,62,155,33,0,0,3,0,0,0,3,16,464,92,33,91,28,3,3,0,0,0,0,3,7,260,96,24,76,14,3,0,0,0,0,0,0,6,219,38,12,31,7,0,0,3,0,0,0,0,0,91,62,14,46,21,0,3,0,0,0,0,0,6,152,17,3,9,5,0,0,0,0,0,0,0,0,34,6,3,0,3,3,0,0,0,0,0,0,0,15,3,3,0,0,3,0,0,0,0,0,0,0,9,66,24,70,13,3,3,0,0,0,0,0,10,189,33,30,27,3,0,0,0,0,0,0,3,18,114,1170,505,916,164,18
LGA37340,8,4,11,5,3,3,0,0,0,0,3,3,40,64,21,53,15,4,4,0,0,0,0,0,11,172,147,39,115,20,12,3,0,0,0,0,3,15,354,97,35,160,69,9,8,6,0,3,3,8,13,411,99,45,280,123,40,23,7,11,4,0,7,11,650,76,25,210,108,24,16,10,0,3,0,7,17,496,60,26,147,107,24,19,13,7,3,3,7,18,434,69,12,102,96,41,19,12,3,0,0,6,3,363,32,13,41,47,13,15,5,5,0,0,5,6,182,61,11,34,36,21,27,15,7,3,7,12,8,242,22,5,9,12,3,7,3,6,3,0,7,8,85,3,3,0,0,3,3,4,0,3,0,6,0,25,0,0,3,3,0,3,3,0,5,3,12,0,32,30,15,67,50,19,19,8,5,0,3,4,13,233,36,14,63,23,8,6,9,10,13,10,24,53,269,804,268,1295,714,224
LGA37400,0,0,3,0,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,0,0,3,18,18,0,0,0,0,0,0,0,0,0,0,0,18,9,3,0,0,0,0,0,0,0,0,0,0,12,22,4,3,0,0,0,0,0,0,0,0,3,32,20,3,3,0,0,0,0,0,0,0,0,0,26,14,3,3,0,0,0,0,0,0,0,0,3,23,11,0,3,0,0,0,0,0,0,0,0,0,14,6,0,5,0,0,0,0,0,0,0,0,3,14,6,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,0,3,21,5,0,0,0,0,0,0,0,0,0,0,6,11,138,22,23,0,0
LGA37550,3,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,26,39,0,0,0,0,0,0,0,0,0,0,0,39,30,0,0,3,0,0,0,0,0,0,0,0,33,14,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,7,175,3,0,3,0
LGA37570,3,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,3,11,10,0,3,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,3,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,6,10,8,0,0,0,0,0,0,0,0,0,0,18,18,21,0,0,0,0,0,0,0,0,0,0,39,20,27,3,0,0,0,0,0,0,0,0,0,50,21,15,3,0,0,0,0,0,0,0,0,3,42,15,20,3,0,0,0,0,0,0,0,0,0,38,13,10,0,0,0,0,0,0,0,0,0,0,23,6,7,3,0,0,0,0,0,0,0,0,0,16,3,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,123,131,12,0,0
LGA39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,8,3,19,15,4,5,7,3,0,3,3,4,74,224,23,42,32,11,9,6,3,3,0,3,22,378,202,31,62,28,6,7,8,0,0,0,0,18,362,37,21,55,37,9,14,3,0,0,0,3,6,185,41,26,108,90,41,28,24,5,0,0,7,16,386,23,8,67,117,31,32,23,5,3,0,4,8,321,16,5,45,87,52,35,20,8,3,5,4,8,288,16,4,32,93,61,67,21,9,4,4,3,16,330,5,3,14,33,29,27,8,0,0,3,0,3,125,25,0,16,63,48,59,60,25,8,12,17,15,348,4,0,0,11,22,29,21,12,5,0,3,0,107,0,3,0,3,3,12,20,5,3,3,0,0,52,0,0,0,0,0,0,8,6,7,0,3,0,24,6,3,7,18,20,29,18,10,6,3,0,3,123,35,9,22,19,4,11,14,5,10,8,6,21,164,642,139,489,646,341
LGA40120,0,0,0,0,3,3,3,0,0,0,3,3,15,29,12,11,19,4,0,0,0,0,0,0,3,78,56,8,61,30,3,5,0,0,0,0,0,7,170,44,14,53,59,4,5,3,0,0,0,3,4,189,52,25,118,114,18,7,3,0,0,3,0,9,349,43,11,77,90,12,8,5,0,0,0,0,6,252,23,4,69,66,9,8,5,0,0,0,3,5,192,16,0,39,67,16,13,3,0,0,0,3,3,160,13,7,22,15,8,7,4,0,0,0,3,0,79,11,3,20,21,8,13,5,3,0,0,0,0,84,6,0,3,9,5,6,5,5,0,0,0,0,39,0,3,0,3,0,4,4,3,0,0,3,0,20,3,0,0,0,0,0,0,0,0,0,0,0,3,8,3,28,28,7,3,4,3,3,0,3,4,94,13,3,7,8,0,0,0,0,0,0,0,7,38,317,93,508,529,97
LGA40220,3,0,0,0,0,0,0,0,0,0,0,3,6,35,10,36,4,0,0,0,0,0,0,3,3,91,71,37,85,7,0,0,0,3,0,0,3,3,209,30,37,108,19,0,0,0,0,0,3,0,6,203,52,33,166,29,0,0,0,0,0,0,3,5,288,27,13,82,29,3,3,0,3,0,0,3,8,171,29,6,51,17,5,0,0,0,3,0,3,3,117,8,4,35,22,0,0,0,3,0,0,0,3,75,7,3,16,5,0,0,3,0,0,0,0,0,34,13,3,17,5,0,0,0,0,0,0,3,0,41,9,0,3,3,0,0,0,0,0,0,0,3,18,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,35,11,0,0,0,0,0,0,0,3,64,8,7,12,3,0,0,0,0,0,0,0,8,38,298,162,649,154,8
LGA40250,5,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,3,22,9,0,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,0,0,0,30,44,0,0,0,0,0,0,0,0,0,0,0,44,56,0,0,3,0,0,0,0,0,0,0,3,62,59,0,0,0,0,0,0,0,0,0,0,3,62,65,0,0,0,0,0,0,0,0,0,0,0,65,31,3,0,0,0,0,0,0,0,0,0,4,38,36,6,0,0,0,0,0,0,0,0,0,3,45,11,5,3,0,0,0,0,0,0,0,0,3,22,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,6,403,14,3,3,0
LGA40310,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,16,4,3,3,0,0,0,0,0,5,79,78,14,47,5,0,3,0,0,0,0,4,5,156,25,28,52,16,0,0,3,0,0,0,3,0,127,46,28,138,37,5,0,0,0,3,3,0,5,265,26,15,103,42,3,3,0,0,0,0,0,5,197,26,5,77,32,3,0,0,0,0,0,0,3,146,25,8,61,37,3,3,0,0,0,0,0,3,140,7,3,28,17,0,0,0,0,0,0,0,3,58,19,0,27,25,6,3,0,0,0,0,0,3,83,5,0,3,5,5,0,3,0,0,0,3,3,27,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,7,13,4,29,18,3,0,0,3,0,0,0,3,73,15,4,12,3,0,0,0,0,3,0,0,5,42,331,114,596,245,31
LGA40430,0,0,0,0,0,3,0,0,0,0,0,0,3,8,4,3,3,0,0,0,0,0,0,0,0,18,12,11,9,0,0,0,0,0,0,0,0,0,32,8,5,12,3,0,0,0,0,0,0,0,0,28,19,9,17,0,0,0,0,0,0,0,0,0,45,9,9,3,3,0,0,0,0,0,0,0,0,24,7,3,5,0,0,0,0,0,0,0,0,3,18,4,3,3,3,0,0,0,0,0,0,0,0,13,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,0,0,0,3,10,77,47,63,12,0
LGA40520,0,3,3,0,0,0,0,0,0,0,0,0,6,86,9,24,0,0,0,0,0,0,0,0,4,123,94,28,39,3,0,0,3,0,0,0,3,6,176,38,57,72,4,0,0,0,3,3,0,0,4,181,61,41,136,11,0,0,0,0,0,0,3,9,261,30,25,114,13,0,0,0,3,0,0,0,5,190,24,13,74,18,0,0,0,3,0,0,0,0,132,21,7,49,16,0,0,3,0,0,0,0,3,99,7,4,23,13,3,0,0,0,0,0,0,3,53,13,0,27,15,0,0,0,3,0,0,0,3,61,7,0,4,3,3,3,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,25,5,3,0,0,0,0,0,0,0,53,24,3,21,3,0,0,0,0,0,0,0,10,61,417,201,611,104,9
LGA40700,7,0,17,15,4,3,5,0,0,0,0,0,51,83,25,66,23,3,5,3,0,0,0,0,7,215,138,49,128,30,8,3,0,0,0,0,3,16,375,43,23,104,60,16,14,3,3,0,3,0,9,278,42,36,208,132,29,19,13,6,3,0,4,9,501,27,22,151,124,20,38,17,5,0,0,0,4,408,22,11,104,125,35,31,17,5,0,0,0,5,355,22,0,78,96,41,45,35,15,0,3,3,0,338,10,3,19,49,19,37,17,6,0,0,0,0,160,17,3,38,66,41,62,51,34,7,4,3,0,326,8,3,4,14,6,23,24,15,5,4,0,3,109,0,0,0,3,0,13,8,11,3,3,0,0,41,0,0,0,0,0,7,5,6,0,0,3,0,21,8,3,20,28,15,32,21,21,6,3,3,10,170,22,4,23,20,3,6,6,7,3,4,8,8,114,449,182,960,785,240
LGA40910,5,3,12,7,0,0,0,0,0,0,3,0,30,212,33,89,40,3,3,3,0,0,0,3,17,403,310,61,148,59,9,0,0,0,0,0,3,12,602,102,97,144,151,9,0,0,3,0,0,5,11,522,82,73,306,287,36,10,4,0,0,0,0,16,814,32,38,173,255,27,11,4,0,0,3,3,5,551,34,12,98,179,23,8,0,3,0,0,0,9,366,17,16,78,150,27,11,3,0,0,0,0,4,306,5,3,21,90,20,9,3,0,0,0,0,4,155,11,3,26,83,26,10,3,3,0,0,0,4,169,0,0,4,17,3,7,0,0,0,0,0,0,31,0,0,0,7,0,3,0,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,0,0,0,6,23,9,45,87,15,9,0,3,0,0,0,3,194,55,6,22,19,3,0,3,0,0,0,3,33,144,888,354,1166,1434,201
LGA41010,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,0,0,0,0,0,0,0,0,3,34,32,4,4,0,0,0,0,0,0,0,0,3,43,16,15,12,0,3,0,0,0,0,0,0,3,49,34,12,35,0,0,0,0,0,0,0,0,6,87,24,11,23,4,0,0,0,0,0,0,0,3,65,22,8,23,0,0,0,0,0,0,0,0,4,57,13,4,13,0,0,0,0,0,0,0,0,0,30,7,0,4,0,0,0,0,0,0,0,0,3,14,14,3,4,0,0,0,0,0,0,0,3,0,24,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,12,0,0,0,0,0,0,0,0,3,40,11,4,0,0,0,0,0,0,0,0,3,4,22,216,71,136,4,6
LGA41060,14,6,18,13,0,4,3,3,0,0,0,4,65,990,123,190,62,12,8,3,4,3,3,5,91,1494,1092,191,364,99,12,8,3,5,3,3,9,81,1870,338,433,450,268,21,8,6,3,0,3,3,49,1582,308,313,891,516,46,24,9,4,6,0,8,56,2181,116,146,537,453,63,32,9,4,0,0,4,30,1394,74,58,324,347,56,23,15,3,3,0,7,18,928,37,41,232,367,68,35,17,5,3,0,3,16,824,17,7,107,180,49,22,10,4,0,0,0,13,409,28,13,80,160,61,49,27,17,0,5,5,14,459,5,0,11,45,22,14,9,8,0,3,3,0,120,0,0,3,9,8,5,4,5,3,0,0,3,40,3,0,0,3,3,3,0,3,0,0,0,0,15,67,62,121,147,26,13,15,8,3,0,4,27,493,194,63,81,52,7,5,8,4,0,3,3,98,518,3283,1456,3409,2721,454
LGA41140,3,0,0,0,0,0,0,0,0,0,0,0,3,38,5,5,3,0,0,0,0,0,3,0,3,57,49,15,19,0,0,0,0,0,0,3,0,4,90,32,14,30,0,0,0,0,0,0,0,0,3,79,31,23,61,5,0,0,0,0,3,0,0,4,127,24,8,55,7,0,0,0,0,0,0,0,0,94,23,11,28,5,0,0,0,0,0,0,0,3,70,18,4,22,6,0,0,0,0,0,0,0,0,50,8,3,9,0,0,0,0,0,0,0,3,0,23,4,3,12,5,0,0,0,3,0,0,0,3,30,3,3,3,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,5,3,16,3,0,0,0,0,0,0,3,3,33,9,3,6,0,0,0,3,0,0,0,0,3,24,253,95,266,34,0
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,12,15,6,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,0,0,0,0,0,0,0,12,17,4,3,0,0,0,0,0,0,0,0,3,27,14,6,3,0,0,3,0,0,0,0,0,0,26,5,4,3,0,0,0,0,0,0,0,0,0,12,9,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,23,15,0,0
LGA41330,3,0,0,0,0,0,0,0,0,0,3,0,6,21,6,5,0,0,0,0,0,0,0,0,3,35,24,0,6,0,0,0,0,0,0,0,3,3,36,20,7,10,0,0,0,0,0,0,0,0,3,40,30,8,8,3,0,0,0,0,0,0,0,3,52,24,5,13,0,0,0,0,0,0,0,0,0,42,9,0,11,0,0,0,0,0,0,0,0,3,23,18,4,3,0,0,0,0,0,0,0,0,0,25,3,0,3,3,0,0,0,0,0,0,0,0,9,6,3,5,3,0,0,0,3,0,0,0,0,20,4,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,3,0,0,0,0,0,0,0,0,24,8,4,5,0,0,0,0,0,0,0,3,4,24,183,40,77,12,0
