region_id,C01_N_inc_R0_74,C01_N_inc_R75_99,C01_Ne_Ni_inc_R100_149,C01_Ne_Ni_inc_R150_199,C01_Ne_Ni_inc_R200_224,C01_Ne_Ni_inc_R225_274,C01_Ne_Ni_inc_R275_349,C01_Ne_Ni_inc_R350_449,C01_Ne_Ni_inc_R450_549,C01_Ne_Ni_inc_R550_649,C01_Ne_Ni_inc_R650m,C01_Ne_Nil_inc_R_NS,C01_N_inc_Re_Tot,C01_1_199_R0_74,C01_1_199_R75_99,C01_1_199_R100_149,C01_1_199_R150_199,C01_1_199_R200_224,C01_1_199_R225_274,C01_1_199_R275_349,C01_1_199_R350_449,C01_1_199_R450_549,C01_1_199_R550_649,C01_1_199_R650m,C01_1_199_R_NS,C01_1_199_R_Tot,C01_200_299_R0_74,C01_200_299_R75_99,C01_200_299_R100_149,C01_200_299_R150_199,C01_200_299_R200_224,C01_200_299_R225_274,C01_200_299_R275_349,C01_200_299_R350_449,C01_200_299_R450_549,C01_200_299_R550_649,C01_200_299_R650m,C01_200_299_R_NS,C01_200_299_R_Tot,C01_300_399_R0_74,C01_300_399_R75_99,C01_300_399_R100_149,C01_300_399_R150_199,C01_300_399_R200_224,C01_300_399_R225_274,C01_300_399_R275_349,C01_300_399_R350_449,C01_300_399_R450_549,C01_300_399_R550_649,C01_300_399_R650m,C01_300_399_R_NS,C01_300_399_R_Tot,C01_400_599_R0_74,C01_400_599_R75_99,C01_400_599_R100_149,C01_400_599_R150_199,C01_400_599_R200_224,C01_400_599_R225_274,C01_400_599_R275_349,C01_400_599_R350_449,C01_400_599_R450_549,C01_400_599_R550_649,C01_400_599_R650m,C01_400_599_R_NS,C01_400_599_R_Tot,C01_600_799_R0_74,C01_600_799_R75_99,C01_600_799_R100_149,C01_600_799_R150_199,C01_600_799_R200_224,C01_600_799_R225_274,C01_600_799_R275_349,C01_600_799_R350_449,C01_600_799_R450_549,C01_600_799_R550_649,C01_600_799_R650m,C01_600_799_R_NS,C01_600_799_R_Tot,C01_800_999_R0_74,C01_800_999_R75_99,C01_800_999_R100_149,C01_800_999_R150_199,C01_800_999_R200_224,C01_800_999_R225_274,C01_800_999_R275_349,C01_800_999_R350_449,C01_800_999_R450_549,C01_800_999_R550_649,C01_800_999_R650m,C01_800_999_R_NS,C01_800_999_R_Tot,C01_1000_1249_R0_74,C01_1000_1249_R75_99,C01_1000_1249_R_100_149,C01_1000_1249_R_150_199,C01_1000_1249_R_200_224,C01_1000_1249_R_225_274,C01_1000_1249_R_275_349,C01_1000_1249_R_350_449,C01_1000_1249_R_450_549,C01_1000_1249_R_550_649,C01_1000_1249_R650m,C01_1000_1249_R_NS,C01_1000_1249_R_Tot,C01_1250_1499_R0_74,C01_1250_1499_R75_99,C01_1250_1499_R_100_149,C01_1250_1499_R_150_199,C01_1250_1499_R_200_224,C01_1250_1499_R_225_274,C01_1250_1499_R_275_349,C01_1250_1499_R_350_449,C01_1250_1499_R_450_549,C01_1250_1499_R_550_649,C01_1250_1499_R650m,C01_1250_1499_R_NS,C01_1250_1499_R_Tot,C01_1500_1999_R0_74,C01_1500_1999_R75_99,C01_1500_1999_R_100_149,C01_1500_1999_R_150_199,C01_1500_1999_R_200_224,C01_1500_1999_R_225_274,C01_1500_1999_R_275_349,C01_1500_1999_R_350_449,C01_1500_1999_R_450_549,C01_1500_1999_R_550_649,C01_1500_1999_R650m,C01_1500_1999_R_NS,C01_1500_1999_R_Tot,C01_2000_2499_R0_74,C01_2000_2499_R75_99,C01_2000_2499_R100_149,C01_2000_2499_R150_199,C01_2000_2499_R200_224,C01_2000_2499_R225_274,C01_2000_2499_R275_349,C01_2000_2499_R350_449,C01_2000_2499_R450_549,C01_2000_2499_R550_649,C01_2000_2499_R650m,C01_2000_2499_R_NS,C01_2000_2499_R_Tot,C01_2500_2999_R0_74,C01_2500_2999_R75_99,C01_2500_2999_R_100_149,C01_2500_2999_R_150_199,C01_2500_2999_R_200_224,C01_2500_2999_R_225_274,C01_2500_2999_R_275_349,C01_2500_2999_R_350_449,C01_2500_2999_R_450_549,C01_2500_2999_R_550_649,C01_2500_2999_Re_650mo,C01_2500_2999_R_NS,C01_2500_2999_Re_Tot,C01_3000m_R0_74,C01_3000m_R75_99,C01_3000m_R100_149,C01_3000m_R150_199,C01_3000m_R200_224,C01_3000m_R225_274,C01_3000m_R275_349,C01_3000m_R350_449,C01_3000m_R450_549,C01_3000m_R550_649,C01_3000m_R650m,C01_3000m_R_NS,C01_3000m_R_Tot,C01_PI_S_R0_74,C01_PI_S_R75_99,C01_PI_S_R100_149,C01_PI_S_R150_199,C01_PI_S_R200_224,C01_PI_S_R225_274,C01_PI_S_R275_349,C01_PI_S_R350_449,C01_PI_S_R450_549,C01_PI_S_R550_649,C01_PI_S_Re_650mo,C01_PI_S_R_NS,C01_PI_S_Re_Tot,C01_AI_NS_R0_74,C01_AI_NS_R75_99,C01_AI_NS_R100_149,C01_AI_NS_R150_199,C01_AI_NS_R200_224,C01_AI_NS_R225_274,C01_AI_NS_R275_349,C01_AI_NS_R350_449,C01_AI_NS_R450_549,C01_AI_NS_R550_649,C01_AI_NS_R650m,C01_AI_NS_R_NS,C01_AI_NS_R_Tot,C01_Tot_R0_74,C01_Tot_R75_99,C01_Tot_R100_149,C01_Tot_R150_199,C01_Tot_R200_224
LGA23110,8,3,8,13,3,3,4,0,0,0,0,3,45,178,55,65,56,4,4,4,3,0,0,3,29,401,224,74,148,83,16,7,3,5,3,0,4,14,581,102,69,164,222,26,10,6,4,0,0,6,24,633,80,77,298,366,56,20,18,11,4,3,8,42,983,72,40,228,381,55,34,23,7,3,0,8,23,874,34,22,143,289,75,34,23,6,0,0,7,19,652,39,13,123,326,71,53,37,14,0,0,6,16,698,18,5,46,182,43,37,15,9,0,0,4,8,367,23,8,64,212,89,90,71,32,12,3,7,8,619,15,3,21,74,30,47,27,15,5,0,4,7,248,3,3,0,14,7,10,31,13,4,0,0,0,85,0,0,0,8,3,5,7,9,5,0,0,0,37,25,25,73,139,40,29,24,14,6,3,4,31,413,70,20,45,48,8,3,5,0,3,3,3,62,270,891,417,1426,2413,526
LGA23190,4,0,3,0,0,0,0,0,0,0,0,3,10,80,21,32,0,0,0,0,0,0,0,0,5,138,117,36,65,3,0,0,0,3,0,0,0,6,230,60,51,93,9,0,0,0,0,0,0,0,5,218,54,63,131,29,3,0,0,0,0,0,0,7,287,38,35,113,31,4,0,3,0,0,0,0,0,224,20,10,77,30,3,3,4,0,0,3,0,3,153,23,7,40,15,4,3,3,0,0,3,3,3,104,7,5,17,19,4,3,0,0,0,0,0,4,59,9,7,16,11,5,8,5,0,0,0,0,0,61,4,3,4,5,0,3,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,35,12,0,3,0,3,0,0,0,3,78,19,12,19,5,3,0,0,0,0,0,0,18,76,448,259,645,169,26
LGA23270,10,3,10,11,4,0,3,0,0,0,3,3,47,202,26,44,65,9,3,0,0,0,0,3,28,380,213,43,124,90,7,0,3,6,3,0,4,40,533,183,151,193,313,27,6,4,3,3,3,8,48,942,113,115,245,566,69,17,5,10,7,3,15,33,1198,69,60,171,428,61,19,7,8,4,3,7,23,860,47,23,91,388,51,18,7,7,0,3,5,16,656,30,7,97,309,63,24,3,3,0,3,0,18,557,20,3,38,162,40,11,3,4,0,0,4,4,289,20,6,31,185,55,26,10,3,4,0,0,6,346,9,3,7,52,15,9,3,0,0,0,3,3,104,3,0,0,10,5,0,0,0,0,0,0,0,18,6,3,0,6,3,0,0,0,0,0,0,0,18,47,29,71,236,39,9,14,3,4,0,6,40,498,59,15,34,78,8,5,0,3,0,0,0,79,281,1031,487,1156,2899,456
LGA23350,3,0,0,0,0,0,0,0,0,0,0,3,6,32,5,16,0,0,0,0,0,0,0,0,8,61,40,12,34,4,0,0,0,0,0,0,3,4,97,27,22,55,11,0,0,0,0,0,0,0,4,119,22,24,82,21,0,0,0,0,0,0,0,9,158,25,9,64,20,0,3,0,0,3,0,0,5,129,13,6,45,25,3,0,0,0,0,0,3,3,98,10,3,43,17,0,0,0,0,0,0,0,0,73,11,0,12,11,0,3,0,0,0,0,0,0,37,3,5,18,4,0,0,0,0,0,0,0,3,33,4,3,5,4,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,12,6,13,10,0,0,0,0,0,0,0,5,46,5,3,10,0,0,0,0,0,0,0,3,5,26,210,98,397,130,3
LGA23430,11,9,27,28,6,9,7,0,0,0,0,12,109,209,39,164,65,11,11,4,0,3,0,5,45,556,261,92,424,137,13,18,12,4,4,4,11,27,1007,129,88,303,230,52,24,8,4,3,4,9,30,884,130,98,649,560,150,62,34,14,3,0,18,42,1760,68,45,443,569,147,99,32,15,6,5,20,41,1490,56,21,270,492,151,94,28,12,3,7,11,25,1170,44,23,194,455,151,154,43,10,3,5,9,22,1113,36,5,86,234,93,72,23,6,0,3,3,14,575,48,6,97,288,145,170,76,23,6,7,14,17,897,8,3,22,70,48,56,41,20,6,3,3,8,288,5,0,6,19,9,20,16,9,5,0,0,3,92,4,0,3,6,7,4,9,5,3,0,0,3,44,47,20,98,218,70,60,35,15,3,6,9,36,617,75,32,136,69,33,21,3,0,0,3,12,95,479,1131,481,2922,3440,1086
LGA23670,4,3,3,10,5,4,0,3,3,0,3,3,41,159,18,50,39,7,3,0,0,0,3,3,21,303,248,36,128,76,8,9,0,0,0,0,4,20,529,111,75,147,220,35,11,4,0,0,0,4,18,625,103,81,274,429,108,48,6,7,4,0,20,43,1123,49,33,211,441,95,44,12,3,4,0,12,22,926,36,17,121,379,99,65,5,7,5,3,8,24,769,25,6,89,373,145,67,14,3,0,0,10,12,744,12,3,47,199,75,49,14,7,3,0,6,8,423,21,4,37,187,117,82,31,9,0,0,11,14,513,8,0,5,55,31,38,14,9,0,0,4,5,169,0,0,3,10,11,16,3,6,3,0,0,0,52,3,0,0,3,0,3,3,3,0,0,0,0,15,31,18,46,158,66,53,20,5,3,3,4,21,428,56,11,23,49,14,10,5,0,0,0,5,74,247,866,305,1184,2628,816
LGA23810,5,6,8,0,0,0,0,0,0,0,0,3,22,431,125,91,8,3,0,0,0,0,3,6,42,709,480,208,175,9,0,0,0,3,3,0,10,31,919,273,226,326,29,6,3,3,3,0,0,7,31,907,199,262,506,42,3,3,0,3,0,0,9,24,1051,107,112,309,41,4,0,0,0,0,0,3,13,589,57,69,202,36,7,3,3,0,0,0,3,9,389,35,40,162,49,6,5,0,0,0,0,0,4,301,15,7,59,20,5,3,0,0,0,0,0,6,115,20,11,79,35,6,10,3,3,0,0,0,6,173,11,4,14,18,3,0,0,0,0,0,0,0,50,0,0,6,4,0,0,0,0,0,0,0,3,13,0,3,4,3,0,0,0,0,0,0,0,0,10,41,42,120,30,6,0,3,0,3,3,4,15,267,108,50,69,8,0,0,0,0,0,0,0,59,294,1782,1165,2130,332,49
LGA23940,3,0,0,0,0,0,0,0,0,0,0,0,3,47,5,5,0,0,0,0,3,0,0,0,5,65,67,9,13,0,0,0,0,0,0,0,3,3,95,45,21,12,0,0,0,0,0,0,0,3,4,85,55,22,28,3,0,0,0,0,0,0,0,4,112,44,17,16,0,0,0,0,0,0,3,3,4,87,21,7,6,0,0,0,0,0,0,0,0,3,37,23,3,7,0,0,0,0,0,0,0,0,0,33,12,5,3,0,0,0,0,0,0,0,0,0,20,14,5,3,0,0,0,0,0,0,0,0,0,22,3,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,6,4,0,0,0,0,0,0,0,0,3,21,7,3,3,0,0,0,0,0,0,0,0,0,13,352,103,103,6,0
LGA24130,3,3,3,3,0,0,0,0,0,0,0,0,12,47,10,26,4,0,0,0,0,0,3,0,8,98,80,27,57,8,0,3,0,0,0,0,0,8,183,48,21,68,26,5,3,0,0,0,3,0,11,185,54,35,134,79,15,3,3,0,0,0,4,11,338,28,6,74,48,11,4,0,0,0,0,0,3,174,28,9,56,46,12,6,0,3,0,0,0,4,164,16,7,53,43,11,10,3,3,0,0,3,5,154,7,3,17,24,4,5,3,0,0,0,0,4,67,19,3,23,41,18,10,10,3,3,3,0,3,136,5,3,10,11,4,11,3,0,0,0,0,0,47,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,3,0,0,3,0,3,0,0,0,0,9,15,3,26,28,9,6,3,0,0,3,3,3,99,19,3,24,5,0,0,3,0,0,0,0,13,67,369,133,574,366,89
LGA24210,6,3,3,6,15,16,14,5,0,0,0,5,73,46,7,19,30,12,22,8,0,0,0,3,7,154,75,11,37,57,32,14,7,0,0,0,3,8,244,55,14,28,86,32,32,9,5,4,0,3,13,281,67,15,67,167,103,84,35,11,3,3,7,17,579,41,7,47,191,108,92,45,11,9,0,4,24,579,42,3,27,151,111,97,36,19,3,3,8,15,515,18,6,25,128,101,131,52,24,5,3,9,14,516,27,6,13,75,76,85,33,13,0,0,3,6,337,32,3,17,104,118,165,98,73,23,12,26,14,685,20,0,8,36,40,70,59,40,14,3,8,7,305,4,0,3,3,20,22,25,10,3,0,5,3,98,3,0,0,3,4,9,17,10,0,3,3,0,52,27,3,21,79,55,93,61,40,11,5,13,20,428,13,0,6,26,12,17,6,4,0,3,3,26,116,476,78,321,1142,839
LGA24250,0,3,0,0,0,0,0,0,0,0,0,0,3,21,0,7,0,0,0,0,0,0,0,0,3,31,24,11,21,3,0,0,0,0,0,0,0,3,62,16,18,20,5,0,0,0,0,0,0,0,3,62,26,9,46,5,0,0,0,0,0,0,0,3,89,13,6,44,12,0,0,0,0,0,0,0,4,79,6,5,15,8,0,0,0,0,0,0,0,0,34,6,3,10,5,0,0,0,0,0,0,0,3,27,3,0,7,6,3,0,0,0,0,0,3,3,25,6,3,8,3,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,0,0,0,0,0,0,0,0,3,26,7,4,7,3,0,0,0,0,0,0,0,4,25,134,65,199,50,6
LGA24330,14,13,58,21,4,10,4,0,0,0,3,12,139,349,89,169,68,14,11,5,3,4,3,3,34,752,342,151,212,83,17,12,4,0,3,3,3,45,875,157,181,291,148,26,15,5,5,0,0,12,27,867,105,160,458,299,63,37,14,6,3,3,11,39,1198,61,78,391,295,59,43,14,4,7,0,10,22,984,43,60,202,243,58,36,15,6,3,3,7,19,695,47,27,166,216,79,63,22,3,3,3,3,16,648,11,9,75,121,37,37,13,3,0,0,3,5,314,24,9,56,122,73,98,41,3,0,0,5,10,441,8,0,14,41,23,30,28,0,0,0,3,0,147,0,0,7,6,6,15,9,3,0,0,3,3,52,0,0,3,3,0,4,6,3,0,0,3,0,22,40,43,151,134,41,35,15,3,4,3,11,49,529,104,47,102,62,6,8,4,7,3,0,3,62,408,1305,867,2355,1862,506
LGA24410,9,3,10,11,4,3,3,3,0,0,0,4,50,121,21,55,51,6,3,0,0,3,0,3,23,286,197,43,167,104,17,5,0,0,0,0,5,26,564,92,71,190,255,23,8,4,3,3,0,5,23,677,93,59,349,541,78,28,9,4,3,3,9,25,1201,51,30,255,491,73,37,6,5,0,3,7,30,988,35,10,166,439,87,35,13,3,0,0,3,14,805,30,3,121,389,92,39,12,5,0,0,6,8,705,18,6,57,235,49,30,0,3,0,0,3,5,406,19,3,57,237,67,56,14,5,3,0,7,7,475,4,3,12,50,25,18,8,3,0,0,3,3,129,3,0,4,14,12,4,3,3,0,0,3,0,46,4,0,0,7,5,4,0,0,0,0,0,3,23,21,15,56,158,27,27,8,6,0,0,4,16,338,38,13,41,53,10,3,0,0,3,0,3,53,217,735,280,1540,3035,575
LGA24600,37,11,33,103,73,149,156,73,14,9,24,27,709,488,67,93,85,60,83,74,30,12,3,18,55,1068,414,66,111,105,49,80,53,19,12,0,12,45,966,149,163,167,130,76,92,87,43,6,3,17,34,967,128,108,260,266,147,234,221,83,16,3,18,47,1531,83,36,171,267,122,211,263,111,28,7,31,36,1366,48,22,109,229,110,194,195,103,21,8,24,30,1093,61,16,77,238,149,264,302,142,39,10,34,38,1370,29,6,24,65,62,135,125,73,24,0,14,19,576,72,5,57,153,133,371,490,303,107,32,96,55,1874,20,3,11,35,52,135,243,145,35,11,39,11,740,13,0,5,4,22,66,147,101,30,12,22,5,427,4,0,0,5,3,22,78,71,38,14,23,4,262,62,35,47,69,42,112,183,151,46,19,35,47,848,134,31,56,85,63,106,171,80,35,15,110,140,1026,1742,569,1221,1839,1163
LGA24650,0,0,3,3,0,0,0,0,0,0,0,0,6,53,4,30,19,0,0,0,0,0,0,0,6,112,61,16,62,30,3,3,0,0,0,3,3,8,189,47,37,84,92,7,4,3,3,0,0,0,10,287,42,37,168,174,9,5,0,0,0,0,5,12,452,23,7,95,144,19,14,3,0,0,0,3,11,319,17,8,74,105,8,7,0,0,0,0,3,7,229,12,5,41,106,13,11,3,0,0,0,0,6,197,6,3,13,44,7,4,3,0,0,0,0,3,83,7,6,21,53,11,14,3,3,0,0,0,5,123,3,3,7,19,4,11,3,0,0,0,3,0,53,0,0,3,3,3,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,24,72,6,10,4,4,0,0,0,7,140,10,7,27,17,0,0,3,0,0,0,3,31,98,290,137,652,881,90
LGA24780,3,3,10,3,0,0,3,0,0,0,0,4,26,201,43,77,10,3,3,3,0,0,0,5,19,364,234,81,152,31,0,0,3,0,0,3,3,27,534,155,118,263,89,4,4,0,3,0,0,6,24,666,178,126,446,192,9,6,0,3,0,3,7,28,998,95,53,262,187,18,14,4,0,0,0,0,16,649,73,29,169,158,14,8,5,3,0,0,4,13,476,72,21,118,140,23,9,5,0,3,3,3,11,408,30,5,59,57,7,8,3,3,0,0,3,3,178,29,8,43,63,16,14,6,4,3,0,3,4,193,9,6,8,14,11,0,0,3,3,0,3,3,60,3,0,3,6,3,0,0,0,0,0,0,0,15,3,3,3,3,0,0,0,0,3,0,0,0,15,43,18,78,76,11,8,3,0,3,0,3,13,256,94,30,73,23,5,3,0,3,0,0,3,40,274,1222,544,1764,1052,124
LGA24850,3,3,5,0,0,0,0,0,0,0,0,0,11,60,12,35,7,0,0,0,0,0,0,3,9,126,80,38,54,6,0,0,0,0,0,0,3,5,186,56,35,84,32,3,0,0,0,0,0,3,6,219,53,52,158,62,3,3,3,0,0,0,3,13,350,35,23,130,40,3,3,3,0,0,0,4,5,246,19,8,114,35,4,3,0,0,0,0,3,3,189,14,7,91,39,5,3,0,0,0,0,3,5,167,12,0,53,28,6,0,3,0,0,0,0,4,106,10,3,63,32,7,3,3,0,0,0,3,0,124,3,0,9,10,3,3,0,0,0,0,0,0,28,0,0,3,0,3,0,0,3,0,0,0,0,9,3,0,0,4,0,0,0,0,0,0,0,0,7,15,6,95,31,7,3,0,0,0,0,0,10,167,22,7,30,11,0,0,0,0,0,0,0,24,94,385,194,924,337,44
LGA24900,3,0,6,3,0,0,0,0,0,0,3,0,15,78,23,34,3,0,0,0,0,0,0,0,9,147,109,43,87,5,3,0,0,0,3,0,3,12,265,69,52,132,19,3,0,0,3,0,0,0,4,282,102,50,176,36,0,3,3,0,0,3,6,16,395,60,28,156,38,3,0,3,0,0,0,3,10,301,46,13,95,35,3,0,0,0,0,0,0,4,196,38,15,79,34,3,3,0,0,0,0,3,5,180,17,5,34,14,0,0,0,0,0,0,3,3,76,20,3,24,18,0,0,0,0,0,0,0,3,68,8,3,6,3,3,0,0,0,0,0,0,0,23,3,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,6,31,12,43,17,0,0,3,0,0,0,0,3,109,33,15,33,8,0,3,0,0,0,0,0,19,111,620,262,908,233,18
LGA24970,15,8,25,57,32,40,22,4,0,0,7,18,228,205,24,62,86,20,27,12,3,3,0,8,32,482,268,44,116,134,47,30,7,7,3,0,5,30,691,140,81,143,243,80,58,13,6,3,3,9,23,802,126,73,270,558,190,122,41,15,8,5,15,50,1473,99,32,170,597,221,159,58,11,3,3,20,36,1409,57,14,102,489,192,146,47,13,3,3,13,25,1104,57,10,85,507,274,230,64,18,8,0,29,22,1304,30,0,58,259,163,148,46,9,3,0,5,14,735,58,9,60,348,253,266,123,47,10,6,28,23,1231,21,0,14,84,95,112,63,23,0,0,7,6,425,9,3,7,18,30,61,26,10,0,0,3,3,170,7,0,0,8,9,20,17,9,4,0,3,0,77,49,17,67,280,167,178,69,38,8,3,22,45,943,61,15,31,83,28,30,26,7,5,3,6,80,375,1202,330,1210,3751,1801
