region_id,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650ov_CF_NC,C11_650ov_CF_Cu15DS_,C11_650ov_CF_CU15_NDS,C11_650ov_CF_NCU15_DS,C11_650ov_CF_NDCO,C11_650ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_Tot
LGA61410,114,21,15,261,16,4,38,7,3,68,6,0,3,0,0,9,3,3,9,0,0,15,21,3,15,0,4,43,693,87,626,71,93,1570
LGA61510,5,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,102,23,139,13,20,297
LGA61610,3,0,4,25,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,24,449,73,408,33,62,1025
LGA61810,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,3,3,0,13,115,14,101,7,11,248
LGA62010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,20,0,6,44
LGA62210,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,106,13,128,9,16,272
LGA62410,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,88,7,67,6,7,175
LGA62610,65,9,7,141,3,4,3,0,0,10,0,3,0,0,0,3,10,3,0,0,0,13,24,3,10,0,9,46,784,128,702,72,102,1788
LGA62810,171,13,18,479,90,13,56,12,0,171,24,5,20,4,4,57,26,0,20,0,0,46,23,3,5,4,4,39,1317,77,585,61,45,2085
LGA63010,6,0,3,13,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,10,3,3,0,0,16,165,34,191,16,19,425
LGA63210,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,71,9,57,6,7,150
LGA63410,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,12,43,3,39,3,3,91
LGA63610,131,17,5,261,11,6,32,4,3,56,0,0,3,0,0,3,3,0,4,0,0,7,8,0,11,0,0,19,457,71,493,47,32,1100
LGA63810,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,194,19,151,13,13,390
LGA64010,71,13,4,151,11,4,14,0,0,29,0,0,8,0,0,8,7,0,5,0,4,16,23,0,15,0,3,41,1232,147,995,96,129,2599
LGA64210,13,4,4,27,3,0,0,3,3,9,0,0,0,0,0,0,3,0,0,0,0,3,13,0,6,0,0,19,262,30,211,28,44,575
LGA64610,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0,4,31,210,19,183,22,24,458
LGA64810,21,0,3,39,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,10,184,20,174,13,23,414
LGA65010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,12,61,12,65,3,17,158
LGA65210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,33,0,0,69
LGA65410,6,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,3,3,0,14,207,29,191,20,20,467
LGA65610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,10,94,9,96,4,4,207
LGA65810,34,3,4,53,3,0,7,0,0,10,0,0,3,0,0,3,3,0,0,3,0,6,5,3,7,0,3,18,236,41,268,25,34,604
LGA69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,108,9,13,323,119,9,118,12,17,275,32,5,46,3,6,92,20,3,26,0,4,53,58,6,66,3,4,137,772,66,677,42,73,1630
LGA70420,12,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,4,56,0,0,102,255,42,398,4,44,743
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,3,17
LGA70620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,41,3,0,61,146,16,305,6,30,503
LGA70700,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,0,0,6,26,0,20,3,0,49
LGA71000,410,36,27,1178,561,45,312,29,46,993,276,22,153,18,21,490,265,26,217,28,24,560,61,8,60,11,15,155,2838,234,2053,191,217,5533
LGA71300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,64,3,8,117,254,104,619,25,84,1086
LGA72200,29,0,3,81,3,3,8,0,3,17,0,0,4,0,0,4,0,0,3,0,0,3,30,0,24,5,0,59,351,40,390,22,26,829
LGA72300,22,4,0,83,45,9,40,3,10,107,12,6,25,4,4,51,9,7,9,0,0,25,11,0,10,0,0,21,253,32,203,11,28,527
LGA72330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,10,60,0,3,107,225,27,355,5,37,649
LGA72800,192,7,13,455,237,21,193,14,29,494,90,14,136,4,10,254,28,8,42,4,6,88,33,9,50,3,0,95,945,116,1086,61,87,2295
LGA73600,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25,3,3,37,193,54,458,12,38,755
LGA74050,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,25,129,29,199,4,29,390
LGA74500,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,9,59,0,3,85,188,54,503,18,39,802
LGA74560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,3,0,0,8
LGA74660,5,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,35,0,7,57,235,60,489,15,47,846
LGA79399,11,0,0,19,5,0,5,0,3,13,3,0,6,0,0,9,10,0,7,0,0,17,26,8,45,4,8,91,420,68,592,38,51,1169
LGA89399,2232,210,256,6382,1735,176,1397,130,131,3569,474,94,550,80,50,1248,278,78,374,62,34,826,154,25,140,23,23,365,8444,873,6539,694,671,17221
LGA99399,5,0,0,5,0,0,3,0,3,6,3,0,0,0,0,3,0,0,3,0,0,3,7,0,18,3,0,28,110,12,119,15,17,273
