region_id,C01_0_74_REA,C01_0_74_ST_HA,C01_0_74_Per_no_sa_ho,C01_0_74_Ho_co_op_c_c_g,C01_0_74_Oth_land_typ,C01_0_74_LLT_NS,C01_0_74_Tot,C01_75_99_REA,C01_75_99_ST_HA,C01_75_99_Pe_no_sa_ho,C01_75_99_H_c_op_c_c_gr,C01_75_99_Oth_lan_typ,C01_75_99_Lan_type_ns,C01_75_99_Tot,C01_100_149_REA,C01_100_149_ST_HA,C01_100_149_Pe_no_sa_ho,C01_100_149_H_c_o_c_c_g,C01_100_149_Ot_lan_ty,C01_100_149_Lan_typ_ns,C01_100_149_Tot,C01_150_199_REA,C01_150_199_ST_HA,C01_150_199_Pe_no_sa_ho,C01_150_199_H_c_o_c_c_g,C01_150_199_Ot_lan_ty,C01_150_199_Lan_ty_ns,C01_150_199_Tot,C01_200_224_REA,C01_200_224_ST_HA,C01_200_224_Pe_no_sa_ho,C01_200_224_H_c_o_c_c_g,C01_200_224_Ot_lan_ty,C01_200_224_Lan_ty_ns,C01_200_224_Tot,C01_225_274_REA,C01_225_274_ST_HA,C01_225_274_Pe_no_sa_ho,C01_225_274_H_c_o_c_c_g,C01_225_274_Ot_la_typ,C01_225_274_Lan_ty_ns,C01_225_274_Tot,C01_275_349_REA,C01_275_349_ST_HA,C01_275_349_Pe_no_sa_ho,C01_275_349_H_c_o_c_c_g,C01_275_349_Ot_lan_ty,C01_275_349_Lan_ty_ns,C01_275_349_Tot,C01_350_449_REA,C01_350_449_ST_HA,C01_350_449_Pe_no_sa_ho,C01_350_449_H_c_o_c_c_g,C01_350_449_Ot_lan_ty,C01_350_449_Lan_ty_ns,C01_350_449_Tot,C01_450_549_REA,C01_450_549_ST_HA,C01_450_549_Pe_no_sa_ho,C01_450_549_H_c_o_c_c_g,C01_450_549_Oth_lan_typ,C01_450_549_Lan_ty_ns,C01_450_549_Tot,C01_550_649_REA,C01_550_649_ST_HA,C01_550_649_Pe_no_sa_ho,C01_550_649_H_c_o_c_c_g,C01_550_649_Ot_lan_ty,C01_550_649_Lan_ty_ns,C01_550_649_Tot,C01_650_over_REA,C01_650over_ST_HA,C01_650over_Pe_no_sa_ho,C01_650ov_H_co_op_c_ch_gr,C01_650over_Oth_lan_typ,C01_650over_LLT_NS,C01_650_over_Tot,C01_R_NS_REA,C01_R_NS_ST_HA,C01_R_NS_Pe_no_sa_ho,C01_R_NS_H_co_op_c_ch_gr,C01_R_NS_Oth_lan_typ,C01_R_NS_Land_typ_ns,C01_Rent_not_statd_Tot,C01_Tot_REA,C01_Tot_ST_HA,C01_T_Pe_no_sa_ho,C01_Tot_Ho_co_op_co_ch_gr,C01_Tot_Oth_lan_typ,C01_Tot_LLT_NS,C01_T_T,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_over_REA,C06_650over_ST_HA,C06_650over_Pe_no_sa_ho,C06_650ov_H_co_op_c_ch_gr,C06_650over_Oth_lan_typ,C06_650over_LLT_NS,C06_650_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g
LGA22310,45,216,201,88,326,161,1037,58,55,103,23,40,4,283,2137,41,707,22,82,24,3013,2413,21,933,9,56,23,3455,1026,5,427,0,20,5,1483,1262,4,495,0,16,10,1787,766,0,330,0,10,6,1112,323,0,145,0,18,3,489,87,3,63,3,3,3,162,30,0,19,0,0,0,49,118,0,65,0,7,3,193,174,24,105,17,31,50,401,8439,369,3593,162,609,292,13464,40,161,231,62,18,287,799,19,60,66,63,4,3,215,858,111,357,34,12,14,1386,2445,26,495,13,30,10,3019,1150,13,321,4,22,9,1519,2003,10,516,5,19,14,2567,1869,0,431,5,13,11,2329,796,3,190,3,4,3,999,241,3,84,0,4,3,335,89,0,29,0,0,0,118,157,16,50,3,7,3,236,229,35,132,21,15,30,462,9896,438,2902,213,148,387,13984,27,54,310,40,10,192,633,9,131,31,44,3,3,221,63,107,198,64
LGA22410,24,165,157,18,112,45,521,86,72,131,5,23,3,320,267,44,225,4,16,5,561,31,0,30,0,3,3,67,3,0,3,0,0,0,6,6,0,3,0,0,0,9,0,0,4,0,4,0,8,0,0,4,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,3,5,0,0,0,12,11,13,26,0,11,10,71,432,300,588,27,169,66,1582,11,98,102,3,35,80,329,27,55,55,20,12,0,169,213,104,177,0,29,3,526,232,4,102,0,9,3,350,38,3,13,0,0,3,57,31,0,12,0,3,0,46,12,0,10,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,3,0,0,0,0,3,4,3,11,0,3,0,21,8,14,41,4,8,4,79,579,284,523,27,102,93,1608,9,29,83,0,20,53,194,10,85,35,8,5,3,146,100,59,124,8
LGA22490,0,3,55,3,65,19,145,10,0,19,0,7,0,36,45,0,102,0,7,0,154,19,0,25,0,0,0,44,5,0,6,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6,0,5,0,14,85,3,216,3,84,19,410,0,0,46,0,21,37,104,4,0,19,0,4,0,27,14,0,63,3,7,6,93,45,0,38,0,3,0,86,29,0,15,0,0,0,44,23,0,14,0,3,0,40,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,3,0,11,4,23,126,0,201,3,49,47,426,7,0,37,0,26,30,100,0,3,8,0,0,0,11,5,0,61,3
LGA22620,32,715,219,75,303,101,1445,222,300,289,54,63,19,947,1506,261,1313,56,106,25,3267,1030,57,541,11,25,10,1674,118,4,71,0,10,0,203,63,3,37,3,3,3,112,7,0,22,0,3,0,32,3,3,16,0,3,0,25,0,3,5,0,3,0,11,0,3,6,0,0,0,9,19,3,25,0,0,3,50,43,78,84,7,29,31,272,3043,1430,2628,206,548,192,8047,11,547,210,100,61,168,1097,63,281,93,60,41,5,543,799,359,614,55,86,16,1929,1777,159,849,57,64,14,2920,699,23,315,8,17,0,1062,632,4,174,4,18,0,832,169,8,58,0,11,4,250,26,0,18,0,3,0,47,3,0,6,0,3,0,12,0,3,3,0,3,0,9,9,25,19,0,3,4,60,62,80,75,22,34,15,288,4250,1489,2434,306,344,226,9049,10,149,177,17,47,145,545,16,445,54,44,25,6,590,338,396,333,39
LGA22670,81,766,200,47,240,95,1429,256,367,190,25,46,12,896,3143,274,1273,26,183,62,4961,2328,174,999,9,100,47,3657,101,6,56,0,10,0,173,51,0,25,0,7,0,83,31,4,19,0,4,3,61,37,0,13,0,3,0,53,31,3,12,0,4,0,50,13,3,9,0,3,0,28,82,3,35,0,9,5,134,184,109,127,4,49,60,533,6338,1709,2958,111,658,284,12058,60,599,209,45,31,163,1107,54,271,59,8,51,15,458,1975,397,596,35,225,28,3256,3352,255,937,22,278,49,4893,951,18,225,0,50,8,1252,494,15,90,3,21,0,623,79,5,30,0,3,0,117,42,3,27,3,5,0,80,29,3,4,0,3,3,42,26,0,10,0,3,0,39,104,45,21,0,12,0,182,155,106,152,12,40,29,494,7321,1717,2360,128,722,295,12543,52,162,234,27,23,108,606,19,535,38,16,14,3,625,130,365,217,52
LGA22750,118,1499,408,197,537,202,2961,820,573,567,87,84,25,2156,2526,503,2381,102,195,45,5752,2186,146,1266,29,57,20,3704,283,6,152,0,20,5,466,153,0,88,3,7,3,254,85,3,70,0,9,0,167,29,3,38,3,6,0,79,9,11,19,0,0,0,39,0,7,9,0,3,0,19,36,13,49,3,7,6,114,118,182,175,24,81,50,630,6363,2946,5222,448,1006,356,16341,52,955,357,134,109,364,1971,320,502,166,122,56,15,1181,1577,826,1092,131,152,26,3804,3597,225,1676,92,136,33,5759,1402,24,581,3,37,4,2051,1236,7,329,10,21,11,1614,514,0,137,5,10,4,670,165,4,55,0,5,3,232,22,0,11,0,7,0,40,9,4,16,0,0,0,29,44,65,27,3,9,3,151,135,160,158,27,74,40,594,9073,2772,4605,527,616,503,18096,36,283,369,59,110,273,1130,28,791,45,55,30,9,958,514,711,498,216
LGA22830,25,506,177,58,298,108,1172,173,188,190,21,48,10,630,845,190,677,29,76,15,1832,756,79,349,8,29,6,1227,115,4,60,0,5,4,188,79,3,33,0,3,0,118,19,0,25,0,6,0,50,8,3,9,0,0,0,20,0,3,3,0,0,0,6,0,0,5,0,3,0,8,16,5,20,0,7,0,48,37,77,70,6,38,15,243,2073,1058,1618,122,513,158,5542,11,316,136,47,112,127,749,64,178,58,13,25,12,350,470,216,354,40,136,17,1233,1078,123,438,23,74,15,1751,375,25,123,4,14,4,545,295,7,83,4,6,0,395,126,0,23,0,5,3,157,20,0,13,0,3,0,36,8,0,3,3,3,0,17,0,0,4,0,0,0,4,14,23,14,0,3,0,54,38,88,49,6,32,16,229,2499,976,1298,140,413,194,5520,18,107,115,16,60,99,415,13,250,33,33,34,9,372,268,264,213,42
LGA22910,5,74,75,8,74,35,271,19,12,57,3,12,0,103,126,12,213,0,17,0,368,57,3,40,0,3,3,106,3,0,8,0,5,0,16,0,0,3,0,0,0,3,0,0,6,0,0,0,6,0,0,3,3,0,0,6,0,0,3,0,0,0,3,0,0,3,0,0,0,3,4,0,9,0,0,0,13,5,5,18,3,7,5,43,219,106,438,17,118,43,941,3,56,60,5,11,50,185,4,23,24,4,0,4,59,53,27,117,3,8,4,212,187,3,114,3,3,0,310,44,0,24,0,0,0,68,31,0,8,0,5,0,44,0,0,3,0,0,0,3,0,0,4,0,4,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7,0,0,0,13,12,3,22,0,8,3,48,337,118,383,15,39,61,953,0,13,52,13,10,42,130,3,58,10,8,0,0,79,22,24,80,11
LGA22980,0,21,83,14,79,29,226,11,7,30,0,7,0,55,20,3,44,3,6,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,5,0,6,3,20,34,34,168,17,101,32,386,5,16,68,11,18,43,161,6,5,19,8,10,0,48,49,4,62,0,7,3,125,14,0,10,3,0,0,27,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,3,20,79,29,173,22,41,49,393,5,7,38,0,12,34,96,9,9,11,8,3,5,45,69,8,58,3
LGA23110,23,482,114,34,163,74,890,93,170,114,17,15,4,413,718,83,501,13,104,11,1430,1509,52,756,13,72,16,2418,350,12,145,3,14,3,527,298,3,80,0,3,0,384,218,0,69,0,7,3,297,95,4,41,0,3,0,143,30,3,15,0,0,0,48,6,0,3,0,0,0,9,38,3,20,0,0,3,64,90,64,64,8,33,25,284,3468,876,1922,88,414,139,6907,28,343,152,10,7,114,654,15,176,35,16,9,5,256,392,181,246,27,50,10,906,1556,86,560,13,138,15,2368,862,18,239,3,33,9,1164,797,12,156,3,19,11,998,570,0,88,0,5,0,663,259,3,56,0,4,0,322,74,3,18,0,0,0,95,25,0,8,0,3,0,36,65,22,21,3,3,0,114,79,73,84,10,28,15,289,4722,917,1663,85,299,179,7865,14,91,140,8,12,99,364,3,257,13,8,3,3,287,44,201,102,19
LGA23190,39,214,89,6,70,31,449,86,67,71,7,22,6,259,388,58,172,3,20,4,645,122,3,40,0,4,3,172,20,3,3,0,3,0,29,14,0,5,0,0,0,19,7,0,9,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,12,9,18,21,0,6,3,57,691,366,416,16,125,47,1661,11,142,87,9,20,60,329,40,62,42,6,9,5,164,291,79,113,5,19,5,512,328,30,85,4,3,0,450,81,0,19,0,3,0,103,62,0,13,0,3,0,78,24,0,3,0,0,0,27,3,0,0,0,3,0,6,3,0,0,0,0,0,3,3,0,3,0,0,0,6,0,6,8,0,0,0,14,17,23,21,0,3,0,64,863,342,394,24,63,70,1756,6,71,83,8,15,50,233,19,84,17,7,6,0,133,160,65,80,7
LGA23270,11,635,107,22,174,83,1032,15,377,50,19,18,5,484,293,292,468,18,75,12,1158,1599,176,973,27,98,29,2902,306,8,127,3,11,5,460,104,3,34,0,8,0,149,33,3,17,3,3,0,59,24,4,18,0,6,0,52,5,4,12,0,4,3,28,3,3,5,0,0,3,14,31,6,17,0,0,3,57,57,135,84,4,32,28,340,2481,1646,1912,96,429,171,6735,21,365,145,18,20,146,715,16,271,19,17,10,3,336,152,436,222,20,52,13,895,1428,300,717,19,251,18,2733,1242,44,429,8,66,4,1793,894,8,178,0,22,8,1110,193,4,52,0,4,3,256,57,0,20,0,7,0,84,13,0,12,0,0,0,25,5,3,8,0,0,0,16,45,22,18,0,6,3,94,100,104,111,6,37,19,377,4166,1557,1931,88,475,217,8434,27,129,200,3,22,104,485,0,281,10,8,4,0,303,31,358,102,27
LGA23350,14,48,56,7,55,27,207,23,17,48,3,8,0,99,183,20,176,0,18,3,400,73,3,53,0,3,0,132,3,0,0,0,0,0,3,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,6,0,0,0,0,0,0,0,3,3,3,0,0,3,12,6,6,19,0,12,3,46,308,103,361,10,96,36,914,3,47,47,13,16,51,177,18,8,16,0,3,0,45,94,20,126,7,22,0,269,141,12,83,3,3,0,242,64,0,20,0,0,0,84,35,0,12,0,0,0,47,12,0,0,0,4,0,16,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,0,7,6,4,17,6,0,0,33,379,91,331,29,48,51,929,3,12,38,3,12,46,114,4,35,7,3,3,3,55,43,20,80,8
LGA23430,51,475,191,51,254,111,1133,113,154,136,28,42,7,480,1716,129,896,27,119,36,2923,2308,80,970,13,46,26,3443,760,7,295,3,11,12,1088,635,3,224,3,9,6,880,258,3,96,0,13,0,370,91,0,43,3,5,0,142,23,5,16,0,3,3,50,27,3,17,0,0,0,47,75,0,38,0,3,4,120,155,65,113,8,39,39,419,6212,924,3035,136,544,244,11095,42,331,195,52,22,197,839,27,148,59,24,19,5,282,768,189,416,25,72,16,1486,2165,84,699,10,127,21,3106,1231,52,349,8,23,12,1675,1606,22,352,4,23,9,2016,894,3,187,0,8,3,1095,378,5,73,0,4,0,460,86,0,21,0,4,0,111,27,3,4,0,0,0,34,82,13,23,3,0,3,124,141,78,97,25,31,14,386,7447,928,2475,151,333,280,11614,32,72,219,20,20,170,533,9,349,34,24,7,0,423,70,216,176,54
LGA23670,19,416,132,52,182,64,865,25,176,64,15,22,3,305,482,116,498,20,52,19,1187,1599,131,816,8,49,26,2629,580,3,203,3,20,11,820,372,4,113,0,8,3,500,87,3,32,0,9,3,134,39,0,17,3,4,3,66,11,0,12,0,0,0,23,4,0,9,0,0,0,13,53,3,27,0,8,0,91,79,54,94,3,32,26,288,3350,906,2017,104,386,158,6921,16,285,142,38,19,129,629,10,162,26,19,12,10,239,183,181,254,22,15,11,666,1115,141,553,18,53,19,1899,1013,52,342,8,9,4,1428,1595,13,271,4,15,6,1904,547,0,107,4,7,0,665,126,3,23,0,3,3,158,29,0,8,0,0,0,37,8,3,3,0,0,0,14,53,16,13,0,0,0,82,109,66,81,9,9,14,288,4804,922,1823,122,142,196,8009,6,88,160,16,19,111,400,0,273,23,37,8,5,346,22,211,129,24
LGA23810,201,936,301,81,198,70,1787,421,323,349,39,20,16,1168,1102,156,746,52,53,22,2131,229,9,78,6,9,0,331,31,3,13,3,3,3,56,23,0,8,0,0,0,31,5,0,5,0,0,0,10,3,3,6,0,0,0,12,0,4,4,0,0,0,8,0,3,3,3,0,3,12,16,3,20,0,4,0,43,43,97,56,10,19,21,246,2074,1537,1589,194,306,135,5835,124,577,174,37,39,153,1104,407,322,137,30,33,10,939,1351,361,492,63,70,21,2358,858,67,225,26,22,4,1202,189,6,48,4,4,0,251,146,7,30,5,0,0,188,74,4,18,0,5,0,101,10,0,7,0,3,0,20,3,0,3,0,3,0,9,3,3,5,0,0,0,11,18,31,8,3,3,0,63,42,99,53,11,16,17,238,3225,1477,1200,179,198,205,6484,18,163,129,31,26,103,470,109,453,39,6,14,3,624,764,422,323,58
LGA23940,7,39,126,5,123,51,351,13,10,65,3,12,0,103,25,0,66,0,8,3,102,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,13,3,8,4,28,51,49,282,11,151,58,602,0,37,98,3,41,72,251,0,8,39,3,12,4,66,37,3,93,6,14,0,153,11,0,13,0,0,0,24,3,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,3,3,0,0,0,6,5,0,11,3,14,3,36,56,54,264,15,87,79,555,3,16,71,0,41,55,186,3,19,18,3,4,3,50,22,7,83,6
LGA24130,7,79,72,31,137,42,368,16,31,54,12,13,0,126,212,29,296,7,27,4,575,206,5,135,0,17,3,366,59,0,30,0,3,0,92,39,0,19,0,0,3,61,18,0,12,0,3,0,33,4,0,8,0,0,0,12,0,0,3,0,0,0,3,0,3,4,0,0,0,7,8,0,4,0,3,0,15,11,12,24,6,14,3,70,580,159,661,56,217,55,1728,5,54,69,31,33,97,289,3,31,17,10,4,0,65,74,40,141,13,22,6,296,291,32,179,11,20,4,537,172,0,72,0,0,5,249,216,0,47,0,0,0,263,66,0,23,0,4,0,93,23,0,9,0,0,0,32,0,0,3,0,0,3,6,0,0,0,0,0,0,0,5,0,6,0,3,0,14,17,17,23,3,16,6,82,872,174,589,68,102,121,1926,0,16,72,15,37,74,214,4,45,14,18,3,4,88,24,41,80,9
LGA24210,25,71,110,19,173,77,475,9,25,30,8,5,3,80,95,18,167,4,34,3,321,693,11,394,3,30,12,1143,586,5,232,0,10,5,838,706,4,221,0,11,8,950,367,0,126,0,8,3,504,181,0,83,0,3,0,267,46,0,27,0,4,0,77,19,0,10,0,0,0,29,58,0,28,0,6,3,95,66,13,61,3,25,11,179,2851,147,1489,37,309,125,4958,10,46,185,10,14,135,400,3,26,23,10,3,0,65,43,47,100,4,8,5,207,265,13,176,3,8,0,465,420,6,174,3,6,0,609,1175,0,255,3,17,6,1456,928,0,164,3,5,3,1103,424,3,68,0,5,3,503,137,0,16,0,3,0,156,31,0,11,0,4,0,46,75,0,24,0,0,0,99,71,16,90,4,18,3,202,3582,157,1286,40,91,155,5311,8,15,213,10,18,116,380,0,39,12,16,0,3,70,17,47,50,12
LGA24250,0,41,38,0,37,18,134,6,14,38,0,3,0,61,71,17,102,0,11,0,201,30,0,15,0,3,3,51,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,10,0,8,3,27,110,75,215,0,62,24,486,3,23,23,3,28,33,113,0,4,7,0,8,0,19,53,20,70,0,11,0,154,83,17,47,0,4,0,151,40,0,25,0,0,0,65,28,0,4,0,0,0,32,8,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,3,3,0,3,0,9,0,3,18,0,7,3,31,218,70,200,3,64,36,591,0,9,38,0,15,40,102,0,14,6,0,0,0,20,24,24,43,0
LGA24330,45,841,128,56,169,71,1310,358,285,162,20,31,14,870,1253,161,807,17,98,27,2363,1018,100,664,8,57,16,1863,319,18,158,3,11,0,509,336,7,97,0,14,0,454,147,4,35,0,11,3,200,25,3,16,0,4,0,48,18,5,6,0,0,3,32,10,4,4,0,0,0,18,32,11,27,0,6,3,79,108,98,65,10,25,39,345,3669,1537,2169,114,426,176,8091,37,658,156,22,14,126,1013,46,242,64,22,8,6,388,1003,350,406,21,68,23,1871,1376,133,528,19,95,18,2169,719,29,216,8,15,9,996,1059,10,224,4,16,4,1317,588,0,110,0,9,3,710,128,3,24,0,0,0,155,26,3,13,3,3,0,48,12,9,4,0,0,0,25,64,26,27,0,7,0,124,96,104,83,15,23,25,346,5154,1567,1855,114,258,214,9162,18,169,137,23,15,87,449,9,498,23,15,13,0,558,89,323,134,39
LGA24410,14,341,116,40,144,80,735,20,131,73,29,19,6,278,755,109,582,10,71,14,1541,2037,63,855,8,50,24,3037,395,0,163,0,9,5,572,206,3,79,3,9,3,303,50,3,25,0,7,0,85,22,0,15,0,4,0,41,4,5,9,0,0,3,21,4,0,4,0,3,3,14,32,3,17,0,5,0,57,67,45,59,15,25,27,238,3606,703,1997,105,346,165,6922,19,253,105,31,8,102,518,11,146,50,23,4,6,240,180,154,267,57,12,9,679,1676,118,621,19,33,8,2475,1088,24,338,0,16,6,1472,1123,8,254,0,15,6,1406,349,0,72,0,3,0,424,87,0,23,0,0,0,110,11,0,6,0,0,0,17,7,3,5,0,0,0,15,53,12,8,0,0,3,76,81,55,68,5,19,10,238,4685,773,1817,135,110,150,7670,19,67,116,19,7,87,315,0,256,25,16,4,3,304,35,200,94,69
LGA24600,69,1103,142,54,296,78,1742,43,417,48,28,31,4,571,452,362,283,24,87,14,1222,988,155,470,75,142,10,1840,641,17,330,62,109,6,1165,1374,19,563,75,197,29,2257,1927,10,641,62,124,31,2795,1079,7,370,18,49,8,1531,287,11,128,3,31,5,465,75,3,56,0,12,0,146,215,11,175,4,107,9,521,145,158,134,14,96,47,594,7295,2273,3340,419,1281,241,14849,74,805,269,34,60,227,1469,11,284,34,20,10,3,362,221,434,167,37,20,11,890,1055,238,306,56,38,19,1712,839,60,268,71,36,19,1293,2420,53,496,96,102,21,3188,4717,44,767,80,111,39,5758,3448,23,531,34,50,13,4099,980,3,188,8,17,4,1200,358,3,69,4,4,3,441,499,56,122,9,13,0,699,260,139,166,15,46,46,672,14882,2142,3383,464,507,405,21783,90,213,352,35,60,183,933,5,653,7,12,0,3,680,70,424,116,49
LGA24650,3,121,39,26,64,39,292,12,68,25,18,10,3,136,271,36,299,12,25,8,651,546,28,272,11,17,10,884,54,0,31,0,4,3,92,63,0,21,0,3,0,87,10,0,7,0,4,3,24,3,0,10,0,3,0,16,3,0,3,0,0,0,6,0,3,0,0,0,0,3,6,3,8,0,3,0,20,29,19,32,0,18,9,107,1000,278,747,67,151,75,2318,17,81,69,5,11,74,257,3,76,15,8,3,0,105,102,71,141,18,37,0,369,933,39,422,17,43,4,1458,569,5,164,5,15,0,758,542,0,108,0,5,0,655,100,0,22,0,6,0,128,22,0,4,0,3,0,29,3,0,0,0,0,0,3,3,0,3,0,0,0,6,18,4,9,3,0,0,34,53,34,51,5,15,16,174,2365,310,1008,61,138,94,3976,6,29,106,3,18,73,235,0,72,9,11,12,3,107,23,104,62,18
LGA24780,17,462,217,46,375,104,1221,133,186,155,15,47,7,543,812,170,643,12,107,22,1766,655,45,300,8,34,10,1052,75,0,38,0,5,0,118,49,5,15,0,8,0,77,12,0,14,0,4,0,30,6,0,12,0,3,0,21,3,0,4,0,3,0,10,0,3,4,0,0,0,7,10,4,15,0,11,3,43,33,63,53,7,32,16,204,1805,938,1470,88,629,162,5092,16,310,164,49,130,171,840,54,184,68,19,34,7,366,595,213,374,26,110,16,1334,1013,99,407,16,72,10,1617,341,20,83,0,14,4,462,244,6,41,0,16,0,307,59,3,17,0,12,0,91,6,0,4,0,10,0,20,7,0,5,0,4,0,16,3,3,3,0,3,0,12,4,20,14,3,6,5,52,33,67,62,5,40,11,218,2375,925,1242,118,451,224,5335,8,110,152,50,97,134,551,28,233,34,30,29,0,354,364,302,252,26
LGA24850,6,179,72,7,82,41,387,34,70,54,7,31,0,196,288,79,289,4,253,12,925,166,3,108,0,56,6,339,24,0,16,0,5,0,45,6,0,4,0,4,0,14,0,0,6,0,0,0,6,3,3,0,0,3,0,9,0,3,3,0,0,0,6,0,3,0,0,0,0,3,8,0,8,0,3,3,22,9,27,25,3,17,8,89,544,367,585,21,454,70,2041,0,130,59,8,29,68,294,19,60,28,4,7,0,118,163,97,138,3,144,5,550,415,52,145,0,148,0,760,156,4,34,0,8,0,202,126,0,26,0,10,4,166,25,0,12,0,3,0,40,8,0,7,0,0,0,15,4,0,0,0,0,0,4,0,0,0,0,0,3,3,4,9,8,0,0,0,21,22,20,25,3,17,5,92,942,372,482,18,366,85,2265,5,42,67,3,23,47,187,7,102,8,5,5,3,130,64,83,91,5
