region_id,C01_0_74_REA,C01_0_74_ST_HA,C01_0_74_Per_no_sa_ho,C01_0_74_Ho_co_op_c_c_g,C01_0_74_Oth_land_typ,C01_0_74_LLT_NS,C01_0_74_Tot,C01_75_99_REA,C01_75_99_ST_HA,C01_75_99_Pe_no_sa_ho,C01_75_99_H_c_op_c_c_gr,C01_75_99_Oth_lan_typ,C01_75_99_Lan_type_ns,C01_75_99_Tot,C01_100_149_REA,C01_100_149_ST_HA,C01_100_149_Pe_no_sa_ho,C01_100_149_H_c_o_c_c_g,C01_100_149_Ot_lan_ty,C01_100_149_Lan_typ_ns,C01_100_149_Tot,C01_150_199_REA,C01_150_199_ST_HA,C01_150_199_Pe_no_sa_ho,C01_150_199_H_c_o_c_c_g,C01_150_199_Ot_lan_ty,C01_150_199_Lan_ty_ns,C01_150_199_Tot,C01_200_224_REA,C01_200_224_ST_HA,C01_200_224_Pe_no_sa_ho,C01_200_224_H_c_o_c_c_g,C01_200_224_Ot_lan_ty,C01_200_224_Lan_ty_ns,C01_200_224_Tot,C01_225_274_REA,C01_225_274_ST_HA,C01_225_274_Pe_no_sa_ho,C01_225_274_H_c_o_c_c_g,C01_225_274_Ot_la_typ,C01_225_274_Lan_ty_ns,C01_225_274_Tot,C01_275_349_REA,C01_275_349_ST_HA,C01_275_349_Pe_no_sa_ho,C01_275_349_H_c_o_c_c_g,C01_275_349_Ot_lan_ty,C01_275_349_Lan_ty_ns,C01_275_349_Tot,C01_350_449_REA,C01_350_449_ST_HA,C01_350_449_Pe_no_sa_ho,C01_350_449_H_c_o_c_c_g,C01_350_449_Ot_lan_ty,C01_350_449_Lan_ty_ns,C01_350_449_Tot,C01_450_549_REA,C01_450_549_ST_HA,C01_450_549_Pe_no_sa_ho,C01_450_549_H_c_o_c_c_g,C01_450_549_Oth_lan_typ,C01_450_549_Lan_ty_ns,C01_450_549_Tot,C01_550_649_REA,C01_550_649_ST_HA,C01_550_649_Pe_no_sa_ho,C01_550_649_H_c_o_c_c_g,C01_550_649_Ot_lan_ty,C01_550_649_Lan_ty_ns,C01_550_649_Tot,C01_650_over_REA,C01_650over_ST_HA,C01_650over_Pe_no_sa_ho,C01_650ov_H_co_op_c_ch_gr,C01_650over_Oth_lan_typ,C01_650over_LLT_NS,C01_650_over_Tot,C01_R_NS_REA,C01_R_NS_ST_HA,C01_R_NS_Pe_no_sa_ho,C01_R_NS_H_co_op_c_ch_gr,C01_R_NS_Oth_lan_typ,C01_R_NS_Land_typ_ns,C01_Rent_not_statd_Tot,C01_Tot_REA,C01_Tot_ST_HA,C01_T_Pe_no_sa_ho,C01_Tot_Ho_co_op_co_ch_gr,C01_Tot_Oth_lan_typ,C01_Tot_LLT_NS,C01_T_T,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_over_REA,C06_650over_ST_HA,C06_650over_Pe_no_sa_ho,C06_650ov_H_co_op_c_ch_gr,C06_650over_Oth_lan_typ,C06_650over_LLT_NS,C06_650_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g
LGA18500,18,43,105,19,180,84,449,7,9,13,0,10,0,39,70,4,107,4,20,3,208,205,3,188,4,12,3,415,169,0,119,0,14,3,305,385,3,224,0,12,4,628,1058,3,468,0,21,11,1561,1007,3,531,3,18,12,1574,474,0,266,0,10,5,755,301,0,185,0,8,3,497,479,0,471,0,16,6,972,92,3,81,5,29,31,241,4265,71,2758,35,350,165,7644,23,35,124,31,19,147,379,5,8,8,5,0,0,26,24,13,37,6,3,3,86,182,11,75,0,5,0,273,156,0,88,3,6,3,256,390,0,116,0,13,4,523,958,0,260,0,7,7,1232,1176,3,358,0,9,3,1549,737,0,198,0,8,3,946,456,0,134,0,0,0,590,882,0,408,3,6,10,1309,107,5,78,12,12,11,225,5096,75,1884,60,88,191,7394,16,13,129,22,19,125,324,3,28,0,8,0,0,39,20,15,24,9
LGA18550,19,918,200,82,270,158,1647,92,274,178,43,51,11,649,996,168,940,53,114,23,2294,3400,144,1274,30,73,36,4957,1029,8,359,4,24,7,1431,625,4,173,3,7,3,815,138,4,47,0,8,3,200,23,3,26,0,10,0,62,0,0,8,0,0,0,8,4,0,5,0,0,0,9,42,3,33,3,3,5,89,119,133,109,15,32,40,448,6487,1659,3352,233,592,286,12609,25,601,199,62,40,239,1166,28,268,42,30,63,9,440,494,369,357,68,175,20,1483,2249,155,853,31,102,31,3421,1947,74,602,9,52,8,2692,2320,60,466,7,30,7,2890,1024,5,168,0,12,5,1214,171,0,36,0,3,0,210,16,5,8,0,3,0,32,11,4,0,3,0,0,18,20,32,18,10,6,7,93,106,86,86,25,38,22,363,8411,1659,2835,245,524,348,14022,19,164,191,43,33,191,641,7,551,22,33,8,3,624,137,388,195,56
LGA18710,9,38,53,23,121,34,278,19,15,35,0,16,3,88,128,20,137,0,21,0,306,41,3,63,0,7,0,114,9,0,17,0,0,0,26,10,0,10,0,4,0,24,18,0,10,0,0,0,28,3,0,3,0,0,0,6,3,0,3,0,3,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,8,11,3,16,3,44,243,84,345,26,188,40,926,3,25,58,25,45,58,214,5,8,15,7,11,0,46,57,33,61,3,21,0,175,82,18,62,0,3,0,165,65,5,28,0,3,0,101,58,0,35,0,0,0,93,31,0,23,0,3,0,57,25,0,17,0,0,0,42,8,3,5,0,3,0,19,0,0,0,0,0,0,0,0,5,4,0,0,0,9,4,8,16,3,17,5,53,338,105,324,38,106,63,974,4,9,58,19,27,40,157,0,3,3,4,3,0,13,9,21,30,7
LGA18750,20,96,70,3,90,32,311,88,25,47,3,10,0,173,263,29,123,0,19,6,440,68,3,29,0,3,0,103,0,3,3,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,3,0,9,6,7,20,0,6,4,43,448,163,301,6,131,42,1091,8,55,56,4,34,52,209,22,40,28,4,4,0,98,172,35,84,0,20,6,317,235,21,58,0,8,0,322,88,0,25,0,6,0,119,29,0,9,0,3,0,41,3,0,3,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,0,0,9,13,7,10,7,22,0,59,573,164,279,15,97,58,1186,5,11,45,3,35,44,143,9,20,10,6,3,0,48,85,38,56,9
LGA19399,0,3,18,5,71,12,109,0,0,0,0,5,0,5,0,0,10,0,0,0,10,0,0,7,0,3,0,10,0,3,6,0,0,0,9,0,0,3,0,3,0,6,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,11,0,14,0,6,56,5,96,12,175,0,0,15,0,48,28,91,0,0,6,0,0,0,6,0,0,5,0,0,0,5,0,0,11,0,0,0,11,0,0,8,0,4,0,12,0,0,4,0,0,0,4,0,0,8,0,0,0,8,0,0,3,0,0,0,3,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,13,0,18,0,3,63,5,68,28,167,0,5,6,0,34,17,62,0,0,0,0,5,0,5,0,3,6,5
LGA20110,3,56,96,5,95,43,298,21,20,92,3,15,3,154,172,21,233,0,19,0,445,49,0,31,0,5,0,85,5,0,8,0,3,0,16,3,0,5,0,4,0,12,0,0,3,0,0,0,3,3,0,7,0,0,0,10,0,0,3,0,3,0,6,0,0,0,0,0,0,0,21,3,39,0,6,0,69,8,5,23,6,7,3,52,285,105,540,14,157,49,1150,0,45,56,4,24,55,184,11,15,41,0,8,0,75,120,29,152,3,15,3,322,193,7,80,3,5,0,288,51,3,6,0,6,0,66,23,0,7,0,3,0,33,10,0,3,0,7,0,20,3,0,3,0,4,0,10,0,0,6,0,3,0,9,0,0,3,0,0,0,3,42,0,33,0,20,0,95,15,3,31,0,20,0,69,468,102,421,10,115,58,1174,3,10,64,3,12,52,144,4,32,29,0,4,0,69,37,27,101,0
LGA20260,10,87,100,5,77,27,306,66,41,61,4,14,3,189,134,17,123,0,7,0,281,4,4,7,0,0,0,15,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,13,3,14,19,4,11,3,54,220,163,323,13,112,33,864,0,60,78,4,29,56,227,16,29,33,8,8,0,94,163,53,115,0,13,5,349,64,3,30,3,3,3,106,13,3,3,0,3,0,22,4,3,3,0,0,0,10,3,0,0,0,0,0,3,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,7,16,15,0,7,0,45,273,170,283,15,63,64,868,0,16,46,3,19,44,128,6,45,12,7,0,0,70,77,24,76,3
LGA20570,49,813,209,75,231,75,1452,477,363,253,35,48,6,1182,1567,303,995,35,93,31,3024,1051,30,381,7,25,12,1506,136,6,51,0,6,3,202,88,4,33,3,8,3,139,34,0,22,0,5,0,61,4,0,11,0,4,0,19,0,0,5,0,3,0,8,3,0,5,0,3,0,11,16,5,20,0,3,0,44,60,101,70,5,21,26,283,3485,1625,2055,160,450,156,7931,26,501,152,62,47,129,917,227,317,89,34,10,11,688,965,385,497,56,58,15,1976,2064,194,593,38,43,15,2947,684,22,147,5,12,7,877,602,12,103,10,8,3,738,210,4,52,0,9,0,275,29,0,13,3,3,3,51,7,0,4,0,3,0,14,3,3,3,0,0,0,9,14,35,13,3,8,5,78,66,98,58,15,18,18,273,4897,1571,1724,226,219,206,8843,21,136,141,31,55,105,489,33,452,45,27,11,4,572,555,440,310,85
LGA20660,29,835,115,63,266,94,1402,23,312,70,18,33,4,460,370,232,384,13,274,10,1283,1783,182,768,13,79,17,2842,688,32,227,0,21,5,973,595,7,198,0,8,5,813,195,8,72,0,5,0,280,56,7,35,0,3,0,101,25,4,12,0,5,0,46,8,5,7,0,3,0,23,64,8,28,0,3,0,103,87,131,73,9,46,31,377,3923,1763,1989,116,746,166,8703,28,529,160,50,21,172,960,13,288,45,34,5,0,385,118,369,195,29,95,17,823,1053,188,427,10,137,11,1826,1101,113,322,10,14,8,1568,1600,51,262,9,9,0,1931,784,11,132,0,12,3,942,250,0,53,0,4,0,307,54,3,26,0,3,0,86,16,3,4,0,0,0,23,57,26,19,3,0,4,109,93,127,73,28,20,20,361,5167,1708,1718,173,320,235,9321,23,162,177,18,13,126,519,0,458,21,48,15,6,548,29,354,120,51
LGA20740,9,142,116,17,125,56,465,70,33,144,5,12,3,267,481,23,391,5,33,9,942,93,0,73,3,3,0,172,15,0,12,0,0,0,27,0,0,6,0,3,0,9,4,0,6,0,0,0,10,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,10,17,15,23,4,14,3,76,695,213,781,34,190,71,1984,3,122,80,10,28,103,346,11,45,42,9,21,4,132,256,37,234,10,28,8,573,617,6,208,6,21,0,858,134,0,41,0,0,0,175,66,0,12,0,4,0,82,17,0,5,0,3,0,25,4,0,3,0,0,0,7,3,0,3,0,0,0,6,0,3,0,0,0,0,3,5,6,14,0,3,0,28,20,15,42,0,18,6,101,1136,234,684,35,126,121,2336,5,30,94,6,44,83,262,0,103,20,7,7,4,141,43,41,108,14
LGA20830,26,167,184,27,157,78,639,76,70,147,3,20,4,320,477,53,456,6,35,7,1034,174,3,83,0,8,0,268,17,0,11,0,4,0,32,10,0,9,0,3,0,22,8,0,8,0,0,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,4,0,19,15,23,41,4,13,12,108,807,319,947,40,247,101,2461,9,115,167,9,46,120,466,29,72,47,11,19,0,178,284,79,268,6,57,0,694,496,17,187,3,22,10,735,144,0,57,3,3,0,207,89,0,29,0,5,0,123,42,3,8,0,3,0,56,4,0,0,0,0,0,4,0,0,10,0,0,0,10,0,0,3,0,0,0,3,7,10,13,0,0,0,30,18,22,53,4,12,7,116,1122,318,842,36,167,137,2622,3,38,134,3,35,94,307,3,100,25,13,11,4,156,94,104,164,17
LGA20910,21,516,104,35,214,78,968,20,152,39,11,25,0,247,189,128,207,14,35,6,579,556,43,368,0,23,9,999,373,18,192,0,10,3,596,586,10,243,0,14,6,859,562,0,231,0,10,6,809,344,0,143,0,6,0,493,174,0,100,0,5,3,282,108,0,47,0,3,0,158,155,6,128,0,9,3,301,76,74,90,8,25,23,296,3164,947,1892,68,379,137,6587,19,362,144,41,22,136,724,7,152,26,39,14,10,248,63,225,121,22,7,5,443,308,51,177,3,11,5,555,318,35,142,0,9,5,509,703,16,205,3,3,5,935,902,8,221,0,12,0,1143,606,0,135,3,4,6,754,344,3,71,3,3,0,424,199,0,40,0,3,0,242,384,9,118,3,6,4,524,87,63,49,8,20,12,239,3940,924,1449,125,114,188,6740,17,91,156,7,19,137,427,0,316,19,9,3,4,351,18,194,71,57
LGA21010,6,166,61,4,55,19,311,63,59,64,0,5,3,194,272,46,218,0,10,6,552,67,0,27,0,3,3,100,8,0,3,0,0,0,11,5,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,13,12,17,14,0,3,3,49,436,291,400,4,76,34,1241,0,106,45,7,11,50,219,20,48,23,3,4,0,98,162,88,94,0,5,3,352,284,10,77,0,13,3,387,80,0,27,0,0,0,107,33,0,6,3,0,0,42,4,3,3,0,0,0,10,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,6,0,0,0,11,6,10,15,3,4,3,41,589,270,302,16,37,59,1273,4,21,36,0,4,32,97,5,82,6,5,3,0,101,92,80,60,0
LGA21110,62,273,246,125,427,161,1294,56,73,107,45,44,8,333,619,48,474,47,93,9,1290,2370,25,915,10,51,20,3391,1291,12,480,3,27,10,1823,1579,3,633,3,38,6,2262,1346,3,559,6,25,8,1947,680,3,285,3,42,8,1021,257,0,130,0,18,0,405,100,0,64,3,6,0,173,233,0,152,0,17,5,407,182,35,130,31,57,50,485,8775,475,4175,276,845,285,14831,46,254,316,104,39,293,1052,27,105,59,69,9,9,278,172,102,260,86,23,16,659,1198,42,415,29,23,12,1719,1293,20,354,0,17,6,1690,2591,10,526,14,23,10,3174,2235,3,537,8,9,3,2795,1300,3,255,4,14,5,1581,558,8,133,6,7,8,720,256,3,58,3,3,4,327,428,10,109,3,15,8,573,195,22,141,42,25,28,453,10299,582,3163,368,207,402,15021,24,67,322,54,29,239,735,7,185,27,44,3,5,271,55,126,155,73
LGA21180,31,444,201,45,235,123,1079,206,260,204,25,28,8,731,857,199,1111,16,97,36,2316,1558,174,1409,15,114,37,3307,301,8,135,0,13,5,462,160,3,69,0,8,3,243,39,3,33,0,6,0,81,25,4,25,0,6,0,60,10,4,11,0,0,0,25,4,0,8,0,0,0,12,44,6,41,0,3,0,94,104,87,141,8,39,43,422,3339,1192,3388,109,549,255,8832,26,286,266,27,26,202,833,47,220,66,25,14,3,375,863,349,532,29,123,29,1925,2389,208,1322,25,282,51,4277,999,48,359,8,53,14,1481,698,13,213,6,31,9,970,159,3,52,0,15,3,232,28,4,24,3,10,4,73,16,0,10,0,3,0,29,10,0,7,0,4,0,21,62,16,19,0,9,0,106,133,87,161,17,49,30,477,5430,1234,3031,140,619,345,10799,43,99,297,11,15,199,664,16,223,38,6,16,3,302,80,311,198,39
LGA21270,3,56,117,13,108,30,327,7,12,58,3,9,0,89,11,0,30,0,10,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,6,0,0,7,0,0,0,7,0,0,14,3,5,3,25,21,71,232,19,132,33,508,0,59,70,5,36,37,207,7,16,27,0,8,4,62,22,3,86,0,13,0,124,0,0,9,0,3,0,12,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,3,14,0,3,0,20,32,85,215,5,63,41,441,3,33,65,6,26,32,165,3,9,18,0,8,0,38,27,10,64,0
LGA21370,17,293,173,37,277,106,903,63,137,155,18,17,8,398,332,99,408,10,49,7,905,330,47,140,3,12,4,536,40,3,23,0,3,3,72,23,3,13,0,0,0,39,3,0,9,0,3,0,15,0,0,5,0,0,0,5,0,0,3,0,0,0,3,0,3,0,0,0,0,3,7,0,14,3,4,0,28,21,38,54,4,23,10,150,836,623,997,75,388,138,3057,10,230,144,27,90,156,657,27,116,68,10,28,5,254,291,161,298,24,56,7,837,503,51,192,8,17,3,774,179,15,51,0,3,3,251,133,10,27,0,11,0,181,41,0,16,0,5,0,62,8,0,5,0,0,0,13,0,0,3,0,3,0,6,0,3,0,0,0,3,6,3,8,3,3,3,3,23,20,31,46,0,37,8,142,1215,625,853,72,253,188,3206,6,54,115,22,56,112,365,10,193,30,21,16,3,273,173,158,220,22
LGA21450,9,116,114,13,157,63,472,9,38,59,5,10,0,121,262,43,320,0,36,3,664,599,18,249,0,28,7,901,51,3,35,0,3,3,95,45,3,13,0,3,0,64,12,0,12,0,0,0,24,6,0,7,0,0,0,13,0,0,4,0,0,0,4,0,0,0,0,0,0,0,8,0,7,0,3,0,18,38,11,34,0,20,17,120,1039,232,854,18,260,93,2496,8,89,124,14,36,117,388,4,63,31,17,7,0,122,79,53,162,7,34,0,335,866,29,261,4,58,9,1227,380,5,103,0,7,3,498,390,0,66,0,5,0,461,99,0,35,0,4,0,138,24,0,10,0,3,0,37,3,0,6,0,0,0,9,0,0,0,0,3,0,3,18,3,3,0,3,0,27,47,15,46,4,22,5,139,1918,257,847,46,182,134,3384,5,32,116,6,32,100,291,3,68,8,3,6,3,91,20,69,105,15
LGA21610,11,589,126,26,199,92,1043,22,274,71,19,18,5,409,791,380,670,10,77,15,1943,2822,72,1098,10,86,40,4128,412,8,159,5,17,5,606,247,5,75,4,10,0,341,53,3,35,0,6,0,97,19,7,16,0,5,0,47,3,0,5,0,4,3,15,4,0,7,0,0,0,11,61,4,29,0,4,3,101,115,103,96,3,39,27,383,4560,1445,2387,77,465,190,9124,29,346,201,20,37,170,803,10,303,42,22,5,3,385,268,363,347,19,30,16,1043,2890,265,1034,8,136,33,4366,1831,59,492,0,41,15,2438,1774,14,306,3,20,6,2123,460,3,119,3,13,3,601,84,0,30,0,5,0,119,11,0,7,0,3,0,21,5,3,9,0,0,0,17,62,19,29,3,0,0,113,162,118,128,14,33,22,477,7586,1493,2744,92,323,268,12506,20,113,248,13,30,162,586,9,352,18,9,9,0,397,27,386,175,28
LGA21670,7,122,64,20,46,22,281,27,56,87,0,5,3,178,157,10,198,4,10,3,382,5,0,12,0,3,0,20,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,17,11,0,5,7,45,201,205,382,24,69,35,916,7,90,53,18,12,44,224,17,53,31,8,3,3,115,164,44,197,3,12,4,424,101,3,50,0,5,3,162,10,0,6,0,0,0,16,0,4,0,0,0,0,4,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,3,4,3,0,0,13,7,12,16,0,3,3,41,309,209,360,35,41,57,1011,6,25,38,15,6,29,119,4,57,18,5,6,0,90,78,52,87,12
LGA21750,12,124,137,27,124,57,481,46,53,119,10,19,4,251,261,54,260,12,15,4,606,45,3,42,4,5,0,99,4,0,0,0,3,0,7,3,0,3,0,0,0,6,0,0,3,3,0,0,6,3,0,4,0,0,0,7,0,0,3,0,0,0,3,0,0,3,0,0,0,3,4,0,6,0,3,3,16,6,18,26,0,12,6,68,384,252,606,56,181,74,1553,5,84,85,19,49,82,324,13,47,37,6,15,0,118,138,85,186,16,41,0,466,266,15,159,8,20,3,471,70,3,43,0,0,0,116,38,0,14,3,0,3,58,3,0,7,0,0,0,10,4,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,3,17,3,4,0,30,8,17,46,6,12,3,92,548,254,600,61,147,91,1701,10,20,65,5,27,50,177,3,68,13,5,6,0,95,52,87,93,19
LGA21830,9,83,201,3,231,80,607,30,29,149,3,16,3,230,83,12,209,0,11,4,319,3,0,8,0,0,0,11,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,13,0,3,0,19,4,7,18,4,16,3,52,132,131,605,10,277,90,1245,3,69,150,0,77,121,420,17,27,49,3,7,4,107,154,37,236,3,36,0,466,70,8,56,3,9,0,146,17,0,12,0,0,0,29,16,0,13,0,0,0,29,3,0,6,0,0,0,9,13,0,3,0,3,0,19,5,0,3,0,0,0,8,0,0,0,0,3,0,3,3,3,13,0,0,0,19,6,9,34,0,41,7,97,307,153,575,9,176,132,1352,0,18,110,3,96,105,332,7,55,24,3,10,3,102,60,27,147,3
LGA21890,61,1376,233,78,273,142,2163,252,417,190,19,28,10,916,2583,359,1051,29,71,40,4133,2871,169,1286,24,82,38,4470,885,15,342,7,25,5,1279,802,5,279,10,17,10,1123,396,3,143,3,14,5,564,90,14,43,3,0,0,150,24,3,7,3,3,0,40,14,6,8,3,3,3,37,104,14,35,0,7,9,169,172,178,151,14,53,64,632,8254,2559,3768,193,576,326,15676,40,986,261,49,29,213,1578,44,374,65,12,8,3,506,1244,496,430,40,62,18,2290,3184,267,794,18,91,24,4378,1619,91,458,15,29,16,2228,1812,40,421,9,29,9,2320,1190,13,283,3,9,3,1501,392,5,109,0,3,3,512,70,0,23,0,0,0,93,24,7,4,0,0,0,35,114,49,37,0,5,4,209,182,181,127,19,30,40,579,9915,2509,3012,165,295,333,16229,35,231,232,39,15,179,731,12,805,32,14,6,13,882,136,454,185,53
LGA22110,31,289,262,92,290,110,1074,125,106,235,16,45,9,536,646,82,557,15,57,16,1373,162,11,70,3,6,4,256,11,0,14,0,4,0,29,6,0,8,0,4,3,21,3,0,14,0,3,0,20,0,0,4,0,0,0,4,0,3,0,0,0,0,3,0,0,0,3,3,0,6,9,3,16,0,6,3,37,14,34,41,10,29,11,139,1007,528,1221,139,447,156,3498,13,210,188,58,97,156,722,47,105,88,21,28,4,293,381,142,332,26,69,10,960,595,47,245,18,28,3,936,175,0,62,0,11,0,248,101,4,27,0,8,0,140,33,0,8,0,9,0,50,4,0,9,0,13,0,26,0,0,6,0,4,0,10,0,0,0,0,7,3,10,4,9,7,3,5,0,28,22,40,66,12,27,7,174,1375,557,1038,138,306,183,3597,8,42,149,41,72,144,456,11,156,61,18,22,3,271,132,144,206,26
LGA22170,31,531,146,76,242,81,1107,164,249,165,30,46,9,663,1449,227,1014,31,127,33,2881,2087,121,1023,13,88,28,3360,207,3,96,0,16,6,328,84,3,42,0,6,0,135,38,0,19,0,5,0,62,20,3,13,0,3,3,42,7,4,3,0,0,0,14,5,0,0,0,0,3,8,34,6,21,0,10,0,71,96,81,120,11,35,32,375,4222,1228,2662,161,578,195,9046,22,396,156,69,33,122,798,37,226,49,70,29,8,419,756,298,442,49,98,10,1653,2738,195,864,34,162,27,4020,1386,22,361,5,35,3,1812,927,8,190,0,16,6,1147,307,4,65,4,6,3,389,92,3,34,0,4,3,136,31,0,5,0,0,0,36,11,3,4,0,0,0,18,45,12,20,4,5,4,90,123,74,99,20,23,20,359,6475,1241,2289,255,411,206,10877,18,122,144,15,18,124,441,11,409,35,45,27,3,530,86,287,199,47
LGA22250,12,75,109,0,131,53,380,41,38,101,0,16,0,196,122,29,147,0,17,4,319,5,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,8,4,14,20,0,8,3,49,184,165,391,0,175,60,975,3,59,75,9,51,74,271,19,17,41,0,16,3,96,190,40,150,0,27,3,410,51,5,29,0,3,4,92,6,3,5,0,0,0,14,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,3,0,6,5,12,10,0,8,3,38,277,140,319,9,108,87,940,3,29,81,3,44,56,216,7,32,23,0,12,0,74,150,37,104,3
