region_id,C06_CF_1P1NW_200_399,C06_CF_1P1NW_400_599,C06_CF_1P1NW_600_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_Tot,C06_CF_1A1NW_N,C06_CF_1A1NW__1_199,C06_CF_1A1NW_200_399,C06_CF_1A1NW_400_599,C06_CF_1A1NW_600_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_Tot,C06_CF_BA_N,C06_CF_BA_1_199,C06_CF_BA_200_399,C06_CF_BA_400_599,C06_CF_BA_600_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_more,C06_CF_BA_Ns,C06_CF_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_199,C06_CF_BNW_200_399,C06_CF_BNW_400_599,C06_CF_BNW_600_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_199,C06_CF_LFns_200_399,C06_CF_LFns_400_599,C06_CF_LFns_600_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_C_f_c_T_Fi_N,C06_C_f_c_T_Fi_1_199,C06_C_f_c_T_Fi_200_399,C06_C_f_c_T_Fi_400_599,C06_C_f_c_T_Fi_600_799,C06_C_f_c_T_Fi_800_999,C06_CF_c_T_Fi_1000_1499,C06_CF_c_T_Fi_1500_1999,C06_CF_c_T_Fi_2000_2499,C06_CF_c_T_Fi_2500_2999,C06_CF_c_T_Fi_3000_more,C06_C_f_with_c_TFI_Ns,C06_C_f_with_c_T_T,C06_1PF_F_N,C06_1PF_F_1_199,C06_1PF_F_200_399,C06_1PF_F_400_599,C06_1PF_F_600_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_more,C06_1PF_F_Ns,C06_1PF_F_Tot,C06_1PF_P_N,C06_1PF_P_1_199,C06_1PF_P_200_399,C06_1PF_P_400_599,C06_1PF_P_600_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_more,C06_1PF_P_Ns,C06_1PF_P_Tot,C06_1PF_A_N,C06_1PF_A_1_199,C06_1PF_A_200_399,C06_1PF_A_400_599,C06_1PF_A_600_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_more,C06_1PF_A_Ns,C06_1PF_A_Tot,C06_1PF_U_N,C06_1PF_U_1_199,C06_1PF_U_200_399,C06_1PF_U_400_599,C06_1PF_U_600_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_more,C06_1PF_U_Ns,C06_1PF_U_To,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_199,C06_1PF_N_lf_Fi_200_399,C06_1PF_N_lf_Fi_400_599,C06_1PF_N_lf_Fi_600_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_more,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_the_lf_Tot,C06_1PF_LFns_N,C06_1PF_LFns_1_199,C06_1PF_LFns_200_399,C06_1PF_LFns_400_599,C06_1PF_LFns_600_799,C06_1PF_LFns_800_999,C06_1PF_lf_ns_Fi_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_lf_ns_Fi_2500_2999,C06_1PF_LFns_3000mo,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_199,C06_1PF_TFI_200_399,C06_1PF_TFI_400_599,C06_1PF_TFI_600_799,C06_1PF_TFI_800_999,C06_1PF_T_Fi_1000_1499,C06_1PF_T_Fi_1500_1999,C06_1PF_T_Fi_2000_2499,C06_1PF_T_Fi_2500_2999,C06_1PF_TFI_3000_mr,C06_One_par_f_TFI_Ns,C06_One_parent_f_T_T,C06_TFI_N,C06_TFI_1_199,C06_TFI_200_399,C06_TFI_400_599,C06_TFI_600_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_more,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_199,C11_CFNC_BF_200_399,C11_CFNC_BF_400_599,C11_CFNC_BF_600_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_mr,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_N,C11_CFNC_BPT_1_199,C11_CFNC_BPT_200_399,C11_CFNC_BPT_400_599,C11_CFNC_BPT_600_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499
LGA17650,0,3,5,6,6,0,5,0,0,0,25,0,0,0,3,0,3,5,0,0,0,3,0,14,0,0,0,0,0,3,3,0,0,0,0,3,9,3,0,4,19,14,9,3,0,0,0,0,17,69,0,0,0,0,0,0,0,0,0,0,0,49,49,6,3,11,50,67,69,212,77,50,28,13,131,717,0,0,3,6,7,8,14,5,0,0,0,3,46,0,0,11,16,6,8,0,0,0,0,0,3,44,0,0,4,0,3,0,0,0,0,0,0,3,10,0,0,6,4,0,0,0,0,0,0,0,0,10,5,5,30,34,9,4,11,0,3,0,0,8,109,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,54,60,25,20,25,5,3,0,0,20,222,23,18,84,251,167,132,394,136,84,52,26,206,1573,3,3,0,0,6,14,31,28,29,5,21,0,140,0,0,0,4,4,13,7
LGA17700,0,3,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,14,12,14,45,14,7,3,9,20,138,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,8,4,4,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,4,0,0,0,3,0,0,7,39,5,4,15,63,39,20,83,29,18,9,9,46,340,5,0,0,4,3,7,3,5,6,4,0,0,37,0,0,0,3,3,0,0
LGA17750,8,36,39,29,51,10,3,5,0,18,199,0,0,0,14,13,10,26,9,3,3,0,12,90,0,0,0,4,0,5,10,14,6,4,0,17,60,4,14,21,81,77,50,75,22,6,3,3,44,400,0,0,0,0,5,4,8,3,0,0,3,413,436,22,21,56,219,359,444,1765,1225,640,423,369,1006,6549,0,3,20,91,117,120,216,68,23,11,0,88,757,0,10,101,164,83,50,55,12,0,0,0,45,520,0,0,11,13,4,11,7,6,0,0,0,16,68,4,10,80,43,12,5,10,0,0,6,0,22,192,9,20,304,269,124,66,81,17,3,11,4,113,1021,0,0,10,3,0,0,3,0,0,0,0,46,62,13,43,526,583,340,252,372,103,26,28,4,330,2620,76,132,668,1742,1315,1033,3523,1915,1046,646,534,1809,14439,5,7,7,5,24,65,240,355,397,158,219,17,1499,0,3,4,15,22,46,42
LGA17800,4,0,4,3,6,3,0,0,0,0,20,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,3,4,0,0,0,0,3,10,0,0,0,3,3,5,3,0,0,0,0,9,23,0,0,0,0,0,0,5,0,0,3,0,15,23,5,4,8,26,49,56,158,70,18,16,12,82,504,0,0,0,6,8,3,3,5,0,0,0,4,29,0,0,7,6,0,0,5,0,0,0,0,0,18,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,6,3,3,7,13,0,0,6,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,17,25,8,9,14,5,0,0,0,7,94,31,24,43,189,125,99,305,116,39,20,21,148,1160,5,3,3,3,4,10,21,27,12,3,5,3,99,3,0,0,3,3,3,4
LGA17850,0,0,3,0,4,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,3,3,9,0,0,3,11,4,3,8,0,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,14,14,6,0,9,32,45,35,93,38,24,7,16,63,368,0,0,3,0,6,3,4,0,0,0,0,6,22,0,0,7,7,3,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,9,0,0,4,10,3,4,6,0,0,0,0,10,37,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,17,17,15,10,13,0,0,0,0,16,91,21,12,45,139,116,66,205,64,36,18,28,125,875,10,4,0,4,6,9,13,17,16,8,9,4,100,0,0,0,0,0,7,7
LGA17900,8,13,0,3,8,0,0,0,0,5,37,0,3,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,5,0,0,0,5,3,3,9,47,20,8,15,3,0,0,0,18,126,0,0,0,0,0,0,0,0,0,0,0,56,56,6,12,21,81,58,56,142,47,22,16,15,155,631,0,3,4,6,5,8,3,0,3,0,0,9,41,0,0,20,17,4,3,6,0,0,0,0,0,50,0,0,0,0,0,3,3,0,0,0,0,6,12,0,0,10,7,3,3,3,0,0,0,0,3,29,3,3,79,46,23,3,7,5,0,0,0,23,192,0,0,0,0,0,0,0,0,0,0,0,15,15,3,6,113,76,35,20,22,5,3,0,0,56,339,24,45,148,321,159,108,274,111,53,31,36,290,1600,7,3,0,3,3,14,33,22,27,15,33,7,167,0,0,0,4,3,4,0
LGA17950,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,6,0,3,5,3,4,0,6,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,26,26,9,6,5,15,32,17,78,31,21,8,3,76,301,0,0,3,5,5,0,0,0,0,0,0,7,20,0,0,3,5,7,4,0,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,9,0,3,23,6,6,4,6,5,3,0,3,6,65,0,0,0,0,0,0,0,0,0,0,3,4,7,0,3,38,19,18,8,6,5,3,0,6,17,123,18,18,47,98,93,39,164,67,42,17,15,129,747,4,0,0,5,0,9,13,19,23,7,8,7,95,0,0,0,0,0,3,5
LGA18000,22,50,60,55,138,103,63,83,57,90,730,0,0,3,11,12,8,61,30,8,49,19,52,253,0,0,0,4,7,11,30,29,22,22,47,43,215,19,13,20,72,70,79,203,169,68,63,55,193,1024,0,0,3,4,6,4,16,11,6,11,0,939,1000,59,43,82,292,473,582,2793,2595,1892,2884,3290,2668,17653,5,3,20,89,135,149,444,231,112,123,57,222,1590,3,6,128,249,182,99,212,85,36,16,10,119,1145,3,3,9,16,11,12,25,24,4,3,5,27,142,3,3,30,27,13,3,10,4,4,0,0,14,111,41,29,220,221,163,144,271,94,45,37,17,197,1479,0,3,3,5,3,3,8,3,0,3,0,39,70,55,47,410,607,507,410,970,441,201,182,89,618,4537,237,225,660,2243,2107,1648,6626,4769,3538,4158,4981,4387,35579,7,8,0,4,3,40,256,540,929,452,1560,62,3861,4,0,5,25,49,115,128
LGA18020,4,21,9,4,6,4,0,0,0,8,56,0,0,0,4,10,0,3,0,0,0,0,3,20,0,3,0,0,0,0,6,0,3,0,0,3,15,0,0,9,43,35,19,16,4,3,0,0,15,144,0,0,0,0,0,0,0,0,0,0,0,59,59,4,7,35,101,141,92,262,91,50,26,26,175,1010,0,0,7,17,12,14,16,6,0,0,0,8,80,0,3,20,19,7,4,7,0,0,0,0,3,63,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,11,6,0,0,0,0,0,0,0,0,17,3,5,81,54,24,11,7,0,0,0,0,20,205,0,0,0,0,3,0,0,0,0,0,0,11,14,3,8,119,100,46,29,30,6,0,0,0,42,383,29,59,195,539,358,188,532,163,82,46,52,345,2588,7,13,4,9,19,26,32,33,32,16,22,4,217,0,3,0,6,7,10,6
LGA18050,4,12,17,19,41,23,13,24,21,31,205,0,0,3,5,3,6,9,6,4,11,3,21,71,0,0,0,0,0,3,11,3,3,10,16,10,56,7,6,11,15,21,23,48,44,25,19,22,56,297,3,0,3,3,3,0,9,3,3,3,0,338,368,22,15,33,76,123,164,632,594,477,885,1376,928,5325,0,3,10,29,42,35,164,80,30,64,22,60,539,6,3,28,80,70,40,73,16,10,9,11,40,386,0,3,3,6,7,6,13,0,3,3,3,13,60,3,3,27,21,5,0,0,0,3,3,0,8,73,31,14,88,89,62,43,110,39,13,20,7,91,607,0,0,0,7,0,0,3,4,0,3,0,21,38,40,26,156,232,186,124,363,139,59,102,43,233,1703,134,88,246,774,626,490,1900,1384,1205,1579,2595,1780,12801,13,0,0,3,3,14,90,211,455,298,1430,26,2543,0,3,0,11,23,49,62
LGA18100,0,6,4,3,4,0,0,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,3,13,13,6,3,0,3,0,3,4,48,0,0,3,0,3,0,0,0,0,0,0,26,32,3,6,13,40,57,43,97,40,18,7,15,67,406,0,0,5,0,7,4,3,0,0,0,0,0,19,0,0,9,10,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,3,11,20,5,5,0,3,0,0,0,15,65,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,29,30,17,9,6,3,0,0,0,15,115,18,26,55,211,147,82,208,66,32,17,27,114,1003,3,3,3,8,3,11,21,6,15,7,6,0,86,0,0,0,3,3,6,7
LGA18150,3,13,10,8,9,3,4,0,0,7,57,0,0,0,3,0,5,3,3,0,0,0,0,14,0,0,0,0,0,0,3,5,0,0,0,3,11,0,5,11,25,25,13,9,0,0,3,0,20,111,0,0,3,0,0,0,3,0,0,0,0,63,69,0,5,23,67,78,68,189,116,53,24,24,156,803,0,3,0,6,17,9,20,5,0,0,0,7,67,0,0,23,15,9,11,7,3,0,5,0,7,80,0,0,3,3,0,0,3,0,0,0,0,3,12,0,3,11,16,0,3,6,0,0,0,0,3,42,4,4,93,54,29,14,11,0,3,0,0,30,242,0,0,0,3,3,0,0,0,0,0,0,12,18,4,10,130,97,58,37,47,8,3,5,0,62,461,17,40,177,418,245,156,412,180,89,46,46,313,2139,0,6,0,4,6,11,29,22,37,11,32,8,166,3,0,0,0,6,12,10
LGA18200,3,11,3,3,3,0,0,0,0,0,23,0,0,0,0,4,5,0,0,0,0,0,5,14,0,0,0,0,0,0,3,3,3,0,0,0,9,0,3,6,13,12,5,10,3,0,0,0,15,67,0,0,0,0,0,0,4,0,0,0,0,54,58,3,3,21,59,58,83,199,102,64,25,28,140,785,0,0,8,5,13,9,11,0,0,0,3,7,56,0,0,11,16,8,0,7,0,0,0,3,5,50,0,0,5,0,0,0,0,0,0,0,0,4,9,0,0,3,4,4,0,0,0,0,0,0,4,15,8,4,42,29,8,5,8,5,0,0,0,18,127,0,0,0,0,3,4,0,3,0,0,0,6,16,8,4,69,54,36,18,26,8,0,0,6,44,273,27,42,107,293,181,151,407,164,94,40,59,257,1822,11,0,0,8,4,15,39,39,27,13,16,3,175,0,0,0,0,6,0,5
LGA18250,17,29,31,31,63,33,24,30,45,39,345,0,0,7,8,12,6,18,12,3,37,13,17,133,0,3,0,0,0,0,3,16,8,9,20,19,78,42,13,32,36,40,46,91,71,36,43,53,104,607,0,0,3,5,0,0,6,6,3,7,3,572,605,57,29,78,160,226,213,849,802,565,1524,2319,1267,8089,3,0,4,29,44,50,166,91,40,102,29,87,645,8,3,46,56,51,39,72,31,12,17,4,58,397,4,0,3,3,3,3,12,5,6,7,4,4,54,6,7,19,6,6,0,5,0,0,4,0,10,63,111,31,117,99,68,59,140,50,20,27,27,102,851,0,0,3,0,0,0,4,0,0,0,0,21,28,132,41,192,193,172,151,399,177,78,157,64,282,2038,282,156,344,813,750,587,2240,1639,1261,2408,3753,2079,16312,4,3,4,3,8,14,62,161,332,228,1124,10,1953,3,3,3,17,21,36,52
LGA18350,5,34,36,31,45,24,3,11,4,21,218,3,0,0,3,6,13,34,9,3,6,4,19,100,0,0,0,0,4,0,10,7,8,0,5,14,48,5,10,12,46,40,26,45,25,4,6,0,35,254,0,3,0,0,3,9,3,3,3,3,0,285,312,15,21,36,146,242,332,1223,817,452,388,315,800,4787,3,7,14,37,54,45,121,36,11,12,5,45,390,3,3,75,137,67,49,42,15,3,4,3,70,471,3,0,10,15,3,3,9,0,0,0,0,7,50,0,3,36,33,6,0,3,0,0,0,0,15,96,6,14,174,135,80,39,60,14,10,5,4,80,621,3,0,0,0,3,0,3,0,0,0,0,23,32,18,27,309,357,213,136,238,65,24,21,12,240,1660,86,123,446,1330,1101,797,2659,1386,791,659,580,1493,11451,3,6,3,9,14,34,119,164,164,82,189,20,807,0,5,0,14,27,55,58
LGA18400,7,32,42,30,49,17,9,11,8,21,226,0,3,3,3,12,9,23,12,7,3,4,23,102,0,0,0,3,3,0,11,14,15,6,5,24,81,5,10,19,47,48,39,59,39,11,9,3,61,350,0,0,0,0,4,7,9,3,0,0,3,265,291,14,24,45,156,258,322,1466,1104,694,540,485,914,6022,4,0,4,36,53,50,116,51,21,14,6,46,401,0,4,46,93,59,29,47,12,3,3,3,17,316,0,0,7,10,5,3,4,0,0,0,0,10,39,0,5,30,27,4,5,8,0,0,0,0,4,83,5,9,122,122,56,34,58,16,7,0,3,55,487,0,0,0,3,3,0,3,0,0,0,0,16,25,9,18,209,291,180,121,236,79,31,17,12,148,1351,66,107,339,1023,826,634,2510,1606,1055,734,642,1358,10900,8,3,0,5,6,21,87,175,227,109,224,27,892,0,0,0,8,15,23,32
LGA18450,53,154,130,118,217,107,36,32,21,105,984,0,3,3,36,42,45,124,62,17,30,8,73,443,0,0,3,3,5,11,59,66,40,25,31,49,292,39,22,109,387,483,268,454,239,81,39,35,297,2453,3,5,3,12,20,12,33,13,3,4,4,1137,1249,75,62,227,813,1189,1308,4864,3994,2500,2050,1882,3240,22204,0,3,42,134,214,244,572,231,91,78,28,238,1875,5,15,312,476,291,129,233,52,19,14,3,166,1715,0,0,28,32,29,20,47,21,10,4,0,34,225,7,15,303,157,44,21,16,5,0,0,0,50,618,57,71,1008,939,443,263,386,106,31,21,8,386,3719,4,0,8,10,9,6,12,3,0,3,0,134,189,73,104,1701,1748,1030,683,1266,418,151,120,39,1008,8341,337,505,2258,7129,4508,2872,9516,6142,3901,2999,2637,5690,48494,7,3,3,6,25,67,296,535,890,431,959,32,3254,0,7,9,28,64,91,129
LGA18500,3,7,10,10,22,8,12,28,62,30,192,0,3,0,0,3,3,6,9,0,28,11,20,83,0,0,0,0,3,0,4,0,5,3,25,17,57,7,3,9,9,8,15,26,26,15,17,54,41,230,0,0,3,4,0,0,3,3,0,10,3,355,381,19,9,18,47,59,70,281,323,298,859,1729,949,4661,0,0,5,15,28,25,85,53,20,96,42,68,437,0,0,20,44,34,18,65,27,13,26,10,53,310,0,0,3,0,3,3,11,4,3,6,3,10,46,5,3,3,7,3,3,3,0,0,0,0,10,37,41,10,36,46,29,36,79,33,23,38,26,83,480,0,0,0,0,3,0,0,0,0,0,0,17,20,46,13,67,112,100,85,243,117,59,166,81,241,1330,109,58,122,329,302,272,1147,946,884,1715,3674,1806,11364,8,3,0,4,5,14,53,87,244,180,1224,26,1848,0,3,0,6,11,22,35
LGA18550,40,141,152,129,219,62,14,17,13,78,870,0,3,3,27,36,51,117,34,7,20,3,49,350,0,0,3,3,3,3,38,38,23,11,6,53,181,8,15,72,328,328,195,279,94,39,12,14,188,1572,0,3,0,8,16,4,16,6,3,5,0,781,842,36,45,169,720,1048,1249,4435,2644,1419,909,615,2364,15653,3,3,24,150,221,198,433,147,37,18,4,181,1419,0,30,282,572,283,144,196,52,10,4,8,178,1759,0,3,33,38,30,16,24,5,3,5,0,37,194,7,17,232,203,40,25,17,5,0,0,0,73,619,38,59,916,961,413,225,268,61,20,5,3,329,3298,0,0,8,19,14,5,5,0,0,0,4,119,174,48,112,1495,1943,1001,613,943,270,70,32,19,917,7463,211,407,1916,6769,4200,2721,8384,4155,2174,1284,904,4502,37627,10,6,0,11,16,80,379,539,703,247,395,25,2411,3,6,8,37,60,82,121
LGA18710,3,9,10,11,12,5,4,5,0,12,71,0,0,0,5,0,5,11,5,3,0,0,8,37,0,0,0,0,0,0,5,4,0,3,5,4,21,0,0,0,17,21,9,15,4,4,0,0,15,85,0,0,0,0,0,3,3,0,3,0,0,80,89,0,5,9,52,80,102,367,263,197,183,219,258,1735,0,3,0,10,6,15,38,22,3,3,3,17,120,0,0,25,25,17,10,12,0,0,3,4,0,96,0,0,0,0,0,0,0,0,0,3,0,9,12,0,0,10,0,0,0,4,0,0,0,0,6,20,3,0,44,37,16,10,18,0,0,3,0,17,148,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,79,72,39,35,72,22,3,12,7,53,400,26,36,117,317,241,217,768,453,342,285,387,463,3652,3,3,0,4,10,7,30,61,96,76,187,4,481,3,3,0,3,12,15,17
LGA18750,6,11,15,5,5,3,3,0,0,6,57,0,0,0,0,6,10,6,0,0,0,0,7,29,3,0,0,0,3,0,3,0,0,3,3,5,20,0,6,8,33,28,12,18,7,0,0,0,14,126,0,0,0,0,0,3,7,0,3,0,0,66,79,12,6,23,88,148,130,393,211,79,39,47,207,1383,7,3,0,19,15,11,31,5,0,0,0,13,104,3,0,29,49,12,7,10,0,0,0,0,5,115,0,0,0,7,0,0,0,0,0,0,0,3,10,0,0,18,9,3,3,0,0,0,0,0,8,41,0,3,70,68,32,19,27,5,0,0,0,15,239,0,0,0,0,0,0,0,0,0,0,0,9,9,10,6,117,152,62,40,68,10,0,0,0,53,518,53,34,172,587,382,233,751,303,122,61,62,380,3140,3,0,0,4,7,17,46,55,37,12,32,8,221,3,3,0,8,8,14,8
LGA19399,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,12,12,0,4,3,9,16,10,21,9,6,6,0,41,125,3,0,3,3,3,0,3,0,0,0,0,0,15,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,6,0,3,3,0,0,0,3,27,6,11,17,33,40,18,57,21,9,10,4,68,294,5,0,0,4,0,7,7,13,7,0,3,0,46,0,0,0,0,0,4,6
LGA20110,0,16,22,8,14,6,0,0,0,7,77,0,0,0,0,3,3,9,3,0,0,0,3,21,0,0,0,3,0,0,10,0,3,0,0,0,16,4,0,7,20,14,15,12,11,0,0,0,14,97,0,0,0,3,0,0,0,0,0,0,0,99,102,10,8,17,91,101,122,382,197,60,28,28,240,1284,0,0,3,14,16,12,19,0,0,7,0,17,88,0,0,34,39,12,13,12,0,4,0,0,11,125,0,0,3,6,0,0,0,0,0,0,0,4,13,0,0,6,6,5,0,0,0,0,0,0,0,17,0,5,35,39,18,13,7,5,0,3,0,21,146,0,0,0,0,3,0,0,0,0,0,0,8,11,0,5,81,104,54,38,38,5,4,10,0,61,400,29,49,138,562,389,247,771,319,128,67,52,437,3188,0,5,3,3,9,25,46,62,63,14,24,8,262,3,0,0,6,11,16,20
LGA20260,3,0,19,5,5,9,0,0,0,3,44,0,0,3,4,3,3,7,3,0,0,3,0,26,0,0,0,3,3,0,3,3,0,0,0,3,15,0,0,4,34,30,16,14,3,0,0,0,13,114,0,0,0,0,0,0,0,0,0,0,0,60,60,5,3,17,73,128,110,314,178,78,31,30,193,1160,3,0,6,11,18,14,18,5,0,3,0,5,83,0,0,23,31,16,8,8,0,0,0,3,9,98,0,0,3,0,4,3,0,0,0,0,0,3,13,0,3,15,7,4,0,3,0,0,0,0,0,32,0,3,58,48,21,7,14,5,0,0,0,19,175,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,105,97,63,32,43,10,0,3,3,40,405,19,28,152,517,407,234,707,302,136,67,54,345,2968,3,3,0,11,13,24,48,57,55,15,15,12,256,0,3,0,9,0,14,16
LGA20570,16,69,95,55,89,30,13,3,0,41,414,0,0,4,13,17,28,50,12,3,3,0,23,153,3,0,0,0,3,5,29,24,11,6,8,22,111,5,13,24,173,170,110,139,46,7,8,3,84,782,0,3,4,12,11,5,13,4,0,4,0,421,477,21,26,76,413,665,771,2652,1600,805,528,404,1284,9245,3,0,21,96,183,132,251,82,14,18,3,127,930,0,5,167,336,180,75,112,15,4,3,0,85,982,0,0,17,28,8,13,19,3,3,0,0,16,107,8,7,139,66,18,5,4,3,3,0,0,23,276,14,32,512,469,197,105,134,23,9,10,3,186,1694,0,0,3,6,3,3,3,0,0,0,0,66,84,25,44,859,1001,589,333,523,126,33,31,6,503,4073,102,172,1067,3178,2296,1622,5226,2642,1320,773,620,2509,21527,5,9,0,12,19,66,289,467,544,169,319,37,1936,0,3,3,31,48,75,88
LGA20660,25,73,68,51,143,63,34,31,26,72,595,5,3,6,14,17,17,72,28,8,22,11,43,246,0,0,0,3,8,5,29,27,31,17,31,21,172,18,23,53,133,160,137,236,149,60,30,29,166,1194,0,0,8,8,4,6,28,4,3,5,7,676,749,32,49,137,391,599,715,3054,2575,1757,1650,1760,2160,14879,4,4,17,76,147,165,451,212,95,80,38,208,1497,3,11,134,282,200,116,151,43,22,12,0,123,1097,3,3,16,16,17,8,27,9,5,0,0,23,127,4,5,68,36,18,10,5,3,0,0,3,26,178,37,30,430,325,221,152,305,85,34,18,11,219,1867,0,3,6,4,4,3,10,3,3,0,0,61,97,51,56,671,739,607,454,949,355,159,110,52,660,4863,186,279,954,2887,2401,1787,6305,4280,2945,2438,2423,3724,30609,6,3,0,8,11,41,202,407,768,401,877,44,2768,0,8,5,18,44,68,104
