region_id,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot
LGA10050,34,22,9,10,9,0,0,0,3,44,159,247,353,1160,1250,713,1034,795,305,57,27,42,198,6181
LGA10110,10,13,3,3,7,12,5,0,3,14,82,206,136,365,659,371,532,453,272,30,6,19,104,3153
LGA10150,4,4,0,3,14,23,3,5,0,24,93,160,107,146,210,178,380,1257,2331,743,286,242,179,6219
LGA10200,4,8,6,18,48,54,26,6,6,38,238,319,227,303,319,223,674,1724,2550,1418,407,215,331,8710
LGA10250,13,12,3,11,11,18,5,3,10,31,130,265,248,293,386,278,565,1047,1062,257,59,67,142,4669
LGA10300,3,0,0,0,0,0,0,0,0,3,10,71,16,60,68,12,3,0,0,0,0,3,18,251
LGA10350,35,40,9,25,40,85,20,8,9,143,567,1172,1503,1361,1127,542,928,2664,4540,1542,341,179,767,16666
LGA10470,11,15,11,10,9,0,0,0,3,24,101,296,179,454,682,514,790,695,323,43,7,21,128,4132
LGA10550,9,17,9,8,7,0,0,0,0,19,87,267,157,337,663,418,563,438,122,18,5,31,134,3153
LGA10600,7,5,0,4,3,0,0,0,0,3,29,115,61,141,171,161,220,259,127,13,0,10,36,1314
LGA10650,7,4,0,3,0,0,0,0,0,8,28,125,60,187,212,60,57,18,0,6,0,4,34,763
LGA10750,89,63,38,51,104,82,10,5,10,189,821,1362,1839,2173,2215,1567,2679,6573,6281,1589,646,316,1079,28319
LGA10800,0,3,0,3,0,0,0,0,0,5,15,132,32,98,91,41,47,24,0,3,3,6,39,516
LGA10850,5,6,0,0,0,0,0,0,0,3,17,69,48,90,171,66,64,37,12,3,3,3,30,596
LGA10900,14,13,11,5,16,3,0,0,0,29,103,255,73,310,474,448,961,1538,877,233,49,55,170,5443
LGA10950,3,0,0,0,0,0,3,0,0,3,15,78,21,74,75,37,24,4,7,6,0,0,25,351
LGA11000,0,3,0,0,0,0,0,0,0,3,6,61,17,55,44,15,3,3,0,0,0,6,15,219
LGA11050,4,0,0,0,0,0,0,0,3,3,13,60,14,28,54,20,3,3,3,0,0,6,10,201
LGA11100,7,4,3,6,12,16,6,5,6,37,150,305,547,315,245,111,293,883,1138,513,540,265,216,5371
LGA11150,0,4,0,0,0,0,0,0,0,0,12,166,34,67,73,19,6,6,3,0,0,6,24,404
LGA11200,3,0,0,0,0,0,0,0,0,3,15,160,47,78,18,0,0,0,3,0,0,0,34,340
LGA11250,11,20,3,3,4,0,0,0,0,16,61,208,59,401,500,175,102,69,19,9,9,24,82,1657
LGA11300,3,0,5,3,5,27,12,4,3,15,84,173,130,126,119,74,235,386,1150,895,310,228,165,3991
LGA11350,9,6,0,3,4,9,3,5,8,25,80,228,51,170,266,215,303,589,995,439,191,192,130,3769
LGA11400,3,7,3,0,0,3,0,0,0,10,33,236,41,165,217,80,68,44,19,0,3,3,55,931
LGA11450,3,3,4,4,6,11,5,0,3,19,62,150,131,107,116,90,201,627,1116,561,117,40,113,3369
LGA11500,44,37,20,35,65,18,0,4,6,112,436,659,1073,1409,1355,912,2096,3750,2105,367,57,75,593,14451
LGA11520,7,3,0,3,9,19,15,8,16,35,133,369,295,237,182,175,191,531,1656,2348,1705,1426,270,9385
LGA11550,19,15,19,37,101,63,15,8,12,81,449,741,898,823,836,622,1910,5161,3250,1345,433,249,622,16890
LGA11600,0,4,0,0,0,0,0,0,0,0,14,140,18,51,72,11,0,3,3,0,0,0,27,325
LGA11700,4,0,0,0,0,0,0,0,0,0,7,173,28,98,17,3,6,3,0,0,3,4,19,354
LGA11720,13,25,21,16,10,3,0,0,4,46,164,288,213,398,716,496,1018,895,370,46,5,35,182,4662
LGA11730,31,25,14,28,19,3,3,0,0,38,179,389,180,554,878,601,1009,904,220,53,13,55,160,5016
LGA11750,0,3,0,0,0,0,0,0,0,5,14,150,46,180,147,54,58,36,7,6,6,9,39,738
LGA11800,32,41,14,14,19,16,0,0,0,63,238,432,419,603,1008,772,1365,1945,1283,255,50,78,311,8521
LGA11860,0,0,3,0,0,0,0,0,0,3,10,76,5,23,10,6,0,0,0,0,0,0,12,132
LGA12000,4,0,0,0,0,0,0,0,0,0,4,55,31,50,56,16,24,6,4,0,0,3,12,257
LGA12050,3,3,5,3,0,0,0,0,3,8,28,82,65,183,191,118,150,77,28,3,6,14,34,951
LGA12150,7,3,0,0,3,0,0,0,0,5,29,144,33,167,90,11,10,6,4,0,0,4,32,501
LGA12200,5,4,0,0,0,0,0,0,0,14,27,96,63,154,186,56,48,31,3,3,0,9,31,680
LGA12300,9,5,3,4,0,0,0,0,0,10,34,96,34,184,253,128,181,63,7,12,6,6,42,1012
LGA12350,16,11,0,0,0,0,0,0,0,7,42,149,94,274,410,129,88,26,12,3,4,10,35,1234
LGA12500,22,5,0,3,0,0,0,0,0,11,51,52,46,272,254,62,58,23,9,0,0,6,33,815
LGA12600,22,23,10,12,10,3,0,3,0,26,138,257,233,670,869,545,818,497,212,14,6,30,160,4311
LGA12700,0,5,0,4,0,0,0,0,0,5,18,101,19,66,118,70,99,52,20,3,0,4,32,584
LGA12750,24,25,19,19,12,3,0,0,0,28,144,278,144,410,614,493,847,619,221,25,3,38,127,3819
LGA12850,47,35,36,52,61,77,10,0,7,118,515,889,1001,1360,1371,1092,2364,3572,3940,717,142,125,727,17300
LGA12900,4,7,3,3,0,0,0,0,0,12,38,163,83,237,339,75,43,22,3,0,0,10,60,1035
LGA12950,4,3,0,0,0,0,0,0,0,3,16,80,51,144,123,23,3,0,3,0,0,9,16,452
LGA13010,8,6,3,0,0,0,0,0,0,5,36,100,42,235,257,114,74,16,0,0,3,9,52,902
LGA13050,10,0,0,0,0,0,0,0,0,0,14,76,18,100,103,67,59,44,8,0,0,6,23,504
LGA13100,49,36,27,48,46,28,4,0,3,122,441,685,777,968,1296,1062,2428,4329,2807,769,233,190,481,16025
LGA13310,15,10,9,5,11,0,3,0,0,26,108,230,221,458,646,381,500,331,79,15,9,22,120,3012
LGA13320,13,23,6,9,13,3,4,0,0,21,112,258,108,353,781,427,687,738,254,31,21,38,145,3841
LGA13340,7,3,3,0,0,0,0,0,0,7,27,137,30,141,163,67,54,38,5,0,3,7,46,691
LGA13380,26,37,20,25,5,0,0,0,0,36,167,321,229,614,1108,606,1044,610,140,12,9,42,166,4901
LGA13450,17,21,6,7,5,4,0,0,0,17,102,283,122,432,629,372,442,188,101,7,6,11,116,2709
LGA13500,3,3,0,0,0,0,0,0,0,0,12,90,22,51,81,47,21,0,0,0,0,3,15,330
LGA13550,8,11,3,4,3,3,0,0,0,8,46,165,47,217,283,181,198,119,62,12,9,15,74,1382
LGA13650,0,0,0,3,0,0,0,0,0,3,9,73,9,85,104,43,25,7,0,0,0,3,28,377
LGA13660,3,3,0,0,0,0,0,0,0,4,18,186,31,121,84,24,9,3,3,0,0,0,38,499
LGA13700,3,3,0,0,0,0,0,0,0,0,9,79,13,80,79,22,11,6,0,0,0,6,17,313
LGA13800,15,16,3,14,20,10,4,0,0,27,122,314,104,337,461,463,678,1365,965,203,81,66,202,5239
LGA13850,5,3,0,0,0,0,0,0,0,3,11,76,20,135,83,9,11,0,6,3,6,3,27,379
LGA13950,21,14,12,9,26,39,17,3,4,69,272,490,728,594,580,364,705,2851,3780,782,159,99,432,11564
LGA14000,10,4,3,3,13,20,20,10,13,60,188,577,264,335,333,232,453,1028,3147,2386,943,725,398,10821
LGA14100,5,5,0,0,3,3,5,3,0,4,39,91,138,61,43,16,57,99,163,144,115,208,40,1175
LGA14150,9,11,5,6,11,32,6,4,3,52,181,362,403,303,327,216,477,1377,2325,1171,376,216,331,7884
LGA14200,11,14,8,0,4,0,0,0,0,15,66,262,100,319,361,176,282,99,41,12,4,12,80,1748
LGA14250,0,0,0,0,0,0,0,0,0,3,8,44,13,33,15,3,0,0,0,0,0,3,18,129
LGA14300,3,5,0,0,0,0,0,0,0,3,14,75,26,83,107,64,47,19,3,0,0,6,25,455
LGA14350,9,24,16,19,3,0,0,0,0,19,103,235,111,405,759,473,555,270,81,40,3,28,112,3072
LGA14400,0,4,0,7,3,3,0,0,0,3,23,98,29,52,111,111,201,377,393,100,27,28,50,1577
LGA14450,0,0,3,3,12,24,20,3,3,22,97,236,75,88,128,100,229,823,1854,981,329,199,207,5249
LGA14500,4,0,0,3,0,4,8,17,22,22,83,276,67,82,61,44,104,227,592,877,836,2136,177,5479
LGA14550,8,0,0,3,0,0,0,0,0,4,18,129,21,149,164,77,148,58,18,6,0,0,32,802
LGA14600,13,0,0,0,0,0,0,0,0,3,24,222,48,267,116,22,13,3,0,0,0,8,37,736
LGA14650,77,51,19,44,50,13,8,4,3,120,484,865,1028,1487,1774,1121,2617,3954,2132,602,114,141,582,16417
LGA14700,4,0,0,0,4,6,5,4,4,11,41,143,112,88,64,38,87,352,1179,623,340,562,99,3687
LGA14750,11,6,6,0,0,3,0,0,0,5,39,143,62,198,331,164,76,36,9,3,0,5,45,1072
LGA14800,3,3,0,6,8,7,9,15,17,38,126,304,399,241,259,193,399,775,1188,1417,1417,1949,245,8786
LGA14850,14,12,5,13,13,4,0,0,4,27,113,302,234,488,767,536,782,1052,358,42,7,25,152,4745
LGA14870,19,15,5,0,4,0,0,0,0,14,64,170,125,337,572,283,224,86,41,5,0,16,65,1924
LGA14900,41,31,22,29,69,56,17,4,5,128,503,956,1095,1152,1032,915,1794,3186,3776,1419,241,152,689,16407
LGA14920,3,5,0,0,0,0,0,0,0,7,27,180,41,186,219,63,71,41,0,0,0,7,55,863
LGA14950,5,0,0,0,0,0,0,0,0,0,5,68,9,39,38,13,9,0,0,0,0,3,6,185
LGA15050,22,18,5,19,23,12,0,0,0,33,166,264,376,583,770,534,958,1570,1014,172,19,36,228,6524
LGA15150,3,3,0,3,10,18,22,7,23,19,125,176,106,93,93,73,96,316,951,1070,787,1721,162,5644
LGA15200,16,17,12,22,17,28,19,3,5,26,191,377,299,364,491,478,1033,2267,3095,2011,1233,1066,321,13035
LGA15270,19,11,16,3,5,0,0,0,3,25,96,262,60,277,392,277,361,316,183,41,3,28,102,2302
LGA15300,22,12,3,3,3,0,0,0,3,16,91,439,71,498,412,120,192,86,46,6,9,12,93,1984
LGA15350,3,0,0,0,7,4,9,10,18,13,69,113,30,34,46,32,64,316,934,700,389,1016,91,3765
LGA15500,0,6,0,4,0,0,0,0,0,5,20,117,15,57,118,63,139,74,26,6,3,12,31,661
LGA15550,7,3,0,0,0,0,0,0,0,0,10,59,8,76,100,20,3,6,0,0,0,0,20,292
LGA15650,4,8,3,7,6,3,0,0,0,18,57,164,58,211,311,211,299,336,312,49,12,24,105,2092
LGA15700,14,12,3,11,0,0,0,0,0,15,63,171,130,326,387,276,344,269,68,6,6,10,71,2064
LGA15750,13,10,3,3,3,3,0,0,0,13,60,259,86,394,292,114,113,95,61,19,0,13,83,1529
LGA15800,5,0,0,0,0,0,0,0,0,11,16,94,37,168,148,35,33,3,7,3,0,3,36,567
LGA15850,0,4,0,0,0,0,0,0,4,7,21,123,49,181,187,77,39,9,3,0,0,10,38,716
LGA15900,54,50,24,32,48,35,7,4,20,126,528,1011,1448,1378,1849,1230,2671,4781,3301,973,374,405,734,20155
LGA15950,5,5,3,3,9,39,40,17,76,49,276,388,228,123,135,147,255,1116,3269,3327,2128,3089,377,14582
LGA16100,3,3,3,3,0,0,0,0,0,3,18,64,36,72,74,70,74,28,5,0,0,0,21,444
LGA16150,16,28,6,10,7,3,5,0,0,48,149,212,251,438,768,454,837,801,471,144,35,73,236,4720
LGA16180,0,0,3,3,3,0,0,0,0,3,12,115,23,38,60,54,93,105,103,50,43,17,25,726
LGA16200,10,11,3,3,0,3,0,0,0,10,50,208,135,387,379,115,154,88,40,4,0,7,72,1589
LGA16250,53,29,16,30,51,72,28,3,17,154,567,1059,1451,1304,1073,613,1269,4466,7340,2208,534,354,884,22555
LGA16350,31,23,22,28,68,30,3,3,9,120,410,698,724,756,1031,1116,2149,4954,3153,543,146,121,585,15976
LGA16370,0,3,4,3,5,3,8,0,12,34,78,242,6,32,55,101,141,302,626,597,471,1066,134,3773
LGA16380,17,37,14,28,15,8,3,0,4,55,208,391,382,546,1053,739,1335,1766,1103,216,43,68,274,7916
LGA16400,23,11,12,15,16,4,0,3,3,52,163,307,311,465,745,766,1266,1506,853,165,43,77,224,6728
LGA16470,12,13,7,6,9,8,12,0,0,25,106,184,176,266,462,389,610,928,911,367,116,77,162,4648
LGA16550,32,29,7,8,28,61,74,47,67,120,574,946,1188,782,642,388,640,1504,4478,4791,2558,3076,767,21760
LGA16610,18,15,9,14,6,0,0,0,4,19,100,188,102,306,467,278,518,418,78,19,0,26,110,2510
LGA16650,14,3,3,13,28,43,24,4,3,46,212,463,290,274,284,256,526,1915,3666,1886,602,396,385,10943
LGA16700,9,10,4,6,27,39,18,14,14,71,256,559,525,516,428,291,671,2232,3754,1965,917,699,465,13022
LGA16900,22,21,7,19,17,10,3,0,3,37,176,268,430,532,661,481,886,1337,898,199,27,40,202,5961
LGA16950,33,36,26,39,18,6,3,0,8,52,260,571,364,960,1492,1236,1950,1560,533,57,26,85,290,9124
LGA17000,3,3,3,9,4,7,3,0,0,23,66,173,123,173,183,173,299,409,433,91,17,21,117,2212
LGA17050,0,3,0,0,0,3,0,0,8,7,25,90,7,60,98,70,90,88,80,38,32,181,60,894
LGA17100,3,0,0,0,7,10,10,0,3,17,67,183,195,120,113,80,112,491,1379,900,287,176,164,4200
LGA17150,23,8,5,12,16,47,15,15,8,91,294,657,652,538,565,506,859,2448,4671,2377,1150,926,478,15827
LGA17200,44,49,18,18,99,155,139,99,243,249,1340,1882,2637,1452,1194,817,1719,3673,6579,7734,6544,9394,1590,45215
LGA17310,29,33,18,26,12,4,0,0,3,31,182,472,257,767,1199,768,1101,1012,340,39,5,41,230,6231
LGA17350,5,0,0,0,0,0,0,0,0,3,15,104,41,135,162,37,15,3,0,0,0,0,21,518
LGA17400,0,10,6,0,0,0,0,0,0,0,23,91,29,163,211,73,42,7,4,0,0,6,22,648
LGA17420,0,0,0,4,3,16,14,10,13,43,116,475,111,219,212,206,240,533,1969,2165,1043,887,336,8396
LGA17450,3,0,0,0,4,0,0,0,0,6,13,66,21,61,98,34,24,15,0,0,0,0,13,332
LGA17500,5,10,4,0,3,0,0,0,0,7,34,174,68,218,284,140,137,82,15,3,0,16,48,1185
LGA17550,25,24,13,22,39,35,11,6,5,62,299,439,373,642,780,589,1180,2456,2196,527,143,153,337,9815
LGA17620,18,5,3,3,0,0,0,0,0,13,54,332,58,220,272,178,183,165,72,0,6,11,111,1608
LGA17640,3,5,0,3,0,0,0,0,0,6,22,139,26,65,95,59,39,22,6,4,0,9,31,495
LGA17650,3,3,3,0,0,0,0,3,0,0,12,99,15,87,104,46,41,28,15,0,3,3,21,462
LGA17700,0,0,3,0,0,0,0,0,0,0,3,37,19,15,9,6,0,0,0,0,0,0,3,89
LGA17750,33,32,15,18,9,3,3,0,5,37,191,433,345,718,1203,786,1258,1337,624,134,27,44,264,7173
LGA17800,5,5,0,0,0,0,0,0,0,3,16,99,20,109,86,14,9,12,3,3,0,3,30,388
LGA17850,3,0,0,0,0,0,0,0,0,3,6,109,19,87,62,21,0,0,0,0,0,6,18,322
LGA17900,18,7,0,0,0,3,0,0,0,6,41,346,76,253,141,27,17,0,12,3,0,6,79,960
LGA17950,8,0,0,0,0,0,0,0,0,3,14,107,40,140,46,8,3,0,0,0,0,0,26,370
LGA18000,16,7,8,6,24,34,30,25,25,68,287,564,389,408,250,210,369,1139,3250,2544,1444,2265,452,13284
LGA18020,11,0,0,3,0,0,0,3,0,5,36,242,62,282,227,26,19,3,3,3,3,6,52,928
LGA18050,10,4,6,4,31,33,30,35,58,64,312,361,209,161,127,124,318,853,2066,2491,1792,3007,383,11892
LGA18100,4,3,0,0,0,0,0,0,0,0,15,86,36,102,59,9,6,0,0,0,0,3,15,316
LGA18150,11,8,3,0,0,0,0,0,0,5,32,132,78,280,212,72,57,6,0,4,0,6,38,885
LGA18200,8,3,4,0,0,0,0,0,0,3,26,143,26,155,200,43,43,13,14,0,4,3,24,668
LGA18250,3,4,4,7,0,17,29,17,47,50,198,344,162,138,119,87,137,325,1548,2364,1203,1956,304,8687
LGA18350,6,23,6,7,11,3,0,4,3,17,93,285,35,271,437,277,583,718,545,186,73,67,137,3614
LGA18400,0,9,5,4,12,3,3,0,0,16,58,242,24,118,185,172,368,500,350,128,51,47,109,2294
LGA18450,66,69,39,56,65,39,18,6,12,168,696,1237,1922,1937,2525,1625,2970,4176,2925,1036,359,279,794,21785
LGA18500,0,0,0,4,9,16,10,9,30,37,126,325,42,72,68,98,234,508,1108,1325,1136,2760,261,7937
LGA18550,56,55,33,77,59,28,9,0,10,107,493,645,624,963,1583,1342,3260,4435,2056,327,95,109,479,15918
LGA18710,0,0,0,0,0,0,0,0,0,5,9,160,8,84,108,85,132,180,123,56,17,9,46,1008
LGA18750,12,8,4,0,0,0,0,0,0,11,39,142,47,202,361,188,189,75,12,6,3,9,44,1278
LGA19399,0,0,0,0,3,0,0,0,0,0,3,65,6,20,8,12,3,7,3,0,0,0,14,138
LGA20110,3,3,0,3,3,0,0,0,0,8,26,142,68,176,314,141,130,63,24,10,15,57,68,1208
LGA20260,4,4,0,3,3,0,0,0,0,8,39,127,72,195,290,81,78,45,18,4,3,6,56,975
LGA20570,58,42,16,27,11,3,4,0,3,63,273,493,572,1450,2135,1416,2355,1298,418,64,31,58,379,10669
LGA20660,18,12,6,18,32,22,4,0,5,73,224,516,549,583,568,495,1258,3088,2137,544,152,179,439,10508
LGA20740,6,12,7,8,13,13,0,0,4,28,106,262,139,234,484,401,623,490,378,162,38,73,205,3489
LGA20830,9,13,11,16,6,0,0,0,3,47,129,304,156,435,583,417,677,450,69,12,12,18,157,3290
LGA20910,19,6,3,11,7,17,11,7,13,53,162,428,352,359,247,157,363,977,1473,907,564,1320,264,7411
LGA21010,5,14,6,0,0,0,0,0,0,6,43,98,100,244,398,211,172,75,12,0,0,9,39,1358
LGA21110,14,21,14,24,44,31,17,6,15,62,269,730,271,427,553,444,1112,3331,4298,2046,996,1672,500,16380
LGA21180,20,35,33,54,103,6,0,3,3,113,408,659,303,681,1312,1183,2893,4614,1025,135,42,183,689,13719
LGA21270,3,0,0,0,0,0,0,0,0,5,16,166,38,129,77,6,3,6,0,0,0,8,29,462
LGA21370,24,18,10,6,3,3,0,0,3,24,114,363,272,627,814,423,496,202,44,4,12,24,144,3425
LGA21450,9,11,9,15,24,6,0,0,3,29,120,292,91,232,334,324,1008,1995,577,68,27,46,196,5190
LGA21610,21,31,17,50,82,22,3,3,3,126,386,586,398,636,817,833,2717,6065,2572,325,68,202,661,15880
LGA21670,8,12,3,3,0,0,0,0,3,13,53,118,90,236,401,113,79,11,4,3,0,6,55,1116
LGA21750,11,10,3,6,3,0,0,0,3,16,59,176,96,285,490,242,252,90,21,3,6,21,102,1784
LGA21830,4,10,3,0,3,0,0,3,3,10,44,333,100,269,348,115,77,29,11,3,3,12,100,1400
LGA21890,43,31,22,41,64,37,9,3,5,125,475,732,885,873,1162,1161,2737,4772,3335,1226,383,389,697,18352
LGA22110,19,26,14,5,3,3,0,3,3,33,148,455,271,580,946,530,602,318,99,20,3,42,158,4024
LGA22170,23,33,24,43,43,10,5,0,6,90,331,440,528,658,1156,1164,2990,3995,1305,260,61,139,427,13123
LGA22250,7,7,0,0,0,0,0,0,0,12,33,214,76,316,225,32,17,9,0,0,0,9,64,962
LGA22310,12,19,12,23,32,43,20,8,5,64,260,629,224,460,656,844,2069,3389,3861,1709,702,794,505,15842
LGA22410,6,10,3,4,6,0,0,0,3,8,48,194,144,310,433,249,189,89,21,9,3,21,80,1742
LGA22490,3,0,0,3,0,0,0,0,0,4,13,101,10,83,63,53,86,88,29,3,0,3,40,559
LGA22620,33,47,22,19,21,9,3,0,3,68,272,547,585,1207,2194,1292,2163,1390,423,72,28,79,365,10345
LGA22670,30,53,28,61,87,12,0,0,11,90,415,608,625,863,1578,1450,3412,4324,1042,114,46,224,658,14944
LGA22750,84,81,36,60,51,16,4,0,12,161,573,1128,956,2089,3117,2263,4230,4132,1866,395,80,179,781,21216
LGA22830,29,45,18,16,12,3,0,3,3,71,242,415,372,913,1613,841,1014,603,183,32,6,37,279,6308
LGA22910,3,3,3,3,3,0,0,0,0,8,29,131,79,152,198,138,193,128,21,6,3,9,41,1099
LGA22980,3,0,0,0,0,0,0,0,4,4,15,97,45,156,91,5,6,3,0,3,0,4,22,432
LGA23110,11,12,8,27,42,7,6,0,5,83,230,365,286,388,620,560,1626,2494,1265,488,152,199,340,8783
LGA23190,11,19,3,7,3,0,0,0,4,16,78,232,128,323,601,164,256,124,51,12,3,16,107,2017
LGA23270,18,21,15,27,74,11,0,3,4,88,289,483,303,535,737,682,1799,4098,1353,138,44,107,475,10754
LGA23350,3,0,0,0,3,3,0,0,0,17,33,113,54,158,237,152,162,83,24,7,0,12,59,1061
LGA23430,19,17,18,27,38,23,7,3,6,59,256,534,424,563,788,786,1871,3390,2555,889,275,249,423,12747
LGA23670,6,10,8,17,33,20,4,3,0,53,183,399,345,409,489,381,1189,2960,2116,313,75,92,374,9142
LGA23810,57,60,12,7,6,0,0,0,3,74,270,470,624,1632,2079,662,763,508,151,18,15,43,277,7242
LGA23940,7,5,0,0,0,0,0,0,0,3,20,185,46,134,86,10,12,3,0,3,3,3,37,522
LGA24130,5,4,6,7,3,3,0,0,3,15,54,215,86,170,258,208,379,446,250,73,7,23,91,2206
LGA24210,3,3,0,4,21,23,6,5,3,28,103,378,70,135,153,147,332,1341,2016,829,268,226,271,6166
LGA24250,8,6,0,0,4,0,0,0,0,5,32,101,22,96,127,67,100,47,12,6,0,11,58,647
LGA24330,18,28,27,30,22,22,9,0,6,59,261,449,558,615,1013,779,1529,2484,2016,545,136,154,373,10651
LGA24410,12,13,13,19,24,3,3,0,5,69,188,317,303,413,509,444,1560,2920,1488,233,57,90,286,8620
LGA24600,20,30,19,89,235,215,154,88,163,158,1259,935,680,670,781,518,1547,3946,6746,4965,2343,2586,921,26638
LGA24650,8,16,11,30,19,14,0,0,0,35,145,234,105,239,561,662,1748,2223,825,84,29,56,232,6998
LGA24780,46,53,16,13,7,0,5,3,3,50,243,551,355,1054,1588,792,839,339,84,21,15,41,238,5917
LGA24850,13,10,3,7,4,4,0,0,0,27,85,189,130,273,520,321,476,405,153,21,9,10,104,2611
LGA24900,14,19,8,7,3,0,0,3,0,29,107,350,158,462,688,298,261,148,39,11,7,12,129,2563
LGA24970,14,5,9,21,46,46,23,10,14,60,271,678,418,633,571,411,1131,3778,4658,1654,467,400,606,15405
LGA25060,34,25,8,7,16,20,4,3,5,71,249,628,642,693,794,694,1436,2983,2580,772,260,228,438,12148
LGA25150,6,9,3,9,9,0,0,0,0,11,62,152,86,202,302,211,313,312,68,9,0,16,92,1763
LGA25250,22,29,18,36,60,33,4,3,7,108,368,865,569,630,1044,1109,2472,4926,4362,1467,445,393,674,18956
LGA25340,29,27,15,35,41,15,5,3,7,103,328,726,399,621,1067,1095,2196,2702,1417,356,129,184,449,11341
LGA25430,3,6,0,4,4,3,0,0,0,4,36,136,95,157,271,164,262,153,34,6,0,0,49,1327
LGA25490,3,9,3,0,0,0,0,0,0,4,29,330,57,163,212,123,131,77,40,12,0,18,57,1220
LGA25620,3,5,4,7,0,0,0,0,0,12,39,140,52,120,192,99,119,54,29,7,0,4,68,884
LGA25710,6,3,0,3,6,3,0,0,3,15,45,152,64,129,97,76,155,422,455,169,44,50,90,1903
LGA25810,12,4,0,0,0,0,0,0,3,15,44,110,82,364,289,80,39,13,11,8,3,24,67,1090
LGA25900,20,27,11,24,58,75,43,26,52,99,494,663,917,661,899,710,2087,4034,5610,3101,1599,2114,620,23015
LGA25990,7,0,0,0,0,0,0,0,0,4,17,89,29,121,92,24,16,5,0,0,0,3,29,408
LGA26080,0,0,0,0,0,0,0,0,0,3,6,38,13,15,24,39,52,68,18,9,0,6,9,291
LGA26170,4,12,5,0,0,3,0,0,0,14,51,331,109,229,412,301,299,139,26,0,0,18,114,1978
LGA26260,10,9,3,0,0,0,3,0,0,11,47,255,131,321,304,166,152,74,30,12,0,5,76,1526
LGA26350,15,17,9,57,46,49,14,13,30,75,367,558,515,459,549,436,1810,3420,4333,2092,1144,1546,502,17364
LGA26430,3,3,5,3,0,0,0,0,0,5,24,134,26,143,191,100,66,28,10,0,0,8,55,761
LGA26490,3,4,3,6,11,3,0,0,3,5,42,198,35,95,178,168,270,406,451,159,38,34,62,2094
LGA26610,27,18,14,0,3,3,0,0,4,23,121,331,184,433,593,296,224,103,22,3,3,15,121,2328
LGA26670,3,3,0,0,0,0,0,0,0,5,14,110,30,114,105,34,34,14,3,0,0,3,29,476
LGA26700,19,21,6,0,0,0,0,0,3,19,82,233,176,377,675,306,320,162,35,5,3,16,134,2442
LGA26730,10,15,15,10,6,5,0,0,4,30,114,197,200,371,667,392,681,684,335,61,13,38,136,3775
LGA26810,24,23,8,10,4,0,0,0,0,17,114,423,203,666,936,407,458,298,87,18,7,25,143,3671
LGA26890,3,0,0,0,0,0,0,0,0,7,13,158,23,77,31,3,0,3,0,0,0,3,29,327
LGA26980,12,15,9,26,24,36,16,0,3,85,255,765,462,687,641,480,1342,3398,3586,1045,281,310,553,13550
LGA27070,12,13,11,18,66,26,4,0,4,64,228,434,114,297,459,446,1497,3877,2024,205,46,146,430,9975
LGA27170,14,20,11,5,4,5,0,0,0,43,120,200,296,517,908,649,968,685,214,39,14,33,185,4708
LGA27260,12,24,17,43,53,7,5,0,11,69,251,345,150,356,795,949,3213,5199,1544,228,72,154,414,13419
LGA27350,28,25,9,22,15,14,10,12,7,72,287,662,989,1034,835,481,1315,1863,3095,2864,1430,1208,538,16314
LGA27450,10,17,14,28,24,8,0,3,4,57,201,560,247,403,714,640,1210,2098,1062,166,47,55,307,7509
LGA27630,10,3,0,0,0,0,0,0,0,8,24,156,45,167,76,6,12,3,0,0,0,3,32,500
LGA29399,0,3,0,0,3,0,0,0,4,3,16,26,3,3,9,3,6,12,6,3,3,165,37,276
LGA30250,0,0,0,0,0,0,0,0,0,0,14,76,64,50,20,0,0,0,0,0,0,0,13,223
LGA30300,4,6,3,0,0,0,0,0,0,5,21,219,34,108,108,49,59,9,6,3,3,6,47,651
LGA30370,6,0,3,0,0,3,0,0,3,21,52,423,144,268,175,134,163,183,139,52,8,21,161,1871
LGA30410,0,0,3,0,0,3,3,0,0,3,15,182,43,51,43,15,8,4,6,6,0,0,48,406
LGA30450,0,0,0,0,0,0,0,0,0,0,4,36,19,0,0,0,0,0,3,0,3,0,6,67
LGA30760,4,0,0,0,0,0,0,0,0,0,4,110,13,73,42,13,4,0,0,0,0,3,21,279
LGA30900,0,0,0,3,0,0,0,0,0,0,3,52,9,27,0,0,3,0,0,0,0,0,9,100
LGA31000,166,188,85,165,348,422,180,108,135,606,2798,6498,3896,5773,6744,4793,9273,26768,43877,15138,5804,5575,3977,138116
LGA31750,4,0,0,0,0,0,0,0,0,0,4,27,7,27,0,0,0,0,0,0,0,0,4,65
LGA31820,39,65,23,54,19,22,5,0,4,82,349,707,336,853,1581,1047,2637,1921,358,72,13,70,356,9951
