region_id,C01_SH_FH_CF_no_ch,C01_SH_FH_CF_w_ch,C01_SH_FH_One_PFam,C01_SH_FH_oth_fa,C01_SH_FH_Tot,C01_SH_LP_H,C01_SH_GH,C01_SH_OH,C01_SH_Tot,C01_SDRTHT1S_FH_CF_no_ch,C01_SDRTHT1S_FH_CF_w_ch,C01_SDRTHT1S_FH_One_PFam,C01_SDRTHT1S_FH_oth_fa,C01_SDRTHT1S_FH_Tot,C01_SDRTHT1S_LP_H,C01_SDRTHT1S_GH,C01_SDRTHT1S_OH,C01_SDRTHT1S_Tot,C01_SDRTHT2S_FH_CF_no_ch,C01_SDRTHT2S_FH_CF_w_ch,C01_SDRTHT2S_FH_One_PFam,C01_SDRTHT2S_FH_oth_fa,C01_SDRTHT2S_FH_Tot,C01_SDRTHT2S_LP_H,C01_SDRTHT2S_GH,C01_SDRTHT2S_OH,C01_SDRTHT2S_Tot,C01_SDRTHT_FH_CF_no_ch,C01_SDRTHT_FH_CF_w_ch,C01_SDRTHT_FH_One_PFam,C01_SDRTHT_FH_oth_fa,C01_SDRTHT_FH_Tot,C01_SDRTHT_LP_H,C01_SDRTHT_GH,C01_SDRTHT_OH,C01_SDRTHT_Tot,C01_F_u_a_1_2_FH_CF_no_ch,C01_F_u_a_1_2_FH_CF_w_ch,C01_F_u_a_1_2_FH_One_PFam,C01_F_u_a_1_2_FH_oth_fa,C01_F_u_a_1_2_FH_Tot,C01_F_u_a_1_2_LP_H,C01_F_u_a_1_2_GH,C01_F_u_a_1_2_OH,C01_F_u_a_1_2_Tot,C01_F_u_a_3_FH_CF_no_ch,C01_F_u_a_3_FH_CF_w_ch,C01_F_u_a_3_FH_One_PFam,C01_F_u_a_3_FH_oth_fa,C01_F_u_a_3_FH_Tot,C01_F_u_a_3_LP_H,C01_F_u_a_3_GH,C01_F_u_a_3_OH,C01_F_u_a_3_Tot,C01_F_u_a_4m_FH_CF_no_ch,C01_F_u_a_4m_FH_CF_w_ch,C01_F_u_a_4m_FH_One_PFam,C01_F_u_a_4m_FH_oth_fa,C01_F_u_a_4m_FH_Tot,C01_F_u_a_4m_LP_H,C01_F_u_a_4m_GH,C01_F_u_a_4m_OH,C01_F_u_a_4m_Tot,C01_F_u_a_a_h_FH_CF_no_ch,C01_F_u_a_a_h_FH_CF_w_ch,C01_F_u_a_a_h_FH_One_PFam,C01_F_u_a_a_h_FH_oth_fa,C01_F_u_a_a_h_FH_Tot,C01_F_u_a_a_h_LP_H,C01_F_u_a_a_h_GH,C01_F_u_a_a_h_OH,C01_F_u_a_a_h_Tot,C01_F_u_a_T_FH_CF_no_ch,C01_F_u_a_T_FH_CF_w_ch,C01_F_u_a_T_FH_One_PFam,C01_F_u_a_T_FH_oth_fa,C01_F_u_a_T_FH_Tot,C01_F_u_a_T_LP_H,C01_F_u_a_T_GH,C01_F_u_a_T_OH,C01_F_u_a_T_Tot,C01_OD_C_c_hb_FH_CF_no_ch,C01_OD_C_c_hb_FH_CF_w_ch,C01_OD_C_c_hb_FH_One_PFam,C01_OD_C_c_hb_FH_oth_fa,C01_OD_C_c_hb_FH_Tot,C01_OD_C_c_hb_LP_H,C01_OD_C_c_hb_GH,C01_OD_C_c_hb_OH,C01_OD_C_c_hb_Tot,C01_OD_Ih_t_s_FH_CF_no_ch,C01_OD_Ih_t_s_FH_CF_w_ch,C01_OD_Ih_t_s_FH_One_PFam,C01_OD_Ih_t_s_FH_oth_fa,C01_OD_Ih_t_s_FH_Tot,C01_OD_Ih_t_s_LP_H,C01_OD_Ih_t_s_GH,C01_OD_Ih_t_s_OH,C01_OD_Ih_t_s_Tot,C01_OD_H_f_so_FH_CF_no_ch,C01_OD_H_f_so_FH_CF_w_ch,C01_OD_H_f_so_FH_One_PFam,C01_OD_H_f_so_FH_oth_fa,C01_OD_H_f_so_FH_Tot,C01_OD_H_f_so_LP_H,C01_OD_H_f_so_GH,C01_OD_H_f_so_OH,C01_OD_H_f_so_Tot,C01_OD_T_FH_CF_no_ch,C01_OD_T_FH_CF_w_ch,C01_OD_T_FH_One_PFam,C01_OD_T_FH_oth_fa,C01_OD_T_FH_Tot,C01_OD_Tot_LP_H,C01_OD_Tot_GH,C01_OD_Tot_OH,C01_OD_T_T,C01_DS_ns_FH_CF_no_ch,C01_DS_ns_FH_CF_w_ch,C01_DS_ns_FH_One_PFam,C01_DS_ns_FH_oth_fa,C01_DS_ns_FH_Tot,C01_DS_ns_LP_H,C01_DS_ns_GH,C01_DS_ns_OH,C01_DS_NS_T,C01_T_FH_CF_no_ch,C01_T_FH_CF_w_ch,C01_T_FH_One_PFam,C01_T_FH_oth_fa,C01_T_FH_Tot,C01_Tot_LP_H,C01_Tot_GH,C01_Tot_OH,C01_T_T,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_Sd_r_t_1_FH_CF_no_ch,C06_Sd_r_t_1_FH_CF_w_ch,C06_Sd_r_t_1_FH_One_PFam,C06_Sd_r_t_1_FH_oth_fa,C06_Sd_r_t_1_FH_Tot,C06_Sd_r_t_1_LP_H,C06_Sd_r_t_1_GH,C06_Sd_r_t_1_OH,C06_Sd_r_t_1_Tot,C06_Sd_r_t_2m_FH_CF_no_ch,C06_Sd_r_t_2m_FH_CF_w_ch,C06_Sd_r_t_2m_FH_One_PFam,C06_Sd_r_t_2m_FH_oth_fa,C06_Sd_r_t_2m_FH_Tot,C06_Sd_r_t_2m_LP_H,C06_Sd_r_t_2m_GH,C06_Sd_r_t_2m_OH,C06_Sd_r_t_2m_Tot,C06_Sd_r_t_T_FH_CF_no_ch,C06_Sd_r_t_T_FH_CF_w_ch,C06_Sd_r_t_T_FH_One_PFam,C06_Sd_r_t_T_FH_oth_fa,C06_Sd_r_t_T_FH_Tot,C06_Sd_r_t_T_LP_H,C06_Sd_r_t_T_GH,C06_Sd_r_t_T_OH,C06_Sd_r_t_T_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch
LGA36910,11659,15574,4291,522,32046,7680,1273,734,41733,208,67,107,26,408,644,84,33,1169,92,26,44,16,178,177,70,19,444,300,93,151,42,586,821,154,52,1613,479,168,391,80,1118,2206,364,191,3879,0,3,5,0,8,37,9,8,62,11,4,0,0,15,26,3,3,47,16,4,12,0,32,51,3,4,90,506,179,408,80,1173,2320,379,206,4078,93,22,15,0,130,231,6,168,535,11,3,0,0,14,7,0,13,34,46,44,11,3,104,36,8,6,154,150,69,26,3,248,274,14,187,723,80,72,23,3,178,140,14,24,356,12695,15987,4899,650,34231,11235,1834,1203,48503,13235,15675,4815,514,34239,8196,1317,1266,45018,533,356,158,37,1084,994,116,64,2258,64,30,38,8,140,136,39,29,344,597,386,196,45,1224,1130,155,93,2602,717,162,395,75,1349,2533,323,242,4447,7,3,5,0,15,27,7,4,53,30,0,0,0,30,54,0,3,87,3,3
LGA36950,68,223,73,5,369,63,12,79,523,0,8,3,0,11,3,0,0,14,6,19,13,0,38,9,4,4,55,6,27,16,0,49,12,4,4,69,40,75,25,0,140,55,18,24,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,75,25,0,140,55,18,24,237,5,0,0,0,5,7,0,67,79,3,0,0,0,3,0,0,75,78,6,6,0,0,12,8,0,0,20,14,6,0,0,20,15,0,142,177,0,3,0,3,6,6,0,6,18,128,334,114,8,584,151,34,255,1024,55,212,100,16,383,99,21,44,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36960,87,398,158,24,667,89,3,26,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,8,0,42,14,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,8,0,42,14,3,0,59,6,10,7,3,26,12,3,5,46,101,434,173,27,735,115,9,31,890,98,453,224,28,803,156,6,24,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,10522,16065,4788,463,31838,5624,1661,924,40047,270,97,198,23,588,696,113,84,1481,291,160,119,23,593,354,157,84,1188,561,257,317,46,1181,1050,270,168,2669,829,274,564,117,1784,2755,557,529,5625,193,45,36,13,287,275,61,128,751,112,16,14,3,145,161,39,148,493,17,13,7,3,40,61,6,4,111,1151,348,621,136,2256,3252,663,809,6980,153,58,25,3,239,301,20,726,1286,6,5,0,0,11,87,6,43,147,26,23,5,0,54,45,9,12,120,185,86,30,3,304,433,35,781,1553,70,61,16,6,153,66,16,88,323,12489,16817,5772,654,35732,10425,2645,2770,51572,12266,16947,5296,534,35043,6464,1930,2067,45504,346,157,191,27,721,988,83,101,1893,127,46,74,14,261,238,67,76,642,473,203,265,41,982,1226,150,177,2535,1092,376,693,115,2276,2851,569,676,6372,203,49,35,8,295,267,71,176,809,257,57,37,5,356,240,71,209,876,0,4
LGA37300,135,294,36,0,465,62,8,31,566,0,3,3,0,6,0,0,3,9,17,8,6,3,34,61,7,12,114,17,11,9,3,40,61,7,15,123,13,0,6,0,19,35,8,21,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,19,35,8,21,83,0,0,0,0,0,0,0,4,4,4,3,0,0,7,3,0,189,199,0,0,0,0,0,0,0,0,0,4,3,0,0,7,3,0,193,203,0,0,0,0,0,0,0,3,3,169,308,51,3,531,161,23,263,978,128,331,44,3,506,65,12,44,627,19,13,0,5,37,12,3,11,63,49,13,5,0,67,62,6,14,149,68,26,5,5,104,74,9,25,212,23,8,5,0,36,19,4,34,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37310,2856,3406,821,94,7177,1785,248,248,9458,15,12,12,0,39,70,5,4,118,5,5,3,0,13,6,0,0,19,20,17,15,0,52,76,5,4,137,43,10,32,4,89,274,22,40,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,3,3,43,10,32,4,89,285,22,43,439,29,33,26,3,91,125,6,141,363,5,9,3,0,17,13,0,10,40,12,17,4,0,33,18,0,4,55,46,59,33,3,141,156,6,155,458,11,16,0,0,27,9,0,7,43,2976,3508,901,101,7486,2311,281,457,10535,2950,3149,875,96,7070,1886,284,438,9678,58,43,19,3,123,109,4,23,259,7,3,0,0,10,3,6,4,23,65,46,19,3,133,112,10,27,282,60,7,34,6,107,277,13,51,448,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0
LGA37340,2360,2622,665,65,5712,1405,238,356,7711,47,28,22,0,97,123,15,28,263,47,25,21,0,93,65,46,45,249,94,53,43,0,190,188,61,73,512,149,73,88,14,324,393,92,307,1116,55,14,11,0,80,46,25,104,255,17,5,3,0,25,19,16,86,146,11,4,3,0,18,18,4,5,45,232,96,105,14,447,476,137,502,1562,154,30,17,0,201,241,37,1412,1891,9,4,4,0,17,14,4,93,128,17,20,3,0,40,18,3,4,65,180,54,24,0,258,273,44,1509,2084,36,31,16,0,83,39,8,74,204,2902,2856,853,79,6690,2381,488,2514,12073,2543,2541,663,65,5812,1371,307,615,8105,141,75,40,7,263,182,25,89,559,113,61,36,5,215,104,56,127,502,254,136,76,12,478,286,81,216,1061,206,84,90,6,386,414,96,497,1393,31,5,10,3,49,36,12,156,253,38,11,5,0,54,53,14,218,339,3,0
LGA37400,122,183,31,6,342,116,12,26,496,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,3,5,0,0,0,5,23,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,23,0,0,28,11,3,0,0,14,8,0,103,125,3,4,0,0,7,16,0,22,45,3,3,0,0,6,0,0,0,6,17,10,0,0,27,24,0,125,176,0,0,0,0,0,0,0,0,0,144,196,31,6,377,163,12,151,703,107,133,43,3,286,108,12,59,465,16,8,5,0,29,34,0,29,92,0,0,0,0,0,3,0,0,3,16,8,5,0,29,37,0,29,95,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,27,76,54,8,165,37,9,3,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,7,3,0,0,10,27,80,57,8,172,40,9,6,227,15,54,58,13,140,38,6,8,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,24,20,18,7,69,24,3,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,3,0,0,6,24,23,18,7,72,30,3,3,108,11,27,15,4,57,16,0,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,31,155,91,18,295,11,3,4,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,3,24,5,3,3,35,0,3,0,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,8,13,3,3,27,8,3,6,44,5,3,3,0,11,0,0,0,11,44,171,97,21,333,19,6,10,368,34,181,107,21,343,29,0,3,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,272,193,68,13,546,280,96,45,967,214,69,52,14,349,546,112,90,1097,449,169,92,36,746,590,195,133,1664,663,238,144,50,1095,1136,307,223,2761,93,25,30,14,162,424,57,174,817,103,18,20,16,157,392,63,263,875,129,30,20,17,196,313,49,134,692,3,0,0,0,3,5,0,0,8,328,73,70,47,518,1134,169,571,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,102,10,20,3,0,33,13,10,10,66,10,20,3,0,33,115,10,10,168,11,3,6,0,20,95,8,15,138,1284,527,291,110,2212,2760,590,864,6426,312,219,70,11,612,319,110,125,1166,258,82,49,20,409,442,119,124,1094,619,179,107,45,950,694,288,229,2161,877,261,156,65,1359,1136,407,353,3255,147,23,18,18,206,446,99,147,898,141,23,21,25,210,394,164,162,930,238,44,49,51,382,498,251,288,1419,0,0
LGA40120,3819,5290,1024,79,10212,2023,276,238,12749,65,20,19,3,107,129,3,8,247,16,10,4,0,30,26,6,3,65,81,30,23,3,137,155,9,11,312,21,3,12,0,36,76,3,0,115,3,3,0,0,6,0,3,0,9,0,0,0,0,0,0,0,0,0,5,3,6,0,14,19,0,3,36,29,9,18,0,56,95,6,3,160,0,0,0,0,0,16,0,5,21,0,0,3,0,3,3,0,4,10,18,9,11,3,41,13,0,3,57,18,9,14,3,44,32,0,12,88,25,34,4,0,63,10,0,7,80,3972,5372,1083,85,10512,2315,291,271,13389,4009,5271,1058,74,10412,2117,230,432,13191,40,9,10,0,59,86,3,6,154,7,3,5,0,15,18,3,3,39,47,12,15,0,74,104,6,9,193,41,10,14,0,65,106,6,8,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,3,3
LGA40220,2287,1922,524,44,4777,1460,105,292,6634,34,0,6,0,40,73,0,3,116,4,4,0,0,8,10,0,3,21,38,4,6,0,48,83,0,6,137,41,7,7,0,55,140,6,8,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6,0,0,12,44,10,7,0,61,146,6,8,221,14,3,0,0,17,32,3,46,98,0,0,0,0,0,6,0,4,10,13,10,4,0,27,8,0,3,38,27,13,4,0,44,46,3,53,146,17,12,9,0,38,20,3,12,73,2413,1961,550,44,4968,1755,117,371,7211,2710,1997,656,48,5411,1657,143,558,7769,75,11,5,0,91,89,0,11,191,6,5,3,0,14,0,0,4,18,81,16,8,0,105,89,0,15,209,80,8,9,0,97,216,8,29,350,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0
LGA40250,68,184,79,8,339,72,10,34,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,0,6,17,15,11,5,0,31,35,0,27,93,0,0,3,0,3,3,0,0,6,15,14,8,3,40,43,0,33,116,0,0,0,0,0,3,0,4,7,83,198,87,11,379,118,10,71,578,60,154,80,9,303,87,5,36,431,11,3,3,0,17,33,0,17,67,0,0,0,0,0,0,0,0,0,11,3,3,0,17,33,0,17,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,2146,2412,456,34,5048,1206,135,122,6511,66,35,44,5,150,167,17,7,341,4,4,0,0,8,5,3,3,19,70,39,44,5,158,172,20,10,360,42,5,8,0,55,167,8,9,239,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,14,3,0,0,0,3,4,0,0,7,45,5,11,0,61,182,8,9,260,14,6,3,0,23,67,6,49,145,0,0,0,0,0,0,0,0,0,13,15,3,0,31,5,0,0,36,27,21,6,0,54,72,6,49,181,4,7,0,0,11,5,3,11,30,2292,2484,517,39,5332,1637,172,201,7342,2406,2560,567,47,5580,1350,153,158,7241,59,11,26,3,99,171,7,8,285,0,0,0,0,0,3,3,3,9,59,11,26,3,99,174,10,11,294,42,5,8,5,60,190,11,5,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA40430,337,278,60,3,678,245,14,29,966,4,0,3,0,7,14,0,0,21,0,0,0,0,0,0,0,0,0,4,0,3,0,7,14,0,0,21,0,0,0,0,0,9,0,0,9,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,3,0,15,0,0,0,0,0,5,0,6,11,0,0,0,0,0,0,0,0,0,4,7,0,0,11,0,0,0,11,4,7,0,0,11,5,0,6,22,0,0,0,0,0,3,0,0,3,345,285,63,3,696,279,17,35,1027,373,246,65,3,687,251,18,52,1008,3,4,0,0,7,3,0,0,10,0,0,0,0,0,0,0,0,0,3,4,0,0,7,3,0,0,10,4,0,0,0,4,24,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40520,1046,1282,343,41,2712,686,81,75,3554,51,25,50,4,130,177,14,14,335,5,0,0,0,5,3,0,0,8,56,25,50,4,135,180,14,14,343,23,9,14,3,49,124,11,8,192,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,3,0,6,3,0,0,9,29,9,17,3,58,127,11,8,204,13,4,3,0,20,25,3,37,85,0,0,0,0,0,6,0,4,10,7,3,0,0,10,7,0,3,20,20,7,3,0,30,38,3,44,115,37,15,8,0,60,69,3,58,190,1188,1338,421,48,2995,1100,112,199,4406,1145,1183,402,28,2758,743,70,119,3690,55,14,30,4,103,125,10,6,244,0,3,0,0,3,0,0,0,3,55,17,30,4,106,125,10,6,247,47,5,20,4,76,225,9,26,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40700,3333,4584,919,145,8981,2064,295,177,11517,589,152,127,29,897,1099,84,46,2126,157,113,47,14,331,150,21,31,533,746,265,174,43,1228,1249,105,77,2659,300,80,126,33,539,1493,117,100,2249,19,5,3,9,36,127,8,7,178,11,6,0,3,20,22,0,27,69,6,0,3,0,9,24,3,4,40,336,91,132,45,604,1666,128,138,2536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,11,7,0,3,21,5,6,0,0,11,7,0,3,21,20,12,4,0,36,51,0,14,101,4440,4958,1229,233,10860,5037,528,409,16834,3347,4609,982,124,9062,2109,276,356,11803,579,183,151,40,953,1156,80,116,2305,136,104,44,11,295,121,16,31,463,715,287,195,51,1248,1277,96,147,2768,312,100,150,28,590,1254,99,147,2090,11,3,3,5,22,104,7,13,146,58,15,12,0,85,86,7,27,205,0,0
LGA40910,4134,5412,1468,149,11163,2531,311,197,14202,376,183,231,38,828,1006,73,44,1951,64,48,53,7,172,143,20,18,353,440,231,284,45,1000,1149,93,62,2304,162,72,135,23,392,893,73,54,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,10,18,3,3,34,165,76,135,26,402,911,76,57,1446,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,0,11,0,0,0,11,5,3,3,0,11,3,0,0,14,19,9,3,0,31,22,3,4,60,4763,5731,1893,220,12607,4616,483,320,18026,4132,5402,1559,163,11256,2850,349,383,14838,291,167,216,32,706,619,65,69,1459,37,32,16,0,85,70,9,9,173,328,199,232,32,791,689,74,78,1632,294,105,143,35,577,1182,102,120,1981,0,0,0,0,0,0,0,0,0,3,0,3,0,6,12,0,0,18,6,3
LGA41010,329,381,95,16,821,231,21,23,1096,7,0,0,0,7,19,0,3,29,5,3,0,0,8,0,0,0,8,12,3,0,0,15,19,0,3,37,6,3,4,3,16,28,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,9,3,4,3,19,28,3,3,53,14,3,0,0,17,13,0,87,117,0,3,0,0,3,4,0,6,13,0,0,0,0,0,0,0,0,0,14,6,0,0,20,17,0,93,130,5,0,6,0,11,5,0,8,24,369,393,105,19,886,300,24,130,1340,352,341,129,13,835,246,22,120,1223,0,0,0,0,0,3,0,0,3,0,8,0,0,8,3,0,0,11,0,8,0,0,8,6,0,0,14,7,0,0,0,7,31,5,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
LGA41060,8227,10432,2980,336,21975,6017,807,574,29373,1252,585,931,90,2858,2907,206,151,6122,271,152,183,24,630,474,69,47,1220,1523,737,1114,114,3488,3381,275,198,7342,557,187,363,64,1171,2627,196,210,4204,27,4,16,4,51,251,27,32,361,31,11,10,4,56,89,18,11,174,4,8,4,0,16,52,4,4,76,619,210,393,72,1294,3019,245,257,4815,19,3,3,0,25,18,4,88,135,0,0,0,0,0,0,0,14,14,29,38,9,3,79,34,6,3,122,48,41,12,3,104,52,10,105,271,40,24,22,4,90,47,6,15,158,10457,11444,4521,529,26951,12516,1343,1149,41959,8385,10137,3363,392,22277,6696,893,916,30782,1017,459,662,76,2214,2540,173,210,5137,310,177,207,30,724,478,85,82,1369,1327,636,869,106,2938,3018,258,292,6506,693,262,361,64,1380,2532,215,268,4395,28,16,15,5,64,206,29,27,326,30,18,13,8,69,111,22,13,215,3,3
LGA41140,1005,939,234,17,2195,618,58,60,2931,11,3,3,0,17,39,3,0,59,0,0,0,0,0,0,0,0,0,11,3,3,0,17,39,3,0,59,8,3,8,3,22,87,0,6,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,8,3,11,3,25,90,0,6,121,3,0,0,0,3,8,0,31,42,0,0,0,0,0,0,0,0,0,12,10,3,0,25,10,0,0,35,15,10,3,0,28,18,0,31,77,3,0,0,0,3,5,0,3,11,1042,955,251,20,2268,770,61,100,3199,1082,886,235,27,2230,680,77,91,3078,9,5,3,0,17,57,3,0,77,0,0,0,0,0,0,0,0,0,9,5,3,0,17,57,3,0,77,11,0,4,0,15,47,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
