region_id,C06_Oth_rel_affi_0_14,C06_Oth_rel_aff_15_24,C06_Oth_rel_aff_25_34,C06_Oth_rel_aff_35_44,C06_Oth_rel_aff_45_54,C06_Oth_rel_aff_55_64,C06_Oth_rel_aff_65_74,C06_Oth_rel_aff_75_84,C06_Oth_rel_affil_85ov,C06_Oth_rel_affil_Tot,C06_Rel_NS_0_14,C06_Rel_NS_15_24,C06_Rel_NS_25_34,C06_Rel_NS_35_44,C06_Rel_NS_45_54,C06_Rel_NS_55_64,C06_Rel_NS_65_74,C06_Rel_NS_75_84,C06_Rel_NS_85ov,C06_Rel_NS_T,C06_OS_vis_0_14,C06_OS_vis_15_24,C06_OS_vis_25_34,C06_OS_vis_35_44,C06_OS_vis_45_54,C06_OS_vis_55_64,C06_OS_vis_65_74,C06_OS_vis_75_84,C06_OS_vis_85ov,C06_OS_vis_Tot,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85oe,C11_Buddhism_Tot,C11_Christ_Angli_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Anglic_85oe,C11_Christ_Anglic_Tot,C11_Chr_Ass_Apo_0_14,C11_Chr_Ass_Apo_15_24,C11_Chr_Ass_Apo_25_34,C11_Chr_Ass_Apo_35_44,C11_Chr_Ass_Apo_45_54,C11_Chr_Ass_Apo_55_64,C11_Chr_Ass_Apo_65_74,C11_Chr_Ass_Apo_75_84,C11_Chr_Ass_Apo_85ov,C11_Chr_Ass_Apo_Tot,C11_Christ_Bapt_0_14,C11_Christ_Bapt_15_24,C11_Christ_Bapt_25_34,C11_Christ_Bapt_35_44,C11_Christ_Bapt_45_54,C11_Christ_Bapt_55_64,C11_Christ_Bapt_65_74,C11_Christ_Bapt_75_84,C11_Christ_Bapt_85ov,C11_Christ_Bapt_Tot,C11_Christ_Breth_0_14,C11_Christ_Bret_15_24,C11_Christ_Bret_25_34,C11_Christ_Bret_35_44,C11_Christ_Bret_45_54,C11_Christ_Bret_55_64,C11_Christ_Bret_65_74,C11_Christ_Bret_75_84,C11_Christ_Breth_85ov,C11_Christ_Bret_To,C11_Christ_Cath_0_14,C11_Christ_Cath_15_24,C11_Christ_Cath_25_34,C11_Christ_Cath_35_44,C11_Christ_Cath_45_54,C11_Christ_Cath_55_64,C11_Christ_Cath_65_74,C11_Christ_Cath_75_84,C11_Christ_Catho_85ov,C11_Christ_Catho_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_Chr_Jeh_Wit_0_14,C11_Chr_Jeh_Wit_15_24,C11_Chr_Jeh_Wit_25_34,C11_Chr_Jeh_Wit_35_44,C11_Chr_Jeh_Wit_45_54,C11_Chr_Jeh_Wit_55_64,C11_Chr_Jeh_Wit_65_74,C11_Chr_Jeh_Wit_75_84,C11_Chr_Jeh_Wit_85ov,C11_Chr_Jeh_Wit_Tot,C11_Ch_La_Da_Sai_0_14,C11_Ch_La_Da_Sa_15_24,C11_Ch_La_Da_Sa_25_34,C11_Ch_La_Da_Sa_35_44,C11_Ch_La_Da_Sa_45_54,C11_Ch_La_Da_Sa_55_64,C11_Ch_La_Da_Sa_65_74,C11_Ch_La_Da_Sa_75_84,C11_Chr_Lat_Da_Sa_85ov,C11_Chr_Lat_Da_Sa_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_ch_Ori_Orth_0_14,C11_ch_Ori_Orth_15_24,C11_ch_Ori_Orth_25_34,C11_ch_Ori_Orth_35_44,C11_ch_Ori_Orth_45_54,C11_ch_Ori_Orth_55_64,C11_ch_Ori_Orth_65_74,C11_ch_Ori_Orth_75_84,C11_ch_Ori_Orth_85ov,C11_ch_Ori_Ort_To,C11_C_Oth_Pro_0_14,C11_C_Oth_Pro_15_24,C11_C_Oth_Pro_25_34,C11_C_Oth_Pro_35_44,C11_C_Oth_Pro_45_54,C11_C_Oth_Pro_55_64,C11_C_Oth_Pro_65_74,C11_C_Oth_Pro_75_84,C11_C_Oth_Pro_85ov,C11_C_Oth_Pro_Tot,C11_C_Pent_0_14,C11_C_Pent_15_24,C11_C_Pent_25_34,C11_C_Pent_35_44,C11_C_Pent_45_54,C11_C_Pent_55_64,C11_C_Pent_65_74,C11_C_Pent_75_84,C11_C_Pent_85ov,C11_C_Pent_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot
LGA13050,3,3,0,0,6,3,0,0,0,15,121,37,38,62,61,62,44,43,48,516,6,0,4,3,3,5,0,0,0,21,880,411,342,620,705,789,561,360,131,4799,0,0,0,5,7,7,0,0,0,19,242,141,119,217,222,313,261,148,51,1714,0,0,0,0,0,0,0,0,0,0,31,9,10,26,20,30,26,12,15,179,0,0,0,0,0,0,0,0,0,0,131,65,74,92,127,112,87,54,15,757,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,3,3,5,0,3,3,4,5,7,0,30,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,5,0,3,0,17,26,16,15,34,57,70,76,63,21,378,0,0,0,5,0,0,0,5,0,10
LGA13100,161,186,176,169,144,64,17,13,3,933,3538,2066,1735,2168,2277,1782,1319,1257,557,16699,139,138,101,71,79,69,58,21,5,681,30929,19142,16408,21567,22193,17676,12771,11275,3994,155955,277,174,244,367,328,215,86,25,9,1725,6081,4200,3572,5342,6345,6298,5050,3837,1954,42679,0,0,0,0,0,3,0,0,0,3,649,330,326,376,410,394,309,210,140,3144,39,35,32,20,9,8,6,16,7,172,8342,5453,3949,5228,5973,4942,3711,2531,936,41065,63,46,29,49,54,52,30,28,12,363,203,105,86,188,162,127,136,95,21,1123,131,50,101,92,73,109,58,35,15,664,121,48,46,48,32,53,28,15,3,394,75,68,47,89,120,114,111,96,32,752,11,7,10,10,15,12,4,0,0,69,245,143,101,148,124,92,73,22,13,961,372,288,191,217,249,214,79,40,18,1668,419,256,275,606,824,908,798,687,279,5052,68,43,40,42,73,74,69,47,31,487
LGA13310,22,33,24,22,26,11,6,0,5,149,451,386,501,443,349,300,165,95,29,2719,4,37,21,14,14,6,3,0,0,99,5123,3760,3428,3802,3684,3213,2153,1376,422,26961,27,20,23,36,29,29,10,0,0,174,1409,881,810,1142,1217,1231,931,612,242,8475,0,0,0,0,0,0,0,0,0,0,84,51,52,50,50,39,38,23,5,392,45,37,13,20,13,0,6,0,0,134,1713,1155,950,1112,1243,1038,767,462,164,8604,0,0,0,0,3,0,3,0,0,6,22,17,11,29,28,24,27,14,0,172,19,5,10,7,9,12,23,8,4,97,6,5,4,5,5,3,0,0,0,28,7,3,7,18,13,16,18,8,3,93,7,3,5,3,0,0,0,0,0,18,3,3,4,4,10,6,0,0,0,30,31,28,15,21,26,11,12,5,3,152,58,36,52,75,119,180,116,85,34,755,12,5,6,9,15,25,8,16,0,96
LGA13320,26,23,28,33,14,15,3,4,3,149,624,282,256,330,396,393,381,317,132,3111,22,8,12,16,19,16,6,3,3,105,5481,2889,2368,3679,4372,5091,4923,3357,955,33115,30,33,27,41,70,51,5,3,0,260,1461,790,625,1094,1534,1924,2194,1502,567,11691,0,0,0,0,0,0,0,0,0,0,52,27,31,45,62,102,128,86,26,559,0,0,0,5,0,0,0,0,0,5,1210,673,473,813,1017,1158,1340,744,186,7614,14,4,3,9,3,11,9,5,4,62,16,14,9,13,21,10,25,5,0,113,50,17,26,31,29,34,22,11,3,223,15,5,4,9,8,15,13,21,0,90,16,7,0,13,23,20,37,29,4,149,0,0,4,0,0,0,0,0,0,4,13,8,8,7,3,14,9,5,4,71,17,21,14,17,36,28,24,11,0,168,73,41,46,79,184,306,314,232,79,1354,15,9,3,9,13,31,33,28,8,149
LGA13340,11,6,9,8,3,0,3,0,0,40,207,90,53,93,140,85,66,46,8,788,12,6,0,3,0,0,3,0,0,24,2134,1088,794,1324,1452,1295,771,532,167,9557,3,0,3,3,8,3,3,0,0,23,365,184,167,273,326,364,253,147,73,2152,0,0,0,0,0,0,0,0,0,0,33,10,11,17,19,24,14,6,0,134,0,0,0,0,0,0,0,0,0,0,531,270,207,263,340,273,182,82,25,2173,0,0,0,0,0,5,0,0,0,5,3,0,0,3,0,3,3,0,3,15,4,0,4,0,3,0,0,0,0,11,3,4,0,0,4,4,4,0,0,19,263,104,77,122,163,148,122,88,34,1121,4,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,72,25,30,19,22,28,10,0,0,206,53,28,26,61,88,131,102,56,37,582,5,3,3,3,4,3,4,3,0,28
LGA13380,65,41,26,41,34,18,11,7,0,243,994,437,366,466,575,465,362,230,164,4059,8,21,14,8,15,4,10,3,0,83,9072,4789,3782,5544,6570,6269,4663,2998,943,44630,53,37,37,51,70,61,17,0,0,326,2359,1211,1028,1654,2046,2548,2156,1311,509,14822,0,0,0,0,0,0,0,0,0,0,202,119,70,102,136,147,102,76,23,977,0,0,0,0,0,0,0,4,0,4,1560,1014,704,998,1291,1348,1096,611,159,8781,21,13,8,10,24,24,14,14,8,136,3,11,0,19,21,26,19,12,3,114,65,44,31,45,55,47,30,19,5,341,18,11,10,21,17,24,36,17,3,157,9,4,3,7,10,22,37,19,5,116,5,0,0,0,0,4,3,0,0,12,10,5,0,4,13,12,20,13,0,77,79,43,29,39,68,52,29,8,0,347,140,119,91,178,330,415,366,248,100,1987,89,36,30,45,55,74,49,46,14,438
LGA13450,19,23,21,11,11,3,0,3,3,94,458,294,246,227,260,175,103,67,22,1852,23,45,46,25,3,8,3,3,0,156,5505,3160,3088,3488,3133,2276,1655,1161,328,23794,11,13,13,14,17,17,0,3,0,88,744,460,475,568,568,536,294,237,102,3984,0,0,0,0,0,3,0,0,0,3,27,13,14,22,20,16,9,3,0,124,17,29,8,9,11,0,0,3,0,77,2438,1389,1157,1360,1503,1142,876,680,249,10794,0,0,3,0,0,0,0,0,0,3,10,3,6,7,3,3,3,0,3,38,14,9,9,11,19,11,9,3,3,88,36,25,8,7,11,8,5,0,0,100,19,21,23,11,16,8,10,7,3,118,0,0,4,0,3,0,4,0,0,11,41,5,17,8,4,10,5,0,0,90,84,44,28,38,44,38,16,3,0,295,69,46,60,99,149,169,115,86,28,821,11,7,4,6,11,14,6,0,0,59
LGA13500,0,3,0,0,0,4,0,0,0,7,40,25,20,28,17,32,17,13,3,195,0,0,0,0,0,0,0,0,0,0,845,384,381,498,524,486,342,200,82,3742,0,0,0,3,0,5,0,3,0,11,261,129,130,167,222,235,227,116,51,1538,0,0,0,0,0,0,0,0,0,0,8,9,3,3,5,6,3,0,0,37,0,0,0,0,0,0,0,0,0,0,350,160,112,158,168,131,95,61,19,1254,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,3,0,3,18,6,6,14,15,16,30,22,6,0,115,0,0,0,0,0,0,0,0,0,0
LGA13550,18,4,8,0,5,3,0,0,0,38,244,104,86,99,115,89,58,42,21,858,0,0,3,6,3,3,0,0,0,15,2603,1300,1125,1512,1672,1392,1059,665,194,11522,0,3,4,3,6,8,6,0,0,30,694,439,393,527,664,566,485,308,81,4157,0,0,0,0,0,0,0,0,0,0,31,11,6,21,18,26,14,9,3,139,0,0,0,0,0,0,0,0,0,0,783,433,372,397,419,360,276,176,55,3271,0,0,0,0,0,0,0,0,0,0,8,0,3,5,0,3,0,3,0,22,4,8,4,0,4,9,3,3,0,35,0,0,0,0,0,0,3,0,0,3,17,11,9,15,13,4,9,0,0,78,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,3,0,0,16,10,3,3,7,10,8,6,3,3,53,43,44,45,71,128,143,90,66,24,654,10,10,5,6,4,12,14,4,0,65
LGA13650,3,0,4,4,4,0,0,0,0,15,115,30,35,62,37,35,37,19,5,375,3,4,14,4,0,0,0,0,0,25,977,435,429,584,567,561,359,222,70,4204,3,0,3,5,3,8,0,0,0,22,276,112,145,207,209,229,171,104,53,1506,0,0,0,0,0,0,0,0,0,0,6,3,0,3,5,3,5,3,0,28,0,0,0,0,0,0,0,0,0,0,244,124,93,116,144,120,84,45,12,982,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,3,0,13,16,8,0,3,9,5,7,3,0,51,32,20,19,32,53,58,46,37,10,307,19,15,5,8,12,14,6,6,0,85
LGA13660,4,5,0,5,0,0,0,0,0,14,81,26,44,56,43,58,32,23,12,375,3,4,5,0,4,5,0,0,0,21,1093,467,519,761,709,788,580,335,113,5365,0,0,6,3,3,0,0,0,0,12,337,183,154,258,317,331,306,178,74,2138,0,0,0,0,0,0,0,0,0,0,10,0,3,3,9,7,3,3,3,41,0,0,0,0,0,0,0,0,0,0,254,98,97,137,132,124,115,60,13,1030,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,9,3,0,3,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,4,4,9,12,6,3,3,3,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,9,29,8,23,34,74,68,78,35,9,358,4,0,6,7,0,6,8,3,0,34
LGA13700,3,0,0,6,0,0,0,0,0,9,46,18,23,15,31,19,22,14,4,192,0,4,0,0,0,0,0,0,0,4,698,341,348,409,504,519,375,226,76,3496,0,0,0,3,0,4,6,0,0,13,193,82,82,124,163,202,154,95,29,1124,0,0,0,0,0,0,0,0,0,0,7,8,0,4,4,3,0,0,0,26,0,0,0,0,3,0,0,0,0,3,277,123,123,152,177,179,137,94,29,1291,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,6,0,3,21,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,9,4,17,26,21,10,10,101,0,0,6,0,0,0,0,0,0,6
LGA13800,85,90,81,73,37,28,10,3,0,407,1571,914,739,923,817,576,287,179,82,6088,47,62,18,14,21,15,14,6,0,197,14307,8987,7660,9453,8473,6178,3197,1966,698,60919,29,55,65,64,83,72,24,3,3,398,3377,2187,1883,2838,2840,2335,1523,817,375,18175,0,0,0,0,0,0,0,0,0,0,229,165,144,125,150,146,82,31,14,1086,54,26,20,29,11,13,11,8,0,172,4363,2768,2038,2587,2482,1706,1047,453,157,17601,11,5,6,9,12,17,24,4,4,92,143,79,86,99,117,74,63,45,7,713,58,52,26,40,40,26,22,21,3,288,45,44,28,29,20,21,13,3,0,203,21,27,27,41,59,35,35,26,12,283,5,0,0,0,3,4,0,0,0,12,12,6,3,4,13,8,11,3,4,64,191,164,146,101,134,84,32,14,3,869,160,117,145,245,329,356,214,118,62,1746,28,30,27,20,34,24,16,9,3,191
LGA13850,4,0,3,4,4,0,0,0,0,15,56,18,27,37,31,31,23,15,3,241,0,4,3,0,0,3,0,0,0,10,836,332,334,513,479,412,327,155,61,3449,0,4,0,3,6,0,0,0,0,13,116,66,68,119,157,168,132,75,29,930,0,0,0,0,0,0,0,0,0,0,7,0,4,3,5,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,259,118,89,117,179,104,94,70,19,1049,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,0,0,7,10,23,4,24,57,37,37,34,6,232,0,0,0,0,0,0,4,0,0,4
LGA13950,49,55,88,54,34,24,4,9,3,320,1654,1022,1235,1041,900,658,434,296,107,7347,55,76,64,65,74,140,99,9,0,582,18527,12363,14966,13176,10874,9110,5770,3888,1198,89872,417,257,468,495,517,284,138,77,24,2677,1128,869,1000,1140,1317,1654,1121,814,395,9438,23,18,15,15,21,12,11,4,0,119,196,149,142,175,152,147,93,57,28,1139,6,13,5,3,8,0,4,5,4,48,7224,4593,4849,4766,4387,3832,2761,1661,545,34618,20,7,28,15,13,7,3,11,4,108,953,528,579,712,499,368,385,194,52,4270,48,25,29,43,34,32,16,5,3,235,82,50,40,40,38,17,12,3,3,285,13,14,18,20,31,38,38,31,11,214,130,88,124,77,82,61,36,22,3,623,48,25,58,42,39,27,14,5,3,261,264,185,177,189,165,89,35,22,3,1129,155,117,171,206,195,285,205,105,76,1515,19,13,16,28,10,16,17,6,10,135
LGA14000,101,182,155,119,115,48,16,15,6,757,2315,1758,1388,1633,1737,1284,740,614,368,11837,177,233,114,148,142,195,185,44,3,1241,29722,21549,16489,22827,22945,16645,9495,7356,3347,150375,695,655,736,899,1103,726,290,120,42,5266,5138,3051,2204,4019,4442,3801,3053,2205,1437,29350,0,3,0,0,0,0,0,0,0,3,899,731,423,631,849,535,362,199,100,4729,52,30,41,22,35,24,34,29,29,296,8320,5269,3355,5364,5435,4080,2630,1566,676,36695,58,29,36,34,53,53,28,19,11,321,345,226,166,341,323,187,172,98,41,1899,59,47,46,43,57,30,27,15,11,335,76,45,41,27,58,37,20,18,3,325,108,58,39,104,122,112,122,72,40,777,64,41,54,48,51,61,32,15,0,366,83,97,69,63,113,72,19,19,14,549,501,364,213,336,351,212,101,35,3,2116,788,643,433,776,939,769,601,471,270,5690,39,33,25,37,35,33,27,13,3,245
LGA14100,11,27,12,15,5,11,7,0,0,88,217,147,126,158,177,175,82,69,27,1178,19,23,20,19,15,17,4,6,0,123,2450,1948,1155,1784,1809,1586,976,946,570,13224,32,20,37,45,46,42,25,18,4,269,396,212,143,322,334,384,223,180,119,2313,0,4,0,0,0,0,0,0,0,4,3,7,13,4,6,15,4,4,4,60,0,0,0,0,0,0,0,0,0,0,1200,853,350,630,650,488,305,270,159,4905,0,0,0,4,0,4,0,0,0,8,96,75,46,80,75,57,46,38,3,516,3,4,5,4,3,7,3,0,0,29,0,0,0,0,3,3,0,0,0,6,12,4,4,12,11,5,14,0,0,62,17,0,3,11,4,3,0,4,0,42,5,4,0,5,4,3,4,0,0,25,12,8,12,12,10,3,0,4,0,61,36,16,14,41,52,46,36,38,40,319,0,0,0,0,0,3,3,0,0,6
LGA14150,43,71,82,55,35,17,8,4,3,318,1269,919,916,920,861,579,396,351,150,6361,46,102,67,48,85,138,82,25,0,593,13481,9926,10224,11008,10115,7623,5387,4289,1696,73749,459,535,871,736,833,522,250,156,42,4404,1273,924,857,1149,1316,1389,1159,1017,714,9798,0,0,0,0,0,0,0,0,0,0,338,247,220,249,320,202,156,110,65,1907,7,10,0,4,10,0,5,3,4,43,3739,2406,2267,2643,2581,2159,1543,1188,478,19004,11,9,6,6,7,3,6,6,0,54,1705,866,894,1469,1004,769,662,365,68,7802,49,25,29,47,24,23,20,7,5,229,50,26,35,26,17,16,11,12,4,197,20,9,19,27,27,24,26,19,13,184,210,144,184,125,122,119,50,26,5,985,37,35,40,34,35,16,13,13,8,231,115,84,135,98,89,51,27,19,5,623,193,145,175,189,274,277,197,154,130,1734,21,29,18,21,28,39,32,16,5,209
LGA14200,14,11,12,8,7,0,0,3,0,55,367,155,154,164,168,140,97,72,35,1352,3,13,3,0,4,4,5,3,0,35,3544,1712,1606,2079,2052,1917,1443,885,356,15594,8,5,11,8,4,3,0,0,0,39,907,506,469,660,761,755,641,387,114,5200,0,0,0,0,0,0,0,0,0,0,23,3,5,12,11,23,12,9,4,102,0,0,0,0,0,0,0,0,0,0,818,433,355,489,479,396,393,177,57,3597,0,0,4,0,7,9,4,0,5,29,0,0,6,0,4,0,0,6,0,16,13,3,3,5,6,26,16,12,3,87,0,0,0,0,3,0,3,0,0,6,16,5,4,7,12,11,10,3,0,68,0,0,0,0,0,0,0,0,0,0,10,3,7,3,3,3,0,0,0,29,60,28,25,24,40,13,21,11,0,222,123,76,68,143,196,199,192,115,51,1163,100,30,27,35,24,36,17,12,0,281
LGA14250,0,0,0,3,0,3,0,0,0,6,16,5,7,17,11,13,16,4,3,92,0,0,0,0,0,0,0,0,0,0,354,137,135,242,262,226,154,101,30,1641,0,0,0,0,0,0,0,0,0,0,43,22,20,28,52,56,49,11,12,293,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,109,52,39,57,78,59,49,24,8,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,12,9,8,17,22,21,14,21,3,127,3,0,0,0,3,0,0,0,3,9
LGA14300,3,3,3,0,5,0,0,0,0,14,121,201,327,243,145,66,24,19,0,1146,0,3,0,0,0,0,0,0,0,3,1186,743,800,832,808,672,381,265,82,5769,0,0,6,4,0,0,0,0,0,10,318,143,136,199,223,226,149,89,20,1503,0,0,0,0,0,0,0,0,0,0,20,12,4,15,12,24,16,0,0,103,0,0,0,0,0,0,0,0,0,0,433,211,156,205,234,226,142,67,21,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,6,0,4,0,0,0,0,0,0,0,4,8,3,3,8,10,9,3,0,0,44,9,0,0,5,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,3,4,3,3,5,0,0,3,0,21,10,29,19,23,60,56,29,20,16,262,0,0,4,0,0,0,3,3,0,10
