region_id,C06_Oth_rel_affi_0_14,C06_Oth_rel_aff_15_24,C06_Oth_rel_aff_25_34,C06_Oth_rel_aff_35_44,C06_Oth_rel_aff_45_54,C06_Oth_rel_aff_55_64,C06_Oth_rel_aff_65_74,C06_Oth_rel_aff_75_84,C06_Oth_rel_affil_85ov,C06_Oth_rel_affil_Tot,C06_Rel_NS_0_14,C06_Rel_NS_15_24,C06_Rel_NS_25_34,C06_Rel_NS_35_44,C06_Rel_NS_45_54,C06_Rel_NS_55_64,C06_Rel_NS_65_74,C06_Rel_NS_75_84,C06_Rel_NS_85ov,C06_Rel_NS_T,C06_OS_vis_0_14,C06_OS_vis_15_24,C06_OS_vis_25_34,C06_OS_vis_35_44,C06_OS_vis_45_54,C06_OS_vis_55_64,C06_OS_vis_65_74,C06_OS_vis_75_84,C06_OS_vis_85ov,C06_OS_vis_Tot,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85oe,C11_Buddhism_Tot,C11_Christ_Angli_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Anglic_85oe,C11_Christ_Anglic_Tot,C11_Chr_Ass_Apo_0_14,C11_Chr_Ass_Apo_15_24,C11_Chr_Ass_Apo_25_34,C11_Chr_Ass_Apo_35_44,C11_Chr_Ass_Apo_45_54,C11_Chr_Ass_Apo_55_64,C11_Chr_Ass_Apo_65_74,C11_Chr_Ass_Apo_75_84,C11_Chr_Ass_Apo_85ov,C11_Chr_Ass_Apo_Tot,C11_Christ_Bapt_0_14,C11_Christ_Bapt_15_24,C11_Christ_Bapt_25_34,C11_Christ_Bapt_35_44,C11_Christ_Bapt_45_54,C11_Christ_Bapt_55_64,C11_Christ_Bapt_65_74,C11_Christ_Bapt_75_84,C11_Christ_Bapt_85ov,C11_Christ_Bapt_Tot,C11_Christ_Breth_0_14,C11_Christ_Bret_15_24,C11_Christ_Bret_25_34,C11_Christ_Bret_35_44,C11_Christ_Bret_45_54,C11_Christ_Bret_55_64,C11_Christ_Bret_65_74,C11_Christ_Bret_75_84,C11_Christ_Breth_85ov,C11_Christ_Bret_To,C11_Christ_Cath_0_14,C11_Christ_Cath_15_24,C11_Christ_Cath_25_34,C11_Christ_Cath_35_44,C11_Christ_Cath_45_54,C11_Christ_Cath_55_64,C11_Christ_Cath_65_74,C11_Christ_Cath_75_84,C11_Christ_Catho_85ov,C11_Christ_Catho_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_Chr_Jeh_Wit_0_14,C11_Chr_Jeh_Wit_15_24,C11_Chr_Jeh_Wit_25_34,C11_Chr_Jeh_Wit_35_44,C11_Chr_Jeh_Wit_45_54,C11_Chr_Jeh_Wit_55_64,C11_Chr_Jeh_Wit_65_74,C11_Chr_Jeh_Wit_75_84,C11_Chr_Jeh_Wit_85ov,C11_Chr_Jeh_Wit_Tot,C11_Ch_La_Da_Sai_0_14,C11_Ch_La_Da_Sa_15_24,C11_Ch_La_Da_Sa_25_34,C11_Ch_La_Da_Sa_35_44,C11_Ch_La_Da_Sa_45_54,C11_Ch_La_Da_Sa_55_64,C11_Ch_La_Da_Sa_65_74,C11_Ch_La_Da_Sa_75_84,C11_Chr_Lat_Da_Sa_85ov,C11_Chr_Lat_Da_Sa_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_ch_Ori_Orth_0_14,C11_ch_Ori_Orth_15_24,C11_ch_Ori_Orth_25_34,C11_ch_Ori_Orth_35_44,C11_ch_Ori_Orth_45_54,C11_ch_Ori_Orth_55_64,C11_ch_Ori_Orth_65_74,C11_ch_Ori_Orth_75_84,C11_ch_Ori_Orth_85ov,C11_ch_Ori_Ort_To,C11_C_Oth_Pro_0_14,C11_C_Oth_Pro_15_24,C11_C_Oth_Pro_25_34,C11_C_Oth_Pro_35_44,C11_C_Oth_Pro_45_54,C11_C_Oth_Pro_55_64,C11_C_Oth_Pro_65_74,C11_C_Oth_Pro_75_84,C11_C_Oth_Pro_85ov,C11_C_Oth_Pro_Tot,C11_C_Pent_0_14,C11_C_Pent_15_24,C11_C_Pent_25_34,C11_C_Pent_35_44,C11_C_Pent_45_54,C11_C_Pent_55_64,C11_C_Pent_65_74,C11_C_Pent_75_84,C11_C_Pent_85ov,C11_C_Pent_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot
LGA30250,0,0,0,0,0,0,0,0,0,0,23,5,15,6,5,12,0,0,0,66,0,0,0,0,0,0,0,0,0,0,353,177,192,168,99,68,25,5,0,1087,0,0,0,0,0,0,0,0,0,0,9,4,6,11,3,7,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,51,27,29,23,10,6,6,4,0,156,0,0,0,0,0,0,0,0,0,0
LGA30300,7,0,0,0,0,5,0,0,0,12,127,51,55,58,45,40,31,6,5,418,0,10,14,3,0,0,3,3,0,33,1125,516,636,707,598,520,333,143,48,4626,0,0,4,0,4,0,0,0,0,8,340,130,159,210,240,227,159,75,27,1567,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,3,0,0,21,0,0,0,0,0,0,3,0,0,3,409,156,177,202,187,184,91,53,14,1473,0,3,0,0,0,3,0,0,0,6,0,0,4,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,6,0,5,0,3,0,0,0,0,0,8,7,7,10,6,16,15,14,4,0,79,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,8,7,3,10,11,0,9,0,4,0,44,26,10,20,30,48,62,31,24,0,251,3,3,4,5,4,0,3,0,0,22
LGA30370,3,13,19,11,3,3,0,0,0,52,383,273,261,274,254,148,102,52,6,1753,8,41,26,7,5,14,9,3,0,113,3517,1925,2253,2501,2329,1551,1053,521,173,15823,20,12,36,22,14,7,4,0,0,115,708,313,449,521,590,547,439,201,59,3827,0,0,0,0,0,0,0,0,0,0,106,52,55,58,45,39,19,5,3,382,0,0,0,0,0,0,0,0,0,0,934,426,536,543,514,369,228,92,39,3681,0,3,5,0,0,5,0,0,0,13,7,5,5,9,5,0,4,4,4,43,21,6,14,23,13,8,5,0,3,93,4,3,6,3,3,7,0,0,0,26,134,67,90,82,110,55,47,32,7,624,0,0,0,0,0,0,0,0,0,0,19,3,10,10,10,8,3,4,3,70,27,16,16,13,16,8,11,7,0,114,75,41,82,90,151,151,104,57,21,772,10,6,0,13,5,5,3,8,0,50
LGA30410,0,0,0,0,0,0,0,0,0,0,104,39,43,46,55,36,42,11,3,379,0,8,3,3,3,0,3,3,0,23,740,379,381,501,458,481,358,154,39,3491,0,0,0,5,3,3,3,0,0,14,161,58,102,122,148,182,158,53,8,992,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0,209,116,127,130,135,105,112,60,12,1006,0,0,0,0,0,3,3,0,0,6,3,0,0,0,0,0,0,4,0,7,3,3,0,9,3,3,0,0,0,21,5,0,0,3,0,0,0,0,0,8,5,4,4,3,9,3,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,3,0,8,3,0,0,17,0,0,7,14,22,30,17,9,3,102,0,3,0,0,0,0,0,0,0,3
LGA30450,0,0,0,0,0,0,0,0,0,0,10,6,4,5,0,5,3,0,0,33,0,3,0,0,0,0,3,0,0,6,62,49,55,64,67,74,42,11,0,424,0,0,0,0,0,0,0,0,0,0,20,6,9,30,29,29,19,4,5,151,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,19,17,16,15,26,21,12,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,7,6,8,0,0,32,0,0,0,0,0,0,0,0,0,0
LGA30760,3,0,3,0,0,0,0,0,0,6,30,11,17,17,18,22,13,3,3,134,0,3,3,0,3,0,0,0,0,9,391,222,233,280,309,354,218,102,33,2142,0,0,0,3,0,0,0,0,0,3,112,57,63,97,117,138,96,56,15,751,0,0,0,0,0,0,0,0,0,0,9,0,4,8,3,3,10,0,0,37,0,0,0,0,0,0,0,0,0,0,148,73,93,85,82,87,73,31,10,682,0,0,0,6,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,5,4,3,0,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,4,3,0,0,16,8,0,13,10,12,26,15,8,0,92,3,0,3,0,0,3,0,0,0,9
LGA30900,0,0,0,0,0,0,0,0,0,0,13,9,8,8,7,9,6,0,0,60,0,12,0,0,0,0,0,0,0,12,94,76,79,70,76,68,36,6,0,505,0,0,0,0,0,0,0,0,0,0,8,15,9,9,21,19,10,4,0,95,0,0,0,0,0,0,0,0,0,0,17,4,9,8,4,5,0,0,0,47,0,0,0,0,0,0,0,0,0,0,39,31,19,24,22,22,6,4,0,167,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA31000,787,2207,2260,1263,672,303,107,60,15,7674,18374,18149,17947,14957,12964,9817,5502,4969,2757,105436,1708,6009,3632,1854,1749,1435,888,354,48,17677,174666,157823,157595,146793,128058,97683,56344,42908,16379,978249,4181,5143,6531,5280,4530,3319,1223,524,156,30887,22481,16331,16903,24242,23740,21735,15239,10169,4980,155820,4,5,4,0,3,0,0,0,0,16,4060,3236,3260,3193,3026,2327,1410,745,408,21665,178,144,129,111,99,131,118,96,56,1062,56882,39964,39244,40805,36758,27915,17506,11645,4631,275350,224,162,150,210,207,214,146,95,65,1473,2993,2163,2094,2650,2677,1854,1547,1059,367,17404,573,418,637,597,545,443,243,152,75,3683,1121,740,669,524,406,300,158,83,14,4015,2129,1702,1662,1920,1698,1435,1018,670,278,12512,214,140,185,144,113,61,14,10,3,884,521,523,570,427,380,268,170,92,50,3001,2856,2590,2412,2028,1890,1354,624,272,79,14105,3163,2591,3069,4341,5159,5286,3408,2512,1396,30925,276,285,230,320,395,377,269,181,81,2414
LGA31750,0,0,0,0,0,0,0,0,0,0,0,9,3,14,12,15,4,3,0,60,0,0,0,0,0,0,0,0,0,0,66,86,73,95,115,114,38,10,3,600,0,0,0,0,0,0,0,0,0,0,22,8,18,26,31,38,39,4,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,24,16,29,16,28,27,17,3,0,160,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,0,0,0,6,0,4,0,0,5,8,3,0,0,20,0,3,0,0,0,0,0,0,0,3
LGA31820,57,68,68,82,52,34,20,11,0,392,2306,1193,930,1227,1287,1193,900,627,306,9969,53,434,260,60,48,61,103,35,0,1054,17196,9905,8262,11087,11677,11677,8769,5015,1520,85108,92,63,152,131,92,78,46,3,3,660,2827,1632,1418,2292,2869,3334,3143,1641,508,19664,5,0,0,0,5,0,0,0,0,10,438,190,196,242,287,277,225,105,29,1989,94,61,36,57,44,45,55,23,9,424,3365,2050,1584,2172,2495,2486,2061,1001,251,17465,50,17,12,31,27,48,57,42,18,302,28,18,21,29,24,33,13,4,5,175,130,73,89,73,121,110,67,43,20,726,86,56,33,47,30,41,30,15,3,341,528,302,228,343,405,403,385,232,72,2898,3,0,0,4,3,0,0,0,0,10,43,27,20,23,25,41,44,22,3,248,186,109,63,120,126,124,81,43,3,855,225,167,134,312,531,780,727,423,133,3432,82,28,40,44,56,71,60,32,15,428
LGA31900,18,13,11,4,8,0,4,0,0,58,311,137,138,174,193,196,132,69,24,1374,11,196,127,13,9,9,3,4,3,375,3729,1904,2010,2320,2497,2270,1580,1064,298,17672,17,9,23,11,12,13,0,3,0,88,513,294,267,441,462,549,421,229,93,3269,0,0,0,0,0,0,0,0,0,0,10,10,4,13,13,12,19,0,0,81,3,3,0,3,0,0,0,0,0,9,1465,756,666,786,942,803,595,421,154,6588,0,0,0,3,3,0,0,0,0,6,38,11,14,26,10,14,36,14,3,166,12,13,12,16,14,19,13,3,3,105,0,0,3,0,4,3,4,0,0,14,13,14,12,26,18,20,20,15,3,141,0,0,0,0,0,0,0,0,0,0,4,5,3,6,0,4,0,0,0,22,103,53,41,53,48,53,43,12,3,409,97,47,72,152,142,282,166,103,54,1115,9,9,10,4,10,12,8,4,3,69
LGA31950,0,0,0,3,0,0,0,0,0,3,31,19,43,47,33,43,23,4,0,243,3,3,0,4,0,8,3,0,0,21,92,113,195,225,182,213,130,15,3,1168,0,0,0,0,0,4,0,0,0,4,10,11,19,40,46,65,34,3,3,231,0,0,0,0,0,0,0,0,0,0,3,3,3,7,9,8,0,0,0,33,0,0,0,0,0,3,0,0,0,3,14,39,53,36,47,63,19,3,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,6,4,0,0,0,0,13,3,0,4,6,14,10,12,3,0,52,0,0,3,0,0,0,3,0,0,6
LGA32070,214,255,387,248,189,79,31,10,4,1417,4942,2863,3470,3539,3148,2634,1264,686,213,22759,1585,3534,2948,1910,2175,1374,723,253,28,14530,32515,21735,24894,26002,24074,18830,10111,5311,1542,165014,390,271,459,658,448,333,112,25,10,2706,4922,2661,3006,4319,4659,4700,3259,1503,518,29547,0,0,0,0,0,0,0,0,0,0,483,244,269,314,325,279,172,72,20,2178,0,0,3,9,9,11,9,0,0,41,9034,5227,5268,6131,5936,4814,3001,1523,463,41397,50,29,29,31,45,64,35,16,5,304,130,79,85,146,141,114,82,66,14,857,305,132,165,193,174,125,87,35,5,1221,100,51,54,47,43,31,13,4,3,346,425,242,238,307,347,269,272,122,25,2247,0,3,3,0,4,3,0,0,0,13,126,59,62,72,72,51,35,12,3,492,725,410,332,353,337,267,115,37,3,2579,531,328,401,797,1119,1280,854,397,170,5877,57,18,22,39,61,61,43,19,9,329
LGA32250,0,5,0,4,3,3,0,0,0,15,88,51,42,42,60,66,52,16,0,417,0,9,9,9,3,0,5,6,0,41,474,322,336,334,390,673,525,124,10,3188,0,0,0,0,4,5,0,0,0,9,79,41,48,62,107,171,174,37,0,719,0,0,0,0,0,0,0,0,0,0,4,6,4,4,4,8,7,0,0,37,0,0,3,0,0,3,0,0,0,6,59,69,67,72,95,129,98,26,3,618,14,12,7,5,8,4,8,3,0,61,0,0,0,3,0,3,3,0,0,9,3,3,3,3,0,0,3,0,0,15,0,0,3,0,0,0,0,0,0,3,6,3,3,0,6,13,10,7,0,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,9,28,7,8,14,20,11,9,0,0,97,8,6,6,7,40,34,54,13,0,168,3,0,3,0,3,8,0,0,0,17
LGA32260,35,28,21,28,17,19,11,0,3,162,914,417,405,510,558,455,305,192,79,3835,83,202,183,86,97,54,51,21,8,785,6101,3302,3223,4262,4688,4041,2765,1510,396,30288,37,30,27,43,47,45,17,3,0,249,694,415,342,636,868,1013,858,367,111,5304,0,0,0,0,0,0,0,0,0,0,52,29,30,39,43,48,34,18,0,293,0,0,0,0,7,4,3,0,0,14,1821,988,866,1135,1433,1270,973,623,207,9316,3,0,0,0,3,4,8,0,0,18,40,21,22,36,53,37,35,46,8,298,75,34,47,33,39,34,31,14,5,312,3,7,4,0,6,4,3,0,0,27,25,18,20,29,47,52,50,25,4,270,0,0,0,0,0,0,0,0,0,0,12,4,9,10,3,9,3,3,0,53,186,96,77,85,100,91,47,9,6,697,53,41,37,95,197,224,213,95,27,982,11,5,8,5,15,17,18,3,0,82
LGA32270,24,25,43,29,9,13,0,0,0,143,833,630,793,710,721,475,190,46,9,4407,12,33,47,22,41,27,21,5,0,208,6557,4077,5088,4969,4532,3245,1570,528,116,30682,29,25,41,48,24,14,7,3,0,191,1106,575,936,1052,1156,1021,560,185,48,6639,0,0,0,0,0,0,0,0,0,0,62,65,83,52,79,48,25,5,3,422,21,6,4,10,3,4,0,0,0,48,1925,1138,1442,1310,1196,751,360,108,27,8257,4,0,4,7,4,3,3,0,0,25,18,9,15,14,15,9,3,3,0,86,22,11,11,14,22,14,9,6,0,109,34,15,16,11,10,14,6,0,0,106,100,63,100,83,102,74,28,19,3,572,0,0,0,0,0,0,0,0,0,0,3,3,13,9,5,7,11,0,0,51,107,66,62,59,64,27,10,4,0,399,95,42,102,213,246,244,132,37,12,1123,30,21,17,37,22,24,6,3,3,163
LGA32310,9,5,10,3,5,4,5,0,0,41,353,165,128,140,157,147,93,55,19,1257,0,15,17,8,15,16,4,3,0,78,2703,1547,1291,1543,1583,1511,1036,531,194,11939,16,10,12,12,8,3,5,0,0,66,444,268,231,316,346,433,372,205,62,2677,0,0,0,0,0,0,0,0,0,0,39,19,20,23,31,30,28,8,8,206,0,3,0,0,0,0,0,0,0,3,740,415,381,424,416,374,262,130,52,3194,3,0,3,5,0,6,10,4,0,31,3,4,0,0,3,4,4,0,0,18,20,11,14,19,17,4,22,9,0,116,0,0,0,4,0,6,0,5,0,15,25,16,15,13,11,21,13,3,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,13,8,5,6,7,14,18,17,5,3,83,26,24,21,53,88,126,84,40,13,475,14,14,9,10,18,12,21,0,0,98
LGA32330,0,0,0,0,0,0,0,0,0,0,50,13,14,13,9,7,6,3,0,115,0,0,0,3,0,0,0,0,0,3,483,189,165,128,105,46,29,9,0,1154,0,0,0,0,3,0,0,0,0,3,77,36,24,26,25,6,7,0,0,201,0,0,0,0,0,0,0,0,0,0,177,85,50,56,47,31,13,6,0,465,0,0,0,0,0,0,0,0,0,0,58,28,25,19,14,10,3,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,60,33,18,14,18,5,0,5,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32450,8,4,8,5,3,0,0,0,0,28,135,59,75,77,67,59,34,12,0,518,0,16,17,3,4,3,3,0,0,46,790,555,709,609,586,455,209,74,24,4011,4,0,3,6,4,3,4,0,0,24,91,95,121,127,175,182,94,19,4,908,0,0,0,0,0,0,0,0,0,0,13,7,3,11,13,4,0,0,0,51,0,0,0,0,0,0,0,0,0,0,224,178,228,204,193,148,82,16,6,1279,0,0,0,3,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,12,8,0,6,4,5,3,0,0,0,26,0,0,0,0,0,3,0,0,0,3,5,4,9,10,11,6,4,0,0,49,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,3,0,0,0,16,5,7,3,11,11,3,0,0,0,40,4,9,4,23,39,35,13,3,3,133,0,0,3,3,3,0,0,0,0,9
LGA32500,4,6,4,4,13,9,0,3,3,46,174,79,113,146,168,168,98,38,5,989,17,37,32,20,20,14,13,3,0,156,746,385,552,692,851,924,476,152,28,4806,5,3,12,7,15,7,9,0,0,58,95,57,83,121,164,242,162,43,6,973,0,0,0,0,0,0,0,0,0,0,6,3,13,5,13,7,3,4,0,54,0,0,0,0,0,0,3,0,0,3,128,68,122,98,150,169,102,21,6,864,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,13,11,4,8,4,4,8,3,3,0,45,0,0,0,3,0,3,0,0,0,6,86,35,28,29,51,31,16,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,23,7,3,19,9,13,11,3,0,88,4,5,6,12,40,45,28,7,0,147,3,0,0,0,3,3,0,0,0,9
LGA32600,3,0,0,0,0,0,0,0,0,3,5,5,5,4,10,12,3,0,0,44,0,0,0,3,0,0,0,0,0,3,67,31,44,39,38,51,19,6,0,295,0,0,0,0,0,0,0,0,0,0,17,4,11,14,10,20,23,3,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,14,14,12,8,13,3,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,16,0,0,0,0,0,0,3,0,0,3
LGA32750,0,0,3,0,0,0,0,0,0,3,9,3,3,13,3,5,5,3,0,44,0,0,0,0,0,3,0,0,0,3,50,58,54,70,59,65,33,18,0,407,0,0,0,0,0,0,0,0,0,0,4,6,9,10,20,29,12,4,0,94,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,17,12,17,13,23,25,14,0,0,121,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,10,4,0,0,23,0,0,3,0,0,0,0,0,0,3
LGA32770,0,0,0,0,0,0,0,0,0,0,101,34,38,23,17,9,6,0,0,228,0,3,0,0,0,0,0,0,0,3,406,189,176,116,89,40,23,11,0,1050,0,0,0,0,0,0,0,0,0,0,11,6,3,3,4,6,5,0,0,38,0,0,0,0,0,0,0,0,0,0,67,22,21,26,5,12,3,3,0,159,231,82,92,62,58,21,12,6,0,564,10,0,15,9,8,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA33100,5,0,0,0,5,0,0,0,0,10,37,13,19,29,24,36,18,7,3,186,29,10,9,0,5,7,5,4,0,69,211,123,153,200,208,312,206,79,7,1499,0,4,0,0,3,0,0,0,0,7,39,15,32,42,47,97,95,17,5,389,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,49,49,41,58,49,67,59,10,0,382,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,0,3,11,15,24,14,3,0,73,3,0,0,3,0,3,3,0,0,12
LGA33200,0,0,0,0,0,0,0,0,0,0,49,33,20,21,34,29,24,4,0,214,4,20,7,4,3,0,0,0,0,38,422,212,256,263,303,283,169,78,16,2002,0,0,0,3,0,0,0,0,0,3,91,36,41,83,65,98,95,35,10,554,0,0,0,0,0,0,0,0,0,0,20,6,4,8,5,3,9,0,0,55,0,0,0,0,0,0,0,0,0,0,106,47,58,77,72,67,58,23,5,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,3,0,3,7,3,0,0,26,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,6,4,0,0,24,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,7,3,0,3,3,0,0,0,0,0,9,3,4,9,14,30,36,22,8,0,126,0,0,0,0,3,0,3,0,0,6
