region_id,C01_0_74_CF_NC,C01_0_74_CF_Cu15DS_,C01_0_74_CF_CU15_NDS,C01_0_74_CF_NCU15_DS,C01_0_74_CF_NDCO,C01_0_74_CF_T,C01_75_99_CF_NC,C01_75_99_CF_Cu15DS_,C01_75_99_CF_CU15_NDS,C01_75_99_CF_NCU15_DS,C01_75_99_CF_NDCO,C01_75_99_CF_T,C01_100_149_CF_NC,C01_100_149_CF_Cu15DS_,C01_100_149_CF_CU15_NDS,C01_100_149_CF_NCU15_DS,C01_100_149_CF_NDCO,C01_100_149_Co_fam_To,C01_150_199_CF_NC,C01_150_199_CF_Cu15DS_,C01_150_199_CF_CU15_NDS,C01_150_199_CF_NCU15_DS,C01_150_199_CF_NDCO,C01_150_199_CF_T,C01_200_224_CF_NC,C01_200_224_CF_Cu15DS_,C01_200_224_CF_CU15_NDS,C01_200_224_CF_NCU15_DS,C01_200_224_CF_NDCO,C01_200_224_CF_T,C01_225_274_CF_NC,C01_225_274_CF_Cu15DS_,C01_225_274_CF_CU15_NDS,C01_225_274_CF_NCU15_DS,C01_225_274_CF_NDCO,C01_225_274_CF_T,C01_275_349_CF_NC,C01_275_349_CF_Cu15DS_,C01_275_349_CF_CU15_NDS,C01_275_349_CF_NCU15_DS,C01_275_349_CF_NDCO,C01_275_349_CF_T,C01_350_449_CF_NC,C01_350_449_CF_Cu15DS_,C01_350_449_CF_CU15_NDS,C01_350_449_CF_NCU15_DS,C01_350_449_CF_NDCO,C01_350_449_CF_T,C01_450_549_CF_NC,C01_450_549_CF_Cu15DS_,C01_450_549_CF_CU15_NDS,C01_450_549_CF_NCU15_DS,C01_450_549_CF_NDCO,C01_450_549_CF_T,C01_550_649_CF_NC,C01_550_649_CF_Cu15DS_,C01_550_649_CF_CU15_NDS,C01_550_649_CF_NCU15_DS,C01_550_649_CF_NDCO,C01_550_649_CF_T,C01_650over_CF_NC,C01_650ov_CF_Cu15DS_,C01_650ov_CF_CU15_NDS,C01_650ov_CF_NCU15_DS,C01_650ov_CF_NDCO,C01_650ov_CF_T,C01_Rns_CF_NC,C01_Rns_CF_Cu15DS_,C01_Rns_CF_CU15_NDS,C01_Rns_CF_NCU15_DS,C01_Rns_CF_NDCO,C01_Rns_CF_T,C01_Tot_CF_NC,C01_Tot_CF_Cu15DS_,C01_Tot_CF_CU15_NDS,C01_Tot_CF_NCU15_DS,C01_Tot_CF_NDCO,C01_Tota_Coup_fam_Tota,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_Coup_fam_Tot,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650over_CF_NC,C06_650ov_CF_Cu15DS_,C06_650ov_CF_CU15_NDS,C06_650ov_CF_NCU15_DS,C06_650ov_CF_NDCO,C06_650ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tot_CF_T,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_CF_T,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_CF_T,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_
LGA18150,52,10,40,4,6,112,14,3,20,4,3,44,42,5,59,5,3,114,9,0,8,0,0,17,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,121,18,130,13,12,294,46,3,26,0,9,84,12,0,9,0,0,21,42,6,54,3,5,110,13,5,25,0,0,43,4,0,6,0,0,10,0,0,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,15,124,17,131,6,14,292,30,3,30,5,3,71,4,0,3,0,0,7,34,9,26,6,3,78,36,3,36,0,3,78,8,5,20,0,3,36,7,0,14,0,0,21,0,0,7,0,0,7,0,4
LGA18200,45,6,49,4,8,112,19,3,14,3,5,44,41,9,57,4,9,120,6,0,8,3,3,20,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,7,0,4,0,0,11,121,18,135,14,31,319,34,4,39,0,5,82,7,0,12,0,0,19,42,7,31,6,9,95,15,3,18,3,0,39,9,3,5,0,3,20,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,3,20,110,17,124,12,20,283,27,3,25,3,0,58,3,0,3,0,3,9,35,0,13,0,3,51,44,6,36,0,3,89,6,3,10,3,3,25,9,3,14,0,0,26,0,0,11,0,0,11,0,0
LGA18250,82,13,44,6,13,158,14,0,8,0,0,22,35,0,18,4,5,62,26,3,14,4,4,51,35,3,11,3,3,55,188,4,78,8,12,290,574,16,247,37,27,901,523,24,259,41,21,868,161,28,192,16,20,417,56,8,100,17,11,192,64,25,156,21,9,275,30,0,30,5,7,72,1788,124,1157,162,132,3363,61,7,52,4,8,132,11,0,3,0,0,14,39,4,4,3,3,53,41,0,16,0,0,57,28,0,5,0,3,36,103,0,35,10,10,158,609,9,240,29,28,915,699,27,341,29,37,1133,258,31,277,44,31,641,79,10,192,17,15,313,78,54,269,37,17,455,40,4,29,8,3,84,2046,146,1463,181,155,3991,58,9,50,10,7,134,3,0,0,0,0,3,31,0,3,3,0,37,26,3,10,3,3,45,16,0,17,0,3,36,35,0,12,0,5,52,70,0,28,8,3,109,453,8
LGA18350,83,8,57,6,9,163,23,3,28,0,3,57,101,13,68,3,16,201,193,27,260,6,21,507,52,7,75,4,11,149,39,9,61,4,4,117,30,8,45,7,3,93,9,0,22,3,3,37,3,4,7,0,0,14,0,0,3,0,0,3,5,0,7,0,0,12,17,8,15,3,3,46,555,87,648,36,73,1399,53,12,49,5,9,128,11,0,6,0,0,17,64,3,35,3,5,110,123,11,85,10,19,248,100,10,110,4,9,233,107,11,139,7,10,274,69,17,113,12,12,223,38,6,59,9,8,120,9,0,14,4,4,31,0,0,3,0,0,3,4,4,3,4,0,15,28,3,20,0,0,51,606,77,636,58,76,1453,57,10,47,5,8,127,9,0,0,0,0,9,27,0,6,0,0,33,74,3,17,3,3,100,40,5,42,0,3,90,82,20,102,5,16,225,133,23,156,12,25,349,110,32
LGA18400,67,10,57,11,14,159,13,3,6,0,6,28,42,5,53,3,6,109,89,15,185,6,15,310,36,15,87,5,8,151,19,0,23,3,5,50,5,5,13,3,3,29,3,3,6,0,4,16,0,0,3,0,0,3,3,0,0,0,0,3,0,3,0,0,0,3,9,3,8,3,3,26,286,62,441,34,64,887,55,8,36,6,10,115,6,0,3,0,3,12,42,3,18,3,10,76,52,13,58,6,5,134,65,6,88,4,4,167,66,14,126,5,11,222,29,14,50,4,7,104,21,4,23,3,7,58,6,5,5,0,0,16,0,0,0,0,0,0,0,0,5,0,0,5,14,0,10,0,0,24,356,67,422,31,57,933,37,8,53,5,9,112,0,0,5,0,0,5,14,0,11,3,3,31,37,0,17,5,4,63,33,5,26,0,3,67,65,7,66,9,8,155,75,11,125,4,11,226,50,26
LGA18450,553,23,175,28,55,834,293,53,214,21,28,609,634,57,479,44,93,1307,775,139,922,88,174,2098,283,36,355,25,58,757,245,42,308,26,38,659,90,14,130,17,13,264,33,8,35,9,7,92,5,3,10,0,0,18,4,0,0,0,0,4,16,0,12,3,3,34,97,12,61,9,19,198,3028,387,2701,270,488,6874,148,4,112,11,19,294,119,3,26,3,14,165,690,43,223,23,59,1038,604,53,396,40,109,1202,429,55,363,41,96,984,582,74,609,60,94,1419,396,67,442,43,62,1010,114,25,166,20,19,344,28,5,37,8,7,85,5,6,11,0,3,25,18,0,17,0,8,43,81,12,35,7,14,149,3214,347,2437,256,504,6758,133,16,101,12,13,275,29,0,10,0,0,39,434,9,63,18,35,559,375,30,165,32,47,649,283,19,149,19,53,523,549,46,437,52,87,1171,817,85,721,77,108,1808,572,102
LGA18500,79,11,38,8,11,147,11,0,0,0,0,11,21,0,7,0,0,28,48,0,9,0,0,57,54,0,6,0,0,60,122,3,39,3,4,171,455,7,96,10,16,584,490,3,96,8,16,613,202,5,62,9,9,287,123,3,69,10,12,217,244,46,296,50,23,659,32,3,15,0,7,57,1881,81,733,98,98,2891,71,4,45,6,4,130,8,0,0,0,0,8,12,0,5,0,0,17,22,0,3,5,5,35,35,0,6,0,0,41,74,3,13,0,3,93,286,3,48,8,6,351,441,11,137,10,21,620,330,4,102,4,5,445,163,6,80,9,10,268,311,63,413,71,32,890,38,4,27,4,7,80,1791,98,879,117,93,2978,60,7,44,6,3,120,0,0,0,0,0,0,9,0,6,0,0,15,6,0,5,0,0,11,13,0,4,0,0,17,32,0,10,3,0,45,77,0,13,0,4,94,299,3
LGA18550,225,4,105,8,18,360,98,10,54,8,17,187,330,20,192,13,38,593,755,101,1081,50,131,2118,236,44,422,22,44,768,111,48,269,18,43,489,30,12,60,7,9,118,9,3,12,0,3,27,0,0,3,0,0,3,0,0,0,0,0,0,11,0,11,0,3,25,57,7,44,0,11,119,1862,249,2253,126,317,4807,121,8,66,4,9,208,49,3,3,0,6,61,246,14,84,9,24,377,486,31,424,31,68,1040,459,42,492,33,72,1098,450,112,805,45,98,1510,224,73,365,43,44,749,42,12,71,9,17,151,5,3,4,0,3,15,0,0,8,3,0,11,10,0,5,0,0,15,46,4,43,4,7,104,2138,302,2370,181,348,5339,102,9,66,6,8,191,22,3,0,0,4,29,160,3,24,4,14,205,182,20,86,21,20,329,200,9,127,18,41,395,515,66,488,48,80,1197,776,148,956,54,149,2083,322,138
LGA18710,51,6,53,4,9,123,15,3,12,3,0,33,53,8,52,4,9,126,18,8,32,0,0,58,6,0,5,0,0,11,8,0,6,0,0,14,8,0,6,3,0,17,0,3,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,5,3,5,3,0,16,167,31,174,17,18,407,30,4,43,0,8,85,8,3,7,0,3,21,29,3,28,5,0,65,34,5,23,0,3,65,18,3,21,0,0,42,23,3,26,0,4,56,15,0,26,0,0,41,12,0,10,3,3,28,7,0,3,0,3,13,0,0,0,0,0,0,3,3,0,0,0,6,8,0,8,5,0,21,187,24,195,13,24,443,30,6,30,3,0,69,3,0,5,0,0,8,11,0,14,3,0,28,18,0,10,0,0,28,9,0,15,0,3,27,29,3,24,3,5,64,33,5,57,3,11,109,27,6
LGA18750,60,5,47,4,0,116,23,0,19,0,3,45,77,7,76,5,8,173,17,7,37,3,0,64,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,3,3,8,0,0,14,183,22,193,15,11,424,31,6,29,5,3,74,10,0,3,3,0,16,49,7,35,0,4,95,54,7,56,4,3,124,19,3,32,5,3,62,8,0,13,0,4,25,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,5,10,0,3,25,186,28,181,17,20,432,32,3,22,6,3,66,3,0,6,0,0,9,23,0,12,3,3,41,57,4,35,0,3,99,30,3,33,5,3,74,31,4,53,0,0,88,14,4,20,0,4,42,0,4
LGA19399,32,3,19,3,4,61,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,38,6,25,3,4,76,28,3,17,0,0,48,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,0,7,41,3,42,0,0,86,13,3,11,0,0,27,3,0,3,0,0,6,0,0,7,0,0,7,4,0,0,0,0,4,0,0,4,0,0,4,0,0,3,0,0,3,0,0,3,0,0,3,0,0
LGA20110,43,6,43,11,3,106,24,3,13,3,0,43,78,15,91,5,6,195,7,3,25,4,0,39,3,0,3,0,0,6,3,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,6,0,0,9,164,27,187,23,9,410,21,4,21,3,6,55,12,0,7,0,0,19,52,7,27,3,6,95,59,10,56,0,0,125,12,0,32,0,0,44,8,3,10,0,0,21,3,0,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,16,0,0,0,0,16,186,24,159,9,12,390,21,7,26,0,3,57,3,0,5,3,3,14,25,3,8,3,0,39,58,10,31,3,3,105,28,3,19,3,0,53,29,3,29,0,3,64,17,3,20,3,0,43,3,0
LGA20260,49,4,47,3,4,107,26,0,22,0,3,51,49,10,53,8,3,123,3,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,6,3,7,0,0,16,136,17,134,14,10,311,47,6,28,4,3,88,3,0,6,0,0,9,54,6,48,0,12,120,21,3,23,0,4,51,3,4,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,8,0,0,16,135,23,117,7,19,301,21,3,16,6,0,46,6,0,4,0,0,10,26,5,27,0,3,61,33,3,49,3,5,93,14,3,20,0,0,37,10,3,20,3,3,39,3,3,11,3,0,20,4,0
LGA20570,104,12,72,6,9,203,137,3,108,7,10,265,416,62,460,27,38,1003,218,52,300,24,29,623,40,6,38,5,3,92,19,13,34,4,0,70,11,3,28,3,0,45,5,0,4,0,0,9,0,0,0,0,0,0,0,3,0,0,0,3,4,3,5,0,3,15,26,3,28,4,5,66,980,160,1077,80,97,2394,58,4,49,6,8,125,42,0,28,0,5,75,262,27,160,10,24,483,502,49,412,45,72,1080,137,31,168,15,15,366,115,38,156,21,16,346,34,20,83,7,5,149,4,4,11,0,0,19,4,0,4,0,0,8,0,4,0,0,0,4,10,0,6,0,0,16,32,3,30,3,4,72,1200,180,1107,107,149,2743,70,11,36,12,5,134,10,3,7,0,0,20,167,3,71,3,3,247,293,27,200,21,34,575,247,19,163,22,24,475,413,39,362,40,34,888,222,52,320,25,23,642,62,30
LGA20660,134,12,93,6,18,263,77,9,42,9,7,144,185,29,237,22,27,500,571,66,414,38,56,1145,211,22,176,13,21,443,177,20,172,25,18,412,48,16,74,11,9,158,18,9,24,4,3,58,5,3,17,0,0,25,3,3,8,0,0,14,17,4,21,5,0,47,53,12,37,6,13,121,1499,205,1315,139,172,3330,79,12,55,14,11,171,29,3,12,0,0,44,142,19,122,15,14,312,306,30,232,20,42,630,336,32,216,32,35,651,452,47,325,36,46,906,196,28,216,35,30,505,57,12,103,17,12,201,13,4,33,7,0,57,3,0,9,0,0,12,15,7,12,0,3,37,39,10,35,7,10,101,1667,204,1370,183,203,3627,72,8,53,6,6,145,9,3,9,3,0,24,110,3,38,3,15,169,65,17,63,11,9,165,84,11,78,6,17,196,215,28,174,19,19,455,746,61,458,30,44,1339,489,45
LGA20740,79,10,57,7,7,160,43,3,30,0,3,79,153,15,163,10,18,359,25,9,47,5,5,91,4,0,8,0,0,12,0,0,3,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,0,0,22,323,40,315,22,33,733,52,8,35,3,7,105,22,0,5,0,0,27,103,7,45,5,0,160,169,21,137,8,13,348,29,7,54,3,4,97,14,0,30,0,3,47,3,0,10,0,0,13,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,16,5,15,4,0,40,416,48,336,23,27,850,44,3,36,3,8,94,3,0,0,0,0,3,39,3,9,3,3,57,67,4,41,4,6,122,60,5,53,5,7,130,105,5,111,13,14,248,89,11,105,7,6,218,50,5
LGA20830,97,5,100,9,11,222,41,3,36,6,6,92,166,22,179,6,22,395,44,18,62,5,5,134,3,3,12,0,3,21,3,0,7,3,0,13,4,3,5,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,17,6,13,4,3,43,382,60,417,33,50,942,64,14,60,10,8,156,15,0,15,0,0,30,127,18,59,4,14,222,133,14,126,10,11,294,35,0,51,7,4,97,19,13,36,3,8,79,11,4,12,3,3,33,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,4,0,4,0,6,14,10,3,25,0,3,41,418,66,391,40,57,972,65,9,45,8,5,132,12,0,4,3,0,19,70,4,30,0,6,110,102,4,59,7,9,181,72,6,63,4,11,156,116,13,126,13,12,280,67,18,143,9,15,252,15,7
LGA20910,99,6,46,6,14,171,57,3,18,9,4,91,89,6,49,3,12,159,205,8,91,8,11,323,155,5,59,10,7,236,220,13,130,17,18,398,198,20,177,23,25,443,112,16,158,20,19,325,56,17,141,12,10,236,31,10,73,14,4,132,42,29,145,19,6,241,40,9,34,5,6,94,1304,142,1121,146,136,2849,53,3,53,9,12,130,20,0,0,4,0,24,95,5,32,5,9,146,79,4,50,3,9,145,120,6,38,6,11,181,233,11,106,17,16,383,316,22,204,24,20,586,191,20,208,36,13,468,72,26,193,19,13,323,38,23,107,20,3,191,50,48,270,45,11,424,34,3,25,9,3,74,1301,171,1286,197,120,3075,62,9,54,5,10,140,12,0,5,0,0,17,68,0,17,3,0,88,30,5,14,3,5,57,25,0,13,0,0,38,56,5,35,7,5,108,214,6,85,15,14,334,412,23
LGA21010,36,3,19,3,3,64,28,4,19,3,3,57,87,15,82,6,11,201,16,9,27,3,3,58,0,0,4,0,0,4,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,4,0,4,0,0,8,177,31,158,15,23,404,31,3,16,0,0,50,9,0,3,0,0,12,52,8,29,4,6,99,74,7,58,6,3,148,26,3,28,3,0,60,3,0,17,3,0,23,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,0,0,6,198,24,161,16,9,408,16,0,17,0,0,33,0,0,0,0,0,0,30,3,20,0,0,53,59,7,50,5,6,127,38,8,31,3,6,86,36,6,36,3,4,85,12,3,20,3,3,41,0,0
LGA21110,170,21,111,19,11,332,34,0,20,3,0,57,140,9,66,11,5,231,720,24,188,23,22,977,452,19,129,14,7,621,575,30,225,50,31,911,440,50,284,61,35,870,183,52,279,60,20,594,63,29,152,34,18,296,16,16,74,15,5,126,51,38,142,39,6,276,55,11,34,9,11,120,2899,299,1704,338,171,5411,141,13,92,19,8,273,18,0,7,0,0,25,81,3,36,3,5,128,304,6,104,13,9,436,369,15,112,23,4,523,894,18,256,40,24,1232,779,49,346,74,35,1283,312,45,392,79,34,862,104,45,241,52,21,463,42,26,146,28,5,247,62,41,212,62,14,391,60,7,51,14,6,138,3166,268,1995,407,165,6001,129,9,86,26,15,265,9,0,5,0,3,17,42,3,24,3,3,75,67,3,24,3,4,101,68,0,20,5,0,93,231,4,64,12,9,320,1016,20,286,36,22,1380,1342,48
LGA21180,147,9,140,17,19,332,106,20,78,11,21,236,332,67,433,44,60,936,464,186,833,114,132,1729,81,26,119,17,18,261,31,19,76,16,15,157,14,6,23,7,6,56,8,4,22,3,4,41,4,0,7,0,0,11,3,0,5,0,0,8,12,3,27,4,3,49,41,24,61,8,13,147,1243,364,1824,241,291,3963,123,13,91,3,17,247,36,6,16,0,4,62,301,23,215,30,45,614,583,129,921,97,161,1891,219,50,334,37,54,694,164,49,232,29,32,506,28,12,54,11,16,121,8,5,20,3,6,42,3,0,10,0,3,16,7,0,7,0,0,14,16,6,17,3,8,50,63,15,70,7,22,177,1551,308,1987,220,368,4434,120,12,94,5,19,250,18,0,11,0,0,29,112,4,57,6,11,190,209,26,155,20,33,443,182,31,233,24,35,505,518,96,669,71,104,1458,943,198,1245,119,132,2637,189,52
LGA21270,56,10,48,6,3,123,15,3,13,3,3,37,10,4,13,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,6,0,4,0,0,10,93,17,81,9,6,206,44,8,23,3,5,83,12,0,7,3,0,22,11,4,19,3,9,46,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,0,0,3,79,12,52,12,14,169,27,3,23,3,5,61,3,0,4,0,0,7,13,3,19,3,3,41,16,3,14,0,0,33,0,0,5,0,0,5,0,0,3,0,0,3,0,0,0,3,0,3,0,0
LGA21370,137,19,127,13,15,311,70,7,56,3,7,143,163,21,180,17,21,402,99,23,137,11,15,285,8,5,18,0,3,34,8,0,11,3,0,22,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,4,0,0,9,19,5,17,3,3,47,509,83,556,50,64,1262,102,18,72,3,5,200,27,3,15,0,3,48,142,12,92,5,16,267,144,16,126,7,24,317,51,9,50,8,5,123,29,8,59,9,3,108,10,4,29,4,3,50,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,28,3,20,4,4,59,536,78,468,40,63,1185,65,9,58,8,4,144,13,0,8,0,0,21,109,7,44,8,12,180,126,8,106,4,15,259,72,3,82,4,15,176,97,18,91,9,17,232,31,13,67,5,4,120,11,3
LGA21450,63,16,93,4,8,184,18,3,13,3,3,40,99,14,103,8,22,246,135,25,238,16,23,437,6,6,31,4,3,50,10,6,18,4,3,41,3,0,14,0,0,17,0,0,4,0,0,4,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,3,0,3,22,4,18,0,3,47,359,74,535,42,65,1075,64,3,65,7,10,149,12,0,7,0,0,19,63,6,40,5,9,123,198,23,200,8,23,452,87,16,120,6,12,241,69,32,154,14,15,284,30,10,47,8,9,104,7,4,12,0,0,23,8,0,4,0,0,12,0,0,0,0,3,3,5,0,0,0,0,5,21,9,20,6,0,56,564,103,669,54,81,1471,55,12,47,6,6,126,3,0,3,0,0,6,35,3,26,0,3,67,59,4,31,4,9,107,40,6,46,8,9,109,146,14,176,14,22,372,368,54,576,34,49,1081,82,37
LGA21610,128,9,98,11,25,271,81,9,62,6,3,161,278,73,302,38,42,733,660,128,1063,78,113,2042,102,36,190,19,25,372,44,19,126,24,19,232,12,10,30,3,6,61,3,4,11,0,4,22,0,0,0,0,3,3,3,3,3,0,0,9,12,4,25,3,5,49,55,18,59,11,13,156,1378,313,1969,193,258,4111,92,9,73,4,22,200,24,0,18,0,3,45,200,20,103,5,20,348,735,120,826,57,105,1843,451,98,597,54,75,1275,379,117,632,54,82,1264,89,40,224,34,31,418,21,8,43,4,6,82,5,0,6,4,0,15,0,4,11,0,0,15,17,10,19,6,3,55,60,23,74,3,20,180,2073,449,2626,225,367,5740,119,13,72,8,17,229,13,3,9,0,0,25,137,9,39,3,8,196,133,17,83,13,26,272,117,23,121,19,15,295,449,83,583,55,73,1243,1154,246,1715,145,184,3444,427,214
LGA21670,35,4,10,4,6,59,29,0,18,0,3,50,57,6,55,4,3,125,4,3,0,0,3,10,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,4,134,13,90,8,15,260,19,0,12,4,3,38,8,0,5,0,6,19,71,3,40,3,6,123,30,4,29,0,3,66,4,0,3,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,7,0,0,14,143,7,99,7,18,274,25,0,8,0,0,33,8,0,0,0,3,11,31,0,16,3,5,55,64,9,34,3,7,117,15,8,21,0,0,44,16,0,21,0,0,37,0,0,3,0,0,3,3,0
