region_id,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_c_o_c_c_g,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_over_REA,C11_650over_ST_HA,C11_650ove_Pe_no_sa_ho,C11_650ov_H_co_op_c_ch_gr,C11_650over_Oth_lan_typ,C11_650over_LLT_NS,C11_650_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T
LGA21670,9,0,238,219,37,115,9,18,0,398,75,3,32,0,3,0,113,60,0,20,0,0,0,80,9,0,0,0,0,0,9,5,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,7,16,5,26,0,9,0,56,475,179,343,41,51,29,1118
LGA21750,31,3,285,225,50,174,19,19,3,490,146,3,83,0,9,0,241,184,0,62,0,6,0,252,60,3,23,0,3,0,89,13,0,10,0,0,0,23,0,3,3,0,0,0,6,3,3,0,0,0,0,6,7,3,8,0,3,0,21,9,14,46,5,21,8,103,712,254,580,53,125,64,1788
LGA21830,28,3,268,157,23,140,3,23,0,346,74,0,35,0,8,0,117,56,0,22,0,3,0,81,21,0,6,0,0,0,27,4,0,6,0,0,0,10,3,0,3,0,0,0,6,0,0,4,0,0,0,4,3,0,8,0,3,0,14,8,8,37,3,33,8,97,393,131,542,15,204,119,1404
LGA21890,39,6,873,531,248,310,34,30,8,1161,764,105,232,20,30,9,1160,2019,171,462,22,55,11,2740,3852,100,717,9,89,12,4779,2776,16,485,9,44,10,3340,1018,10,179,4,8,5,1224,300,4,69,0,7,3,383,281,12,86,3,3,3,388,234,186,183,18,31,45,697,11958,2342,3172,225,357,304,18358
LGA22110,69,3,580,464,123,245,33,75,8,948,290,49,156,8,20,5,528,433,19,135,6,9,3,605,251,10,49,0,9,0,319,72,0,12,0,9,4,97,7,0,6,0,6,0,19,0,0,0,0,3,0,3,10,3,18,0,11,0,42,20,25,61,8,36,9,159,1698,571,1098,140,341,179,4027
LGA22170,30,7,656,526,171,343,21,88,8,1157,619,68,327,35,105,11,1165,2174,139,560,18,81,18,2990,3355,26,549,5,40,22,3997,1087,5,185,3,13,8,1301,204,0,51,0,4,0,259,48,0,13,0,0,0,61,95,10,27,0,5,3,140,171,75,113,18,22,33,432,8394,1312,2546,207,433,237,13129
LGA22250,20,3,317,153,4,57,3,5,3,225,21,0,10,0,3,0,34,6,0,5,0,4,0,15,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,10,7,11,19,5,16,5,63,357,113,305,14,104,67,960
LGA22310,18,10,460,287,46,267,31,21,3,655,632,14,178,4,16,0,844,1677,29,326,14,18,7,2071,2743,14,588,5,28,14,3392,3218,8,593,0,32,12,3863,1412,0,286,0,9,3,1710,570,0,120,4,4,3,701,622,3,161,0,11,0,797,223,35,179,20,19,28,504,11483,441,3237,226,189,275,15851
LGA22410,17,3,311,233,47,129,9,17,0,435,144,10,80,3,9,3,249,150,4,36,0,3,0,193,69,0,16,0,5,0,90,12,0,5,0,0,0,17,3,0,3,0,3,0,9,0,0,0,0,0,0,0,5,0,9,0,4,0,18,12,19,24,0,24,3,82,747,253,544,28,107,65,1744
LGA22490,12,0,81,24,0,40,0,0,0,64,15,0,35,0,3,0,53,59,0,24,0,3,0,86,68,0,15,0,4,0,87,23,0,6,0,0,3,32,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,24,3,7,3,40,204,3,256,6,55,36,560
LGA22620,93,7,1206,1033,372,608,94,83,6,2196,753,25,434,46,24,10,1292,1630,32,438,16,41,8,2165,1096,7,248,0,37,3,1391,330,4,71,3,12,3,423,45,3,21,0,4,0,73,10,3,5,4,6,0,28,31,11,25,0,8,3,78,93,115,91,21,32,13,365,5385,1562,2505,284,412,204,10352
LGA22670,94,5,863,756,226,398,28,152,23,1583,953,106,301,6,75,8,1449,2539,193,509,12,140,20,3413,3450,38,643,5,168,20,4324,835,12,152,3,33,9,1044,84,0,22,0,5,3,114,28,5,11,0,4,0,48,156,3,47,0,17,3,226,228,126,183,21,67,33,658,9230,1771,2755,170,792,235,14953
LGA22750,124,22,2085,1461,450,846,175,162,25,3119,1210,202,712,61,67,13,2265,3040,150,901,21,95,27,4234,3194,29,763,32,87,34,4139,1486,9,310,5,47,9,1866,320,3,60,3,10,0,396,54,0,18,0,6,0,78,90,10,54,4,21,3,182,226,164,219,42,98,33,782,11659,2802,4795,673,857,448,21234
LGA22830,114,18,919,888,250,321,52,90,14,1615,523,40,223,13,33,10,842,741,10,211,8,35,9,1014,465,13,92,8,24,0,602,121,4,45,0,8,4,182,15,5,11,0,0,0,31,4,0,0,0,0,0,4,12,7,12,0,3,3,37,63,81,66,11,46,14,281,3131,1031,1342,183,447,180,6314
LGA22910,17,0,154,75,13,97,0,10,3,198,68,0,68,0,3,0,139,129,0,56,0,4,3,192,89,0,31,0,7,0,127,13,0,7,0,0,0,20,3,0,3,0,0,0,6,3,0,0,0,3,0,6,3,3,5,0,0,0,11,5,4,20,0,7,3,39,413,115,429,32,61,51,1101
LGA22980,18,0,156,61,3,22,3,3,0,92,0,0,7,0,0,0,7,0,0,4,3,0,0,7,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,0,9,0,19,144,27,157,17,48,39,432
LGA23110,14,5,385,239,105,187,26,57,7,621,303,36,165,16,35,4,559,1168,69,309,21,54,3,1624,2013,29,378,3,62,13,2498,1056,4,182,8,13,3,1266,421,3,59,0,4,0,487,130,0,22,0,0,0,152,156,5,32,0,5,3,201,115,79,98,10,20,22,344,5662,879,1687,119,279,162,8788
LGA23190,7,5,324,432,56,96,0,11,7,602,115,5,42,0,0,0,162,211,0,33,5,8,0,257,96,0,23,5,0,0,124,34,3,11,0,4,0,52,7,0,3,0,0,0,10,0,3,0,0,0,0,3,4,4,6,0,0,0,14,25,28,18,6,23,4,104,1109,319,412,38,74,66,2018
LGA23270,19,0,537,163,262,211,23,68,10,737,218,133,244,13,71,3,682,986,222,468,21,83,17,1797,3043,58,794,13,158,36,4102,1113,15,186,5,27,7,1353,91,6,28,3,8,3,139,32,0,6,0,6,0,44,74,3,23,0,6,3,109,132,110,145,19,38,31,475,5910,1577,2417,135,510,214,10763
LGA23350,7,3,161,110,17,93,10,9,0,239,90,0,58,0,3,0,151,117,0,43,0,3,0,163,66,0,16,0,3,0,85,13,0,4,0,3,0,20,0,0,6,0,0,0,6,0,0,0,0,3,0,3,0,0,6,0,3,0,9,14,12,16,0,11,3,56,460,96,367,24,60,55,1062
LGA23430,39,7,562,342,98,249,14,76,9,788,445,39,231,11,57,4,787,1367,50,389,15,40,10,1871,2709,55,548,11,55,13,3391,2186,4,338,0,28,4,2560,765,0,108,0,12,3,888,232,3,37,0,4,0,276,181,3,49,3,11,3,250,152,73,132,15,24,28,424,8490,962,2510,167,373,251,12753
LGA23670,19,3,408,110,110,204,24,39,3,490,147,35,177,10,6,4,379,709,114,320,10,21,14,1188,2338,61,511,9,23,18,2960,1825,7,263,0,14,8,2117,264,0,45,3,3,0,315,50,0,21,4,0,0,75,60,4,21,0,4,3,92,143,55,111,21,32,17,379,5674,958,1985,158,188,186,9149
LGA23810,45,14,1626,1290,257,376,86,54,17,2080,451,30,152,5,20,3,661,615,15,124,4,5,3,766,426,17,53,9,6,0,511,127,5,18,0,4,0,154,16,0,4,0,0,0,20,5,0,8,0,0,0,13,22,5,9,0,5,0,41,68,87,60,12,39,19,285,3911,1454,1295,211,218,162,7251
LGA23940,12,0,130,28,0,47,3,7,0,85,3,0,6,0,0,0,9,4,0,9,0,0,0,13,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,3,3,3,20,0,11,4,41,69,48,262,12,75,62,528
LGA24130,18,0,172,65,38,116,19,21,0,259,88,18,91,4,8,0,209,243,10,112,5,8,0,378,332,0,111,0,5,0,448,205,0,37,0,6,0,248,59,0,12,0,3,0,74,9,0,0,0,0,0,9,10,0,11,0,0,0,21,10,14,40,3,18,6,91,1049,182,696,73,127,84,2211
LGA24210,6,0,132,48,12,80,3,8,3,154,55,6,82,0,3,3,149,181,10,129,4,6,3,333,1046,5,265,7,15,3,1341,1755,0,242,3,10,6,2016,708,0,112,0,7,3,830,231,0,33,0,3,3,270,168,4,41,0,10,3,226,98,6,119,14,30,4,271,4315,144,1378,69,116,150,6172
LGA24250,4,0,95,68,9,35,0,13,0,125,39,3,27,0,3,0,72,67,3,24,0,3,4,101,27,0,17,0,3,0,47,9,0,0,0,0,0,9,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,8,7,4,14,0,33,0,58,244,66,217,0,74,44,645
LGA24330,21,9,615,513,180,230,47,44,5,1019,452,82,176,28,32,8,778,985,119,311,38,62,13,1528,1933,42,440,4,58,7,2484,1710,5,276,3,17,3,2014,433,0,97,4,7,3,544,104,3,23,0,4,3,137,99,13,29,3,11,0,155,101,102,107,17,28,17,372,6446,1536,1983,221,312,155,10653
LGA24410,9,6,413,113,114,220,52,11,0,510,193,48,177,17,8,0,443,1072,85,353,20,20,9,1559,2391,32,447,9,30,14,2923,1270,9,202,0,6,0,1487,185,5,37,4,0,0,231,39,3,14,0,0,0,56,61,3,22,3,0,3,92,99,66,76,10,17,24,292,5477,888,1783,219,112,146,8625
LGA24600,11,7,677,176,320,178,78,20,9,781,206,121,149,16,19,7,518,958,179,295,65,48,4,1549,2836,154,645,163,138,12,3948,5653,75,816,96,76,30,6746,4227,27,597,43,53,20,4967,1969,6,312,16,31,9,2343,2117,14,392,0,51,12,2586,387,131,247,38,81,42,926,18694,2317,4106,611,588,338,26654
LGA24650,28,3,238,189,67,207,40,55,3,561,362,38,226,14,22,0,662,1369,19,322,4,24,10,1748,1860,5,308,0,36,14,2223,708,0,104,0,12,4,828,61,3,19,0,4,0,87,21,0,10,0,0,0,31,35,3,15,0,0,3,56,91,18,85,14,18,9,235,4725,358,1473,104,229,122,7011
LGA24780,97,19,1060,986,118,377,28,67,16,1592,544,15,186,4,45,0,794,658,11,125,4,38,3,839,268,5,53,0,13,3,342,67,0,16,0,3,0,86,5,0,4,0,11,0,20,0,0,4,0,10,0,14,15,3,14,0,8,3,43,52,59,63,7,36,21,238,2995,856,1280,149,454,199,5933
LGA24850,27,3,273,239,76,136,3,62,3,519,110,20,74,0,116,0,320,295,20,82,3,70,7,477,295,6,74,3,27,0,405,119,0,22,0,14,0,155,11,0,4,0,4,0,19,6,0,0,0,4,0,10,3,3,6,0,3,0,15,21,18,35,0,24,5,103,1175,370,599,22,379,68,2613
LGA24900,36,3,462,401,51,189,6,38,3,688,184,0,93,3,19,0,299,192,5,52,3,6,3,261,104,0,35,0,7,3,149,32,0,7,0,0,0,39,0,0,5,0,3,3,11,0,0,0,0,5,0,5,3,0,9,0,0,0,12,20,24,36,0,37,12,129,1095,329,729,41,232,136,2562
LGA24970,27,8,635,135,135,244,27,25,5,571,141,48,191,10,21,0,411,688,63,332,9,34,5,1131,2963,92,644,12,47,18,3776,3987,13,603,7,33,19,4662,1373,5,251,0,15,10,1654,373,4,79,0,8,0,464,260,9,124,4,7,0,404,225,80,205,19,28,50,607,10288,1101,3264,184,268,307,15412
LGA25060,12,12,693,285,274,201,20,10,3,793,413,121,144,6,9,3,696,989,121,290,9,19,7,1435,2383,45,511,13,27,5,2984,2201,15,338,6,16,5,2581,654,3,108,3,4,0,772,223,0,37,0,0,3,263,158,17,51,0,0,3,229,139,136,115,11,18,18,437,7530,2002,2118,162,135,205,12152
LGA25150,13,4,202,143,35,94,10,20,0,302,95,16,74,4,22,0,211,228,11,71,0,4,0,314,261,5,33,0,11,4,314,56,0,7,0,5,0,68,3,0,3,0,0,0,6,0,0,0,0,0,0,0,5,3,5,0,3,0,16,18,17,36,5,6,8,90,854,251,452,30,109,67,1763
LGA25250,23,10,636,463,166,347,20,40,7,1043,738,62,273,4,23,7,1107,1798,104,508,15,41,11,2477,3903,48,872,4,86,15,4928,3699,8,602,8,37,13,4367,1204,3,238,3,15,3,1466,351,0,82,0,7,4,444,282,7,84,0,18,3,394,250,126,189,26,36,46,673,12827,1472,3680,181,361,446,18967
LGA25340,74,3,623,464,129,372,14,85,6,1070,560,83,341,11,96,3,1094,1594,75,432,7,73,15,2196,2175,19,451,0,47,14,2706,1179,5,211,5,12,7,1419,291,3,49,0,11,3,357,100,3,18,0,7,0,128,134,3,41,0,5,3,186,162,77,151,5,37,17,449,6777,1030,2627,75,507,336,11352
LGA25430,10,0,158,119,19,109,13,9,3,272,97,0,68,0,0,0,165,183,3,67,0,5,0,258,99,0,49,0,4,0,152,22,0,8,0,3,0,33,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,9,22,0,6,3,48,556,162,481,24,51,53,1327
LGA25490,20,0,162,79,10,102,0,22,0,213,43,3,69,0,9,0,124,88,0,39,0,5,0,132,54,0,24,0,0,0,78,32,0,8,0,0,0,40,6,0,0,0,0,3,9,4,0,0,0,0,0,4,6,0,4,0,3,0,13,0,3,26,0,26,3,58,334,65,492,21,173,136,1221
LGA25620,23,0,118,84,11,82,3,13,0,193,50,0,42,0,6,0,98,77,0,36,0,5,0,118,31,4,19,0,0,0,54,17,0,7,0,4,0,28,3,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,5,13,10,25,0,23,0,71,305,92,320,14,118,35,884
LGA25710,9,4,129,16,10,60,6,4,0,96,22,7,45,0,0,0,74,81,3,63,0,7,0,154,297,3,110,3,8,3,424,395,0,52,0,3,5,455,149,0,22,0,0,0,171,35,0,10,0,0,0,45,40,0,14,0,0,0,54,22,12,29,8,16,4,91,1072,112,539,63,51,74,1911
LGA25810,27,9,363,174,26,75,3,12,0,290,54,3,17,0,6,0,80,19,3,11,0,4,0,37,8,3,4,0,0,0,15,4,0,4,0,3,0,11,0,0,4,0,0,0,4,0,0,0,0,3,0,3,0,5,11,0,4,0,20,9,16,17,0,24,3,69,432,151,305,39,104,54,1085
LGA25900,11,6,662,342,242,242,59,7,10,902,456,53,177,13,5,7,711,1627,60,367,9,16,10,2089,3336,53,598,11,19,17,4034,4800,16,749,5,31,10,5611,2614,8,467,0,6,5,3100,1342,4,240,0,10,3,1599,1761,12,325,0,11,6,2115,278,123,138,11,30,40,620,16671,1990,3678,217,176,293,23025
LGA25990,18,0,118,22,0,60,0,7,0,89,8,0,15,0,0,0,23,4,0,10,0,0,0,14,0,3,6,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,18,0,3,6,30,54,16,248,0,51,37,406
LGA26080,0,0,20,14,0,7,0,0,0,21,21,0,13,0,4,0,38,30,0,8,0,10,0,48,35,0,21,3,12,0,71,10,0,5,0,3,0,18,6,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,3,0,3,3,12,125,10,85,12,40,19,291
LGA26170,15,6,230,196,43,139,8,20,5,411,190,12,79,3,15,3,302,220,0,68,0,10,0,298,90,5,37,0,6,0,138,21,0,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,0,0,19,15,6,60,7,24,3,115,801,160,672,60,155,132,1980
LGA26260,24,3,322,119,22,139,7,21,0,308,82,12,59,0,8,3,164,100,3,43,0,4,0,150,48,0,21,0,4,0,73,12,3,11,0,3,0,29,3,0,4,0,3,3,13,0,0,0,0,0,0,0,0,3,0,0,4,0,7,11,7,22,6,30,0,76,489,196,535,55,173,80,1528
LGA26350,15,11,458,194,133,189,9,16,8,549,277,20,123,3,10,3,436,1402,64,286,17,31,13,1813,2819,63,493,7,22,16,3420,3705,11,588,4,12,14,4334,1754,3,317,3,14,5,2096,965,0,167,0,6,5,1143,1242,9,265,7,16,5,1544,209,68,141,22,27,34,501,12659,1084,2942,220,193,269,17367
LGA26430,18,5,143,106,14,60,0,5,5,190,65,0,25,0,5,0,95,51,0,11,3,3,0,68,21,0,6,0,0,0,27,7,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,4,0,0,0,7,12,4,19,0,18,0,53,316,58,236,14,78,60,762
LGA26490,4,0,94,54,12,92,9,11,0,178,58,3,98,3,4,3,169,160,3,98,0,5,3,269,297,0,106,0,4,0,407,362,0,85,0,5,0,452,134,0,25,0,0,0,159,28,0,7,0,4,0,39,7,3,19,0,6,0,35,16,3,28,3,12,0,62,1139,59,714,28,80,74,2094
LGA26610,47,7,436,299,69,138,25,58,4,593,168,17,85,0,24,3,297,160,3,48,0,11,3,225,54,4,33,3,10,0,104,15,0,3,0,4,0,22,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,4,5,0,4,0,13,21,22,24,8,37,7,119,890,397,552,74,317,104,2334
LGA26670,12,0,115,41,0,54,0,8,0,103,13,3,19,0,0,0,35,22,0,11,0,0,0,33,12,0,0,0,0,0,12,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,9,11,0,5,0,28,134,27,224,3,49,38,475
LGA26700,31,0,375,359,106,179,8,20,4,676,169,26,95,3,13,0,306,220,6,80,3,5,8,322,114,3,39,0,3,4,163,23,3,5,0,0,3,34,4,0,0,0,4,0,8,0,3,0,0,0,0,3,3,3,7,0,3,0,16,25,33,40,12,18,8,136,1037,435,663,81,133,98,2447
LGA26730,9,3,370,312,158,145,23,23,4,665,209,40,126,3,11,3,392,493,15,158,5,9,3,683,505,4,140,5,21,9,684,273,3,54,0,4,3,337,38,0,19,0,4,0,61,7,3,3,0,3,0,16,12,4,15,0,6,0,37,30,41,28,8,20,8,135,2001,682,818,67,131,78,3777
LGA26810,49,7,664,560,93,211,26,43,3,936,246,17,84,8,52,0,407,318,8,77,3,50,3,459,249,5,34,0,10,0,298,77,0,8,0,3,0,88,10,0,5,0,4,0,19,0,0,4,0,4,0,8,8,3,12,0,3,0,26,26,32,35,3,44,3,143,1769,474,842,79,354,156,3674
LGA26890,13,0,79,12,0,14,0,3,0,29,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,12,4,7,3,29,36,22,135,13,68,55,329
LGA26980,41,15,688,154,128,272,45,37,6,642,220,40,187,13,18,0,478,861,65,351,32,25,7,1341,2628,76,620,25,33,12,3394,3006,16,520,8,32,8,3590,838,0,181,3,21,3,1046,214,3,53,5,4,3,282,208,11,79,4,6,0,308,162,80,202,34,31,47,556,8385,1128,3081,359,293,306,13552
LGA27070,9,9,296,117,105,186,26,22,3,459,189,42,158,11,44,0,444,938,96,357,26,77,7,1501,3159,65,550,3,82,22,3881,1803,9,176,0,26,9,2023,147,4,45,3,5,3,207,30,3,15,0,0,0,48,104,3,24,5,5,3,144,184,47,123,9,42,24,429,6729,680,1936,102,324,206,9977
LGA27170,16,3,516,463,245,131,15,42,11,907,359,29,128,0,128,4,648,719,24,153,0,67,3,966,557,12,88,0,25,3,685,180,3,27,0,3,3,216,28,0,5,3,3,0,39,11,0,0,0,4,0,15,17,3,7,0,5,0,32,39,78,24,11,21,13,186,2536,1010,694,55,332,78,4705
LGA27260,27,5,358,314,91,294,36,51,11,797,486,45,290,38,81,11,951,2498,96,515,17,85,11,3222,4566,14,551,3,48,16,5198,1331,3,185,0,19,5,1543,181,4,37,0,4,0,226,59,0,14,0,0,0,73,117,3,28,0,4,0,152,175,53,121,10,32,25,416,9814,628,2319,132,366,173,13432
LGA27350,30,10,1038,144,500,134,43,3,10,834,183,153,117,22,0,4,479,733,278,268,18,11,7,1315,1243,125,460,15,15,5,1863,2477,40,562,0,12,3,3094,2317,7,524,0,9,7,2864,1178,0,241,0,9,3,1431,964,14,221,6,0,3,1208,175,207,102,20,17,24,545,9465,3368,2900,248,139,202,16322
LGA27450,25,9,407,272,51,317,17,50,4,711,282,23,285,18,25,4,637,763,38,362,12,29,8,1212,1592,29,424,3,40,13,2101,877,8,165,0,16,0,1066,124,3,36,0,4,0,167,34,0,13,0,0,0,47,33,3,15,0,4,0,55,91,30,127,22,24,12,306,4142,476,2192,185,283,238,7516
LGA27630,15,0,170,52,0,23,0,3,0,78,4,0,0,0,0,0,4,4,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,20,0,6,4,30,156,42,185,20,54,44,501
LGA29399,3,0,6,0,0,3,0,4,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,86,0,24,3,167,7,0,19,0,11,3,40,64,4,121,0,70,11,270
LGA30250,4,3,52,0,5,0,10,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,12,0,60,3,106,52,3,224
LGA30300,16,0,109,59,10,21,6,9,0,105,35,0,13,0,3,0,51,36,3,14,0,4,0,57,3,0,3,0,4,0,10,7,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,0,0,0,3,0,6,3,7,4,0,32,0,46,166,92,118,22,193,60,651
LGA30370,79,5,270,43,28,69,4,30,0,174,57,14,57,0,8,0,136,92,11,48,3,10,0,164,118,0,53,0,14,0,185,100,0,30,3,8,0,141,31,0,10,0,10,0,51,3,0,0,0,4,0,7,6,0,3,0,3,4,16,23,21,44,0,68,4,160,521,255,475,29,474,122,1876
LGA30410,12,0,48,13,4,16,0,9,0,42,10,0,5,0,3,0,18,0,0,5,0,3,0,8,3,0,3,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6,0,30,5,44,32,63,93,8,168,37,401
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,17,5,6,30,7,65
LGA30760,10,3,74,10,3,25,4,3,0,45,4,0,11,0,0,0,15,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,4,0,8,0,16,24,39,78,24,73,41,279
LGA30900,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,16,8,12,42,17,95
LGA31000,271,42,5773,1449,1887,2218,477,659,55,6745,1549,567,1868,163,601,46,4794,4810,568,3037,189,594,74,9272,18222,461,7032,175,735,157,26782,33657,170,8813,261,791,204,43896,11752,40,3005,69,221,55,15142,4351,21,1289,24,110,13,5808,4011,68,1325,16,135,35,5590,1161,915,1147,165,337,266,3991,81669,14912,32593,2275,4723,2021,138193
LGA31750,7,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,15,8,0,36,9,68
LGA31820,99,16,854,636,170,534,23,190,26,1579,478,45,456,6,60,3,1048,1768,24,692,17,119,21,2641,1453,7,377,22,54,10,1923,260,0,69,4,24,3,360,28,0,25,7,9,3,72,6,0,0,0,6,0,12,26,6,21,0,19,0,72,79,63,96,11,71,31,351,4855,1081,2781,153,783,306,9959
LGA31900,34,6,236,258,20,103,29,24,4,438,166,4,61,0,7,5,243,239,3,42,3,6,0,293,112,0,31,0,7,0,150,22,0,7,3,3,0,35,7,0,3,0,0,0,10,0,0,0,0,3,0,3,0,0,0,0,4,0,4,17,7,19,0,35,4,82,871,138,443,58,267,100,1877
LGA31950,4,0,18,0,0,0,0,9,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,14,5,12,38,14,83
LGA32070,105,15,1538,1728,369,775,78,184,37,3171,1399,104,672,29,191,12,2407,2483,89,965,28,204,26,3795,4216,47,1234,39,191,46,5773,2334,5,594,10,78,9,3030,437,6,143,0,31,3,620,141,3,49,3,19,3,218,187,6,101,0,92,3,389,211,181,195,19,110,55,771,13476,2540,5344,357,1392,484,23593
LGA32250,16,0,48,3,11,11,26,7,3,61,0,7,9,0,12,0,28,0,3,10,3,3,0,19,0,5,3,0,6,0,14,0,3,3,0,3,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,9,0,10,6,0,23,0,39,3,86,70,45,150,35,389
LGA32260,60,5,409,356,48,224,34,95,13,770,203,23,146,15,49,4,440,366,12,175,3,45,4,605,261,3,111,0,28,3,406,113,3,62,0,16,3,197,18,0,14,0,13,0,45,10,0,10,0,8,0,28,25,0,27,0,25,0,77,48,20,60,7,53,10,198,1480,307,1097,107,496,149,3636
LGA32270,144,3,317,18,44,47,4,72,3,188,23,11,38,0,25,3,100,90,4,56,0,34,4,188,133,3,87,4,27,4,258,279,3,102,0,21,0,405,289,3,63,0,20,3,378,143,0,31,0,14,0,188,129,0,39,0,37,0,205,83,20,59,4,221,16,403,1251,313,687,31,1926,252,4460
