region_id,C01_T_P_Mo_O_B_OS,C01_T_P_BP_B_Aus,C01_T_P_Bplace_NS,C01_T_P_Tot_resp,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_Bo_par_brn_os,C06_Pol_Fa_only_brn_os,C06_Pol_Mo_only_brn_os,C06_Pol_Bo_par_brn_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_Bo_par_brn_os,C06_Rus_Fa_only_brn_os,C06_Rus_Mo_only_brn_os,C06_Rus_Bo_par_brn_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinh_Fa_O_B_OS,C06_Sinh_Mo_O_B_OS,C06_Sinh_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_S_Afr_Bo_par_brn_os,C06_S_Af_Fa_only_brn_os,C06_S_Af_Mo_only_brn_os,C06_S_Af_Bo_par_brn_Aus,C06_S_Af_Bplace_NS,C06_S_Af_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Welsh_BP_B_OS,C06_Wels_Fa_O_B_OS,C06_Wels_Mo_O_B_OS,C06_Wels_BP_B_Aus,C06_Welsh_Bplace_NS,C06_Welsh_Tot_resp,C06_Other_BP_B_OS,C06_Othr_Fa_O_B_OS,C06_Othr_Mo_O_B_OS,C06_Othr_BP_B_Aus,C06_Other_Bplace_NS,C06_Other_Tot_resp,C06_Anc_ns_Bo_pa_born_os,C06_Anc_ns_Fa_on_born_os,C06_Anc_ns_Mo_on_born_os,C06_Anc_ns_Bo_pa_bor_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_Tot_res_Bo_par_bo_os,C06_Tot_res_Fa_onl_bo_os,C06_Tot_res_Mo_onl_bo_os,C06_Tot_res_Bo_pa_bo_Aus
LGA55250,66,1132,169,1796,6,41,26,546,33,658,0,0,0,73,8,83,8,0,0,0,0,8,3,3,0,0,0,3,10,3,0,3,0,19,103,43,23,240,15,416,11,0,0,0,0,11,3,0,0,3,0,3,12,3,0,24,0,37,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,18,11,4,83,3,114,12,3,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,13,0,3,0,0,18,6,3,0,3,3,7,3,0,0,0,0,3,21,11,8,57,0,99,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,9,51,6,0,7,3,64,11,11,8,64,342,430,317,141,75,1121
LGA55320,5284,36772,3437,90055,687,4525,3340,21785,689,31023,3,7,4,93,0,102,7725,103,189,97,122,8234,526,159,83,253,18,1028,946,241,124,293,24,1625,12026,3771,2643,12826,644,31912,238,11,37,3,4,291,334,35,28,118,14,519,937,221,138,947,37,2279,273,71,29,192,15,572,116,18,12,20,0,167,1489,58,50,31,22,1651,2084,706,439,4122,171,7517,2502,783,316,1834,107,5551,392,7,3,6,7,414,119,5,13,11,3,154,92,3,3,27,3,132,103,25,5,46,0,179,170,33,14,16,7,233,608,136,101,26,28,889,485,69,29,71,5,661,148,12,6,23,4,196,2988,867,566,3046,152,7626,227,33,28,84,8,383,513,24,7,0,3,547,822,44,54,23,18,962,244,23,16,76,10,361,45,10,0,3,3,59,132,3,4,3,9,149,435,104,52,192,12,790,5244,619,498,542,147,7047,675,133,96,784,3753,5445,43328,12859,8927,47593
LGA55390,21,334,16,487,0,3,3,48,4,53,0,0,0,99,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,4,30,0,60,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,3,32,36,49,7,7,196
LGA55460,192,2313,171,3595,31,175,108,1318,43,1671,0,0,0,28,0,28,6,0,3,0,0,9,3,3,0,0,0,8,28,13,4,17,0,62,253,117,89,696,33,1190,3,0,0,0,0,4,3,3,0,3,0,10,28,8,4,73,0,113,3,0,0,6,0,10,11,0,3,3,0,15,3,0,0,0,0,10,31,14,6,160,5,221,58,23,8,56,3,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,19,9,0,9,0,0,13,17,3,3,5,0,35,3,0,0,0,0,4,79,30,15,121,4,247,0,3,0,3,0,8,3,0,0,0,0,3,17,0,0,3,0,23,5,3,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,11,45,3,14,15,3,87,13,7,13,38,179,247,681,409,279,2556
LGA55530,38,365,44,542,0,13,19,205,7,246,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,21,21,15,106,3,159,3,0,5,0,0,5,0,0,0,0,0,3,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,37,4,53,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,21,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,13,24,40,44,44,42,412
LGA55600,106,1833,170,2559,19,83,68,1026,33,1226,0,0,0,7,0,7,3,0,0,0,3,4,0,0,0,0,0,0,23,14,8,23,0,70,141,81,56,653,23,954,3,0,0,0,0,3,3,3,0,3,0,9,18,6,0,50,0,72,3,0,0,3,0,4,7,0,0,0,0,7,3,0,0,0,0,6,26,11,7,137,0,186,6,4,3,26,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3,33,16,4,5,0,0,28,4,4,0,0,0,10,3,0,0,0,0,3,43,15,10,103,3,175,3,0,0,0,0,6,0,0,0,0,0,0,13,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,4,0,5,26,3,4,8,3,46,9,3,3,84,76,174,409,231,167,2127
LGA55670,55,660,34,924,0,34,12,382,19,448,0,0,0,4,3,5,3,0,0,7,0,7,0,0,0,0,0,0,9,0,0,3,0,13,54,28,25,167,9,276,3,0,3,0,3,3,0,0,0,3,0,3,3,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,36,3,50,0,4,0,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20,10,4,47,0,84,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,3,3,6,0,25,3,0,0,24,25,55,127,95,50,704
LGA55740,527,3483,379,7732,44,447,339,1934,80,2840,4,0,0,0,9,11,190,11,8,6,3,218,36,6,10,23,0,73,55,24,8,16,0,97,1114,385,271,1286,66,3118,17,3,3,0,0,24,52,5,9,10,0,79,120,20,18,93,8,255,29,4,3,38,0,75,21,0,0,3,0,26,76,3,3,8,4,91,232,73,40,471,19,830,104,30,20,85,11,243,10,0,0,0,0,10,3,0,0,0,0,10,5,0,0,0,0,8,3,3,0,3,0,12,14,0,0,3,4,21,53,24,7,0,3,93,77,3,3,4,0,93,12,0,0,0,0,18,212,101,43,380,14,748,19,3,0,3,0,28,16,0,0,0,0,16,58,3,15,0,0,71,18,3,3,7,0,26,7,0,0,0,0,7,7,0,3,0,0,6,31,6,4,8,0,50,564,49,54,48,12,726,62,8,12,97,605,788,3265,1214,876,4526
LGA55810,53,660,106,1068,3,18,13,219,10,262,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,3,0,13,46,8,13,112,0,178,3,0,0,0,0,3,0,0,0,0,0,0,0,6,0,7,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,44,3,56,5,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,25,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,0,3,0,12,0,0,3,11,82,99,84,52,36,440
LGA55880,20,450,19,638,3,30,14,252,3,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,53,33,12,176,5,279,0,0,0,0,0,3,0,0,0,3,0,0,4,3,0,9,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,50,3,64,9,3,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,5,0,3,0,0,0,0,0,0,9,3,0,26,0,37,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,7,90,78,32,543
LGA55950,47,458,12,646,0,22,19,241,9,294,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,7,42,29,26,159,0,257,3,0,0,0,3,3,0,0,0,0,0,0,5,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,31,0,51,0,6,0,5,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,41,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,14,12,24,76,66,51,502
LGA56020,29,851,52,1090,0,31,22,466,19,532,0,0,0,25,0,25,0,0,0,0,0,0,3,0,0,0,0,0,4,0,7,0,0,10,38,26,14,166,4,247,0,0,4,0,0,3,3,3,0,0,0,4,3,0,0,13,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,72,3,95,13,4,0,21,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,0,3,0,3,0,4,0,0,0,0,0,0,20,3,4,44,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,7,15,3,0,3,0,19,0,3,0,45,100,150,127,86,51,867
LGA56090,2183,14931,1771,33281,260,2003,1465,9450,363,13539,3,4,3,35,0,47,110,10,24,22,3,179,138,41,22,77,7,278,514,118,59,162,17,863,6301,1722,1289,5401,348,15060,69,0,13,0,3,87,125,13,16,48,0,203,439,102,65,463,25,1094,56,15,17,44,3,135,44,17,9,21,0,90,106,27,17,16,9,178,815,228,156,1427,73,2688,742,213,97,539,39,1629,7,0,0,0,0,5,5,4,0,3,0,10,17,0,0,3,0,20,25,11,6,19,0,66,122,9,9,4,0,145,263,85,52,6,8,421,240,36,18,46,4,349,46,3,9,14,4,73,1063,311,228,1272,64,2940,55,16,6,31,9,123,8,3,0,8,0,22,98,12,13,7,0,132,42,7,4,19,0,76,5,0,0,0,0,10,24,4,0,0,4,31,212,37,18,66,5,341,1044,201,131,208,31,1609,196,85,48,413,2109,2851,13194,5337,3794,19824
LGA56160,3,171,6,199,0,3,3,60,3,73,0,0,0,31,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,47,0,74,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,17,18,8,8,165
LGA56230,644,5470,524,10035,93,582,463,3674,152,4964,0,0,0,16,8,22,39,6,3,3,0,58,16,11,0,14,0,36,122,41,13,46,3,230,1673,509,406,2318,134,5044,17,3,0,0,0,19,20,0,0,20,0,38,86,32,17,174,9,319,7,3,4,7,0,22,7,8,0,0,0,17,17,7,5,0,0,33,200,69,51,553,26,905,117,41,16,104,6,285,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,14,25,3,0,0,4,34,68,30,16,3,0,120,31,3,0,8,0,47,5,3,4,3,0,14,312,105,79,463,31,988,4,8,0,7,0,20,3,0,0,0,0,3,11,3,0,0,0,22,8,0,0,15,0,26,3,0,0,0,0,3,0,0,3,0,0,3,46,11,6,22,3,96,196,55,35,64,3,354,63,28,29,164,717,1007,3205,1565,1157,7678
LGA56300,86,670,52,1173,10,59,63,360,15,505,0,0,0,0,0,0,0,4,0,3,0,9,3,0,0,4,0,6,12,6,7,3,0,28,164,57,59,247,19,550,3,0,0,0,0,3,0,0,0,3,0,7,9,0,0,17,0,27,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,27,3,7,64,0,100,15,9,3,27,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,16,3,8,0,0,22,12,0,4,0,0,16,0,0,0,0,0,0,33,10,5,39,0,83,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,4,0,10,20,3,4,9,0,33,9,0,3,25,51,94,357,158,167,805
LGA56370,48,621,31,908,3,37,37,302,10,383,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,6,87,27,28,243,10,386,3,0,0,0,0,3,0,0,0,0,0,0,6,0,3,24,0,34,0,0,0,6,0,3,3,0,0,0,0,3,0,0,0,0,0,0,13,4,0,36,0,59,12,9,3,18,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,18,5,3,44,4,71,7,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,16,5,3,3,0,24,3,0,3,8,18,29,207,87,84,697
LGA56450,51,605,14,845,8,41,29,344,6,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,60,37,29,224,8,359,3,0,0,0,0,3,0,0,0,3,0,3,7,5,0,22,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,11,8,8,11,55,0,77,3,4,0,17,0,23,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,3,7,0,3,0,10,0,0,0,3,0,5,0,0,0,0,0,0,14,5,9,44,3,69,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,3,0,0,9,3,0,0,15,34,48,133,110,91,736
LGA56520,277,2785,240,4424,27,190,177,1701,51,2150,0,0,0,16,0,16,16,0,5,4,0,28,4,0,0,3,0,3,36,13,13,37,4,100,334,189,137,893,58,1617,6,0,3,0,0,9,3,3,0,11,0,20,30,13,14,81,0,138,0,0,0,0,0,0,4,0,0,0,0,4,9,4,0,0,0,9,53,32,20,206,13,316,42,12,11,54,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,18,6,3,0,0,22,15,5,16,0,0,33,56,3,9,16,0,80,5,0,0,9,0,13,62,27,32,177,0,305,4,3,0,0,0,11,3,0,0,0,0,3,23,0,3,3,0,30,4,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,13,0,20,66,14,20,27,4,135,20,3,5,94,169,286,846,520,468,3354
LGA56580,1337,9108,1552,21047,160,1068,863,5199,158,7451,0,0,0,3,3,7,1359,66,70,22,24,1535,62,15,6,34,3,121,245,62,31,53,7,395,2751,893,634,3224,150,7653,26,0,6,0,0,35,89,16,17,30,5,156,256,57,35,224,11,587,89,34,15,72,11,225,33,3,3,14,0,58,238,24,9,4,3,281,508,190,134,1159,38,2028,268,102,41,260,10,685,30,4,3,0,0,34,7,0,0,0,4,19,8,3,3,0,0,15,14,5,0,0,0,19,14,0,0,0,0,21,118,33,19,9,9,180,109,19,11,18,3,161,40,8,13,8,0,69,694,202,133,825,44,1899,36,3,9,12,0,70,96,14,3,0,3,119,201,6,14,5,4,235,33,5,5,11,0,58,0,0,0,0,0,3,26,0,7,0,0,30,117,30,14,46,0,204,999,140,130,108,26,1399,113,39,15,162,1588,1918,8739,3041,2243,11502
LGA56620,18,1436,19,1551,0,7,0,53,0,56,0,0,0,1121,14,1131,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,12,0,7,53,3,78,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,30,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,7,0,4,24,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,3,0,3,12,0,0,4,0,15,5,3,0,22,26,54,70,13,11,1325
LGA56730,526,5811,695,9703,60,426,306,3466,143,4413,0,6,0,75,3,78,19,3,3,8,0,31,10,4,0,10,0,26,107,36,20,61,0,221,953,369,285,1929,79,3615,28,0,5,0,3,40,15,4,4,8,4,35,116,32,26,147,7,317,6,4,0,6,0,22,12,3,0,3,4,22,18,5,0,5,0,27,146,47,34,481,14,722,91,34,4,105,5,245,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,9,5,3,3,0,0,9,35,3,7,0,3,48,58,20,11,0,0,88,120,8,13,35,6,187,17,3,0,9,0,27,173,74,63,413,21,740,41,4,0,3,0,51,3,0,0,0,0,3,14,8,0,3,0,29,10,0,3,9,0,16,3,0,0,0,0,3,0,0,0,0,0,0,25,6,4,14,0,49,204,36,24,40,13,322,48,21,17,208,621,922,2344,1159,832,7038
LGA56790,232,2598,236,4136,16,173,136,1501,47,1876,0,0,0,51,0,47,8,0,0,8,0,20,4,3,0,0,0,7,28,4,5,0,0,40,464,177,129,926,38,1730,4,0,0,0,0,4,8,0,0,4,0,9,41,6,15,88,9,149,3,0,0,8,0,10,7,0,0,0,0,7,3,0,0,3,0,7,47,23,11,229,4,315,30,13,3,31,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,3,0,5,18,10,0,4,0,29,7,5,0,6,0,18,0,0,4,3,0,6,102,34,32,178,3,348,4,0,0,3,0,7,0,0,0,0,0,0,7,4,0,0,0,7,3,3,0,9,0,15,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,8,0,29,69,19,11,23,0,129,19,0,4,45,200,270,913,474,350,3134
LGA56860,25,183,7,264,0,17,6,109,3,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,5,49,7,96,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,15,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,9,0,0,0,0,0,0,3,0,0,0,0,3,0,3,5,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,13,0,0,0,3,4,8,32,37,25,190
LGA56930,122,807,50,1527,20,81,67,462,14,637,0,0,0,3,0,3,33,0,5,0,0,40,4,0,4,0,0,8,16,3,9,11,3,38,163,62,59,261,20,563,0,0,3,0,0,4,7,0,0,4,0,15,6,3,4,25,0,44,3,6,3,5,0,18,0,0,0,3,0,4,5,3,0,0,0,6,31,18,16,101,0,164,12,13,5,24,0,58,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,7,0,0,0,0,6,0,0,3,3,0,0,49,20,24,92,5,182,4,0,0,0,0,3,0,0,0,0,0,0,15,0,3,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,6,0,15,60,7,6,16,0,84,12,9,5,16,100,133,466,225,216,1035
