region_id,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_199,C11_CF_1A1NW_200_399,C11_CF_1A1NW_400_599,C11_CF_1A1NW_600_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_199,C11_CF_BA_200_399,C11_CF_BA_400_599,C11_CF_BA_600_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_199,C11_CF_BNW_200_399,C11_CF_BNW_400_599,C11_CF_BNW_600_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_N,C11_CF_LFns_1_199,C11_CF_LFns_200_399,C11_CF_LFns_400_599,C11_CF_LFns_600_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_more,C11_CF_LFns_Ns,C11_CF_LFns_T,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_199,C11_C_f_c_T_Fi_200_399,C11_C_f_c_T_Fi_400_599,C11_C_f_c_T_Fi_600_799,C11_C_f_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_199,C11_1PF_F_200_399,C11_1PF_F_400_599,C11_1PF_F_600_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_199,C11_1PF_P_200_399,C11_1PF_P_400_599,C11_1PF_P_600_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_199,C11_1PF_A_200_399,C11_1PF_A_400_599,C11_1PF_A_600_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_199,C11_1PF_U_200_399,C11_1PF_U_400_599,C11_1PF_U_600_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_199,C11_1PF_N_lf_Fi_200_399,C11_1PF_N_lf_Fi_400_599,C11_1PF_N_lf_Fi_600_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_199,C11_1PF_LFns_200_399,C11_1PF_LFns_400_599,C11_1PF_LFns_600_799,C11_1PF_LFns_800_999,C11_1PF_lf_ns_Fi_1000_1499,C11_1PF_lf_ns_Fi_1500_1999,C11_1PF_lf_ns_Fi_2000_2499,C11_1PF_lf_ns_Fi_2500_2999,C11_1PF_LFns_3000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_199,C11_1PF_TFI_200_399,C11_1PF_TFI_400_599,C11_1PF_TFI_600_799,C11_1PF_TFI_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_TFI_3000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_199,C11_TFI_200_399,C11_TFI_400_599,C11_TFI_600_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_more,C11_TFI_Ns,C11_T_T
LGA34580,208,0,0,0,0,4,16,22,12,5,9,0,14,82,0,0,0,3,0,3,4,9,3,0,3,16,41,3,10,15,40,75,58,102,27,8,3,3,50,394,4,0,0,0,4,0,9,0,0,3,0,283,303,22,18,33,99,207,279,846,701,493,237,255,579,3769,3,0,3,19,43,57,84,42,19,9,3,28,310,0,4,29,73,73,39,36,13,4,0,0,12,283,0,3,0,5,7,8,10,0,0,0,0,5,38,0,5,27,34,12,7,5,3,0,0,0,10,103,18,3,121,165,129,67,86,8,9,7,4,74,691,0,0,0,3,3,3,4,3,0,0,0,31,47,21,15,180,299,267,181,225,69,32,16,7,160,1472,84,114,292,1099,935,916,1745,1231,834,387,416,1118,9171
LGA34590,1782,5,6,7,27,65,78,167,113,44,44,21,114,691,5,4,5,3,9,14,54,68,77,42,48,90,419,64,93,117,380,556,318,651,310,140,70,60,383,3142,5,0,4,9,6,14,37,23,10,3,0,2022,2133,141,189,247,739,1561,1929,6847,6400,5142,3251,3676,4862,34984,10,23,40,180,527,616,1252,683,304,187,101,456,4379,7,30,212,615,598,359,465,152,70,18,15,245,2786,8,3,19,44,59,51,82,31,25,12,8,84,426,21,32,242,305,132,69,74,27,10,6,6,92,1016,124,132,939,1318,1005,490,707,233,102,44,27,544,5665,8,0,7,11,14,14,9,5,0,0,0,235,303,178,220,1459,2473,2335,1599,2589,1131,511,267,157,1656,14575,615,791,2025,6463,6364,5859,13703,10921,8684,4813,5174,8555,73967
LGA34710,18,0,0,4,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,42,48,9,3,4,4,20,13,93,78,67,28,42,89,450,0,0,3,4,5,7,16,8,5,3,3,8,62,0,3,6,10,6,3,5,0,0,0,0,5,38,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,7,0,0,7,9,6,3,3,3,3,0,0,6,40,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,16,30,17,13,24,11,8,3,3,24,155,12,16,20,80,61,62,188,145,137,48,76,189,1034
LGA34770,344,4,0,4,6,6,13,58,52,13,58,21,40,275,3,0,0,0,3,0,7,30,30,16,32,35,156,8,10,12,31,72,56,137,75,32,15,22,98,568,0,3,0,0,6,0,6,8,4,8,5,1788,1828,45,45,43,105,239,385,1549,1995,1795,2035,2836,2913,13985,0,6,10,59,155,160,390,220,88,123,74,144,1429,0,15,67,166,161,87,148,39,32,16,14,79,824,3,0,4,21,23,10,20,6,6,4,4,29,130,3,10,49,51,32,3,16,3,3,0,0,24,194,31,30,220,273,181,107,201,64,36,20,8,159,1330,3,0,4,4,3,0,4,3,0,3,0,60,84,40,61,354,574,555,367,779,335,165,166,100,495,3991,202,275,491,1891,1586,1663,3754,3681,3337,3161,4502,5216,29759
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,3,8,13,9,8,8,10,17,83,0,0,0,4,0,0,0,0,0,0,0,3,7,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,3,0,0,0,0,6,25,4,0,3,17,15,8,31,26,14,8,24,38,188
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,6,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,0,0,0,0,0,0,18,0,0,9,15,9,9,6,12,3,0,0,0,63
LGA34860,28,0,0,0,0,3,3,11,3,3,3,0,3,29,0,0,0,0,0,0,4,0,4,3,3,8,22,0,4,4,13,12,7,7,4,0,3,0,11,65,0,0,0,3,0,0,4,0,0,0,0,161,168,16,11,18,38,50,89,249,224,176,122,162,317,1472,0,0,3,8,27,15,33,18,10,6,6,21,147,0,0,11,26,13,12,5,3,0,4,0,8,82,0,0,0,0,4,0,0,3,0,0,0,5,12,0,0,4,6,0,0,0,0,0,0,0,0,10,4,7,17,32,28,8,20,4,4,0,0,18,142,0,0,3,0,0,0,0,0,0,0,0,5,8,4,7,38,72,72,35,58,28,14,10,6,57,401,69,51,70,249,233,254,490,432,357,205,303,556,3269
LGA35010,2002,6,8,13,21,46,89,243,131,45,78,38,116,834,3,3,4,4,3,8,52,71,99,51,73,97,468,51,55,99,280,524,404,725,354,167,84,68,332,3143,4,3,4,4,17,16,39,16,5,4,7,2793,2912,137,169,214,664,1537,2204,8172,8397,7133,5541,6848,6116,47132,4,23,57,197,581,726,1591,861,339,282,119,545,5325,13,31,263,799,870,552,622,230,63,53,15,328,3839,10,10,37,71,94,48,101,62,22,20,7,80,562,14,43,270,349,165,66,63,25,10,4,0,72,1081,114,130,943,1505,1158,580,804,269,90,42,31,610,6276,0,4,5,11,4,9,15,6,3,3,0,232,292,155,241,1575,2932,2872,1981,3196,1453,527,404,172,1867,17375,661,1023,2307,9146,8766,8317,17548,14650,12067,8253,9761,11196,103695
LGA35250,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,4,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,5,31,18,6,17,10,3,6,3,6,105,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,29,3,8,3,8,3,0,0,0,0,57,0,0,0,3,0,0,0,0,0,0,0,3,6,0,3,32,9,11,6,12,3,0,0,0,3,79,0,3,40,49,36,21,36,16,14,6,6,14,241
LGA35300,42,0,0,0,0,4,7,6,8,0,5,5,3,38,0,0,0,0,0,0,0,4,6,3,12,6,31,3,0,3,7,16,19,23,3,4,3,7,15,103,0,0,0,0,0,0,0,0,0,0,0,184,184,16,7,3,20,36,50,156,220,225,427,705,350,2215,0,0,3,14,22,34,56,51,20,40,25,27,292,0,0,9,19,9,15,12,9,0,3,0,15,91,0,0,3,3,4,0,0,3,3,3,0,3,22,3,0,7,10,7,7,4,0,0,0,0,7,45,10,0,51,71,42,17,28,15,3,7,0,36,280,0,0,0,0,3,0,0,0,0,3,0,14,20,13,0,73,117,87,73,100,78,26,56,25,102,750,40,22,81,210,193,184,371,497,500,690,1206,643,4637
LGA35600,23,0,0,0,3,0,0,3,3,0,0,0,3,12,0,0,0,0,0,0,0,0,3,0,0,3,6,0,5,4,0,6,5,4,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,50,53,6,8,10,21,30,23,93,81,60,30,40,110,512,0,0,0,5,9,7,12,5,3,0,3,5,49,0,4,3,9,6,5,0,0,3,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,11,3,0,11,12,17,7,5,0,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,7,7,3,4,14,30,35,19,21,5,6,0,3,19,159,17,19,29,111,104,90,178,158,120,51,68,213,1158
LGA35670,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,7,0,7,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,15,7,21,7,4,6,3,0,84,0,0,0,0,7,3,3,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,26,4,7,3,9,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,4,14,6,12,0,0,0,3,0,75,3,7,38,26,35,16,36,10,4,6,6,0,187
LGA35760,32,0,0,0,0,3,0,3,0,3,0,0,0,9,0,0,0,0,3,0,0,0,3,0,3,3,12,6,3,4,16,24,6,10,3,0,3,0,7,82,0,0,0,0,0,0,5,0,0,0,0,98,103,15,6,11,36,80,103,195,126,94,72,54,187,979,3,5,14,8,4,14,12,4,5,0,3,9,81,0,0,4,24,20,10,8,3,0,0,0,8,77,0,0,0,3,0,0,3,0,0,0,3,6,15,3,0,6,3,3,0,0,0,0,0,0,0,15,3,0,25,36,33,21,17,0,0,0,0,24,159,0,0,0,3,3,0,0,0,0,0,0,4,10,9,5,49,77,63,45,40,7,5,0,6,51,357,66,58,93,393,322,291,446,264,168,95,107,418,2721
LGA35780,21,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,4,11,11,8,5,3,0,0,0,0,47,0,0,0,0,0,0,3,3,0,3,0,7,16,5,0,8,22,28,30,45,34,25,14,9,20,240,0,0,3,10,15,9,11,6,4,0,0,0,58,0,3,3,5,7,0,7,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,3,0,0,0,0,10,0,0,16,8,15,6,6,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,26,29,37,15,24,9,4,0,0,6,153,5,8,41,63,74,48,83,50,39,17,15,32,475
LGA35790,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,7,14,5,4,0,0,0,59,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,25,31,25,45,33,12,8,7,6,192,0,0,3,0,9,3,9,8,0,0,0,0,32,0,0,3,3,4,3,5,0,3,0,0,4,25,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,6,0,0,0,7,0,0,0,0,0,13,0,0,29,17,16,8,22,4,3,3,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,20,29,14,46,12,6,3,0,4,178,0,0,51,58,66,43,102,48,18,18,7,10,421
LGA35800,7,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,5,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,15,15,0,3,3,6,11,14,41,16,17,9,12,37,169,0,0,0,0,3,3,8,0,0,0,0,3,17,0,0,0,3,3,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,3,5,6,8,3,0,4,0,0,6,35,0,0,0,0,0,0,0,3,0,0,0,6,9,0,0,6,8,12,14,11,3,4,0,0,24,82,6,9,12,37,45,46,82,37,41,20,22,89,446
LGA36070,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,3,6,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,10,19,8,3,3,0,0,60,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,6,8,3,3,4,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,8,9,6,4,0,0,0,0,3,49,3,4,19,16,32,20,29,8,7,9,3,6,156
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,7,6,8,17,14,8,6,6,31,103,0,0,0,0,4,3,3,3,0,0,3,3,19,0,0,0,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,7,3,12,6,0,0,3,3,49,3,3,13,20,17,26,53,28,15,9,12,57,256
LGA36250,609,0,3,3,3,10,17,54,47,20,30,16,42,245,0,0,0,0,5,7,21,32,44,27,31,35,202,26,18,33,69,134,107,260,128,73,37,37,125,1047,4,0,0,3,6,6,6,7,3,3,3,1112,1153,61,53,76,171,418,637,2544,3109,2803,2393,3239,2541,18045,0,6,17,77,209,244,557,365,168,132,70,193,2038,3,13,83,263,276,179,244,86,34,19,9,104,1313,0,0,15,22,23,25,39,21,9,9,3,31,197,14,13,90,92,34,11,34,12,4,6,0,19,329,30,43,264,366,330,183,262,98,37,17,17,188,1835,0,0,0,0,0,0,5,0,3,0,0,58,66,47,75,469,820,872,642,1141,582,255,183,99,593,5778,271,355,726,2984,2877,2831,5912,5523,4771,3503,4589,4357,38699
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,10,3,3,0,6,0,7,22,7,9,3,10,20,90,0,0,0,0,4,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6,7,3,3,0,0,0,0,3,28,8,6,6,20,17,29,35,21,16,3,18,34,213
LGA36360,430,0,0,4,5,3,26,56,44,14,17,10,33,212,6,0,0,4,0,5,19,19,23,14,23,30,143,13,9,20,71,134,101,169,60,32,17,16,106,748,0,0,3,3,3,6,8,7,0,3,3,1338,1374,45,31,50,158,355,531,1772,1966,1592,1348,1724,2258,11830,11,11,25,45,159,187,349,215,97,76,32,154,1361,0,7,87,223,245,119,152,55,21,7,7,78,1001,0,0,11,23,29,14,36,22,3,4,7,24,173,11,13,78,104,37,27,17,7,0,0,0,22,316,34,44,338,405,345,157,237,74,33,27,4,195,1893,0,0,3,3,3,5,3,0,0,0,0,86,103,56,75,542,803,818,509,794,373,154,114,50,559,4847,225,275,708,2683,2279,2107,4106,3675,2925,2114,2712,4317,28126
LGA36510,220,0,0,0,5,10,15,24,17,0,13,0,5,89,0,0,0,0,0,4,3,8,7,0,7,10,39,0,8,13,35,63,44,73,34,7,9,5,45,336,0,0,0,0,0,6,0,0,0,0,0,288,294,17,20,36,91,211,285,867,766,519,338,365,636,4151,0,3,5,34,47,55,100,52,12,16,6,42,372,0,0,38,80,80,47,43,12,0,3,0,28,331,4,0,6,3,10,4,4,3,3,3,0,7,47,0,0,29,28,13,5,6,0,0,0,0,8,89,7,12,90,145,105,56,66,23,8,5,4,59,580,0,4,0,0,0,0,0,0,0,3,0,18,25,11,19,168,290,255,167,219,90,23,30,10,162,1444,94,155,279,1124,1043,974,1860,1344,933,559,601,1180,10146
LGA36580,140,0,0,0,4,3,4,15,5,0,4,0,5,40,0,0,0,0,3,3,7,3,0,4,3,3,26,0,6,11,29,59,38,59,22,16,0,5,28,273,0,0,0,0,3,4,0,0,0,0,0,169,176,4,22,24,59,138,194,584,399,274,175,154,379,2406,0,0,3,12,30,38,52,13,9,0,0,20,177,0,5,16,38,33,25,35,8,0,0,0,19,179,0,0,3,7,0,3,3,0,0,0,0,0,16,0,0,19,21,11,4,3,3,0,0,0,4,65,9,12,62,130,95,42,37,13,4,0,0,44,448,0,0,0,0,0,0,0,3,0,0,0,15,18,9,17,103,208,169,112,130,40,13,0,0,102,903,51,110,190,819,665,629,1104,699,464,264,249,717,5961
LGA36630,158,0,0,3,0,8,8,17,13,6,4,0,8,67,0,0,3,0,0,3,8,4,3,3,7,6,37,3,12,17,58,96,60,80,20,15,0,0,47,408,0,0,0,0,0,0,0,4,0,0,0,245,249,12,38,46,112,215,256,699,482,290,229,210,495,3084,0,0,4,18,36,32,67,28,6,10,6,31,238,0,5,26,70,66,28,33,13,3,3,0,26,273,0,0,5,7,6,0,6,4,0,0,0,13,41,0,7,39,22,11,8,0,0,0,0,0,6,93,11,12,129,154,154,62,60,11,3,0,0,55,651,0,0,4,0,0,5,0,0,0,0,0,31,40,11,24,207,271,273,135,166,56,12,13,6,162,1336,67,169,317,1369,1053,876,1408,833,524,342,357,1079,8394
LGA36660,195,0,3,0,3,8,14,14,4,3,0,0,7,56,0,0,0,3,3,0,11,4,3,3,0,21,48,6,5,10,52,71,45,81,23,8,3,0,38,342,0,0,0,4,0,0,5,3,0,0,0,272,284,14,25,33,124,265,336,835,590,361,180,156,591,3510,0,5,6,26,50,50,64,36,8,5,3,20,273,0,5,40,83,81,49,29,11,6,3,0,25,332,0,0,3,9,6,6,5,3,3,0,0,10,45,0,5,20,27,12,5,4,0,0,0,0,9,82,7,15,89,152,135,72,67,27,8,3,0,73,648,0,0,0,0,5,0,0,0,0,0,0,20,25,7,30,158,297,289,182,169,77,25,11,3,157,1405,82,154,263,1316,1128,1055,1737,1106,623,288,267,1131,9150
LGA36710,1987,0,7,6,19,37,53,133,86,30,75,26,88,560,7,4,0,0,8,15,69,60,40,27,52,63,345,54,61,90,232,432,296,617,234,103,59,46,257,2481,6,3,0,7,15,5,27,5,6,4,7,2883,2968,153,188,244,683,1480,2039,6711,5723,4073,3020,3504,5354,33172,11,11,54,198,500,484,1003,497,138,165,46,356,3463,4,40,329,933,839,538,556,163,48,30,17,364,3861,3,7,21,57,67,46,64,37,13,14,3,83,415,24,34,184,302,128,62,51,9,3,7,0,71,875,93,117,668,1095,825,520,561,136,61,39,22,431,4568,3,0,5,6,12,9,9,3,0,0,0,138,185,138,209,1261,2591,2371,1659,2244,845,263,255,88,1443,13367,768,1130,2064,9103,8681,8764,15461,10715,7532,4884,5822,10429,85353
LGA36810,215,3,0,0,5,7,10,15,12,7,7,0,6,72,3,0,0,0,3,3,10,10,0,6,5,16,56,6,3,15,48,86,46,91,28,10,10,0,62,405,0,0,0,0,0,3,3,4,0,3,0,461,474,29,28,44,136,240,323,881,685,451,299,263,836,4215,0,0,11,28,62,63,115,50,11,19,8,56,423,4,4,52,134,75,53,45,8,7,3,0,43,428,0,4,3,5,3,11,11,3,0,0,0,8,48,0,6,31,34,16,5,8,0,0,3,0,17,120,17,21,156,181,161,86,91,30,4,5,8,104,864,0,5,5,3,0,0,0,0,0,0,0,49,62,21,40,258,385,317,218,270,91,22,30,16,277,1945,150,199,406,1494,1223,1200,1924,1306,835,497,505,1791,11530
LGA36910,606,4,4,0,9,12,26,75,60,19,21,13,39,282,0,0,0,0,0,7,33,31,28,14,21,39,173,28,21,30,135,246,147,246,81,45,15,16,111,1121,0,3,0,0,5,4,15,4,4,3,0,1378,1416,58,67,87,316,732,940,3291,2915,2259,1534,1896,2599,16694,5,4,34,81,203,231,498,279,95,81,30,189,1730,4,16,130,333,342,200,219,70,21,12,4,112,1463,0,8,19,29,36,20,26,15,9,3,0,31,196,6,11,84,120,47,17,21,7,0,3,0,20,336,41,54,320,593,483,236,317,94,25,17,14,191,2385,3,0,4,3,12,0,3,0,0,0,0,74,99,59,93,591,1159,1123,704,1084,465,150,116,48,617,6209,305,429,874,3937,3766,3533,7028,5397,3989,2356,2937,4819,39370
LGA36950,18,0,0,0,0,3,3,3,0,0,3,0,3,15,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,45,45,0,3,9,6,13,15,36,40,40,27,50,98,337,0,0,0,3,8,8,10,10,3,4,0,7,53,0,0,0,5,0,4,3,0,0,0,0,13,25,0,0,0,0,0,3,6,0,0,0,0,5,14,0,0,4,5,0,0,0,0,0,0,0,3,12,0,3,8,6,4,4,5,0,3,0,3,17,53,0,0,0,0,3,0,0,0,0,0,0,5,8,0,3,12,19,15,19,24,10,6,4,3,50,165,6,9,21,33,40,45,78,68,66,43,71,181,661
LGA36960,86,0,0,4,0,0,4,0,0,0,0,0,3,11,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,6,13,17,4,9,3,0,0,0,3,55,0,0,0,0,0,0,4,0,0,0,0,7,11,0,0,16,45,85,76,126,60,17,0,9,13,447,0,0,8,13,19,7,27,3,3,3,0,0,83,0,0,25,13,14,0,10,5,0,0,0,0,67,0,0,3,3,3,0,0,0,0,0,0,0,9,0,0,6,6,0,0,0,0,0,0,0,0,12,9,5,42,25,16,13,12,0,0,0,0,6,128,0,0,5,0,0,0,0,4,0,0,0,0,9,9,5,89,60,52,20,49,12,3,3,0,6,308,9,5,108,137,160,105,196,87,26,6,12,22,873
LGA37010,610,0,3,0,7,8,33,90,79,22,34,21,33,330,5,3,0,0,3,4,28,36,45,25,46,40,235,33,16,36,118,198,97,258,115,65,23,21,134,1114,0,0,0,0,7,5,13,11,4,4,0,2315,2359,74,58,77,225,490,659,2772,3230,3028,2337,3176,3599,19725,5,16,21,92,274,354,823,474,196,157,75,265,2752,0,19,114,325,320,208,254,94,37,17,9,138,1535,0,3,18,30,32,30,56,24,8,9,8,49,267,9,22,122,147,40,30,31,10,0,3,0,49,463,46,55,395,575,425,226,331,97,38,16,13,280,2497,0,3,4,6,0,3,5,0,0,0,0,112,133,60,118,674,1175,1091,851,1500,699,279,202,105,893,7647,267,349,910,2903,2945,2942,6838,6271,5694,3742,4936,6703,44500
LGA37300,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,4,3,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,35,35,3,0,0,0,0,3,29,55,42,69,137,68,406,0,0,0,0,0,3,10,9,8,6,8,11,55,0,0,0,3,3,0,3,0,0,0,0,3,12,0,0,0,0,0,3,0,3,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,6,6,13,12,8,9,8,20,88,6,3,0,9,12,18,58,98,98,121,246,123,792
