region_id,C01_SH_0b_NPFH_2,C01_SH_0b_NPFH_3,C01_SH_0b_NPFH_4,C01_SH_0b_NPFH_5,C01_SH_0b_NPFH_6_mor,C01_SH_0bTotal,C01_SH_1b_NPFH_2,C01_SH_1b_NPFH_3,C01_SH_1b_NPFH_4,C01_SH_1b_NPFH_5,C01_SH_1b_NPFH_6_mor,C01_SH_1b_Tot,C01_SH_2b_NPFH_2,C01_SH_2b_NPFH_3,C01_SH_2b_NPFH_4,C01_SH_2b_NPFH_5,C01_SH_2b_NPFH_6_mor,C01_SH_2b_Tot,C01_SH_3b_NPFH_2,C01_SH_3b_NPFH_3,C01_SH_3b_NPFH_4,C01_SH_3b_NPFH_5,C01_SH_3b_NPFH_6_mor,C01_SH_3b_Tot,C01_SH_4mb_NPFH_2,C01_SH_4mb_NPFH_3,C01_SH_4mb_NPFH_4,C01_SH_4mb_NPFH_5,C01_SH_4mb_NPFH_6_mor,C01_SH_4mb_Tot,C01_SH_NB_NS_NPFH_2,C01_SH_NB_NS_NPFH_3,C01_SH_NB_NS_NPFH_4,C01_SH_NB_NS_NPFH_5,C01_SH_NB_NS_NPFH_6_mor,C01_SH_NB_NS_T,C01_SH_Tot_NPFH_2,C01_SH_Tot_NPFH_3,C01_SH_Tot_NPFH_4,C01_SH_Tot_NPFH_5,C01_SH_Tot_NPFH_6_mor,C01_SH_T_T,C01_SDRTHT_0b_NPFH_2,C01_SDRTHT_0b_NPFH_3,C01_SDRTHT_0b_NPFH_4,C01_SDRTHT_0b_NPFH_5,C01_SDRTHT_0b_NPFH_6_mor,C01_SDRTHT_0bTotal,C01_SDRTHT_1b_NPFH_2,C01_SDRTHT_1b_NPFH_3,C01_SDRTHT_1b_NPFH_4,C01_SDRTHT_1b_NPFH_5,C01_SDRTHT_1b_NPFH_6_mor,C01_SDRTHT_1b_Tot,C01_SDRTHT_2b_NPFH_2,C01_SDRTHT_2b_NPFH_3,C01_SDRTHT_2b_NPFH_4,C01_SDRTHT_2b_NPFH_5,C01_SDRTHT_2b_NPFH_6_mor,C01_SDRTHT_2b_Tot,C01_SDRTHT_3b_NPFH_2,C01_SDRTHT_3b_NPFH_3,C01_SDRTHT_3b_NPFH_4,C01_SDRTHT_3b_NPFH_5,C01_SDRTHT_3b_NPFH_6_mor,C01_SDRTHT_3b_Tot,C01_SDRTHT_4mb_NPFH_2,C01_SDRTHT_4mb_NPFH_3,C01_SDRTHT_4mb_NPFH_4,C01_SDRTHT_4mb_NPFH_5,C01_SDRTHT_4mb_NPFH_6_mor,C01_SDRTHT_4mb_Tot,C01_SDRTHT_NB_NS_NPFH_2,C01_SDRTHT_NB_NS_NPFH_3,C01_SDRTHT_NB_NS_NPFH_4,C01_SDRTHT_NB_NS_NPFH_5,C01_SDRTHT_NB_NS_NPFH_6_mor,C01_SDRTHT_NB_NS_T,C01_SDRTHT_Tot_NPFH_2,C01_SDRTHT_Tot_NPFH_3,C01_SDRTHT_Tot_NPFH_4,C01_SDRTHT_Tot_NPFH_5,C01_SDRTHT_Tot_NPFH_6_mor,C01_SDRTHT_T_T,C01_FUA_0b_NPFH_2,C01_FUA_0b_NPFH_3,C01_FUA_0b_NPFH_4,C01_FUA_0b_NPFH_5,C01_FUA_0b_NPFH_6_mor,C01_FUA_0bTotal,C01_FUA_1b_NPFH_2,C01_FUA_1b_NPFH_3,C01_FUA_1b_NPFH_4,C01_FUA_1b_NPFH_5,C01_FUA_1b_NPFH_6_mor,C01_FUA_1b_Tot,C01_FUA_2b_NPFH_2,C01_FUA_2b_NPFH_3,C01_FUA_2b_NPFH_4,C01_FUA_2b_NPFH_5,C01_FUA_2b_NPFH_6_mor,C01_FUA_2b_Tot,C01_FUA_3b_NPFH_2,C01_FUA_3b_NPFH_3,C01_FUA_3b_NPFH_4,C01_FUA_3b_NPFH_5,C01_FUA_3b_NPFH_6_mor,C01_FUA_3b_Tot,C01_FUA_4mb_NPFH_2,C01_FUA_4mb_NPFH_3,C01_FUA_4mb_NPFH_4,C01_FUA_4mb_NPFH_5,C01_FUA_4mb_NPFH_6_mor,C01_FUA_4mb_Tot,C01_FUA_NB_NS_NPFH_2,C01_FUA_NB_NS_NPFH_3,C01_FUA_NB_NS_NPFH_4,C01_FUA_NB_NS_NPFH_5,C01_FUA_NB_NS_NPFH_6_mor,C01_FUA_NB_NS_T,C01_FUA_Tot_NPFH_2,C01_FUA_Tot_NPFH_3,C01_FUA_Tot_NPFH_4,C01_FUA_Tot_NPFH_5,C01_FUA_Tot_NPFH_6_mor,C01_FUA_T_T,C01_OD_0b_NPFH_2,C01_OD_0b_NPFH_3,C01_OD_0b_NPFH_4,C01_OD_0b_NPFH_5,C01_OD_0b_NPFH_6_mor,C01_OD_0bTotal,C01_OD_1b_NPFH_2,C01_OD_1b_NPFH_3,C01_OD_1b_NPFH_4,C01_OD_1b_NPFH_5,C01_OD_1b_NPFH_6_mor,C01_OD_1b_Tot,C01_OD_2b_NPFH_2,C01_OD_2b_NPFH_3,C01_OD_2b_NPFH_4,C01_OD_2b_NPFH_5,C01_OD_2b_NPFH_6_mor,C01_OD_2b_Tot,C01_OD_3b_NPFH_2,C01_OD_3b_NPFH_3,C01_OD_3b_NPFH_4,C01_OD_3b_NPFH_5,C01_OD_3b_NPFH_6_mor,C01_OD_3b_Tot,C01_OD_4mb_NPFH_2,C01_OD_4mb_NPFH_3,C01_OD_4mb_NPFH_4,C01_OD_4mb_NPFH_5,C01_OD_4mb_NPFH_6_mor,C01_OD_4mb_Tot,C01_OD_NB_NS_NPFH_2,C01_OD_NB_NS_NPFH_3,C01_OD_NB_NS_NPFH_4,C01_OD_NB_NS_NPFH_5,C01_OD_NB_NS_NPFH_6_mor,C01_OD_NB_NS_T,C01_OD_Tot_NPFH_2,C01_OD_Tot_NPFH_3,C01_OD_Tot_NPFH_4,C01_OD_Tot_NPFH_5,C01_OD_Tot_NPFH_6_mor,C01_OD_T_T,C01_DS_NS_NPFH_2,C01_DS_NS_NPFH_3,C01_DS_NS_NPFH_4,C01_DS_NS_NPFH_5,C01_DS_NS_NPFH_6_mor,C01_DS_NS_T,C01_Tot_NPFH_2,C01_Tot_NPFH_3,C01_Tot_NPFH_4,C01_Tot_NPFH_5,C01_Tot_NPFH_6_mor,C01_T_T,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3
LGA41140,0,0,0,0,0,0,16,0,0,0,0,16,225,37,19,3,0,284,685,244,235,82,27,1273,184,116,141,114,57,612,6,0,0,0,3,9,1116,397,395,199,87,2194,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,6,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,4,3,3,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,18,3,3,0,0,24,0,0,0,0,0,0,3,3,0,0,0,6,6,0,0,0,0,6,3,3,3,3,0,12,4,3,3,0,0,10,0,0,0,0,0,0,16,9,6,3,0,34,3,0,0,0,0,3,1167,409,407,202,87,2272,3,0,0,0,0,3,13,3,3,0,0,19,203,36,16,3,0,258,727,236
LGA41190,0,0,0,0,0,0,3,0,0,0,0,3,39,7,3,0,0,49,163,42,55,26,8,294,43,24,31,30,11,139,0,0,0,0,0,0,248,73,89,56,19,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,251,76,92,56,19,494,0,0,0,0,0,0,3,0,0,0,0,3,33,5,0,0,0,38,161,60
LGA41330,0,3,0,0,0,3,14,4,3,0,0,21,64,23,16,3,3,109,107,39,51,17,11,225,27,15,26,6,13,87,10,8,3,3,0,24,222,92,99,29,27,469,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,6,3,3,0,0,12,7,0,3,3,3,16,246,100,105,32,33,516,0,0,0,0,0,0,16,0,4,0,0,20,50,10,5,3,0,68,72,46
LGA41560,3,0,0,0,0,3,15,0,4,0,0,19,367,35,18,3,5,428,1030,317,298,110,25,1780,209,112,153,112,50,636,7,0,0,3,0,10,1631,464,473,228,80,2876,0,0,0,0,0,0,6,0,0,0,0,6,34,4,0,0,0,38,24,7,4,3,3,41,0,0,0,3,0,3,0,0,0,0,0,0,64,11,4,6,3,88,0,0,0,0,0,0,3,0,0,0,0,3,19,3,0,0,0,22,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,25,6,0,0,0,31,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,21,4,0,3,0,0,7,1742,481,483,234,83,3023,0,0,0,0,0,0,18,0,0,0,0,18,347,43,15,0,3,408,1131,316
LGA41750,3,0,0,0,0,3,7,0,0,0,0,7,24,4,5,0,0,33,77,35,43,12,5,172,18,18,19,15,10,80,3,0,0,0,0,3,132,57,67,27,15,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,135,60,67,27,15,304,0,0,0,0,0,0,3,3,0,0,0,6,18,3,5,0,0,26,85,26
LGA41830,0,0,0,0,0,0,6,0,0,0,0,6,47,5,6,3,0,61,125,53,50,16,6,250,41,16,24,27,12,120,0,0,0,0,0,0,219,74,80,46,18,437,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,3,6,3,3,0,0,0,6,3,0,0,0,0,3,10,3,3,0,3,19,0,0,0,0,0,0,243,77,86,46,21,473,0,0,0,0,0,0,0,0,0,0,0,0,46,7,3,0,0,56,134,45
LGA41960,0,0,0,0,0,0,4,0,0,0,0,4,21,4,5,0,0,30,105,33,40,20,3,201,29,14,19,10,3,75,0,0,3,0,0,3,159,51,67,30,6,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,3,0,9,0,3,0,0,0,3,168,57,67,33,6,331,3,0,0,0,0,3,0,0,0,0,0,0,18,3,3,0,0,24,106,40
LGA42030,0,3,0,0,0,3,16,0,0,0,0,16,249,51,18,7,4,329,1195,602,587,145,48,2577,303,235,465,270,89,1362,5,3,3,3,0,14,1768,894,1073,425,141,4301,0,0,0,0,0,0,0,0,0,0,0,0,91,9,4,0,0,104,124,50,38,11,3,226,4,5,6,3,0,18,10,3,0,0,0,13,229,67,48,14,3,361,0,0,0,0,0,0,3,0,0,0,0,3,84,11,0,0,0,95,14,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,101,15,3,0,0,119,3,3,0,0,0,6,14,0,0,0,0,14,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,23,150,4,4,3,3,164,2265,986,1128,442,147,4968,0,0,0,0,0,0,24,3,3,0,0,30,339,39,12,5,4,399,1307,625
LGA42110,0,0,0,0,0,0,16,3,3,0,0,22,133,23,5,3,4,168,318,124,132,40,24,638,107,55,69,45,15,291,6,0,0,3,0,9,580,205,209,91,43,1128,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,4,0,0,0,0,4,0,3,0,3,0,6,0,0,0,0,0,0,7,3,3,3,0,16,3,0,0,0,3,6,603,211,212,94,46,1166,0,0,0,0,0,0,17,0,0,0,0,17,128,17,14,0,0,159,333,125
LGA42250,3,0,0,0,0,3,15,3,0,0,0,18,149,44,22,5,0,220,483,229,271,94,16,1093,153,114,150,115,51,583,0,3,0,0,0,3,803,393,443,214,67,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,5,0,0,0,0,5,3,0,0,3,0,6,0,0,0,0,0,0,0,3,0,0,0,3,17,3,3,3,0,26,0,0,0,0,0,0,820,399,449,217,67,1952,0,0,0,0,0,0,11,0,3,0,0,14,126,47,16,4,0,193,549,222
LGA42600,3,0,0,0,0,3,32,3,3,0,0,38,679,165,55,6,0,905,1670,739,774,142,26,3351,380,249,432,306,94,1461,20,0,0,3,0,23,2784,1156,1264,457,120,5781,0,0,0,0,0,0,39,3,0,0,0,42,451,57,6,0,0,514,309,130,44,6,0,489,18,12,7,6,3,46,8,0,0,0,0,8,825,202,57,12,3,1099,4,0,0,0,0,4,117,3,0,0,0,120,722,83,15,0,0,820,131,55,19,6,3,214,3,7,7,3,0,20,6,0,0,0,0,6,983,148,41,9,3,1184,0,0,0,0,0,0,7,0,0,0,0,7,3,3,3,0,0,9,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,3,6,0,0,23,21,5,6,0,0,32,4627,1514,1374,478,126,8119,0,0,0,0,0,0,41,0,0,0,0,41,591,121,41,7,0,760,1707,683
LGA42750,4,0,0,0,0,4,11,0,0,0,0,11,99,26,16,0,0,141,290,154,130,43,11,628,95,54,55,42,17,263,5,0,3,0,0,8,504,234,204,85,28,1055,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,3,0,6,3,0,0,0,0,3,4,3,0,3,0,10,3,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4,6,0,29,3,3,0,0,0,6,529,246,208,91,31,1105,4,0,0,0,0,4,14,4,0,0,3,21,120,30,14,0,0,164,339,127
LGA43080,0,0,0,0,0,0,0,3,0,0,0,3,22,7,6,0,0,35,97,35,44,17,6,199,28,13,21,14,11,87,3,0,0,0,0,3,150,58,71,31,17,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,10,0,0,0,0,0,0,160,58,71,31,20,340,3,0,0,0,0,3,3,0,0,0,0,3,18,3,5,4,0,30,99,34
LGA43220,0,0,0,0,0,0,3,0,0,0,0,3,10,3,3,0,0,16,102,38,39,17,0,196,33,11,28,20,7,99,0,0,0,0,0,0,148,52,70,37,7,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,52,70,37,7,314,0,0,0,3,0,3,3,0,0,0,0,3,19,4,0,0,0,23,113,23
LGA43360,0,0,0,0,0,0,0,0,0,0,0,0,44,7,3,3,0,57,186,71,62,23,7,349,68,34,47,32,14,195,3,0,0,0,0,3,301,112,112,58,21,604,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,321,115,115,58,21,630,0,0,0,0,0,0,3,0,0,0,0,3,38,9,0,0,0,47,204,63
LGA43650,3,0,3,0,0,6,17,0,0,0,0,17,207,43,15,5,0,270,719,325,377,113,32,1566,240,186,278,175,74,953,6,0,0,3,0,9,1192,554,673,296,106,2821,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,10,7,0,3,3,0,13,3,3,0,0,0,6,0,0,0,0,0,0,17,3,6,3,0,29,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,0,0,3,0,16,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,3,3,6,0,3,15,3,0,3,0,0,6,1228,560,688,302,109,2887,3,0,0,0,0,3,26,0,0,3,0,29,191,34,18,5,3,251,784,371
LGA43710,4,0,0,0,3,7,13,3,3,0,0,19,117,28,14,6,0,165,292,110,146,47,16,611,84,51,66,54,41,296,5,3,0,0,0,8,515,195,229,107,60,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,15,4,0,0,0,0,4,534,198,232,107,60,1131,0,0,3,0,0,3,14,3,0,0,0,17,118,22,6,5,0,151,300,113
LGA43790,3,0,0,0,0,3,26,5,0,0,0,31,264,61,28,10,3,366,967,352,399,147,50,1915,230,151,169,147,78,775,4,0,3,0,3,10,1494,569,599,304,134,3100,0,0,0,0,0,0,5,0,0,0,0,5,23,0,0,0,0,23,24,18,10,3,3,58,3,0,0,0,0,3,3,0,0,0,0,3,58,18,10,3,3,92,0,0,0,0,0,0,3,0,0,0,0,3,18,6,0,0,0,24,3,0,0,3,0,6,0,0,0,0,0,0,0,0,3,0,0,3,24,6,3,3,0,36,4,0,0,0,0,4,12,0,3,0,0,15,11,4,0,0,0,15,5,0,3,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,36,4,6,0,0,46,4,3,3,0,0,10,1616,600,621,310,137,3284,3,0,0,0,0,3,21,0,5,0,0,26,232,39,15,3,0,289,950,350
LGA43920,0,0,0,0,0,0,15,3,3,0,0,21,117,23,13,5,3,161,472,260,272,91,23,1118,155,125,181,112,75,648,5,0,3,0,3,11,764,411,472,208,104,1959,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,0,0,0,7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,13,3,3,5,0,0,11,776,424,480,208,104,1992,0,3,0,3,0,6,15,3,0,0,0,18,126,22,13,4,0,165,492,251
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,3,0,6,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,13,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0
LGA44060,5,0,0,0,0,5,42,3,4,0,0,49,1261,278,91,22,0,1652,5802,2688,2633,560,140,11823,1014,855,1266,794,313,4242,44,12,6,6,0,68,8168,3836,4000,1382,453,17839,3,0,3,0,0,6,45,0,3,0,0,48,698,82,20,6,3,809,686,316,173,39,18,1232,16,17,14,15,22,84,12,0,5,0,0,17,1460,415,218,60,43,2196,3,0,0,0,0,3,47,0,0,0,0,47,421,69,11,3,3,507,112,51,22,6,3,194,3,3,0,0,0,6,4,0,0,3,0,7,590,123,33,12,6,764,4,0,0,0,0,4,5,3,0,0,0,8,6,0,0,3,0,9,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,18,6,0,3,0,27,29,22,8,3,3,65,10265,4402,4259,1460,505,20891,0,0,0,0,0,0,54,3,5,0,6,68,1195,276,91,12,0,1574,5687,2665
LGA44210,3,0,0,0,0,3,45,4,3,0,0,52,306,58,28,7,3,402,633,239,238,80,26,1216,132,63,107,66,57,425,10,0,0,0,0,10,1129,364,376,153,86,2108,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,5,3,3,0,0,11,3,0,0,3,0,6,0,0,0,0,0,0,14,3,6,3,0,26,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,18,3,0,0,0,21,3,0,0,0,0,3,10,0,0,0,0,10,9,3,3,0,0,15,11,3,3,3,3,23,3,3,3,0,0,9,0,0,0,0,0,0,36,9,9,3,3,60,8,4,0,0,0,12,1205,383,391,159,89,2227,8,0,0,0,0,8,50,4,0,4,0,58,277,51,22,6,0,356,638,254
LGA44340,10,0,3,0,0,13,63,5,3,0,0,71,1369,352,146,17,4,1888,3825,1829,2014,388,78,8134,1205,923,1379,907,360,4774,27,5,8,0,0,40,6499,3114,3553,1312,442,14920,0,0,0,0,0,0,24,0,0,0,0,24,305,39,11,0,0,355,185,56,35,3,3,282,9,8,7,4,0,28,4,0,0,0,0,4,527,103,53,7,3,693,4,0,0,0,0,4,36,4,0,0,0,40,380,76,20,4,0,480,46,12,11,0,3,72,3,3,4,3,0,13,7,0,0,0,0,7,476,95,35,7,3,616,3,0,0,0,0,3,3,3,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,17,14,7,8,3,3,35,7530,3322,3649,1329,451,16281,0,0,0,3,0,3,62,3,5,3,0,73,1189,329,127,16,3,1664,3823,1869
LGA44550,4,0,3,0,0,7,43,4,6,4,3,60,367,97,49,11,3,527,1518,881,853,251,62,3565,441,336,547,375,172,1871,15,4,5,3,0,27,2388,1322,1463,644,240,6057,0,0,0,0,0,0,3,0,0,0,0,3,56,8,3,0,0,67,44,10,6,4,0,64,3,3,3,3,0,12,3,0,0,0,0,3,109,21,12,7,0,149,0,0,0,0,0,0,4,3,0,0,0,7,33,3,0,3,0,39,11,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,48,15,0,3,0,66,3,3,0,0,0,6,11,3,0,0,0,14,15,8,3,0,0,26,5,3,0,0,0,8,0,0,0,0,3,3,0,0,0,0,0,0,34,17,3,0,3,57,6,5,4,0,0,15,2585,1380,1482,654,243,6344,3,3,0,0,0,6,36,0,0,4,0,40,364,84,50,3,3,504,1848,921
LGA44620,3,0,0,0,0,3,14,3,3,0,3,23,315,58,25,3,0,401,1666,837,857,239,61,3660,315,226,340,270,114,1265,14,5,3,3,0,25,2327,1129,1228,515,178,5377,0,0,0,0,0,0,0,0,3,0,0,3,92,12,3,0,3,110,192,110,52,32,5,391,6,5,10,7,4,32,4,3,3,0,0,10,294,130,71,39,12,546,0,0,0,0,0,0,14,3,0,0,0,17,141,33,5,0,0,179,22,5,5,3,0,35,3,0,3,3,0,9,0,0,0,0,0,0,180,41,13,6,0,240,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,3,0,3,0,0,6,0,3,3,0,3,9,0,0,3,0,0,3,9,6,9,0,3,27,11,5,3,3,0,22,2821,1311,1324,563,193,6212,3,0,0,0,0,3,24,3,0,0,0,27,338,37,14,7,3,399,1842,807
