region_id,C01_SH_0b_NPFH_2,C01_SH_0b_NPFH_3,C01_SH_0b_NPFH_4,C01_SH_0b_NPFH_5,C01_SH_0b_NPFH_6_mor,C01_SH_0bTotal,C01_SH_1b_NPFH_2,C01_SH_1b_NPFH_3,C01_SH_1b_NPFH_4,C01_SH_1b_NPFH_5,C01_SH_1b_NPFH_6_mor,C01_SH_1b_Tot,C01_SH_2b_NPFH_2,C01_SH_2b_NPFH_3,C01_SH_2b_NPFH_4,C01_SH_2b_NPFH_5,C01_SH_2b_NPFH_6_mor,C01_SH_2b_Tot,C01_SH_3b_NPFH_2,C01_SH_3b_NPFH_3,C01_SH_3b_NPFH_4,C01_SH_3b_NPFH_5,C01_SH_3b_NPFH_6_mor,C01_SH_3b_Tot,C01_SH_4mb_NPFH_2,C01_SH_4mb_NPFH_3,C01_SH_4mb_NPFH_4,C01_SH_4mb_NPFH_5,C01_SH_4mb_NPFH_6_mor,C01_SH_4mb_Tot,C01_SH_NB_NS_NPFH_2,C01_SH_NB_NS_NPFH_3,C01_SH_NB_NS_NPFH_4,C01_SH_NB_NS_NPFH_5,C01_SH_NB_NS_NPFH_6_mor,C01_SH_NB_NS_T,C01_SH_Tot_NPFH_2,C01_SH_Tot_NPFH_3,C01_SH_Tot_NPFH_4,C01_SH_Tot_NPFH_5,C01_SH_Tot_NPFH_6_mor,C01_SH_T_T,C01_SDRTHT_0b_NPFH_2,C01_SDRTHT_0b_NPFH_3,C01_SDRTHT_0b_NPFH_4,C01_SDRTHT_0b_NPFH_5,C01_SDRTHT_0b_NPFH_6_mor,C01_SDRTHT_0bTotal,C01_SDRTHT_1b_NPFH_2,C01_SDRTHT_1b_NPFH_3,C01_SDRTHT_1b_NPFH_4,C01_SDRTHT_1b_NPFH_5,C01_SDRTHT_1b_NPFH_6_mor,C01_SDRTHT_1b_Tot,C01_SDRTHT_2b_NPFH_2,C01_SDRTHT_2b_NPFH_3,C01_SDRTHT_2b_NPFH_4,C01_SDRTHT_2b_NPFH_5,C01_SDRTHT_2b_NPFH_6_mor,C01_SDRTHT_2b_Tot,C01_SDRTHT_3b_NPFH_2,C01_SDRTHT_3b_NPFH_3,C01_SDRTHT_3b_NPFH_4,C01_SDRTHT_3b_NPFH_5,C01_SDRTHT_3b_NPFH_6_mor,C01_SDRTHT_3b_Tot,C01_SDRTHT_4mb_NPFH_2,C01_SDRTHT_4mb_NPFH_3,C01_SDRTHT_4mb_NPFH_4,C01_SDRTHT_4mb_NPFH_5,C01_SDRTHT_4mb_NPFH_6_mor,C01_SDRTHT_4mb_Tot,C01_SDRTHT_NB_NS_NPFH_2,C01_SDRTHT_NB_NS_NPFH_3,C01_SDRTHT_NB_NS_NPFH_4,C01_SDRTHT_NB_NS_NPFH_5,C01_SDRTHT_NB_NS_NPFH_6_mor,C01_SDRTHT_NB_NS_T,C01_SDRTHT_Tot_NPFH_2,C01_SDRTHT_Tot_NPFH_3,C01_SDRTHT_Tot_NPFH_4,C01_SDRTHT_Tot_NPFH_5,C01_SDRTHT_Tot_NPFH_6_mor,C01_SDRTHT_T_T,C01_FUA_0b_NPFH_2,C01_FUA_0b_NPFH_3,C01_FUA_0b_NPFH_4,C01_FUA_0b_NPFH_5,C01_FUA_0b_NPFH_6_mor,C01_FUA_0bTotal,C01_FUA_1b_NPFH_2,C01_FUA_1b_NPFH_3,C01_FUA_1b_NPFH_4,C01_FUA_1b_NPFH_5,C01_FUA_1b_NPFH_6_mor,C01_FUA_1b_Tot,C01_FUA_2b_NPFH_2,C01_FUA_2b_NPFH_3,C01_FUA_2b_NPFH_4,C01_FUA_2b_NPFH_5,C01_FUA_2b_NPFH_6_mor,C01_FUA_2b_Tot,C01_FUA_3b_NPFH_2,C01_FUA_3b_NPFH_3,C01_FUA_3b_NPFH_4,C01_FUA_3b_NPFH_5,C01_FUA_3b_NPFH_6_mor,C01_FUA_3b_Tot,C01_FUA_4mb_NPFH_2,C01_FUA_4mb_NPFH_3,C01_FUA_4mb_NPFH_4,C01_FUA_4mb_NPFH_5,C01_FUA_4mb_NPFH_6_mor,C01_FUA_4mb_Tot,C01_FUA_NB_NS_NPFH_2,C01_FUA_NB_NS_NPFH_3,C01_FUA_NB_NS_NPFH_4,C01_FUA_NB_NS_NPFH_5,C01_FUA_NB_NS_NPFH_6_mor,C01_FUA_NB_NS_T,C01_FUA_Tot_NPFH_2,C01_FUA_Tot_NPFH_3,C01_FUA_Tot_NPFH_4,C01_FUA_Tot_NPFH_5,C01_FUA_Tot_NPFH_6_mor,C01_FUA_T_T,C01_OD_0b_NPFH_2,C01_OD_0b_NPFH_3,C01_OD_0b_NPFH_4,C01_OD_0b_NPFH_5,C01_OD_0b_NPFH_6_mor,C01_OD_0bTotal,C01_OD_1b_NPFH_2,C01_OD_1b_NPFH_3,C01_OD_1b_NPFH_4,C01_OD_1b_NPFH_5,C01_OD_1b_NPFH_6_mor,C01_OD_1b_Tot,C01_OD_2b_NPFH_2,C01_OD_2b_NPFH_3,C01_OD_2b_NPFH_4,C01_OD_2b_NPFH_5,C01_OD_2b_NPFH_6_mor,C01_OD_2b_Tot,C01_OD_3b_NPFH_2,C01_OD_3b_NPFH_3,C01_OD_3b_NPFH_4,C01_OD_3b_NPFH_5,C01_OD_3b_NPFH_6_mor,C01_OD_3b_Tot,C01_OD_4mb_NPFH_2,C01_OD_4mb_NPFH_3,C01_OD_4mb_NPFH_4,C01_OD_4mb_NPFH_5,C01_OD_4mb_NPFH_6_mor,C01_OD_4mb_Tot,C01_OD_NB_NS_NPFH_2,C01_OD_NB_NS_NPFH_3,C01_OD_NB_NS_NPFH_4,C01_OD_NB_NS_NPFH_5,C01_OD_NB_NS_NPFH_6_mor,C01_OD_NB_NS_T,C01_OD_Tot_NPFH_2,C01_OD_Tot_NPFH_3,C01_OD_Tot_NPFH_4,C01_OD_Tot_NPFH_5,C01_OD_Tot_NPFH_6_mor,C01_OD_T_T,C01_DS_NS_NPFH_2,C01_DS_NS_NPFH_3,C01_DS_NS_NPFH_4,C01_DS_NS_NPFH_5,C01_DS_NS_NPFH_6_mor,C01_DS_NS_T,C01_Tot_NPFH_2,C01_Tot_NPFH_3,C01_Tot_NPFH_4,C01_Tot_NPFH_5,C01_Tot_NPFH_6_mor,C01_T_T,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3
LGA18500,3,0,0,0,0,3,22,0,0,0,0,22,159,32,18,3,0,212,513,279,293,68,9,1162,503,463,781,526,188,2461,13,3,6,3,0,25,1213,777,1098,600,197,3885,3,3,3,0,0,9,58,3,0,0,0,61,547,152,37,5,0,741,705,397,303,39,5,1449,177,156,168,92,29,622,18,0,3,0,0,21,1508,711,514,136,34,2903,32,3,0,0,0,35,507,22,4,0,0,533,1809,419,123,19,0,2370,705,260,156,32,9,1162,66,25,39,15,8,153,31,0,3,0,0,34,3150,729,325,66,17,4287,0,0,0,0,0,0,12,0,0,0,0,12,21,5,3,0,0,29,12,3,6,0,0,21,3,3,3,0,0,9,0,0,0,0,0,0,48,11,12,0,0,71,117,59,37,17,3,233,6036,2287,1986,819,251,11379,0,0,0,0,0,0,32,3,0,0,0,35,221,55,35,4,0,315,535,257
LGA18550,18,8,3,0,0,29,207,20,15,6,3,251,2591,680,353,81,15,3720,7572,3797,3634,1198,426,16627,3094,2058,3111,2000,1007,11270,101,36,30,14,3,184,13583,6599,7146,3299,1454,32081,4,0,0,0,0,4,39,0,0,0,0,39,597,97,17,5,0,716,596,290,160,59,14,1119,33,20,19,22,8,102,14,3,0,0,0,17,1283,410,196,86,22,1997,3,0,0,0,0,3,78,3,0,0,0,81,358,53,15,3,3,432,65,41,24,4,0,134,12,8,5,4,3,32,3,0,0,0,0,3,519,105,44,11,6,685,15,5,0,0,0,20,66,5,3,0,0,74,232,28,7,0,0,267,42,14,10,4,0,70,3,4,3,0,3,13,6,4,3,0,0,13,364,60,26,4,3,457,115,27,28,8,6,184,15864,7201,7440,3408,1491,35404,9,7,3,0,0,19,166,20,13,6,5,210,2348,582,239,51,14,3234,7629,3845
LGA18710,5,3,0,0,0,8,31,4,0,0,3,38,178,60,33,7,0,278,668,273,281,94,31,1347,442,277,336,227,115,1397,6,0,3,0,0,9,1330,617,653,328,149,3077,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,28,11,3,3,0,0,17,3,3,0,0,0,6,0,0,0,0,0,0,38,10,3,0,0,51,0,0,0,0,0,0,6,0,0,0,0,6,7,3,0,0,0,10,7,0,3,0,0,10,3,0,0,3,0,6,0,0,0,0,0,0,23,3,3,3,0,32,0,0,0,0,0,0,6,0,0,0,0,6,6,3,0,0,0,9,0,0,3,0,0,3,0,3,0,0,0,3,3,0,0,0,0,3,15,6,3,0,0,24,3,0,3,3,0,9,1409,636,665,334,149,3193,4,0,0,0,0,4,24,6,5,4,0,39,178,57,36,3,0,274,718,306
LGA18750,4,0,0,0,0,4,15,3,3,0,0,21,200,58,25,6,3,292,659,355,272,94,54,1434,361,187,240,184,121,1093,7,0,3,0,0,10,1246,603,543,284,178,2854,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,32,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,38,0,0,0,0,0,0,4,0,3,0,0,7,37,12,0,3,0,52,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,44,15,3,3,0,65,3,0,0,0,0,3,4,3,0,0,0,7,3,3,0,0,3,9,7,0,5,0,3,15,7,0,3,0,0,10,0,0,0,0,0,0,24,6,8,0,6,44,3,0,0,0,0,3,1350,629,554,287,184,3004,6,0,0,0,0,6,16,0,3,3,0,22,187,43,19,3,8,260,704,311
LGA19399,0,0,0,0,0,0,7,0,0,0,0,7,13,7,0,0,0,20,50,25,22,11,3,111,62,30,25,11,7,135,3,0,0,0,0,3,135,62,47,22,10,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,9,3,0,0,0,12,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,6,3,3,0,0,12,0,0,3,0,0,3,150,68,53,22,10,303,0,0,0,0,0,0,3,3,0,0,0,6,18,12,3,0,0,33,55,19
LGA20110,3,0,0,0,0,3,21,5,3,0,0,29,227,47,38,10,3,325,866,342,350,119,47,1724,260,144,184,137,59,784,8,3,4,0,3,18,1385,541,579,266,112,2883,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,0,19,13,0,3,0,0,16,0,0,3,0,0,3,0,0,0,0,0,0,26,3,9,0,0,38,0,3,0,0,0,3,3,0,0,0,0,3,34,10,3,0,0,47,6,0,3,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,43,13,9,0,0,65,3,0,0,0,0,3,9,0,0,0,0,9,10,0,3,3,0,16,10,6,7,0,3,26,5,3,3,3,0,14,0,0,0,0,0,0,37,9,13,6,3,68,12,8,5,0,0,25,1503,574,615,272,115,3079,0,0,3,3,0,6,21,3,3,0,0,27,253,51,29,12,0,345,989,305
LGA20260,4,0,0,0,0,4,12,3,3,0,0,18,229,45,16,4,0,294,858,347,311,140,34,1690,271,149,174,137,82,813,5,0,5,0,0,10,1379,544,509,281,116,2829,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,9,0,0,0,0,0,0,6,3,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,3,25,5,0,0,0,30,4,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,32,5,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,3,0,0,7,3,0,0,0,0,3,0,0,3,0,0,3,10,0,6,0,0,16,4,0,0,0,0,4,1431,552,515,287,116,2901,3,0,0,0,0,3,9,0,3,0,0,12,229,39,13,3,0,284,929,329
LGA20570,6,0,3,0,0,9,43,0,5,3,0,51,1211,291,125,22,7,1656,5282,2855,2610,973,306,12026,1113,867,1344,1111,518,4953,67,15,16,9,0,107,7722,4028,4103,2118,831,18802,0,0,0,0,0,0,12,0,0,0,0,12,260,58,12,0,0,330,94,50,39,5,0,188,8,19,13,7,5,52,3,0,0,0,0,3,377,127,64,12,5,585,0,0,0,0,0,0,70,10,3,0,0,83,421,66,18,0,0,505,50,32,12,3,0,97,3,0,3,0,0,6,11,3,0,0,0,14,555,111,36,3,0,705,0,3,0,3,0,6,11,0,0,0,0,11,20,8,3,0,0,31,11,7,10,8,0,36,7,0,8,4,3,22,4,3,0,0,0,7,53,21,21,15,3,113,38,15,26,10,3,92,8745,4302,4250,2158,842,20297,4,0,3,0,0,7,48,11,7,4,0,70,1170,267,86,24,9,1556,5965,2837
LGA20660,8,3,3,0,0,14,56,5,3,3,0,67,1588,447,220,40,5,2300,6510,3958,4011,1001,275,15755,1938,1720,2619,1926,792,8995,73,30,21,17,7,148,10173,6163,6877,2987,1079,27279,0,0,0,0,0,0,47,0,0,0,0,47,776,189,43,3,3,1014,431,253,145,50,31,910,18,18,19,16,7,78,16,5,3,0,3,27,1288,465,210,69,44,2076,3,0,0,0,0,3,46,6,0,0,0,52,526,140,32,9,0,707,191,83,51,9,9,343,8,6,7,3,3,27,7,3,0,0,0,10,781,238,90,21,12,1142,0,0,0,0,0,0,4,3,0,0,0,7,9,7,3,3,0,22,5,4,7,0,0,16,3,0,0,0,3,6,0,0,0,0,0,0,21,14,10,3,3,51,59,37,26,10,3,135,12322,6917,7213,3090,1141,30683,3,3,3,3,0,12,64,5,5,0,3,77,1577,394,191,41,3,2206,6564,3599
LGA20740,8,0,0,0,0,8,43,4,0,0,0,47,652,149,48,21,4,874,2159,651,632,194,66,3702,511,223,327,253,125,1439,28,7,6,3,3,47,3401,1034,1013,471,198,6117,0,3,0,0,0,3,6,0,0,0,0,6,33,3,0,0,0,36,23,6,5,0,3,37,6,0,5,3,0,14,3,0,0,0,0,3,71,12,10,3,3,99,0,0,0,0,0,0,17,0,0,0,0,17,60,7,3,0,0,70,23,8,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,100,15,6,0,0,121,3,0,0,0,0,3,12,3,0,0,0,15,23,4,4,0,0,31,0,4,3,3,0,10,0,3,3,0,0,6,0,0,0,0,0,0,38,14,10,3,0,65,22,7,9,4,3,45,3632,1082,1048,481,204,6447,0,4,3,0,0,7,34,5,3,0,0,42,692,97,51,11,3,854,2243,734
LGA20830,9,0,0,0,0,9,54,5,5,0,3,67,537,153,75,18,8,791,2458,1082,1134,498,153,5325,739,472,690,583,298,2782,44,6,8,4,3,65,3841,1718,1912,1103,465,9039,0,0,0,0,0,0,3,0,0,0,0,3,41,4,3,0,0,48,13,0,3,3,0,19,0,0,5,3,4,12,0,0,0,0,0,0,57,4,11,6,4,82,0,0,0,0,0,0,5,0,0,0,0,5,105,12,4,0,0,121,14,3,3,3,0,23,0,0,0,3,0,3,0,0,0,0,0,0,124,15,7,6,0,152,3,0,3,0,0,6,19,3,0,0,0,22,17,7,0,6,3,33,10,0,6,3,0,19,3,0,0,3,0,6,3,0,3,0,0,6,55,10,12,12,3,92,18,3,3,3,4,31,4095,1750,1945,1130,476,9396,4,3,0,3,0,10,43,6,3,3,0,55,507,104,54,19,5,689,2671,1121
LGA20910,15,0,3,0,0,18,41,3,0,0,0,44,1466,343,181,24,3,2017,3824,2092,2403,435,58,8812,1491,1244,2433,1617,502,7287,47,9,15,6,0,77,6884,3691,5035,2082,563,18255,5,0,0,0,0,5,28,3,0,0,0,31,877,174,53,4,0,1108,794,350,219,44,14,1421,79,34,70,31,7,221,15,0,0,0,0,15,1798,561,342,79,21,2801,0,0,0,3,0,3,59,9,0,0,0,68,674,164,36,8,0,882,219,101,67,9,0,396,17,6,7,0,3,33,7,3,0,0,0,10,976,283,110,20,3,1392,0,0,0,0,0,0,10,3,0,0,0,13,35,17,9,4,0,65,13,16,6,3,0,38,0,0,4,6,0,10,0,0,0,0,0,0,58,36,19,13,0,126,87,39,29,11,0,166,9803,4610,5535,2205,587,22740,3,3,0,3,0,9,36,3,3,3,0,45,1259,321,138,22,5,1745,3505,1926
LGA21010,3,0,0,0,0,3,14,0,3,3,0,20,257,47,19,8,0,331,1057,428,424,171,50,2130,365,160,219,172,99,1015,9,0,3,0,0,12,1705,635,668,354,149,3511,0,0,0,0,0,0,7,0,0,0,0,7,51,7,3,0,0,61,12,5,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,70,12,6,0,0,88,0,0,0,0,0,0,4,0,0,0,0,4,27,5,4,0,0,36,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,35,8,4,0,0,47,0,0,0,0,0,0,5,3,0,0,0,8,8,3,3,0,0,14,3,3,3,3,0,12,3,0,0,3,0,6,0,0,0,0,0,0,19,9,6,6,0,40,12,3,0,0,3,18,1841,667,684,360,152,3704,4,0,0,3,0,7,21,3,3,4,0,31,253,48,17,4,0,322,1112,406
LGA21110,9,0,3,0,0,12,94,6,7,0,4,111,2007,582,319,43,13,2964,4976,3105,3609,810,152,12652,2365,2224,4282,3008,1029,12908,58,18,23,4,6,109,9509,5935,8243,3865,1204,28756,0,0,0,0,0,0,74,4,0,0,0,78,1373,299,103,16,3,1794,1149,640,369,69,12,2239,74,65,92,44,26,301,13,3,3,3,0,22,2683,1011,567,132,41,4434,12,3,0,0,0,15,280,32,3,0,0,315,1974,481,128,29,0,2612,353,201,101,26,9,690,23,7,15,19,4,68,13,7,3,0,0,23,2655,731,250,74,13,3723,0,0,0,0,0,0,25,3,0,0,0,28,47,33,8,7,0,95,15,10,17,7,3,52,4,4,4,0,5,17,0,0,0,0,0,0,91,50,29,14,8,192,85,32,44,22,3,186,15023,7759,9133,4107,1269,37291,7,0,0,0,0,7,68,5,3,0,0,76,1744,563,245,51,6,2609,4685,2850
LGA21180,6,3,7,11,6,33,54,20,8,3,3,88,1006,384,203,52,20,1665,7822,6768,7562,2940,1298,26390,1599,1852,2953,2421,1528,10353,187,96,132,80,48,543,10674,9123,10865,5507,2903,39072,3,0,3,3,0,9,17,0,0,0,0,17,256,71,38,9,4,378,243,153,171,49,16,632,45,62,110,69,65,351,8,0,3,3,3,17,572,286,325,133,88,1404,3,3,0,0,0,6,114,23,4,0,0,141,509,264,120,34,16,943,197,157,126,46,19,545,7,3,5,0,3,18,19,11,6,0,3,39,849,461,261,80,41,1692,4,0,0,0,0,4,8,3,0,0,0,11,4,6,4,3,3,20,8,13,9,9,6,45,0,3,3,3,0,9,0,0,0,0,0,0,24,25,16,15,9,89,70,57,70,30,13,240,12189,9952,11537,5765,3054,42497,12,15,16,3,6,52,47,14,14,4,0,79,913,345,170,40,15,1483,8405,6091
LGA21270,0,0,0,0,0,0,6,0,0,0,0,6,127,22,16,4,3,172,576,192,176,105,32,1081,230,119,101,98,52,600,7,0,0,0,0,7,946,333,293,207,87,1866,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,5,3,3,0,0,11,5,4,3,0,0,12,3,3,3,0,0,9,0,0,0,0,0,0,16,10,9,0,0,35,0,0,3,0,0,3,974,343,305,207,90,1919,7,0,0,0,0,7,5,3,3,0,0,11,133,18,17,3,4,175,555,194
LGA21370,8,3,0,0,0,11,33,13,0,3,3,52,533,140,64,22,5,764,2578,1078,1045,497,165,5363,755,457,611,491,270,2584,37,8,9,0,3,57,3944,1699,1729,1013,446,8831,0,3,0,0,0,3,5,0,0,0,0,5,54,11,3,0,0,68,14,7,4,0,0,25,4,4,4,3,0,15,3,0,0,0,0,3,80,25,11,3,0,119,3,0,0,0,0,3,12,3,0,0,0,15,152,33,7,0,0,192,23,10,3,0,0,36,3,0,0,0,0,3,3,0,0,0,0,3,196,46,10,0,0,252,4,0,0,0,0,4,17,3,0,0,0,20,14,9,0,0,0,23,27,7,8,0,0,42,8,3,5,0,0,16,3,0,0,0,0,3,73,22,13,0,0,108,27,7,6,9,0,49,4320,1799,1769,1025,446,9359,0,0,0,0,0,0,39,5,3,3,0,50,487,105,51,24,3,670,2785,1071
LGA21450,8,0,3,0,0,11,73,9,3,0,3,88,518,184,102,29,8,841,2542,1550,1715,581,190,6578,844,720,1153,913,495,4125,40,10,12,6,3,71,4025,2473,2988,1529,699,11714,0,0,0,0,0,0,3,0,0,0,0,3,53,21,5,0,3,82,28,14,9,0,0,51,6,3,0,4,4,17,0,0,0,0,0,0,90,38,14,4,7,153,0,0,0,0,0,0,10,0,0,0,0,10,127,23,7,0,0,157,16,10,4,0,0,30,3,0,3,3,0,9,0,0,0,0,0,0,156,33,14,3,0,206,3,0,0,0,0,3,14,0,0,0,0,14,10,6,4,0,0,20,4,5,6,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,31,11,10,3,3,58,30,16,9,11,7,73,4332,2571,3035,1550,716,12204,3,3,0,3,0,9,51,4,4,0,0,59,494,152,91,27,7,771,3296,1746
LGA21610,6,8,0,6,0,20,48,6,5,3,4,66,727,233,101,25,10,1096,9052,6866,7455,2271,759,26403,2870,2976,5239,3545,1907,16537,107,79,53,33,28,300,12810,10168,12853,5883,2708,44422,0,0,3,0,0,3,23,0,0,0,3,26,299,45,27,4,0,375,157,84,72,22,8,343,21,20,38,29,22,130,8,0,0,0,0,8,508,149,140,55,33,885,3,0,0,0,0,3,32,3,0,0,0,35,537,140,43,9,0,729,162,97,49,16,8,332,6,6,0,0,0,12,10,4,0,0,0,14,750,250,92,25,8,1125,0,0,0,0,0,0,6,3,0,0,0,9,9,9,5,5,0,28,9,9,8,12,0,38,3,0,0,0,0,3,0,0,3,0,0,3,27,21,16,17,0,81,75,51,54,29,9,218,14170,10639,13155,6009,2758,46731,15,13,18,3,6,55,52,13,9,3,3,80,839,202,103,37,10,1191,10859,7271
LGA21670,3,0,0,0,0,3,19,0,0,0,0,19,313,66,19,13,0,411,1083,423,354,146,51,2057,222,137,140,131,77,707,9,3,3,3,3,21,1649,629,516,293,131,3218,0,0,0,0,0,0,5,0,0,0,0,5,33,3,0,3,0,39,4,0,3,3,3,13,0,0,0,3,0,3,0,0,0,0,0,0,42,3,3,9,3,60,0,0,0,0,0,0,8,0,0,0,0,8,16,3,3,0,0,22,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,3,6,0,0,33,3,0,0,0,0,3,4,3,0,0,0,7,8,0,0,0,0,8,9,4,3,3,0,19,0,0,4,0,0,4,3,3,0,0,0,6,27,10,7,3,0,47,10,3,0,0,3,16,1752,648,532,305,137,3374,3,0,0,0,0,3,16,3,0,0,0,19,315,61,18,4,3,401,1109,388
LGA21750,3,3,3,0,0,9,32,4,4,3,0,43,372,98,51,9,3,533,1511,615,635,282,111,3154,404,243,255,265,179,1346,18,3,7,3,3,34,2340,966,955,562,296,5119,0,0,0,0,0,0,11,0,0,3,0,14,28,9,3,0,0,40,6,6,0,0,3,15,0,3,3,0,0,6,0,0,0,0,0,0,45,18,6,3,3,75,0,0,0,0,0,0,4,3,0,0,0,7,21,5,0,3,0,29,5,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,33,11,0,3,0,47,3,3,3,0,0,9,7,0,0,0,0,7,6,0,0,0,0,6,4,5,4,4,0,17,3,0,0,0,3,6,0,0,0,0,0,0,23,8,7,4,3,45,9,4,4,3,0,20,2450,1007,972,575,302,5306,0,5,0,0,0,5,33,6,3,0,0,42,358,78,44,12,4,496,1510,608
LGA21830,0,0,0,0,0,0,19,3,0,0,3,25,260,56,54,8,5,383,1280,499,488,264,86,2617,437,225,267,206,180,1315,12,3,0,3,3,21,2008,786,809,481,277,4361,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,6,0,3,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,15,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,4,4,4,0,3,15,3,4,3,3,0,13,0,0,0,0,0,0,10,11,7,3,3,34,9,4,4,0,0,17,2054,804,823,484,280,4445,0,0,0,0,0,0,20,3,0,0,0,23,267,45,32,8,4,356,1285,449
LGA21890,10,3,5,0,0,18,110,14,4,3,4,135,3234,1111,572,134,36,5087,5662,3841,3649,1229,526,14907,831,887,1190,962,635,4505,127,47,33,24,27,258,9974,5903,5453,2352,1228,24910,3,0,0,0,3,6,54,4,3,0,0,61,740,253,100,22,7,1122,497,353,234,83,41,1208,32,34,45,27,16,154,13,6,6,3,0,28,1339,650,388,135,67,2579,11,0,0,0,0,11,396,50,7,3,0,456,1451,584,224,42,17,2318,178,156,121,47,18,520,5,4,8,4,4,25,16,11,4,0,0,31,2057,805,364,96,39,3361,0,0,0,0,0,0,12,0,3,0,0,15,43,25,17,5,3,93,15,16,16,9,3,59,3,5,5,6,3,22,3,0,0,0,0,3,76,46,41,20,9,192,87,35,32,15,12,181,13533,7439,6278,2618,1355,31223,7,5,5,0,4,21,107,10,3,7,3,130,2666,973,543,82,26,4290,5523,3652
LGA22110,17,0,0,0,0,17,78,12,3,4,0,97,880,193,94,26,7,1200,3158,1035,1064,387,111,5755,877,454,527,431,257,2546,46,14,10,3,3,76,5056,1708,1698,851,378,9691,0,0,0,0,0,0,0,0,0,0,0,0,52,7,3,0,0,62,31,7,5,0,0,43,11,5,3,3,3,25,0,0,0,0,0,0,94,19,11,3,3,130,3,0,0,0,0,3,26,4,0,0,0,30,146,26,8,0,0,180,24,13,3,3,0,43,0,0,3,3,0,6,0,0,0,0,0,0,199,43,14,6,0,262,8,3,0,0,0,11,36,3,0,0,0,39,38,9,5,0,0,52,20,10,12,3,0,45,5,0,7,3,3,18,4,0,0,0,0,4,111,25,24,6,3,169,34,12,10,3,0,59,5494,1807,1757,869,384,10311,6,4,0,3,0,13,101,11,8,3,0,123,927,175,90,11,3,1206,3419,1037
