region_id,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000mo,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_199,C11_CFNC_1F1P_200_399,C11_CFNC_1F1P_400_599,C11_CFNC_1F1P_600_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_199,C11_CFNC_1E1A_200_399,C11_CFNC_1E1A_400_599,C11_CFNC_1E1A_600_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_199,C11_CFNC_1F1NW_200_399,C11_CFNC_1F1NW_400_599,C11_CFNC_1F1NW_600_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_199,C11_CFNC_1P1NW_200_399,C11_CFNC_1P1NW_400_599,C11_CFNC_1P1NW_600_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_mr,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_199,C11_CFNC_1A1NW_200_399,C11_CFNC_1A1NW_400_599,C11_CFNC_1A1NW_600_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_199,C11_CFNC_BA_200_399,C11_CFNC_BA_400_599,C11_CFNC_BA_600_799,C11_CFNC_BA_800_999,C11_CFNC_BA_1000_1499,C11_CFNC_BA_1500_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000m,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_N,C11_CFNC_BNW_1_199,C11_CFNC_BNW_200_399,C11_CFNC_BNW_400_599,C11_CFNC_BNW_600_799,C11_CFNC_BNW_800_999,C11_CFNC_BNW_1000_1499,C11_CFNC_BNW_1500_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000m,C11_CFNC_BNW_Ns,C11_CFNC_BNW_T,C11_CFNC_LFns_N,C11_CFNC_LFns_1_199,C11_CFNC_LFns_200_399,C11_CFNC_LFns_400_599,C11_CFNC_LFns_600_799,C11_CFNC_LFns_800_999,C11_CFNC_LFns_1000_1499,C11_CFNC_LFns_1500_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000mo,C11_CFNC_LFns_Ns,C11_CFNC_LFns_T,C11_CFNC_T_N,C11_CFNC_T_1_199,C11_CFNC_T_200_399,C11_CFNC_T_400_599,C11_CFNC_T_600_799,C11_CFNC_T_800_999,C11_CFNC_T_1000_1499,C11_CFNC_T_1500_1999,C11_CFNC_T_2000_2499,C11_CFNC_T_2500_2999,C11_CFNC_T_3000M,C11_CFNC_T_Ns,C11_CFNC_T_T,C11_CF_BFT_N,C11_CF_BFT_1_199,C11_CF_BFT_200_399,C11_CF_BFT_400_599,C11_CF_BFT_600_799,C11_CF_BFT_800_999,C11_CF_BFT_1000_1499,C11_CF_BFT_1500_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_mr,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_N,C11_CF_BPT_1_199,C11_CF_BPT_200_399,C11_CF_BPT_400_599,C11_CF_BPT_600_799,C11_CF_BPT_800_999,C11_CF_BPT_1000_1499,C11_CF_BPT_1500_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_mr,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_N,C11_CF_1F1P_1_199,C11_CF_1F1P_200_399,C11_CF_1F1P_400_599,C11_CF_1F1P_600_799,C11_CF_1F1P_800_999,C11_CF_1F1P_1000_1499,C11_CF_1F1P_1500_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000mo,C11_CF_1F1P_Ns,C11_CF_1F1P_T,C11_CF_1E1A_N,C11_CF_1E1A_1_199,C11_CF_1E1A_200_399,C11_CF_1E1A_400_599,C11_CF_1E1A_600_799,C11_CF_1E1A_800_999,C11_CF_1E1A_1000_1499,C11_CF_1E1A_1500_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_mr,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_N,C11_CF_1F1NW_1_199,C11_CF_1F1NW_200_399,C11_CF_1F1NW_400_599,C11_CF_1F1NW_600_799,C11_CF_1F1NW_800_999,C11_CF_1F1NW_1000_1499,C11_CF_1F1NW_1500_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000mo,C11_CF_1F1NW_Ns,C11_CF_1F1NW_T,C11_CF_1P1NW_N,C11_CF_1P1NW_1_199,C11_CF_1P1NW_200_399,C11_CF_1P1NW_400_599,C11_CF_1P1NW_600_799,C11_CF_1P1NW_800_999,C11_CF_1P1NW_1000_1499,C11_CF_1P1NW_1500_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_mr,C11_CF_1P1NW_Ns
LGA16380,31,32,10,17,7,416,3,3,5,25,51,92,316,203,140,45,77,15,975,0,3,3,4,12,16,33,22,24,14,19,6,156,3,5,7,38,97,85,185,106,26,69,22,18,661,3,13,29,113,161,110,108,56,14,12,19,14,652,3,0,5,17,16,15,19,9,0,5,3,6,98,0,0,0,4,4,0,9,10,9,0,12,5,53,60,170,87,1823,1100,981,525,141,70,25,43,160,5185,3,4,0,45,20,13,3,6,0,0,4,551,649,91,210,151,2117,1543,1493,1536,838,577,268,414,814,10052,10,3,4,4,16,35,160,230,282,157,300,139,1340,0,0,0,15,27,54,126,66,43,8,35,31,405,0,3,7,19,45,108,481,458,338,184,250,134,2027,0,0,0,4,11,13,64,66,44,34,43,29,308,0,4,4,33,80,130,358,200,56,140,41,88,1134,0,4,4,44,85,72,115,39,9,20,5,37
LGA16400,33,21,3,14,11,274,6,0,5,23,25,62,236,205,153,65,81,15,876,0,0,3,3,9,8,26,28,36,18,19,4,154,0,0,3,15,59,93,193,139,29,83,24,15,653,6,8,22,89,101,73,93,37,20,9,4,7,469,0,0,3,12,17,12,17,16,3,11,3,6,100,0,0,0,3,4,5,9,6,3,9,3,3,45,61,98,51,1227,731,684,383,112,53,36,44,112,3592,0,0,5,32,14,7,0,0,0,0,0,408,466,85,119,99,1423,1010,1018,1180,796,630,353,407,604,7724,0,3,0,7,8,21,113,184,297,195,375,141,1344,0,3,4,5,8,20,71,41,37,16,19,31,255,3,10,6,5,26,65,352,480,441,242,312,174,2116,0,0,0,0,8,17,59,67,63,41,49,36,340,0,3,0,16,62,97,442,349,95,208,58,104,1434,5,0,4,26,49,62,80,32,15,11,9,28
LGA16470,14,9,9,12,3,94,5,0,0,3,4,21,85,102,78,43,82,5,428,0,0,0,4,3,3,14,26,27,12,33,0,122,0,0,3,11,25,41,90,59,32,46,27,13,347,0,3,10,22,28,13,31,25,7,5,7,8,159,0,0,3,3,5,7,5,4,3,3,0,7,40,0,0,0,3,0,3,0,6,5,3,13,0,33,14,22,10,235,137,103,84,39,17,10,14,19,704,4,0,0,4,0,0,3,6,3,0,0,192,212,26,25,26,288,217,219,421,480,500,322,675,256,3455,4,0,0,0,4,4,53,121,246,204,770,121,1527,0,0,0,3,3,4,33,19,28,11,22,9,132,5,0,3,3,11,15,137,204,289,180,454,60,1361,0,0,0,0,4,4,13,43,58,37,146,25,330,0,4,4,11,22,31,148,155,52,134,88,42,691,0,3,5,7,14,9,26,22,15,11,10,12
LGA16550,38,60,27,58,3,470,0,0,3,9,24,61,237,252,258,140,315,21,1320,3,0,0,4,10,6,49,40,59,36,90,8,305,3,3,13,33,88,110,245,207,91,178,141,33,1145,11,26,36,67,104,87,123,58,27,26,31,12,608,5,0,4,9,12,7,13,18,4,10,9,5,96,0,0,0,0,3,3,10,5,28,10,39,10,108,187,183,57,803,404,435,302,134,96,39,82,115,2837,3,4,3,24,14,3,10,3,3,8,4,756,835,231,225,125,971,714,841,1288,1104,1436,996,2601,1001,11533,5,4,3,4,7,29,115,199,392,296,1687,220,2961,0,5,4,8,21,26,67,63,85,51,117,44,491,5,9,0,6,17,64,269,444,530,543,1674,292,3853,3,0,3,0,0,5,44,53,109,92,350,46,705,12,10,7,28,78,118,397,396,149,827,428,154,2604,0,5,18,60,62,56,101,83,44,56,82,61
LGA16610,10,3,6,3,3,107,4,3,0,15,18,23,116,61,34,9,12,12,307,0,0,0,4,7,8,13,9,3,4,3,3,54,0,3,0,19,31,52,65,41,6,0,0,18,235,0,10,8,46,42,32,21,11,3,0,0,3,176,0,0,0,6,7,0,5,5,5,0,0,0,28,0,0,0,0,3,4,5,5,3,0,0,5,25,14,48,24,499,218,157,71,11,12,7,0,39,1100,0,0,0,14,7,3,0,0,0,0,5,121,150,22,75,36,617,366,335,403,232,146,34,50,217,2533,3,0,3,3,4,18,67,102,103,38,46,21,408,0,0,0,4,10,14,27,11,7,3,7,4,87,0,3,3,3,14,26,162,148,77,23,20,43,522,0,3,0,3,3,9,32,27,19,3,4,11,114,3,3,3,12,40,76,158,65,23,16,0,36,435,0,3,3,10,19,31,35,12,3,4,0,16
LGA16650,31,21,7,24,8,397,7,4,0,8,33,76,265,218,148,77,126,11,973,3,0,3,0,11,13,21,40,31,16,35,9,182,11,3,11,61,168,158,316,173,52,89,43,38,1123,7,13,52,90,99,64,75,37,13,15,7,12,484,0,0,7,14,19,14,23,6,3,3,5,5,99,0,0,0,0,5,4,11,17,8,7,19,6,77,203,198,86,1111,486,363,193,68,49,18,31,109,2915,5,3,0,25,5,15,9,0,3,0,0,518,583,249,229,167,1337,918,856,1233,991,938,525,937,739,9119,12,5,0,9,11,30,202,355,476,324,871,204,2499,0,6,5,14,26,60,99,55,48,13,52,32,410,8,5,5,8,38,98,395,486,508,274,599,168,2592,3,0,3,5,10,19,67,87,99,52,139,40,524,7,21,23,114,205,266,635,499,181,373,170,174,2668,3,11,51,91,132,124,149,72,47,31,35,72
LGA16700,40,26,10,40,7,360,3,3,0,11,24,74,226,197,197,101,210,11,1057,3,0,0,3,11,9,28,28,37,21,46,9,195,4,0,6,41,114,120,313,201,62,198,86,24,1169,3,23,40,91,108,77,90,39,21,19,24,14,549,0,3,4,7,18,10,19,7,9,9,0,0,86,0,0,0,0,3,3,3,8,12,5,20,7,61,261,189,66,838,474,409,273,106,55,21,35,105,2832,3,6,3,19,8,11,3,3,3,0,3,472,534,288,234,125,1040,809,815,1242,972,1088,724,1539,675,9551,7,4,0,0,7,35,160,274,439,378,1515,236,3055,4,0,0,9,35,37,80,73,68,30,88,44,468,3,6,4,13,33,86,360,450,542,545,1303,240,3585,0,0,0,5,9,20,38,75,92,72,225,30,566,12,7,15,62,135,178,548,473,165,744,328,135,2802,6,12,19,63,77,73,119,77,41,44,59,58
LGA16900,17,15,0,5,3,136,0,0,3,4,23,34,235,200,137,59,53,14,762,3,0,0,0,0,13,23,31,31,8,19,9,137,0,0,3,28,59,68,218,131,20,72,20,22,641,3,6,18,60,73,46,43,24,15,4,0,8,300,0,4,0,15,9,15,14,7,8,12,0,3,87,0,0,0,4,3,3,7,5,5,3,6,4,40,42,98,59,1167,515,390,164,50,13,7,0,112,2617,4,0,3,29,10,9,9,3,0,0,0,292,359,55,108,90,1322,713,622,867,695,572,287,282,483,6096,6,5,3,3,14,17,103,200,303,228,442,153,1477,0,0,0,3,11,25,65,59,38,20,23,26,270,5,10,4,8,18,62,428,560,540,288,399,184,2506,0,0,0,0,5,10,51,89,115,55,84,28,437,4,4,8,18,70,125,454,415,147,269,104,119,1737,3,3,3,24,49,70,96,54,16,18,14,32
LGA16950,51,35,8,31,8,500,5,7,3,30,47,141,330,217,171,77,107,40,1175,0,3,3,11,7,23,56,35,41,14,20,7,220,0,6,7,45,127,113,193,139,39,80,32,30,811,6,11,22,158,195,115,121,62,26,18,18,21,773,0,3,5,16,20,15,41,7,3,4,0,15,129,0,0,0,3,0,11,13,14,10,7,9,10,77,77,222,114,2336,1243,1052,671,173,84,24,60,234,6290,6,9,0,55,28,20,9,3,3,3,0,731,867,106,279,171,2702,1762,1690,1800,982,721,329,469,1115,12126,3,3,5,14,24,49,165,251,267,182,327,170,1460,0,3,6,12,26,56,137,78,49,16,33,45,461,0,12,0,18,61,134,570,559,431,199,253,215,2452,0,0,5,9,13,24,86,70,61,34,44,37,383,8,6,10,34,120,180,538,309,89,111,51,123,1579,0,0,12,58,89,100,124,76,22,15,5,55
LGA17000,12,6,7,6,3,72,0,0,0,4,8,16,66,64,65,39,76,5,343,0,0,0,0,0,4,5,3,14,9,29,4,68,0,0,0,10,26,18,67,51,3,88,6,16,285,0,0,7,20,16,12,21,11,7,9,3,4,110,0,0,0,3,3,3,4,3,3,3,3,3,28,3,0,0,3,0,0,3,3,3,0,3,3,21,10,33,18,209,100,87,54,25,5,3,3,23,570,0,0,0,5,0,0,0,3,0,4,0,126,138,16,42,25,260,169,161,279,244,213,221,373,196,2199,3,0,0,0,3,5,30,55,78,56,271,64,565,0,0,0,4,0,3,7,12,11,8,16,7,68,0,3,0,0,11,11,86,138,136,192,307,67,951,4,0,0,0,0,0,12,21,23,34,37,16,147,0,0,0,3,11,33,128,135,38,290,71,55,764,0,0,0,4,5,6,7,14,3,19,7,11
LGA17050,3,3,5,0,0,36,0,4,0,0,5,15,31,20,16,0,8,4,103,0,0,0,0,0,0,6,3,3,0,3,3,18,0,0,0,3,4,3,12,10,4,7,3,3,49,0,0,0,8,13,4,13,5,0,0,3,0,46,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,3,3,3,3,0,0,0,3,0,15,8,9,5,46,40,34,16,7,4,0,3,9,181,0,0,0,0,3,0,0,0,0,0,0,40,43,8,13,8,72,79,75,137,107,69,29,50,62,709,3,0,0,0,6,5,35,32,48,21,51,37,238,0,0,0,0,0,4,7,5,4,4,4,0,28,3,0,4,0,4,15,64,40,42,22,24,13,231,0,0,0,3,0,0,9,10,5,4,4,6,41,0,0,3,3,5,9,27,18,10,15,0,8,98,0,0,0,3,6,3,6,0,3,0,0,0
LGA17100,17,6,3,16,5,156,0,0,3,4,7,21,75,55,44,27,60,5,301,0,0,0,0,0,7,17,10,15,3,7,0,59,4,0,5,14,65,58,110,56,19,49,16,17,413,3,7,29,41,33,21,22,13,11,4,6,3,193,3,0,0,3,3,0,7,3,0,3,0,3,25,0,0,0,0,3,0,3,7,7,0,11,0,31,87,46,34,217,114,64,57,22,22,9,22,24,718,7,4,0,5,3,3,4,4,0,4,0,138,172,111,57,76,295,262,222,391,334,319,186,358,200,2811,11,6,3,3,4,20,49,136,148,110,490,78,1058,0,0,4,0,11,24,27,14,26,3,45,20,174,0,0,0,0,14,35,136,118,126,96,388,75,988,0,0,0,9,6,0,21,21,27,18,57,17,176,8,10,10,35,86,80,252,168,58,181,96,63,1047,0,4,17,37,67,42,52,21,17,10,24,31
LGA17150,116,103,49,91,14,768,4,6,4,25,46,112,434,523,529,283,529,48,2543,3,0,0,7,11,24,68,62,90,42,128,13,448,6,6,6,48,133,147,427,330,113,395,143,63,1817,3,21,49,139,208,195,280,145,64,50,64,33,1251,0,0,0,14,24,22,45,25,14,28,9,16,197,3,0,0,3,5,5,19,21,34,22,40,13,165,171,223,110,1657,1281,1407,967,333,175,105,143,245,6817,3,0,4,35,14,16,15,7,0,4,6,1034,1138,211,263,181,1962,1819,2109,2713,2236,2407,1749,3058,1536,20244,15,9,6,13,15,40,220,472,867,828,3164,605,6254,0,4,4,12,27,53,169,147,167,83,221,108,995,15,29,9,22,52,144,891,1582,2013,1605,3562,886,10810,5,3,0,7,16,33,115,190,256,234,617,157,1633,7,16,12,51,126,230,829,937,370,1493,749,425,5245,3,7,14,48,77,83,183,146,89,120,158,119
LGA17200,77,73,45,124,9,872,5,3,8,20,41,104,461,495,489,283,825,19,2753,3,3,0,5,8,20,68,59,68,50,183,26,493,5,4,15,63,168,195,461,375,149,549,384,28,2396,8,37,84,109,114,85,104,65,50,49,76,22,803,4,3,5,7,8,12,17,9,8,20,17,14,124,3,0,0,4,3,10,18,23,30,16,118,13,238,312,121,71,606,238,205,162,106,79,58,111,71,2140,7,3,0,15,11,3,5,0,3,5,0,1518,1570,374,192,194,894,734,867,1844,1985,2731,2223,7130,1785,20953,7,0,0,3,6,26,73,111,184,142,1020,98,1670,0,0,3,7,10,19,41,18,42,25,75,22,262,0,7,3,3,17,54,144,183,242,246,765,87,1751,0,0,3,3,3,5,20,40,65,43,266,24,472,5,3,8,36,75,86,299,226,69,525,284,78,1694,0,5,26,45,55,40,45,36,32,28,38,33
LGA17310,25,14,3,12,4,256,0,11,5,24,40,75,257,151,111,34,74,15,797,0,0,4,5,11,14,37,25,22,14,24,8,164,4,4,6,34,90,91,177,79,23,40,14,23,585,0,5,16,80,117,79,79,17,17,5,3,4,422,0,0,3,11,11,14,17,11,3,6,0,8,84,3,0,3,3,3,6,6,8,10,5,0,5,52,31,61,46,854,409,327,166,39,24,13,18,109,2097,5,0,3,29,7,11,7,0,0,0,0,387,449,58,100,95,1088,754,741,1033,641,539,223,358,592,6222,9,3,5,4,18,44,177,265,312,172,282,148,1439,0,0,5,7,6,20,48,44,18,6,11,10,175,7,7,0,13,33,80,411,403,325,147,183,144,1753,0,3,0,3,4,8,62,58,58,25,34,45,300,0,0,5,16,77,128,348,194,47,83,43,81,1022,0,3,6,21,47,46,50,23,7,6,3,23
LGA17350,3,3,0,3,0,24,3,0,3,3,5,20,29,23,4,3,8,0,101,0,0,0,0,0,0,6,3,3,3,0,0,15,0,0,0,7,9,13,16,6,0,3,0,0,54,3,0,3,7,11,5,10,0,0,0,0,5,44,0,0,0,3,5,0,0,0,0,0,0,0,8,3,0,0,0,0,3,0,3,0,0,0,0,9,3,8,4,129,62,49,12,6,0,3,0,10,286,0,0,0,3,3,0,0,0,3,0,0,37,46,19,8,13,159,103,109,107,67,34,20,20,57,716,0,0,0,0,3,3,18,27,14,10,25,15,115,0,0,3,3,4,0,0,4,5,3,0,0,22,0,3,3,8,5,17,48,43,25,12,14,13,191,0,0,3,0,0,3,3,3,6,3,0,0,21,0,0,3,4,8,24,27,18,3,5,0,13,105,0,0,0,0,4,0,8,4,0,0,0,4
LGA17400,4,0,0,3,3,59,0,0,0,6,4,21,29,18,15,3,0,4,100,0,0,0,0,4,0,12,7,0,0,0,0,23,0,0,5,4,12,7,24,8,4,4,3,7,78,0,0,0,14,12,5,7,0,3,0,0,0,41,0,0,4,0,0,0,3,0,0,0,0,0,7,3,0,0,3,3,3,0,0,3,0,0,0,15,6,23,13,165,69,33,12,8,3,3,0,9,344,0,0,0,4,0,3,0,0,0,0,0,68,75,14,33,27,206,120,102,128,72,40,16,16,99,873,0,3,3,3,3,7,25,17,18,10,6,19,114,0,0,0,3,8,6,7,7,3,0,0,0,34,0,0,0,4,6,15,49,30,12,8,14,11,149,0,0,0,0,0,0,6,3,3,3,4,3,22,0,3,0,7,3,10,31,17,4,3,0,6,84,0,3,4,3,10,9,7,4,3,0,0,0
LGA17420,76,74,33,80,9,593,3,0,3,15,32,79,286,338,324,215,421,33,1749,4,0,0,6,6,6,40,48,57,36,95,5,303,6,4,14,43,87,120,326,258,124,427,164,48,1621,4,16,39,108,163,149,229,104,75,54,45,29,1015,0,0,6,12,14,16,33,30,4,18,9,7,149,0,0,0,3,3,3,11,12,21,11,36,15,115,267,216,87,969,748,837,709,277,136,63,94,136,4539,6,6,8,23,13,10,11,3,0,5,4,713,802,307,250,160,1208,1133,1364,1965,1505,1548,1364,2430,1032,14266,21,15,4,10,18,65,261,454,898,863,3964,611,7184,6,4,3,8,35,57,138,138,105,89,191,95,869,10,16,5,20,35,141,732,1093,1354,1234,3108,564,8312,3,3,0,4,11,19,77,131,180,181,488,120,1217,24,22,14,76,179,245,804,1003,341,1811,859,366,5744,5,7,30,61,94,97,177,150,86,93,115,108
LGA17450,4,0,0,0,0,24,0,3,0,3,7,5,24,17,6,4,6,0,75,0,3,0,0,0,5,0,0,0,6,0,0,14,0,3,0,7,6,10,10,7,3,3,3,4,56,0,3,5,5,0,0,0,0,0,0,3,4,20,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,0,0,3,3,9,5,4,6,45,39,20,7,0,6,0,0,9,141,0,0,0,3,0,0,0,0,0,0,0,35,38,9,19,11,66,60,58,65,45,32,17,24,58,464,0,3,0,0,0,0,8,12,16,6,12,16,73,0,0,0,0,0,0,8,0,0,0,0,0,8,3,0,3,3,4,4,26,22,14,12,3,14,108,0,0,0,0,0,0,3,0,3,0,3,3,12,0,0,0,0,5,8,17,10,3,5,0,9,57,0,0,3,0,4,0,0,0,0,3,0,3
LGA17500,10,0,3,4,4,49,5,3,3,5,9,19,53,30,13,11,12,5,168,0,0,0,0,0,3,9,8,3,3,0,3,29,0,0,4,4,26,20,39,19,5,8,3,5,133,0,4,3,7,11,14,12,5,4,3,3,0,66,0,0,4,5,0,0,3,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,5,4,13,5,207,89,74,30,3,6,3,3,17,454,0,0,0,10,0,4,0,0,0,0,0,78,92,9,23,22,251,146,153,206,123,81,59,56,119,1248,0,3,0,0,6,6,28,28,63,31,60,36,261,0,0,0,0,0,4,10,7,0,5,0,0,26,0,0,0,0,13,19,105,96,77,35,40,33,418,0,3,0,0,0,4,7,15,11,8,0,6,54,0,0,3,5,14,25,72,60,11,28,4,24,246,0,3,0,4,15,9,9,9,0,0,0,4
LGA17550,57,24,6,15,10,409,4,4,3,21,64,103,352,260,164,58,77,14,1124,3,0,0,8,17,13,47,34,42,12,20,7,203,7,3,7,38,89,100,198,118,41,55,22,26,704,0,9,31,120,198,115,140,32,22,14,9,19,709,4,3,3,18,19,21,26,9,5,4,7,4,123,0,3,3,3,3,5,20,7,10,11,5,11,81,76,155,82,1818,1117,887,510,148,70,30,38,173,5104,0,4,3,48,23,15,13,6,0,0,0,663,775,103,196,143,2117,1612,1406,1617,944,685,286,381,954,10444,4,6,4,3,14,28,134,219,248,167,271,136,1234,0,3,3,17,27,66,145,99,57,21,26,39,503,4,12,7,18,63,107,574,532,426,207,251,181,2382,0,0,0,0,10,24,84,88,62,42,51,32,393,7,0,7,26,85,174,489,302,94,146,51,110,1491,5,5,12,43,105,94,148,67,18,17,14,53
LGA17620,12,6,4,0,0,54,3,3,3,5,12,25,66,51,29,13,21,5,236,0,3,0,0,3,4,8,6,10,3,13,3,53,3,0,3,7,30,12,46,18,4,29,8,15,175,0,3,0,17,29,13,9,10,3,0,0,3,87,0,3,0,0,3,0,0,5,0,0,0,0,11,0,0,0,0,3,0,5,0,0,4,3,3,18,8,21,9,189,97,60,25,11,5,3,6,19,453,3,0,0,11,3,0,0,0,0,0,0,89,106,22,36,19,243,196,141,230,200,125,95,120,147,1574,7,3,0,3,3,7,36,35,56,36,92,43,321,0,0,0,3,3,0,4,0,4,6,6,4,30,0,0,3,0,9,28,77,115,80,68,99,42,521,0,0,0,3,0,0,10,13,11,13,17,4,71,0,0,0,10,14,25,80,73,12,78,15,31,338,0,0,3,3,9,6,13,6,4,3,0,3
LGA17640,4,3,0,4,0,38,0,3,0,6,11,25,46,19,28,4,16,4,162,0,0,0,0,0,4,5,5,3,4,3,0,24,0,3,0,10,8,15,20,14,4,6,4,7,91,0,0,4,6,15,9,15,4,3,0,3,4,63,0,3,0,3,3,0,0,3,0,0,0,3,15,0,0,0,0,3,0,5,3,3,0,0,3,17,8,17,10,106,41,38,15,11,3,0,0,14,263,3,0,0,0,3,0,0,0,0,0,0,73,79,14,34,18,142,99,109,149,99,95,35,60,111,965,0,3,0,3,6,3,25,30,29,25,19,28,171,0,0,0,0,0,3,6,6,10,0,0,0,25,0,3,3,4,8,25,63,52,44,22,20,36,280,0,0,0,0,0,3,8,6,3,3,3,5,31,0,0,0,6,18,12,48,22,9,12,3,8,138,0,0,0,3,5,3,5,4,0,0,0,0
LGA17650,3,3,4,0,0,38,4,0,0,8,8,14,24,22,10,3,3,0,96,0,0,0,0,3,0,8,0,0,0,3,3,17,0,3,3,7,16,7,12,10,3,7,3,0,71,0,0,3,12,13,6,10,4,0,0,0,6,54,0,0,0,3,0,0,0,3,0,3,0,3,12,0,0,0,0,0,0,0,0,3,0,3,0,6,6,8,7,97,39,32,15,5,4,0,0,8,221,0,0,0,3,0,3,0,0,0,0,0,47,53,13,14,13,134,89,89,107,75,52,22,33,67,708,0,3,0,4,0,4,20,29,25,11,33,17,146,0,0,3,0,3,3,10,8,3,0,0,3,33,0,0,0,3,8,27,63,52,42,10,15,17,237,0,0,0,4,3,5,5,5,3,6,6,3,40,0,0,3,4,4,9,47,16,4,7,3,9,106,0,0,3,3,3,5,9,6,0,0,0,3
LGA17700,0,0,0,0,0,6,0,0,3,3,4,3,6,3,0,0,0,0,22,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,3,3,3,3,3,0,0,3,18,0,0,0,3,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,30,3,5,3,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,8,8,5,7,3,43,16,21,21,14,9,4,0,15,158,3,0,0,0,0,4,4,3,0,0,5,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,3,4,3,0,6,36,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,6,8,8,3,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0
