region_id,Ot_ty_Ed_Ins_Pt_st_C01_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,O_t_E_I_F_P_s_s_ns_C01_M,O_t_E_I_F_P_s_s_ns_C01_F,O_t_E_I_F_P_s_s_ns_C01_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,Oth_ty_Edu_Ins_Tot_C01_M,Oth_ty_Edu_Ins_Tot_C01_F,Oth_ty_Edu_Ins_Tot_C01_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Type_Educ_Insti_ns_C01_M,Type_Educ_Insti_ns_C01_F,Type_Educ_Insti_ns_C01_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
LGA21670,54,24,42,66,22,50,72,3,4,7,0,5,5,0,0,0,27,49,76,24,59,83,35,64,99,288,270,558,367,431,798,401,376,777,7,6,13,3,7,10,12,4,16,1551,1571,3122,1538,1597,3135,1465,1513,2978
LGA21750,90,32,92,124,42,79,121,0,0,0,0,3,3,5,0,5,45,71,116,48,106,154,56,88,144,362,364,726,591,614,1205,639,658,1297,39,53,92,54,62,116,50,65,115,2686,2699,5385,2756,2874,5630,2649,2819,5468
LGA21830,54,13,37,50,17,41,58,0,0,0,0,0,0,4,0,4,26,46,72,26,50,76,40,66,106,335,312,647,560,573,1133,433,431,864,61,60,121,41,55,96,46,66,112,2296,2367,4663,2344,2477,4821,2230,2355,4585
LGA21890,891,221,470,691,311,570,881,11,14,25,12,22,34,20,19,39,499,777,1276,394,697,1091,626,908,1534,2880,3017,5897,6195,5789,11984,5257,4846,10103,468,559,1027,451,540,991,569,686,1255,16816,17983,34799,20112,20708,40820,21048,22140,43188
LGA22110,163,48,114,162,56,108,164,3,6,9,0,5,5,3,3,6,55,152,207,84,146,230,92,145,237,753,828,1581,1369,1457,2826,1358,1265,2623,105,131,236,45,58,103,62,88,150,5061,5357,10418,5286,5626,10912,5323,5598,10921
LGA22170,569,133,343,476,218,549,767,10,10,20,7,13,20,10,16,26,273,494,767,241,457,698,363,715,1078,2152,2449,4601,5014,5438,10452,4218,4559,8777,170,201,371,173,220,393,166,235,401,15705,16274,31979,17700,18744,36444,17901,19071,36972
LGA22250,38,13,30,43,6,24,30,0,0,0,0,3,3,0,0,0,18,43,61,17,40,57,11,39,50,208,283,491,349,399,748,343,361,704,8,8,16,11,22,33,5,12,17,1443,1580,3023,1478,1546,3024,1282,1352,2634
LGA22310,825,228,393,621,284,492,776,6,11,17,12,19,31,7,15,22,430,677,1107,349,531,880,500,677,1177,2929,3351,6280,5093,5240,10333,3542,3660,7202,413,526,939,423,554,977,518,660,1178,17500,18294,35794,19915,20229,40144,19977,20571,40548
LGA22410,80,20,49,69,11,80,91,0,0,0,0,0,0,0,3,3,36,60,96,27,57,84,26,103,129,375,413,788,634,629,1263,574,626,1200,27,12,39,23,45,68,24,30,54,2738,2730,5468,2754,2826,5580,2567,2747,5314
LGA22490,67,16,50,66,25,81,106,0,3,3,3,0,3,0,0,0,33,61,94,29,60,89,45,106,151,312,307,619,482,491,973,457,463,920,15,26,41,14,19,33,17,21,38,2295,2255,4550,2568,2551,5119,2777,2838,5615
LGA22620,469,157,268,425,177,355,532,3,0,3,14,6,20,8,10,18,269,348,617,248,394,642,272,489,761,1538,1576,3114,2972,3435,6407,2952,3117,6069,155,132,287,100,126,226,101,133,234,12658,13542,26200,13886,15300,29186,14154,15716,29870
LGA22670,998,329,570,899,448,818,1266,17,23,40,28,39,67,29,33,62,676,864,1540,597,909,1506,986,1419,2405,3799,3698,7497,6651,6319,12970,5785,5405,11190,270,301,571,301,382,683,411,577,988,18778,18242,37020,20737,20084,40821,21709,21243,42952
LGA22750,1008,272,616,888,418,873,1291,9,13,22,16,21,37,18,12,30,533,804,1337,462,824,1286,683,1149,1832,3402,3352,6754,6893,6613,13506,6660,5956,12616,382,419,801,328,404,732,429,427,856,26587,27044,53631,29485,29761,59246,30621,31279,61900
LGA22830,251,69,141,210,103,183,286,3,4,7,8,7,15,3,6,9,124,194,318,98,199,297,173,259,432,1312,1201,2513,2253,2213,4466,2437,2194,4631,62,66,128,62,59,121,92,108,200,7958,8172,16130,8717,8926,17643,9031,9136,18167
LGA22910,82,23,65,88,25,59,84,0,0,0,0,3,3,3,0,3,39,66,105,28,85,113,46,72,118,281,318,599,568,553,1121,467,485,952,18,26,44,15,11,26,29,35,64,1989,2089,4078,1966,2059,4025,1832,1994,3826
LGA22980,23,0,17,17,14,17,31,0,0,0,0,0,0,0,0,0,4,19,23,4,23,27,20,23,43,89,94,183,158,177,335,154,161,315,8,11,19,5,0,5,3,13,16,717,798,1515,714,791,1505,704,711,1415
LGA23110,523,159,335,494,229,351,580,7,10,17,12,7,19,11,8,19,297,446,743,261,440,701,412,529,941,1983,2108,4091,3225,3283,6508,2940,2837,5777,145,167,312,155,212,367,210,253,463,11082,11376,22458,12089,12216,24305,12140,12205,24345
LGA23190,95,31,53,84,31,34,65,0,0,0,0,0,0,0,0,0,37,69,106,35,59,94,43,39,82,282,314,596,451,590,1041,503,512,1015,25,37,62,15,27,42,29,29,58,2436,2451,4887,2392,2617,5009,2429,2568,4997
LGA23270,745,233,460,693,360,681,1041,5,7,12,23,18,41,31,24,55,427,580,1007,485,696,1181,684,1097,1781,3248,3213,6461,6328,6258,12586,6427,6422,12849,187,216,403,227,257,484,374,425,799,21137,21304,42441,24824,25419,50243,27182,28587,55769
LGA23350,49,9,24,33,18,35,53,0,0,0,3,3,6,0,0,0,21,50,71,22,38,60,22,38,60,413,314,727,508,430,938,549,389,938,18,21,39,17,20,37,23,28,51,2293,2292,4585,2213,2275,4488,2203,2228,4431
LGA23430,762,233,436,669,249,524,773,17,17,34,12,12,24,16,10,26,413,596,1009,338,580,918,439,700,1139,2439,2689,5128,4781,5101,9882,4136,3998,8134,295,336,631,268,360,628,298,448,746,17450,17615,35065,19273,19929,39202,19872,20296,40168
LGA23670,826,240,557,797,291,667,958,5,8,13,7,15,22,12,15,27,394,644,1038,341,696,1037,421,831,1252,2228,2395,4623,3634,4011,7645,3051,3097,6148,229,275,504,217,344,561,292,433,725,21453,21877,43330,21621,22842,44463,20848,21800,42648
LGA23810,362,93,193,286,90,230,320,4,0,4,3,9,12,6,11,17,210,296,506,183,275,458,166,310,476,1275,1309,2584,2466,2673,5139,2424,2540,4964,86,118,204,90,95,185,78,89,167,9990,10407,20397,10196,10945,21141,10037,10832,20869
LGA23940,34,0,25,25,10,21,31,0,0,0,3,3,6,0,3,3,13,29,42,13,31,44,13,31,44,170,164,334,225,235,460,256,240,496,8,12,20,0,5,5,8,4,12,1069,1040,2109,956,1003,1959,874,940,1814
LGA24130,236,63,148,211,79,178,257,0,0,0,3,0,3,0,6,6,101,174,275,82,172,254,113,223,336,758,787,1545,1086,1227,2313,978,988,1966,43,72,115,47,59,106,68,74,142,5659,5926,11585,5934,6147,12081,6114,6390,12504
LGA24210,842,193,413,606,221,463,684,8,7,15,7,12,19,10,13,23,405,634,1039,272,521,793,335,586,921,1652,1756,3408,2851,2970,5821,2209,2422,4631,354,487,841,334,485,819,407,532,939,16293,16379,32672,16291,16768,33059,16097,16488,32585
LGA24250,40,8,37,45,6,38,44,0,0,0,3,0,3,6,0,6,17,34,51,16,47,63,25,43,68,135,146,281,310,285,595,229,201,430,21,14,35,35,28,63,40,44,84,917,954,1871,1303,1301,2604,1220,1260,2480
LGA24330,578,167,291,458,227,381,608,5,7,12,18,23,41,5,10,15,375,474,849,321,464,785,458,623,1081,2693,2505,5198,3461,3025,6486,3836,2967,6803,191,173,364,228,215,443,298,391,689,9569,9242,18811,10872,10127,20999,12301,11636,23937
LGA24410,606,162,401,563,216,471,687,4,8,12,10,6,16,8,8,16,295,454,749,244,499,743,344,627,971,1522,1799,3321,2720,3122,5842,2083,2410,4493,135,194,329,95,157,252,170,272,442,13689,14287,27976,14281,15002,29283,14381,15001,29382
LGA24600,726,277,450,727,297,489,786,5,3,8,11,17,28,7,5,12,525,642,1167,529,841,1370,591,905,1496,5676,4442,10118,9002,6892,15894,9099,7159,16258,3736,3338,7074,4559,4010,8569,5063,4742,9805,19015,18190,37205,25273,24269,49542,28130,28033,56163
LGA24650,279,126,258,384,234,497,731,0,5,5,7,8,15,6,11,17,148,219,367,200,344,544,332,689,1021,1019,1221,2240,3240,3086,6326,4226,3856,8082,55,83,138,72,104,176,199,289,488,8159,8205,16364,12639,12478,25117,17337,17688,35025
LGA24780,173,58,106,164,76,130,206,3,5,8,6,14,20,0,4,4,101,148,249,100,172,272,126,189,315,992,1007,1999,1953,2048,4001,1867,1975,3842,99,86,185,204,212,416,193,230,423,6635,6881,13516,7612,7993,15605,7576,7968,15544
LGA24850,137,43,84,127,40,116,156,3,7,10,0,3,3,6,4,10,131,113,244,67,104,171,133,159,292,772,698,1470,1177,1062,2239,1186,1191,2377,62,89,151,43,37,80,102,119,221,4590,4418,9008,5116,4914,10030,5269,5504,10773
LGA24900,88,32,83,115,32,81,113,0,3,3,3,3,6,3,3,6,50,87,137,50,109,159,57,125,182,464,483,947,910,882,1792,1061,1037,2098,30,44,74,22,33,55,39,34,73,3353,3351,6704,3700,3785,7485,3799,3976,7775
LGA24970,1056,283,463,746,348,597,945,8,9,17,18,12,30,10,9,19,699,851,1550,474,710,1184,698,878,1576,2998,3330,6328,5484,5425,10909,4514,4217,8731,880,957,1837,864,1042,1906,1189,1327,2516,24813,24146,48959,27520,26669,54189,28705,27661,56366
LGA25060,747,184,361,545,220,399,619,6,6,12,8,12,20,4,13,17,406,559,965,289,495,784,375,591,966,2511,2767,5278,4142,4014,8156,3443,3540,6983,203,263,466,213,254,467,257,344,601,13996,14836,28832,15366,15833,31199,15559,16405,31964
LGA25150,115,36,65,101,37,123,160,0,0,0,0,0,0,6,0,6,61,94,155,49,88,137,68,160,228,416,404,820,780,758,1538,866,769,1635,22,24,46,25,29,54,16,32,48,3674,3770,7444,3911,3997,7908,4145,4187,8332
LGA25250,989,256,517,773,363,617,980,13,18,31,15,9,24,19,15,34,562,791,1353,446,697,1143,759,914,1673,3306,3402,6708,5911,5853,11764,5696,5257,10953,380,448,828,331,454,785,482,656,1138,18139,18671,36810,20382,21056,41438,22313,22915,45228
LGA25340,630,166,403,569,202,501,703,12,13,25,12,15,27,3,13,16,481,568,1049,400,554,954,416,641,1057,2961,3458,6419,5781,6566,12347,4443,5178,9621,207,280,487,173,254,427,216,319,535,17523,18034,35557,19750,20680,40430,19455,20791,40246
LGA25430,70,21,61,82,22,74,96,0,3,3,4,0,4,3,0,3,33,63,96,39,76,115,37,89,126,571,339,910,893,739,1632,982,703,1685,15,17,32,21,16,37,35,37,72,2518,2279,4797,2619,2564,5183,2670,2579,5249
LGA25490,44,8,28,36,17,38,55,0,0,0,4,0,4,3,0,3,16,37,53,12,34,46,31,45,76,254,245,499,530,485,1015,426,456,882,30,43,73,25,23,48,52,46,98,2148,2144,4292,2225,2381,4606,2124,2399,4523
LGA25620,73,17,43,60,24,56,80,0,0,0,0,0,0,0,0,0,31,60,91,29,58,87,34,67,101,361,358,719,611,583,1194,463,430,893,19,30,49,22,25,47,20,16,36,1948,2032,3980,1956,1964,3920,1645,1783,3428
LGA25710,356,85,209,294,109,285,394,3,0,3,3,3,6,3,3,6,167,271,438,120,271,391,150,343,493,778,861,1639,1521,1543,3064,1081,1145,2226,96,133,229,84,97,181,113,111,224,9988,10259,20247,10121,10259,20380,9565,9850,19415
LGA25810,43,15,35,50,20,32,52,0,3,3,0,0,0,3,3,6,27,33,60,25,42,67,31,41,72,228,252,480,381,380,761,354,344,698,37,47,84,38,49,87,30,46,76,1763,1763,3526,1616,1694,3310,1511,1554,3065
LGA25900,942,236,423,659,250,458,708,3,5,8,8,17,25,5,7,12,510,714,1224,340,578,918,404,606,1010,3818,3655,7473,6617,5658,12275,4637,3792,8429,1014,916,1930,928,943,1871,1119,1061,2180,11574,12255,23829,13782,14009,27791,13063,13234,26297
LGA25990,21,6,20,26,7,21,28,0,0,0,3,0,3,0,0,0,12,24,36,12,25,37,12,28,40,241,144,385,305,220,525,311,185,496,0,5,5,3,10,13,3,10,13,934,823,1757,946,889,1835,926,842,1768
LGA26080,12,4,6,10,5,7,12,0,0,0,4,0,4,0,0,0,6,6,12,8,6,14,5,10,15,60,55,115,91,137,228,88,99,187,3,7,10,14,8,22,5,13,18,364,384,748,365,417,782,359,385,744
LGA26170,110,33,63,96,27,60,87,3,0,3,0,3,3,0,0,0,59,82,141,51,80,131,51,85,136,463,513,976,834,924,1758,733,709,1442,32,41,73,24,35,59,52,49,101,3377,3689,7066,3478,3765,7243,3350,3680,7030
LGA26260,55,23,37,60,30,39,69,0,0,0,3,3,6,0,0,0,36,39,75,47,50,97,52,59,111,262,332,594,449,449,898,387,391,778,11,14,25,22,32,54,36,27,63,2292,2346,4638,2296,2316,4612,2183,2272,4455
LGA26350,788,205,351,556,189,343,532,7,17,24,7,15,22,13,14,27,408,605,1013,287,461,748,283,482,765,2745,3101,5846,4666,4582,9248,3649,3510,7159,629,693,1322,589,588,1177,707,773,1480,13392,14641,28033,14849,15584,30433,14262,15238,29500
LGA26430,34,16,29,45,13,36,49,0,0,0,0,0,0,0,0,0,11,23,34,16,37,53,19,43,62,225,244,469,318,345,663,316,309,625,29,21,50,4,16,20,7,10,17,1169,1223,2392,1154,1199,2353,1071,1132,2203
LGA26490,113,28,54,82,41,75,116,0,0,0,4,0,4,3,0,3,53,81,134,45,76,121,64,90,154,517,480,997,748,681,1429,788,757,1545,89,79,168,60,77,137,70,92,162,3163,3123,6286,3365,3267,6632,3910,3923,7833
LGA26610,62,25,52,77,37,51,88,3,3,6,3,4,7,0,0,0,31,57,88,49,61,110,54,65,119,518,472,990,939,824,1763,827,795,1622,37,36,73,64,60,124,145,81,226,2863,2945,5808,3161,3084,6245,3025,2966,5991
LGA26670,29,8,20,28,6,15,21,0,0,0,0,0,0,0,0,0,7,22,29,11,23,34,6,22,28,85,97,182,154,181,335,118,131,249,9,19,28,12,11,23,8,8,16,797,853,1650,795,842,1637,731,803,1534
LGA26700,134,36,80,116,26,76,102,3,6,9,4,0,4,0,0,0,76,118,194,52,95,147,49,88,137,415,449,864,772,813,1585,725,778,1503,21,38,59,26,39,65,33,42,75,3438,3738,7176,3521,3869,7390,3466,3847,7313
LGA26730,118,31,50,81,44,81,125,3,0,3,0,4,4,3,0,3,73,84,157,45,76,121,62,111,173,554,716,1270,1047,1239,2286,1123,1133,2256,81,100,181,67,75,142,79,88,167,4361,4555,8916,4674,5114,9788,4667,5131,9798
LGA26810,126,48,99,147,47,82,129,4,3,7,3,5,8,6,5,11,98,124,222,87,140,227,90,125,215,1627,883,2510,1967,1326,3293,2071,1261,3332,55,75,130,40,63,103,82,85,167,6359,5882,12241,6245,5768,12013,6226,5672,11898
LGA26890,21,5,12,17,3,5,8,0,0,0,0,0,0,0,0,0,8,19,27,5,12,17,6,8,14,61,79,140,129,97,226,124,111,235,5,3,8,5,3,8,6,4,10,564,553,1117,581,575,1156,475,529,1004
LGA26980,1158,307,596,903,341,651,992,10,12,22,16,18,34,11,13,24,573,879,1452,424,766,1190,543,898,1441,2215,2669,4884,3760,4202,7962,3816,3991,7807,540,662,1202,533,770,1303,770,987,1757,19791,21182,40973,21496,22961,44457,24206,25240,49446
LGA27070,564,186,404,590,289,621,910,3,13,16,11,32,43,7,26,33,375,441,816,309,561,870,509,926,1435,2483,2523,5006,4462,4436,8898,5146,5052,10198,145,153,298,128,210,338,334,472,806,17267,16948,34215,19320,19353,38673,23092,23904,46996
LGA27170,200,73,103,176,62,129,191,4,3,7,0,6,6,4,5,9,216,177,393,215,155,370,248,193,441,524,550,1074,833,862,1695,1062,897,1959,38,51,89,30,42,72,26,44,70,5312,5226,10538,5261,5277,10538,5639,5724,11363
LGA27260,491,170,431,601,380,954,1334,5,10,15,12,16,28,11,30,41,352,361,713,346,607,953,764,1397,2161,2549,1786,4335,5008,4226,9234,5915,5174,11089,149,166,315,220,285,505,544,817,1361,14373,13529,27902,18822,18400,37222,25662,26335,51997
LGA27350,888,216,354,570,209,347,556,8,3,11,6,14,20,6,6,12,412,663,1075,316,527,843,308,531,839,2944,2865,5809,4406,3775,8181,3557,3184,6741,444,522,966,341,428,769,375,387,762,10365,11528,21893,11084,11949,23033,10957,12063,23020
LGA27450,842,226,571,797,275,713,988,7,9,16,8,12,20,8,10,18,388,695,1083,344,710,1054,406,898,1304,2395,2474,4869,4168,4276,8444,3624,3605,7229,182,244,426,182,250,432,177,221,398,21353,21882,43235,21374,22260,43634,20843,22110,42953
LGA27630,17,8,13,21,12,18,30,0,0,0,0,0,0,0,0,0,8,17,25,17,18,35,19,32,51,126,131,257,224,247,471,217,235,452,8,11,19,4,12,16,0,4,4,1050,1011,2061,969,1016,1985,850,887,1737
LGA29399,50,23,33,56,16,26,42,0,0,0,3,0,3,0,0,0,26,27,53,29,33,62,22,26,48,402,304,706,417,227,644,409,251,660,217,176,393,255,158,413,319,196,515,1620,1321,2941,1733,1329,3062,1808,1406,3214
LGA30250,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,4,7,45,41,86,74,50,124,29,20,49,0,0,0,0,0,0,0,0,0,143,143,286,127,117,244,177,169,346
LGA30300,23,6,16,22,3,6,9,0,0,0,3,0,3,0,0,0,6,20,26,12,16,28,3,9,12,137,109,246,160,167,327,225,183,408,3,3,6,13,16,29,18,17,35,634,634,1268,607,672,1279,652,673,1325
LGA30370,59,17,30,47,21,19,40,0,0,0,0,0,0,3,0,3,30,40,70,23,34,57,24,22,46,321,225,546,824,503,1327,571,400,971,51,34,85,67,45,112,66,53,119,2029,1923,3952,2374,2034,4408,2084,1955,4039
LGA30410,7,4,8,12,3,6,9,0,0,0,0,0,0,0,0,0,3,7,10,7,11,18,8,6,14,104,97,201,140,119,259,125,105,230,6,9,15,8,14,22,14,17,31,425,460,885,456,438,894,396,431,827
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19,6,7,13,32,10,42,8,0,8,3,3,6,3,5,8,53,42,95,36,38,74,47,41,88
LGA30760,12,0,10,10,0,8,8,0,0,0,0,0,0,0,0,0,0,12,12,0,13,13,0,11,11,62,46,108,45,45,90,85,73,158,6,7,13,0,5,5,8,8,16,269,299,568,194,221,415,243,271,514
LGA30900,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,19,21,40,29,26,55,19,25,44,8,14,22,5,7,12,10,13,23,83,70,153,63,67,130,55,64,119
LGA31000,4869,1623,2900,4523,1993,3348,5341,43,54,97,67,85,152,65,77,142,3051,4036,7087,2713,4304,7017,3765,5165,8930,18529,17356,35885,39094,36736,75830,35211,30584,65795,6825,7844,14669,8120,9557,17677,7940,8990,16930,136821,140675,277496,159315,166084,325399,170053,174341,344394
LGA31750,4,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,3,0,3,22,8,30,37,8,45,51,10,61,9,7,16,0,0,0,7,3,10,76,54,130,68,36,104,90,30,120
LGA31820,286,90,192,282,108,223,331,4,3,7,0,9,9,6,5,11,153,219,372,126,222,348,178,296,474,1441,1548,2989,3352,3538,6890,3076,3090,6166,380,374,754,523,532,1055,609,591,1200,10392,10856,21248,12110,12926,25036,12157,12867,25024
LGA31900,55,11,40,51,7,22,29,3,0,3,4,4,8,0,3,3,44,46,90,23,54,77,14,31,45,319,263,582,614,587,1201,643,613,1256,162,90,252,200,175,375,256,214,470,2384,2270,4654,2435,2493,4928,2497,2490,4987
LGA31950,7,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,3,6,0,0,0,41,16,57,130,73,203,172,90,262,8,6,14,16,6,22,8,8,16,96,70,166,186,104,290,228,130,358
LGA32070,595,185,418,603,265,570,835,5,5,10,7,16,23,3,13,16,285,515,800,273,556,829,356,733,1089,4527,4346,8873,9016,8492,17508,9098,8462,17560,6953,8097,15050,6775,7755,14530,5147,5956,11103,25032,27296,52328,29939,31611,61550,30133,32581,62714
LGA32250,6,4,3,7,3,5,8,0,0,0,0,0,0,0,0,0,3,6,9,4,3,7,6,5,11,184,135,319,224,156,380,193,186,379,17,26,43,18,23,41,15,14,29,392,392,784,390,321,711,334,323,657
LGA32260,85,24,60,84,38,92,130,3,0,3,3,5,8,0,0,0,37,75,112,39,72,111,53,124,177,761,621,1382,1552,1376,2928,1197,1013,2210,601,651,1252,392,395,787,315,340,655,4345,4422,8767,4549,4600,9149,3914,3932,7846
LGA32270,87,37,63,100,46,78,124,3,0,3,3,0,3,5,0,5,72,78,150,46,71,117,56,84,140,818,484,1302,2277,918,3195,2584,1194,3778,121,137,258,131,78,209,120,117,237,3922,3680,7602,5286,3891,9177,5706,4291,9997
LGA32310,32,12,17,29,3,41,44,0,0,0,3,0,3,0,0,0,14,32,46,20,24,44,16,51,67,317,278,595,442,415,857,559,493,1052,47,59,106,42,35,77,21,30,51,1876,1842,3718,1794,1772,3566,1847,1904,3751
LGA32330,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,3,3,44,52,96,64,48,112,11,5,16,0,0,0,0,0,0,0,0,0,171,174,345,238,250,488,184,169,353
LGA32450,14,7,6,13,3,7,10,0,0,0,0,0,0,0,0,0,10,7,17,7,6,13,7,7,14,606,131,737,229,166,395,551,186,737,15,18,33,21,24,45,39,45,84,1023,494,1517,552,483,1035,840,534,1374
LGA32500,8,3,7,10,4,5,9,0,0,0,0,0,0,0,0,0,8,6,14,3,10,13,4,8,12,177,136,313,452,294,746,786,213,999,136,129,265,81,73,154,108,136,244,685,616,1301,798,627,1425,1181,675,1856
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,18,8,26,40,22,62,0,0,0,0,0,0,6,6,12,37,23,60,28,35,63,65,43,108
LGA32750,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,20,18,38,16,10,26,24,13,37,3,3,6,0,3,3,8,4,12,49,45,94,33,38,71,48,41,89
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,4,11,34,43,77,89,83,172,32,17,49,0,0,0,0,3,3,5,0,5,166,159,325,193,189,382,205,167,372
LGA33100,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,9,0,0,0,23,14,37,73,56,129,55,51,106,28,23,51,27,44,71,30,34,64,151,99,250,172,160,332,158,152,310
LGA33200,8,0,6,6,0,12,12,0,0,0,0,0,0,0,0,0,0,8,8,0,6,6,0,12,12,53,60,113,88,68,156,115,71,186,19,19,38,20,18,38,10,4,14,258,278,536,260,262,522,274,232,506
LGA33220,240,98,214,312,136,261,397,3,4,7,6,4,10,4,12,16,153,194,347,142,265,407,206,350,556,1587,1633,3220,3513,3037,6550,3598,3264,6862,723,792,1515,732,845,1577,485,639,1124,10069,10434,20503,12288,12765,25053,12817,13651,26468
LGA33360,161,60,123,183,94,162,256,3,5,8,6,3,9,0,8,8,68,140,208,86,163,249,126,201,327,986,899,1885,2129,1814,3943,3029,2262,5291,222,226,448,259,271,530,287,293,580,6857,7085,13942,8065,7953,16018,9120,8677,17797
LGA33430,2111,540,1307,1847,812,1668,2480,13,17,30,22,36,58,27,28,55,1134,1808,2942,850,1727,2577,1398,2372,3770,11098,11583,22681,24809,23611,48420,20843,20544,41387,6991,7912,14903,6853,7290,14143,5813,6685,12498,58246,61094,119340,75436,77550,152986,79244,84512,163756
LGA33610,51,12,26,38,13,24,37,0,0,0,0,0,0,3,0,3,28,37,65,19,31,50,22,24,46,349,273,622,527,467,994,480,474,954,15,16,31,24,20,44,35,20,55,1363,1254,2617,1460,1441,2901,1503,1554,3057
LGA33620,178,54,134,188,51,132,183,0,3,3,3,3,6,3,3,6,75,158,233,74,166,240,89,165,254,838,913,1751,1347,1368,2715,1623,1711,3334,106,148,254,120,199,319,163,247,410,5168,5276,10444,5827,6000,11827,6102,6752,12854
LGA33800,28,6,26,32,3,8,11,0,0,0,0,0,0,3,0,3,7,24,31,6,29,35,6,11,17,183,186,369,343,351,694,390,342,732,30,51,81,22,33,55,33,25,58,1676,1481,3157,1665,1564,3229,1556,1434,2990
LGA33830,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6,3,6,9,7,3,10,65,42,107,17,12,29,44,18,62,0,0,0,0,0,0,0,0,0,130,127,257,99,107,206,154,151,305
LGA33960,511,156,377,533,222,477,699,10,4,14,4,11,15,11,9,20,316,415,731,259,478,737,373,653,1026,3005,2519,5524,5777,5193,10970,6074,5430,11504,143,222,365,291,317,608,286,350,636,18304,18328,36632,21857,22049,43906,24925,25615,50540
LGA33980,74,26,63,89,41,74,115,0,0,0,0,0,0,4,0,4,38,49,87,33,70,103,48,81,129,1130,383,1513,3362,954,4316,6477,1263,7740,30,25,55,88,45,133,124,72,196,3126,2426,5552,5524,3010,8534,9064,3662,12726
LGA34420,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,3,0,3,44,47,91,28,37,65,8,6,14,0,0,0,0,0,0,0,4,4,160,168,328,104,104,208,119,121,240
LGA34570,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,107,100,207,27,28,55,19,13,32,3,4,7,0,0,0,3,0,3,123,116,239,55,58,113,67,65,132
LGA34580,102,33,90,123,40,77,117,0,0,0,0,3,3,4,3,7,58,91,149,45,108,153,71,112,183,589,619,1208,1201,1170,2371,1466,1359,2825,93,106,199,144,128,272,133,130,263,4155,4430,8585,4676,4981,9657,5300,5820,11120
LGA34590,1082,288,711,999,408,797,1205,12,11,23,26,18,44,21,25,46,569,891,1460,457,939,1396,696,1153,1849,4341,4405,8746,10140,10079,20219,9755,9688,19443,587,864,1451,590,818,1408,578,819,1397,34884,36301,71185,39288,41193,80481,41143,43295,84438
LGA34710,23,4,12,16,5,8,13,0,0,0,0,0,0,0,0,0,17,23,40,10,15,25,10,8,18,111,82,193,213,202,415,188,188,376,21,19,40,22,12,34,19,22,41,653,623,1276,649,681,1330,621,669,1290
LGA34770,307,96,256,352,145,257,402,4,3,7,7,7,14,5,7,12,129,241,370,125,296,421,186,296,482,1801,1684,3485,4698,4293,8991,3931,3193,7124,230,286,516,335,354,689,304,272,576,12406,12839,25245,15268,15619,30887,15257,15088,30345
