Measure,Region Type,Frequency,Region,Time,Value,Flags
"Estimated Resident Population","Local Government Areas","Annual","Adelaide Hills (DC)","2012",39821,
"Estimated Resident Population","Local Government Areas","Annual","Adelaide Hills (DC)","2013",39832,
"Estimated Resident Population","Local Government Areas","Annual","Alexandrina (DC)","2003",19297,
"Estimated Resident Population","Local Government Areas","Annual","Alexandrina (DC)","2004",20019,
"Estimated Resident Population","Local Government Areas","Annual","Alexandrina (DC)","2005",20611,
"Estimated Resident Population","Local Government Areas","Annual","Alexandrina (DC)","2006",21208,
"Estimated Resident Population","Local Government Areas","Annual","Alexandrina (DC)","2007",21843,
"Estimated Resident Population","Local Government Areas","Annual","Alexandrina (DC)","2008",22472,
"Estimated Resident Population","Local Government Areas","Annual","Alexandrina (DC)","2009",23027,
"Estimated Resident Population","Local Government Areas","Annual","Alexandrina (DC)","2010",23729,
"Estimated Resident Population","Local Government Areas","Annual","Alexandrina (DC)","2011",24125,
"Estimated Resident Population","Local Government Areas","Annual","Alexandrina (DC)","2012",24489,
"Estimated Resident Population","Local Government Areas","Annual","Alexandrina (DC)","2013",24824,
"Estimated Resident Population","Local Government Areas","Annual","Anangu Pitjantjatjara (AC)","2003",2543,
"Estimated Resident Population","Local Government Areas","Annual","Anangu Pitjantjatjara (AC)","2004",2469,
"Estimated Resident Population","Local Government Areas","Annual","Anangu Pitjantjatjara (AC)","2005",2389,
"Estimated Resident Population","Local Government Areas","Annual","Anangu Pitjantjatjara (AC)","2006",2310,
"Estimated Resident Population","Local Government Areas","Annual","Anangu Pitjantjatjara (AC)","2007",2352,
"Estimated Resident Population","Local Government Areas","Annual","Anangu Pitjantjatjara (AC)","2008",2416,
"Estimated Resident Population","Local Government Areas","Annual","Anangu Pitjantjatjara (AC)","2009",2476,
"Estimated Resident Population","Local Government Areas","Annual","Anangu Pitjantjatjara (AC)","2010",2560,
"Estimated Resident Population","Local Government Areas","Annual","Anangu Pitjantjatjara (AC)","2011",2660,
"Estimated Resident Population","Local Government Areas","Annual","Anangu Pitjantjatjara (AC)","2012",2706,
"Estimated Resident Population","Local Government Areas","Annual","Anangu Pitjantjatjara (AC)","2013",2734,
"Estimated Resident Population","Local Government Areas","Annual","Barossa (DC)","2003",19920,
"Estimated Resident Population","Local Government Areas","Annual","Barossa (DC)","2004",20370,
"Estimated Resident Population","Local Government Areas","Annual","Barossa (DC)","2005",20751,
"Estimated Resident Population","Local Government Areas","Annual","Barossa (DC)","2006",21096,
"Estimated Resident Population","Local Government Areas","Annual","Barossa (DC)","2007",21357,
"Estimated Resident Population","Local Government Areas","Annual","Barossa (DC)","2008",21641,
"Estimated Resident Population","Local Government Areas","Annual","Barossa (DC)","2009",21889,
"Estimated Resident Population","Local Government Areas","Annual","Barossa (DC)","2010",22257,
"Estimated Resident Population","Local Government Areas","Annual","Barossa (DC)","2011",22525,
"Estimated Resident Population","Local Government Areas","Annual","Barossa (DC)","2012",22680,
"Estimated Resident Population","Local Government Areas","Annual","Barossa (DC)","2013",22808,
"Estimated Resident Population","Local Government Areas","Annual","Barunga West (DC)","2003",2596,
"Estimated Resident Population","Local Government Areas","Annual","Barunga West (DC)","2004",2596,
"Estimated Resident Population","Local Government Areas","Annual","Barunga West (DC)","2005",2590,
"Estimated Resident Population","Local Government Areas","Annual","Barunga West (DC)","2006",2590,
"Estimated Resident Population","Local Government Areas","Annual","Barunga West (DC)","2007",2587,
"Estimated Resident Population","Local Government Areas","Annual","Barunga West (DC)","2008",2575,
"Estimated Resident Population","Local Government Areas","Annual","Barunga West (DC)","2009",2560,
"Estimated Resident Population","Local Government Areas","Annual","Barunga West (DC)","2010",2535,
"Estimated Resident Population","Local Government Areas","Annual","Barunga West (DC)","2011",2496,
"Estimated Resident Population","Local Government Areas","Annual","Barunga West (DC)","2012",2482,
"Estimated Resident Population","Local Government Areas","Annual","Barunga West (DC)","2013",2452,
"Estimated Resident Population","Local Government Areas","Annual","Berri and Barmera (DC)","2003",11226,
"Estimated Resident Population","Local Government Areas","Annual","Berri and Barmera (DC)","2004",11197,
"Estimated Resident Population","Local Government Areas","Annual","Berri and Barmera (DC)","2005",11190,
"Estimated Resident Population","Local Government Areas","Annual","Berri and Barmera (DC)","2006",11239,
"Estimated Resident Population","Local Government Areas","Annual","Berri and Barmera (DC)","2007",11175,
"Estimated Resident Population","Local Government Areas","Annual","Berri and Barmera (DC)","2008",11029,
"Estimated Resident Population","Local Government Areas","Annual","Berri and Barmera (DC)","2009",10902,
"Estimated Resident Population","Local Government Areas","Annual","Berri and Barmera (DC)","2010",10819,
"Estimated Resident Population","Local Government Areas","Annual","Berri and Barmera (DC)","2011",10733,
"Estimated Resident Population","Local Government Areas","Annual","Berri and Barmera (DC)","2012",10665,
"Estimated Resident Population","Local Government Areas","Annual","Berri and Barmera (DC)","2013",10611,
"Estimated Resident Population","Local Government Areas","Annual","Burnside (C)","2003",42730,
"Estimated Resident Population","Local Government Areas","Annual","Burnside (C)","2004",42998,
"Estimated Resident Population","Local Government Areas","Annual","Burnside (C)","2005",43272,
"Estimated Resident Population","Local Government Areas","Annual","Burnside (C)","2006",43414,
"Estimated Resident Population","Local Government Areas","Annual","Burnside (C)","2007",43549,
"Estimated Resident Population","Local Government Areas","Annual","Burnside (C)","2008",43678,
"Estimated Resident Population","Local Government Areas","Annual","Burnside (C)","2009",43969,
"Estimated Resident Population","Local Government Areas","Annual","Burnside (C)","2010",44091,
"Estimated Resident Population","Local Government Areas","Annual","Burnside (C)","2011",44092,
"Estimated Resident Population","Local Government Areas","Annual","Burnside (C)","2012",44310,
"Estimated Resident Population","Local Government Areas","Annual","Burnside (C)","2013",44500,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2003",46801,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2004",46883,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2005",47059,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2006",47383,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2007",47886,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2008",48379,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2009",49067,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2010",49531,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2011",49788,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2012",50431,
"Estimated Resident Population","Local Government Areas","Annual","Campbelltown (C)","2013",50893,
"Estimated Resident Population","Local Government Areas","Annual","Ceduna (DC)","2003",3665,
"Estimated Resident Population","Local Government Areas","Annual","Ceduna (DC)","2004",3676,
"Estimated Resident Population","Local Government Areas","Annual","Ceduna (DC)","2005",3684,
"Estimated Resident Population","Local Government Areas","Annual","Ceduna (DC)","2006",3702,
"Estimated Resident Population","Local Government Areas","Annual","Ceduna (DC)","2007",3693,
"Estimated Resident Population","Local Government Areas","Annual","Ceduna (DC)","2008",3672,
"Estimated Resident Population","Local Government Areas","Annual","Ceduna (DC)","2009",3642,
"Estimated Resident Population","Local Government Areas","Annual","Ceduna (DC)","2010",3638,
"Estimated Resident Population","Local Government Areas","Annual","Ceduna (DC)","2011",3595,
"Estimated Resident Population","Local Government Areas","Annual","Ceduna (DC)","2012",3662,
"Estimated Resident Population","Local Government Areas","Annual","Ceduna (DC)","2013",3670,
"Estimated Resident Population","Local Government Areas","Annual","Charles Sturt (C)","2003",102776,
"Estimated Resident Population","Local Government Areas","Annual","Charles Sturt (C)","2004",102751,
"Estimated Resident Population","Local Government Areas","Annual","Charles Sturt (C)","2005",102797,
"Estimated Resident Population","Local Government Areas","Annual","Charles Sturt (C)","2006",103364,
"Estimated Resident Population","Local Government Areas","Annual","Charles Sturt (C)","2007",103897,
"Estimated Resident Population","Local Government Areas","Annual","Charles Sturt (C)","2008",104773,
"Estimated Resident Population","Local Government Areas","Annual","Charles Sturt (C)","2009",106320,
"Estimated Resident Population","Local Government Areas","Annual","Charles Sturt (C)","2010",107662,
"Estimated Resident Population","Local Government Areas","Annual","Charles Sturt (C)","2011",108680,
"Estimated Resident Population","Local Government Areas","Annual","Charles Sturt (C)","2012",109923,
"Estimated Resident Population","Local Government Areas","Annual","Charles Sturt (C)","2013",111236,
"Estimated Resident Population","Local Government Areas","Annual","Clare and Gilbert Valleys (DC)","2003",8335,
"Estimated Resident Population","Local Government Areas","Annual","Clare and Gilbert Valleys (DC)","2004",8320,
"Estimated Resident Population","Local Government Areas","Annual","Clare and Gilbert Valleys (DC)","2005",8328,
"Estimated Resident Population","Local Government Areas","Annual","Clare and Gilbert Valleys (DC)","2006",8370,
"Estimated Resident Population","Local Government Areas","Annual","Clare and Gilbert Valleys (DC)","2007",8448,
"Estimated Resident Population","Local Government Areas","Annual","Clare and Gilbert Valleys (DC)","2008",8537,
"Estimated Resident Population","Local Government Areas","Annual","Clare and Gilbert Valleys (DC)","2009",8622,
"Estimated Resident Population","Local Government Areas","Annual","Clare and Gilbert Valleys (DC)","2010",8759,
"Estimated Resident Population","Local Government Areas","Annual","Clare and Gilbert Valleys (DC)","2011",8871,
"Estimated Resident Population","Local Government Areas","Annual","Clare and Gilbert Valleys (DC)","2012",8916,
"Estimated Resident Population","Local Government Areas","Annual","Clare and Gilbert Valleys (DC)","2013",8994,
"Estimated Resident Population","Local Government Areas","Annual","Cleve (DC)","2003",1917,
"Estimated Resident Population","Local Government Areas","Annual","Cleve (DC)","2004",1924,
"Estimated Resident Population","Local Government Areas","Annual","Cleve (DC)","2005",1928,
"Estimated Resident Population","Local Government Areas","Annual","Cleve (DC)","2006",1947,
"Estimated Resident Population","Local Government Areas","Annual","Cleve (DC)","2007",1916,
"Estimated Resident Population","Local Government Areas","Annual","Cleve (DC)","2008",1861,
"Estimated Resident Population","Local Government Areas","Annual","Cleve (DC)","2009",1822,
"Estimated Resident Population","Local Government Areas","Annual","Cleve (DC)","2010",1796,
"Estimated Resident Population","Local Government Areas","Annual","Cleve (DC)","2011",1757,
"Estimated Resident Population","Local Government Areas","Annual","Cleve (DC)","2012",1751,
"Estimated Resident Population","Local Government Areas","Annual","Cleve (DC)","2013",1751,
"Estimated Resident Population","Local Government Areas","Annual","Coober Pedy (DC)","2003",2220,
"Estimated Resident Population","Local Government Areas","Annual","Coober Pedy (DC)","2004",2150,
"Estimated Resident Population","Local Government Areas","Annual","Coober Pedy (DC)","2005",2040,
"Estimated Resident Population","Local Government Areas","Annual","Coober Pedy (DC)","2006",1984,
"Estimated Resident Population","Local Government Areas","Annual","Coober Pedy (DC)","2007",1928,
"Estimated Resident Population","Local Government Areas","Annual","Coober Pedy (DC)","2008",1860,
"Estimated Resident Population","Local Government Areas","Annual","Coober Pedy (DC)","2009",1799,
"Estimated Resident Population","Local Government Areas","Annual","Coober Pedy (DC)","2010",1781,
"Estimated Resident Population","Local Government Areas","Annual","Coober Pedy (DC)","2011",1760,
"Estimated Resident Population","Local Government Areas","Annual","Coober Pedy (DC)","2012",1780,
"Estimated Resident Population","Local Government Areas","Annual","Coober Pedy (DC)","2013",1787,
"Estimated Resident Population","Local Government Areas","Annual","Copper Coast (DC)","2003",11144,
"Estimated Resident Population","Local Government Areas","Annual","Copper Coast (DC)","2004",11266,
"Estimated Resident Population","Local Government Areas","Annual","Copper Coast (DC)","2005",11440,
"Estimated Resident Population","Local Government Areas","Annual","Copper Coast (DC)","2006",11649,
"Estimated Resident Population","Local Government Areas","Annual","Copper Coast (DC)","2007",12042,
"Estimated Resident Population","Local Government Areas","Annual","Copper Coast (DC)","2008",12382,
"Estimated Resident Population","Local Government Areas","Annual","Copper Coast (DC)","2009",12781,
"Estimated Resident Population","Local Government Areas","Annual","Copper Coast (DC)","2010",13033,
"Estimated Resident Population","Local Government Areas","Annual","Copper Coast (DC)","2011",13126,
"Estimated Resident Population","Local Government Areas","Annual","Copper Coast (DC)","2012",13410,
"Estimated Resident Population","Local Government Areas","Annual","Copper Coast (DC)","2013",13687,
"Estimated Resident Population","Local Government Areas","Annual","Elliston (DC)","2003",1170,
"Estimated Resident Population","Local Government Areas","Annual","Elliston (DC)","2004",1175,
"Estimated Resident Population","Local Government Areas","Annual","Elliston (DC)","2005",1172,
"Estimated Resident Population","Local Government Areas","Annual","Elliston (DC)","2006",1164,
"Estimated Resident Population","Local Government Areas","Annual","Elliston (DC)","2007",1150,
"Estimated Resident Population","Local Government Areas","Annual","Elliston (DC)","2008",1131,
"Estimated Resident Population","Local Government Areas","Annual","Elliston (DC)","2009",1107,
"Estimated Resident Population","Local Government Areas","Annual","Elliston (DC)","2010",1086,
"Estimated Resident Population","Local Government Areas","Annual","Elliston (DC)","2011",1066,
"Estimated Resident Population","Local Government Areas","Annual","Elliston (DC)","2012",1063,
"Estimated Resident Population","Local Government Areas","Annual","Elliston (DC)","2013",1068,
"Estimated Resident Population","Local Government Areas","Annual","Flinders Ranges (DC)","2003",1785,
"Estimated Resident Population","Local Government Areas","Annual","Flinders Ranges (DC)","2004",1776,
"Estimated Resident Population","Local Government Areas","Annual","Flinders Ranges (DC)","2005",1767,
"Estimated Resident Population","Local Government Areas","Annual","Flinders Ranges (DC)","2006",1767,
"Estimated Resident Population","Local Government Areas","Annual","Flinders Ranges (DC)","2007",1767,
"Estimated Resident Population","Local Government Areas","Annual","Flinders Ranges (DC)","2008",1753,
"Estimated Resident Population","Local Government Areas","Annual","Flinders Ranges (DC)","2009",1736,
"Estimated Resident Population","Local Government Areas","Annual","Flinders Ranges (DC)","2010",1728,
"Estimated Resident Population","Local Government Areas","Annual","Flinders Ranges (DC)","2011",1722,
"Estimated Resident Population","Local Government Areas","Annual","Flinders Ranges (DC)","2012",1675,
"Estimated Resident Population","Local Government Areas","Annual","Flinders Ranges (DC)","2013",1649,
"Estimated Resident Population","Local Government Areas","Annual","Franklin Harbour (DC)","2003",1299,
"Estimated Resident Population","Local Government Areas","Annual","Franklin Harbour (DC)","2004",1295,
"Estimated Resident Population","Local Government Areas","Annual","Franklin Harbour (DC)","2005",1293,
"Estimated Resident Population","Local Government Areas","Annual","Franklin Harbour (DC)","2006",1298,
"Estimated Resident Population","Local Government Areas","Annual","Franklin Harbour (DC)","2007",1306,
"Estimated Resident Population","Local Government Areas","Annual","Franklin Harbour (DC)","2008",1309,
"Estimated Resident Population","Local Government Areas","Annual","Franklin Harbour (DC)","2009",1309,
"Estimated Resident Population","Local Government Areas","Annual","Franklin Harbour (DC)","2010",1306,
"Estimated Resident Population","Local Government Areas","Annual","Franklin Harbour (DC)","2011",1295,
"Estimated Resident Population","Local Government Areas","Annual","Franklin Harbour (DC)","2012",1297,
"Estimated Resident Population","Local Government Areas","Annual","Franklin Harbour (DC)","2013",1297,
"Estimated Resident Population","Local Government Areas","Annual","Gawler (T)","2003",18593,
"Estimated Resident Population","Local Government Areas","Annual","Gawler (T)","2004",18746,
"Estimated Resident Population","Local Government Areas","Annual","Gawler (T)","2005",18966,
"Estimated Resident Population","Local Government Areas","Annual","Gawler (T)","2006",19241,
"Estimated Resident Population","Local Government Areas","Annual","Gawler (T)","2007",19851,
"Estimated Resident Population","Local Government Areas","Annual","Gawler (T)","2008",20270,
"Estimated Resident Population","Local Government Areas","Annual","Gawler (T)","2009",20755,
"Estimated Resident Population","Local Government Areas","Annual","Gawler (T)","2010",20939,
"Estimated Resident Population","Local Government Areas","Annual","Gawler (T)","2011",20987,
"Estimated Resident Population","Local Government Areas","Annual","Gawler (T)","2012",21242,
"Estimated Resident Population","Local Government Areas","Annual","Gawler (T)","2013",21590,
"Estimated Resident Population","Local Government Areas","Annual","Goyder (DC)","2003",4261,
"Estimated Resident Population","Local Government Areas","Annual","Goyder (DC)","2004",4267,
"Estimated Resident Population","Local Government Areas","Annual","Goyder (DC)","2005",4265,
"Estimated Resident Population","Local Government Areas","Annual","Goyder (DC)","2006",4271,
"Estimated Resident Population","Local Government Areas","Annual","Goyder (DC)","2007",4265,
"Estimated Resident Population","Local Government Areas","Annual","Goyder (DC)","2008",4249,
"Estimated Resident Population","Local Government Areas","Annual","Goyder (DC)","2009",4246,
"Estimated Resident Population","Local Government Areas","Annual","Goyder (DC)","2010",4246,
"Estimated Resident Population","Local Government Areas","Annual","Goyder (DC)","2011",4225,
"Estimated Resident Population","Local Government Areas","Annual","Goyder (DC)","2012",4236,
"Estimated Resident Population","Local Government Areas","Annual","Goyder (DC)","2013",4239,
"Estimated Resident Population","Local Government Areas","Annual","Grant (DC)","2003",7512,
"Estimated Resident Population","Local Government Areas","Annual","Grant (DC)","2004",7546,
"Estimated Resident Population","Local Government Areas","Annual","Grant (DC)","2005",7585,
"Estimated Resident Population","Local Government Areas","Annual","Grant (DC)","2006",7613,
"Estimated Resident Population","Local Government Areas","Annual","Grant (DC)","2007",7643,
"Estimated Resident Population","Local Government Areas","Annual","Grant (DC)","2008",7729,
"Estimated Resident Population","Local Government Areas","Annual","Grant (DC)","2009",7818,
"Estimated Resident Population","Local Government Areas","Annual","Grant (DC)","2010",7917,
"Estimated Resident Population","Local Government Areas","Annual","Grant (DC)","2011",7954,
"Estimated Resident Population","Local Government Areas","Annual","Grant (DC)","2012",7989,
"Estimated Resident Population","Local Government Areas","Annual","Grant (DC)","2013",8012,
"Estimated Resident Population","Local Government Areas","Annual","Holdfast Bay (C)","2003",33653,
"Estimated Resident Population","Local Government Areas","Annual","Holdfast Bay (C)","2004",33730,
"Estimated Resident Population","Local Government Areas","Annual","Holdfast Bay (C)","2005",34007,
"Estimated Resident Population","Local Government Areas","Annual","Holdfast Bay (C)","2006",34371,
"Estimated Resident Population","Local Government Areas","Annual","Holdfast Bay (C)","2007",34817,
"Estimated Resident Population","Local Government Areas","Annual","Holdfast Bay (C)","2008",35375,
"Estimated Resident Population","Local Government Areas","Annual","Holdfast Bay (C)","2009",35650,
"Estimated Resident Population","Local Government Areas","Annual","Holdfast Bay (C)","2010",35940,
"Estimated Resident Population","Local Government Areas","Annual","Holdfast Bay (C)","2011",36120,
"Estimated Resident Population","Local Government Areas","Annual","Holdfast Bay (C)","2012",36481,
"Estimated Resident Population","Local Government Areas","Annual","Holdfast Bay (C)","2013",36763,
"Estimated Resident Population","Local Government Areas","Annual","Kangaroo Island (DC)","2003",4303,
"Estimated Resident Population","Local Government Areas","Annual","Kangaroo Island (DC)","2004",4355,
"Estimated Resident Population","Local Government Areas","Annual","Kangaroo Island (DC)","2005",4392,
"Estimated Resident Population","Local Government Areas","Annual","Kangaroo Island (DC)","2006",4396,
"Estimated Resident Population","Local Government Areas","Annual","Kangaroo Island (DC)","2007",4427,
"Estimated Resident Population","Local Government Areas","Annual","Kangaroo Island (DC)","2008",4451,
"Estimated Resident Population","Local Government Areas","Annual","Kangaroo Island (DC)","2009",4477,
"Estimated Resident Population","Local Government Areas","Annual","Kangaroo Island (DC)","2010",4501,
"Estimated Resident Population","Local Government Areas","Annual","Kangaroo Island (DC)","2011",4522,
"Estimated Resident Population","Local Government Areas","Annual","Kangaroo Island (DC)","2012",4535,
"Estimated Resident Population","Local Government Areas","Annual","Kangaroo Island (DC)","2013",4553,
"Estimated Resident Population","Local Government Areas","Annual","Karoonda East Murray (DC)","2003",1233,
"Estimated Resident Population","Local Government Areas","Annual","Karoonda East Murray (DC)","2004",1216,
"Estimated Resident Population","Local Government Areas","Annual","Karoonda East Murray (DC)","2005",1200,
"Estimated Resident Population","Local Government Areas","Annual","Karoonda East Murray (DC)","2006",1189,
"Estimated Resident Population","Local Government Areas","Annual","Karoonda East Murray (DC)","2007",1163,
"Estimated Resident Population","Local Government Areas","Annual","Karoonda East Murray (DC)","2008",1134,
"Estimated Resident Population","Local Government Areas","Annual","Karoonda East Murray (DC)","2009",1110,
"Estimated Resident Population","Local Government Areas","Annual","Karoonda East Murray (DC)","2010",1076,
"Estimated Resident Population","Local Government Areas","Annual","Karoonda East Murray (DC)","2011",1050,
"Estimated Resident Population","Local Government Areas","Annual","Karoonda East Murray (DC)","2012",1037,
"Estimated Resident Population","Local Government Areas","Annual","Karoonda East Murray (DC)","2013",1016,
"Estimated Resident Population","Local Government Areas","Annual","Kimba (DC)","2003",1200,
"Estimated Resident Population","Local Government Areas","Annual","Kimba (DC)","2004",1183,
"Estimated Resident Population","Local Government Areas","Annual","Kimba (DC)","2005",1160,
"Estimated Resident Population","Local Government Areas","Annual","Kimba (DC)","2006",1147,
"Estimated Resident Population","Local Government Areas","Annual","Kimba (DC)","2007",1135,
"Estimated Resident Population","Local Government Areas","Annual","Kimba (DC)","2008",1122,
"Estimated Resident Population","Local Government Areas","Annual","Kimba (DC)","2009",1113,
"Estimated Resident Population","Local Government Areas","Annual","Kimba (DC)","2010",1108,
"Estimated Resident Population","Local Government Areas","Annual","Kimba (DC)","2011",1105,
"Estimated Resident Population","Local Government Areas","Annual","Kimba (DC)","2012",1103,
"Estimated Resident Population","Local Government Areas","Annual","Kimba (DC)","2013",1103,
"Estimated Resident Population","Local Government Areas","Annual","Kingston (DC)","2003",2354,
"Estimated Resident Population","Local Government Areas","Annual","Kingston (DC)","2004",2343,
"Estimated Resident Population","Local Government Areas","Annual","Kingston (DC)","2005",2404,
"Estimated Resident Population","Local Government Areas","Annual","Kingston (DC)","2006",2390,
"Estimated Resident Population","Local Government Areas","Annual","Kingston (DC)","2007",2393,
"Estimated Resident Population","Local Government Areas","Annual","Kingston (DC)","2008",2381,
"Estimated Resident Population","Local Government Areas","Annual","Kingston (DC)","2009",2381,
"Estimated Resident Population","Local Government Areas","Annual","Kingston (DC)","2010",2363,
"Estimated Resident Population","Local Government Areas","Annual","Kingston (DC)","2011",2343,
"Estimated Resident Population","Local Government Areas","Annual","Kingston (DC)","2012",2361,
"Estimated Resident Population","Local Government Areas","Annual","Kingston (DC)","2013",2407,
"Estimated Resident Population","Local Government Areas","Annual","Light (RegC)","2003",11491,
"Estimated Resident Population","Local Government Areas","Annual","Light (RegC)","2004",11922,
"Estimated Resident Population","Local Government Areas","Annual","Light (RegC)","2005",12325,
"Estimated Resident Population","Local Government Areas","Annual","Light (RegC)","2006",12680,
"Estimated Resident Population","Local Government Areas","Annual","Light (RegC)","2007",12994,
"Estimated Resident Population","Local Government Areas","Annual","Light (RegC)","2008",13138,
"Estimated Resident Population","Local Government Areas","Annual","Light (RegC)","2009",13464,
"Estimated Resident Population","Local Government Areas","Annual","Light (RegC)","2010",13788,
"Estimated Resident Population","Local Government Areas","Annual","Light (RegC)","2011",13984,
"Estimated Resident Population","Local Government Areas","Annual","Light (RegC)","2012",14243,
"Estimated Resident Population","Local Government Areas","Annual","Light (RegC)","2013",14459,
"Estimated Resident Population","Local Government Areas","Annual","Lower Eyre Peninsula (DC)","2003",4281,
"Estimated Resident Population","Local Government Areas","Annual","Lower Eyre Peninsula (DC)","2004",4345,
"Estimated Resident Population","Local Government Areas","Annual","Lower Eyre Peninsula (DC)","2005",4408,
"Estimated Resident Population","Local Government Areas","Annual","Lower Eyre Peninsula (DC)","2006",4537,
"Estimated Resident Population","Local Government Areas","Annual","Lower Eyre Peninsula (DC)","2007",4619,
"Estimated Resident Population","Local Government Areas","Annual","Lower Eyre Peninsula (DC)","2008",4712,
"Estimated Resident Population","Local Government Areas","Annual","Lower Eyre Peninsula (DC)","2009",4809,
"Estimated Resident Population","Local Government Areas","Annual","Lower Eyre Peninsula (DC)","2010",4911,
"Estimated Resident Population","Local Government Areas","Annual","Lower Eyre Peninsula (DC)","2011",5013,
"Estimated Resident Population","Local Government Areas","Annual","Lower Eyre Peninsula (DC)","2012",5068,
"Estimated Resident Population","Local Government Areas","Annual","Lower Eyre Peninsula (DC)","2013",4997,
"Estimated Resident Population","Local Government Areas","Annual","Loxton Waikerie (DC)","2003",12153,
"Estimated Resident Population","Local Government Areas","Annual","Loxton Waikerie (DC)","2004",12081,
"Estimated Resident Population","Local Government Areas","Annual","Loxton Waikerie (DC)","2005",12023,
"Estimated Resident Population","Local Government Areas","Annual","Loxton Waikerie (DC)","2006",11902,
"Estimated Resident Population","Local Government Areas","Annual","Loxton Waikerie (DC)","2007",11870,
"Estimated Resident Population","Local Government Areas","Annual","Loxton Waikerie (DC)","2008",11771,
"Estimated Resident Population","Local Government Areas","Annual","Loxton Waikerie (DC)","2009",11662,
"Estimated Resident Population","Local Government Areas","Annual","Loxton Waikerie (DC)","2010",11561,
"Estimated Resident Population","Local Government Areas","Annual","Loxton Waikerie (DC)","2011",11478,
"Estimated Resident Population","Local Government Areas","Annual","Loxton Waikerie (DC)","2012",11459,
"Estimated Resident Population","Local Government Areas","Annual","Loxton Waikerie (DC)","2013",11454,
"Estimated Resident Population","Local Government Areas","Annual","Mallala (DC)","2003",7710,
"Estimated Resident Population","Local Government Areas","Annual","Mallala (DC)","2004",7816,
"Estimated Resident Population","Local Government Areas","Annual","Mallala (DC)","2005",8023,
"Estimated Resident Population","Local Government Areas","Annual","Mallala (DC)","2006",8118,
"Estimated Resident Population","Local Government Areas","Annual","Mallala (DC)","2007",8255,
"Estimated Resident Population","Local Government Areas","Annual","Mallala (DC)","2008",8285,
"Estimated Resident Population","Local Government Areas","Annual","Mallala (DC)","2009",8324,
"Estimated Resident Population","Local Government Areas","Annual","Mallala (DC)","2010",8417,
"Estimated Resident Population","Local Government Areas","Annual","Mallala (DC)","2011",8483,
"Estimated Resident Population","Local Government Areas","Annual","Mallala (DC)","2012",8548,
"Estimated Resident Population","Local Government Areas","Annual","Mallala (DC)","2013",8611,
"Estimated Resident Population","Local Government Areas","Annual","Maralinga Tjarutja (AC)","2003",129,
"Estimated Resident Population","Local Government Areas","Annual","Maralinga Tjarutja (AC)","2004",123,
"Estimated Resident Population","Local Government Areas","Annual","Maralinga Tjarutja (AC)","2005",116,
"Estimated Resident Population","Local Government Areas","Annual","Maralinga Tjarutja (AC)","2006",111,
"Estimated Resident Population","Local Government Areas","Annual","Maralinga Tjarutja (AC)","2007",98,
"Estimated Resident Population","Local Government Areas","Annual","Maralinga Tjarutja (AC)","2008",88,
"Estimated Resident Population","Local Government Areas","Annual","Maralinga Tjarutja (AC)","2009",84,
"Estimated Resident Population","Local Government Areas","Annual","Maralinga Tjarutja (AC)","2010",80,
"Estimated Resident Population","Local Government Areas","Annual","Maralinga Tjarutja (AC)","2011",75,
"Estimated Resident Population","Local Government Areas","Annual","Maralinga Tjarutja (AC)","2012",75,
"Estimated Resident Population","Local Government Areas","Annual","Maralinga Tjarutja (AC)","2013",75,
"Estimated Resident Population","Local Government Areas","Annual","Marion (C)","2003",79250,
"Estimated Resident Population","Local Government Areas","Annual","Marion (C)","2004",79611,
"Estimated Resident Population","Local Government Areas","Annual","Marion (C)","2005",79980,
"Estimated Resident Population","Local Government Areas","Annual","Marion (C)","2006",80646,
"Estimated Resident Population","Local Government Areas","Annual","Marion (C)","2007",81616,
"Estimated Resident Population","Local Government Areas","Annual","Marion (C)","2008",82536,
"Estimated Resident Population","Local Government Areas","Annual","Marion (C)","2009",83917,
"Estimated Resident Population","Local Government Areas","Annual","Marion (C)","2010",85110,
"Estimated Resident Population","Local Government Areas","Annual","Marion (C)","2011",85714,
"Estimated Resident Population","Local Government Areas","Annual","Marion (C)","2012",86703,
"Estimated Resident Population","Local Government Areas","Annual","Marion (C)","2013",87574,
"Estimated Resident Population","Local Government Areas","Annual","Mid Murray (DC)","2003",8337,
"Estimated Resident Population","Local Government Areas","Annual","Mid Murray (DC)","2004",8307,
"Estimated Resident Population","Local Government Areas","Annual","Mid Murray (DC)","2005",8253,
"Estimated Resident Population","Local Government Areas","Annual","Mid Murray (DC)","2006",8216,
"Estimated Resident Population","Local Government Areas","Annual","Mid Murray (DC)","2007",8195,
"Estimated Resident Population","Local Government Areas","Annual","Mid Murray (DC)","2008",8199,
