region_id,Neg_Nil_inc_hh_with_Ind_psns,Neg_Nil_inc_Other_households,Neg_Nil_income_Tot_hhlds,HI1_199_Hhd_with_Indig_psns,HI1_199_Other_households,HI1_199_Tot_hhlds,HI200_299_Hhd_with_Indig_psns,HI200_299_Other_households,HI200_299_Tot_hhlds,HI300_399_Hhd_with_Indig_psns,HI300_399_Other_households,HI300_399_Tot_hhlds,HI400_599_Hhd_with_Indig_psns,HI400_599_Other_households,HI400_599_Tot_hhlds,HI600_799_Hhd_with_Indig_psns,HI600_799_Other_households,HI600_799_Tot_hhlds,HI800_999_Hhd_with_Indig_psns,HI800_999_Other_households,HI800_999_Tot_hhlds,HI1000_1249_Hh_with_Indig_psn,HI1000_1249_Other_households,HI1000_1249_Tot_hhlds,HI1250_1499_Hh_with_Indig_psn,HI1250_1499_Other_households,HI1250_1499_Tot_hhlds,HI1500_1999_Hh_with_Indig_psn,HI1500_1999_Other_households,HI1500_1999_Tot_hhlds,HI2000_2499_Hh_with_Indig_psn,HI2000_2499_Other_households,HI2000_2499_Tot_hhlds,HI2500_2999_Hh_with_Indig_psn,HI2500_2999_Other_households,HI2500_2999_Tot_hhlds,HI3000_more_Hh_with_Indig_psn,HI3000_more_Other_households,HI3000_more_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
IARE104008,6,178,184,19,297,316,23,503,526,58,1430,1488,107,2450,2557,74,1922,1996,57,1494,1551,49,930,979,42,817,859,51,936,987,30,489,519,16,376,392,17,359,376,57,916,973,26,547,573,632,13644,14276
IARE104009,14,98,112,33,200,233,53,421,474,101,1073,1174,174,1579,1753,143,1203,1346,97,992,1089,80,810,890,74,585,659,58,752,810,28,417,445,24,261,285,13,201,214,95,676,771,54,324,378,1041,9592,10633
IARE104010,3,35,38,5,82,87,13,177,190,14,397,411,30,589,619,31,413,444,17,361,378,19,248,267,9,214,223,11,236,247,8,132,140,0,95,95,0,71,71,22,230,252,12,97,109,194,3377,3571
IARE104011,19,572,591,52,852,904,84,1791,1875,147,5399,5546,305,7604,7909,256,6360,6616,211,5471,5682,218,5074,5292,178,4537,4715,282,7518,7800,199,5407,5606,115,4549,4664,144,5890,6034,243,5139,5382,110,1863,1973,2563,68026,70589
IARE104012,11,154,165,22,267,289,35,662,697,67,1374,1441,89,2052,2141,106,1750,1856,69,1519,1588,75,1468,1543,52,1236,1288,85,1623,1708,30,932,962,20,585,605,20,579,599,76,1050,1126,34,325,359,791,15576,16367
IARE104013,9,188,197,24,244,268,25,528,553,48,1586,1634,97,2146,2243,108,1926,2034,97,1680,1777,96,1767,1863,83,1572,1655,120,2798,2918,79,2052,2131,55,1998,2053,78,2282,2360,88,1662,1750,48,563,611,1055,22992,24047
IARE104014,24,559,583,34,763,797,110,1961,2071,132,4806,4938,183,5445,5628,187,4773,4960,168,4173,4341,156,4335,4491,132,3845,3977,201,6307,6508,174,4567,4741,118,4157,4275,110,5162,5272,186,4091,4277,90,1460,1550,2005,56404,58409
IARE104015,6,273,279,24,519,543,37,962,999,83,2672,2755,178,4221,4399,159,3409,3568,93,2881,2974,98,2222,2320,89,1894,1983,90,2462,2552,63,1456,1519,32,1046,1078,29,1174,1203,88,1868,1956,49,890,939,1118,27949,29067
IARE104016,11,229,240,13,313,326,32,646,678,60,1834,1894,111,2889,3000,120,2346,2466,74,2095,2169,97,1799,1896,83,1658,1741,118,2487,2605,61,1730,1791,54,1280,1334,38,1364,1402,104,1671,1775,34,668,702,1010,23009,24019
IARE104017,12,70,82,17,170,187,23,311,334,41,841,882,74,1234,1308,75,984,1059,41,854,895,49,701,750,35,558,593,46,718,764,33,399,432,5,170,175,4,143,147,55,502,557,38,281,319,548,7936,8484
IARE104018,3,67,70,10,97,107,16,159,175,19,362,381,16,517,533,23,431,454,21,426,447,28,414,442,17,467,484,50,852,902,32,534,566,39,1050,1089,46,1195,1241,35,621,656,17,188,205,372,7380,7752
IARE104019,16,184,200,38,341,379,60,702,762,93,1837,1930,154,2734,2888,134,2191,2325,87,1708,1795,88,1435,1523,78,1137,1215,71,1430,1501,34,822,856,13,448,461,9,451,460,82,1137,1219,52,575,627,1009,17132,18141
IARE104020,12,397,409,26,572,598,41,1159,1200,78,2985,3063,148,4865,5013,157,3848,4005,114,3179,3293,142,2602,2744,113,2250,2363,138,2943,3081,95,1788,1883,37,1167,1204,55,1150,1205,138,2319,2457,63,1077,1140,1357,32301,33658
IARE104021,25,535,560,41,813,854,83,1775,1858,115,4837,4952,321,7218,7539,288,5624,5912,212,4655,4867,244,4172,4416,202,3683,3885,285,5503,5788,185,3840,4025,94,2423,2517,97,2621,2718,226,3833,4059,116,1842,1958,2534,53374,55908
IARE105001,12,187,199,21,267,288,26,604,630,42,1468,1510,73,2021,2094,58,1858,1916,44,1593,1637,40,1545,1585,33,1325,1358,39,2105,2144,19,1511,1530,12,935,947,11,1039,1050,42,1240,1282,29,542,571,501,18240,18741
IARE105002,3,61,64,5,58,63,17,89,106,31,253,284,45,374,419,39,337,376,40,282,322,36,246,282,17,237,254,19,293,312,11,173,184,3,110,113,3,137,140,27,247,274,14,125,139,310,3022,3332
IARE105003,10,108,118,13,180,193,23,405,428,44,947,991,68,1336,1404,72,1181,1253,50,1076,1126,54,1041,1095,46,977,1023,63,1529,1592,43,1138,1181,17,870,887,26,949,975,57,937,994,24,345,369,610,13019,13629
IARE105004,3,85,88,9,110,119,12,217,229,16,550,566,25,711,736,21,587,608,16,549,565,17,575,592,21,482,503,27,721,748,24,492,516,8,361,369,4,529,533,29,546,575,9,222,231,241,6737,6978
IARE105005,3,42,45,3,29,32,9,47,56,14,134,148,29,190,219,24,178,202,19,166,185,21,151,172,10,125,135,13,174,187,9,119,128,3,56,59,3,56,59,21,153,174,9,47,56,190,1667,1857
IARE105006,3,156,159,10,162,172,6,263,269,22,648,670,27,954,981,30,754,784,13,701,714,26,543,569,16,439,455,19,586,605,13,312,325,5,196,201,4,183,187,25,565,590,11,297,308,230,6759,6989
IARE105007,4,139,143,4,132,136,7,298,305,11,770,781,30,1068,1098,25,826,851,22,754,776,33,524,557,21,483,504,21,629,650,15,352,367,3,254,257,8,243,251,22,542,564,7,279,286,233,7293,7526
IARE105008,0,32,32,5,39,44,5,119,124,12,343,355,22,438,460,21,333,354,9,235,244,11,212,223,14,198,212,13,232,245,9,149,158,3,101,104,3,98,101,7,194,201,5,122,127,139,2845,2984
IARE105009,8,55,63,8,97,105,23,192,215,28,510,538,56,659,715,40,494,534,32,456,488,28,373,401,27,302,329,24,351,375,14,208,222,10,123,133,5,138,143,25,307,332,42,192,234,370,4457,4827
IARE105010,4,65,69,7,89,96,14,181,195,23,528,551,44,742,786,24,620,644,11,532,543,21,408,429,10,404,414,11,500,511,4,308,312,6,189,195,4,198,202,18,396,414,17,244,261,218,5404,5622
IARE105011,0,50,50,12,68,80,23,117,140,36,324,360,51,420,471,56,353,409,30,318,348,31,255,286,28,219,247,33,254,287,19,187,206,11,109,120,3,119,122,27,215,242,11,139,150,371,3147,3518
