region_id,Negative_Nil_income_M,Negative_Nil_income_F,Negative_Nil_income_P,PI1_199_M,PI1_199_F,PI1_199_P,PI200_299_M,PI200_299_F,PI200_299_P,PI300_399_M,PI300_399_F,PI300_399_P,PI400_599_M,PI400_599_F,PI400_599_P,PI600_799_M,PI600_799_F,PI600_799_P,PI800_999_M,PI800_999_F,PI800_999_P,PI1000_more_M,PI1000_more_F,PI1000_more_P,Personal_income_nsM,Personal_income_nsF,Personal_income_nsP,Tot_M,Tot_F,Tot_P
IARE706007,42,47,89,211,213,424,292,247,539,58,124,182,20,63,83,14,19,33,0,0,0,4,0,4,4,9,13,645,722,1367
IARE706008,37,22,59,5,11,16,41,37,78,25,43,68,53,48,101,23,22,45,7,3,10,3,3,6,56,56,112,250,245,495
IARE707001,10,9,19,25,30,55,56,90,146,18,20,38,4,6,10,0,4,4,0,3,3,3,3,6,13,19,32,129,184,313
IARE707002,4,3,7,4,13,17,106,100,206,16,20,36,3,6,9,3,5,8,0,0,0,0,0,0,5,0,5,141,147,288
IARE707003,14,11,25,31,23,54,76,53,129,9,22,31,6,17,23,13,5,18,6,3,9,5,0,5,24,20,44,184,154,338
IARE707004,4,8,12,0,5,5,11,8,19,5,10,15,4,0,4,0,4,4,3,0,3,0,0,0,61,66,127,88,101,189
IARE707005,65,56,121,48,66,114,86,102,188,44,75,119,17,41,58,31,31,62,22,20,42,41,46,87,158,156,314,512,593,1105
IARE707006,9,9,18,38,33,71,40,38,78,4,14,18,4,14,18,3,5,8,3,0,3,4,3,7,7,8,15,112,124,236
IARE794994,10,3,13,3,3,6,24,14,38,10,3,13,3,3,6,0,4,4,0,3,3,7,0,7,12,10,22,69,43,112
IARE797997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE801001,55,45,100,86,83,169,74,90,164,51,74,125,60,85,145,61,69,130,75,65,140,288,214,502,34,34,68,784,759,1543
IARE801002,99,69,168,109,109,218,80,96,176,57,80,137,55,98,153,96,92,188,86,60,146,301,298,599,93,43,136,976,945,1921
IARE801003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
IARE894994,5,3,8,0,5,5,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,4,4,0,0,0,14,12,26
IARE897997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE901001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,3,5,8
IARE901002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,3,6
IARE902001,13,5,18,3,8,11,17,27,44,12,16,28,5,13,18,3,3,6,4,0,4,8,3,11,6,3,9,71,78,149
IARE994994,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
IARE997997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
